DLiP-ID,C000LA
DLiP-Mol-ID,30986
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H18N2O7/c24-17-6-4-12(9-16(17)21(28)29)22-18(25)11-3-5-14-15(8-11)20(27)23(19(14)26)10-13-2-1-7-30-13/h3-6,8-9,13,24H,1-2,7,10H2,(H,22,25)(H,28,29)"
Standard Inchi Key(RDKit),QMUIAECUXMHILL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(O)c(C(=O)O)c1)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),410.382
MW Monoisotopic(RDKit),410.111400916
MolLogP(RDKit),2.1177
XLogP(SDF),
XLogP(CDK),2.096
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),133.24
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.507779552277603
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7864618.447292816
qed,0.5077795522776027
Chi0,21.41348460451408
Chi1,14.346244348298507
TPSA,133.24
Chi0n,15.752761247892764
Chi0v,15.752761247892764
Chi1n,9.344093257287707
Chi1v,9.344093257287707
Chi2n,7.107506212813949
Chi2v,7.107506212813949
Chi3n,5.1279076294885915
Chi3v,5.1279076294885915
Chi4n,3.5780971387989307
Chi4v,3.5780971387989307
MolMR,103.80230000000003
MolWt,410.3820000000003
fr_SH,0
Kappa1,19.590131685030904
Kappa2,7.600798335956861
Kappa3,3.5041050794538107
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1073.0197162758184
MolLogP,2.1177
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.5366463717807641
SMR_VSA1,34.12806647976875
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,18.94560963360032
SMR_VSA6,18.468426974431825
SMR_VSA7,58.65200837755764
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,170.41911103595743
NHOHCount,3
PEOE_VSA1,20.26670634748779
PEOE_VSA2,19.283521283065944
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,49.23984565662168
PEOE_VSA8,17.857719730893475
PEOE_VSA9,23.77562577705487
RingCount,4
SMR_VSA10,29.378230750689927
fr_Al_COO,0
fr_Ar_COO,1
