DLiP-ID,C1013H
DLiP-Mol-ID,36701
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H27ClFN5O/c1-15-23(26)19(14-20(29)24(15)27)25(33)30-21-13-17(16-3-6-18(28)7-4-16)5-8-22(21)32-11-9-31(2)10-12-32/h3-8,13-14H,9-12,28-29H2,1-2H3,(H,30,33)"
Standard Inchi Key(RDKit),HVMNEZGNJGWWQS-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1c(F)c(N)cc(C(=O)Nc2cc(-c3ccc(N)cc3)ccc2N2CCN(C)CC2)c1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),467.976
MW Monoisotopic(RDKit),467.188816384
MolLogP(RDKit),4.62302
XLogP(SDF),
XLogP(CDK),4.28
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),87.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.487051259584193
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Histone-lysine N-methyltransferase 2A/WDR5
Common Target Pref Name,WDR5/MLL1
RDKit Descriptors
Ipc,24401392.933565967
qed,0.4870512595841926
Chi0,23.697941654890254
Chi1,15.74009119841586
TPSA,87.61999999999999
Chi0n,18.660534244124683
Chi0v,19.416463190143137
