DLiP-ID,T0038X
DLiP-Mol-ID,19926
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H20Cl2N2OS/c20-14-7-8-17(15(21)13-14)25-18-6-2-1-5-16(18)22-19(24)9-12-23-10-3-4-11-23/h1-2,5-8,13H,3-4,9-12H2,(H,22,24)"
Standard Inchi Key(RDKit),KNVZUNQKXSWGMK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(CCN1CCCC1)Nc1ccccc1Sc1ccc(Cl)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),395.355
MW Monoisotopic(RDKit),394.06733962
MolLogP(RDKit),5.569
XLogP(SDF),
XLogP(CDK),4.904
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),32.34
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.694216207145384
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,671182.0196388459
qed,0.6942162071453845
Chi0,17.6480536021256
Chi1,12.114193540729628
TPSA,32.34
Chi0n,13.803731693892807
Chi0v,16.132086166857444
Chi1n,8.35795773825102
Chi1v,9.9303832651972
Chi2n,6.019889251323664
Chi2v,7.9473021150230805
Chi3n,4.128766649643117
Chi3v,5.940444608205866
Chi4n,2.8139458027268605
Chi4v,4.243238344791098
MolMR,105.94770000000004
MolWt,395.35500000000013
fr_SH,0
Kappa1,18.58691184424013
Kappa2,8.947245342845822
Kappa3,5.384854572451744
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
