DLiP-ID,T000UQ
Mp,0.720961501996008
Mv,0.6875468145735804
SZ,38.66666666666667
Si,53.728423221406175
Sm,37.28998418116726
Sp,34.60615209580838
Sv,33.00224709953186
nB,0
nC,20
nF,0
nH,18
nI,0
nN,3
nO,5
nP,0
nS,1
nX,1
ABC,23.00067499477743
AMW,9.31386602825001
IC0,1.8795095861313822
IC1,4.156934637304817
IC2,5.061641344913579
IC3,5.345175521464346
IC4,5.345175521464346
IC5,5.345175521464346
MID,60.218567486998346
Mpe,1.0021241830065362
Mse,1.0307416848749698
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,113.38900000000001
SdO,36.38912597833736
SdS,0
Spe,48.10196078431373
SsF,0
SsI,0
Sse,49.475600873998545
StN,0
fMF,0.4375
nBr,0
nCl,1
AMID,2.0072855828999447
BIC0,0.3181893342545915
BIC1,0.7037432926885919
BIC2,0.8569045359798367
BIC3,0.9049051163125011
BIC4,0.9049051163125011
BIC5,0.9049051163125011
CIC0,3.705452914589774
CIC1,1.4280278634163395
CIC2,0.5233211558075768
CIC3,0.23978697925681036
CIC4,0.23978697925681036
CIC5,0.23978697925681036
GGI1,6.5
GGI2,4.222222222222223
GGI3,2.625
GGI4,2.116666666666667
GGI5,1.0727777777777776
GGI6,0.8302040816326532
GGI7,0.47658021541950113
GGI8,0.25952695893172084
GGI9,0.2550077160493827
JGI1,0.203125
JGI2,0.0938271604938272
JGI3,0.0546875
JGI4,0.04601449275362318
JGI5,0.024381313131313132
JGI6,0.02184747583243825
JGI7,0.01537355533611294
JGI8,0.009981806112758493
JGI9,0.009444730224051213
MIC0,23.651826472909917
MIC1,45.61203356758977
MIC2,50.96254860980025
MIC3,51.872976059763424
MIC4,51.872976059763424
MIC5,51.872976059763424
MPC2,45
MPC3,59
MPC4,73
MPC5,84
MPC6,83
MPC7,89
MPC8,96
MPC9,100
Mare,1.0131666666666665
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.16252706477827408
RPCG,0.1072288478046103
SIC0,0.3365303859943001
SIC1,0.7443084240526331
SIC2,0.9062981791301189
SIC3,0.9570656062192274
SIC4,0.9570656062192274
SIC5,0.9570656062192274
SaaN,3.931940764601021
SaaO,0
SaaS,1.1376974257817718
Sare,48.632
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.942322474204596
SsLi,0
SsOH,9.506245032958597
SsSH,0
SssO,5.239756572889829
SssS,0
StCH,0
StsC,0
TIC0,90.21646013430635
TIC1,199.5328625906312
TIC2,242.95878455585182
TIC3,256.5684250302886
TIC4,256.5684250302886
TIC5,256.5684250302886
Vabc,369.0037061590772
WPol,48
apol,57.792273999999985
bpol,27.647726
nRot,7
ABCGG,18.965027978693854
ATS0Z,1750.0
ATS0d,172.0
ATS0i,7700.870710695983
ATS0m,7056.545824000001
ATS0p,83.789452287282
ATS0s,299.75872580399334
ATS0v,11942.490034409908
ATS1Z,1564.0
ATS1d,211.0
ATS1i,7317.214933783851
ATS1m,6062.755150999999
ATS1p,98.253889246
ATS1s,180.7304526748971
ATS1v,14336.767498527233
ATS2Z,2328.0
ATS2d,320.0
ATS2i,12563.545080924523
ATS2m,8940.579232
ATS2p,144.79663000194302
ATS2s,308.3446502057613
ATS2v,20676.986080467315
ATS3Z,2807.0
ATS3d,347.0
ATS3i,15622.645314497968
ATS3m,10674.897294999999
ATS3p,164.599526139094
ATS3s,378.8464791952447
ATS3v,23328.963732062843
ATS4Z,2544.0
ATS4d,337.0
ATS4i,17472.072320668165
ATS4m,9443.465751
ATS4p,160.866110383641
ATS4s,454.53086419753083
ATS4v,23099.5284601713
ATS5Z,2431.0
ATS5d,339.0
ATS5i,18870.182532191106
ATS5m,8930.187823
ATS5p,161.433557866433
ATS5s,500.50720164609055
ATS5v,22685.48676267094
ATS6Z,2356.0
ATS6d,303.0
ATS6i,17600.653193634094
ATS6m,8535.659736999998
ATS6p,156.321665648792
ATS6s,403.0205761316872
ATS6v,21522.72005036618
ATS7Z,2036.0
ATS7d,263.0
ATS7i,16840.94782585469
ATS7m,7413.86896
ATS7p,139.38809743297998
ATS7s,343.25205761316874
ATS7v,18346.60683561713
ATS8Z,1568.0
ATS8d,237.0
ATS8i,14508.603748277674
ATS8m,5702.488213999999
ATS8p,114.79221154092299
ATS8s,244.06172839506172
ATS8v,14873.233180575917
C1SP1,0
C1SP2,5
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.24017753290480562
JGI10,0.008895464181659467
JGT10,0.4875784980657839
Kier1,24.638671875
Kier2,11.227654320987654
Kier3,6.081011203677105
MAXdO,12.447656482835924
MID_C,41.45306352815658
MID_N,6.126505269290828
MID_O,8.876493073857024
MID_X,1.7589970223196512
MID_h,18.76550395884175
MINdO,11.636058994049614
MPC10,103
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.8944028342648505
MWC04,6.771935555839602
MWC05,7.639642287858013
MWC06,8.518192691749322
MWC07,9.39091039573133
MWC08,10.269622608180354
MWC09,11.144568262685945
MWC10,12.02350105748101
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5965000000000007
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,2.3978952727983707
SRW06,7.016609683894219
SRW07,4.59511985013459
SRW08,8.618485442898109
SRW09,6.555356891810665
SRW10,10.266914649297394
SaaCH,11.493699724150929
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.525500422331614
SaasN,1.2058153416430901
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.7001702788553423
SdssS,0
SsCH3,2.9939876793727107
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.495198962109586
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.293426497651994
VE1_D,5.403238269279437
VE2_A,0.1431142165883998
VE2_D,0.18010794230931457
VE3_A,2.5556974202044342
VE3_D,2.785610741998634
VR1_A,403.67762571846083
VR1_D,187.55280383616474
VR2_A,13.455920857282027
VR2_D,6.251760127872158
VR3_A,7.09922889195037
VR3_D,6.332672714890522
WPath,2700
Xc-3d,2.184208224080753
Xc-4d,0.0
Xc-5d,0.6704606609055658
Xc-6d,0.0
Xp-0d,21.836134335324456
Xp-1d,14.31176950568786
Xp-2d,12.965061873090153
Xp-3d,10.914094414134425
Xp-4d,8.580815687330501
Xp-5d,6.5025735386150325
Xp-6d,4.1016493346712535
Xp-7d,2.810746972685253
ZMIC0,95.38886182204183
ZMIC1,43.749562391777175
ZMIC2,30.257956204545856
ZMIC3,27.945238545092153
ZMIC4,27.945238545092153
ZMIC5,27.945238545092153
nAcid,1
nAtom,48
nBase,0
nRing,3
piPC1,3.7954891891721947
piPC2,4.409763389645481
piPC3,4.975871301659915
piPC4,5.5035514973186785
piPC5,5.9195656715641185
piPC6,6.1135438959351704
piPC7,6.430374505397352
piPC8,6.749308927621599
piPC9,6.999593529518356
AATS0Z,36.458333333333336
AATS0d,3.5833333333333335
AATS0i,160.43480647283297
AATS0m,147.01137133333336
AATS0p,1.745613589318375
AATS0s,6.244973454249862
AATS0v,248.80187571687307
AATS1Z,31.28
AATS1d,4.22
AATS1i,146.344298675677
AATS1m,121.25510301999999
AATS1p,1.96507778492
AATS1s,3.614609053497942
AATS1v,286.7353499705447
AATS2Z,28.390243902439025
AATS2d,3.902439024390244
AATS2i,153.21396440151858
AATS2m,109.03145404878049
AATS2p,1.7658125609993052
AATS2s,3.7603006122653815
AATS2v,252.15836683496727
AATS3Z,27.792079207920793
AATS3d,3.4356435643564356
AATS3i,154.6796565791878
AATS3m,105.69205242574256
AATS3p,1.629698278604891
AATS3s,3.750955239556878
AATS3v,230.97983893131527
AATS4Z,22.714285714285715
AATS4d,3.0089285714285716
AATS4i,156.00064572025147
AATS4m,84.31665849107142
AATS4p,1.4363045569967947
AATS4s,4.058311287477954
AATS4v,206.24578982295802
AATS5Z,20.60169491525424
AATS5d,2.8728813559322033
AATS5i,159.9168011202636
AATS5m,75.6795578220339
AATS5p,1.3680809988680762
AATS5s,4.241586454627886
AATS5v,192.24988781924523
AATS6Z,21.225225225225227
AATS6d,2.72972972972973
AATS6i,158.56444318589274
AATS6m,76.89783546846846
AATS6p,1.4083032941332612
AATS6s,3.6308160011863713
AATS6v,193.89837883212775
AATS7Z,19.20754716981132
AATS7d,2.481132075471698
AATS7i,158.87686628164803
AATS7m,69.94216
AATS7p,1.314982051254528
AATS7s,3.2382269586147996
AATS7v,173.08119656242576
AATS8Z,17.617977528089888
AATS8d,2.662921348314607
AATS8i,163.01801964356937
AATS8m,64.07290128089886
AATS8p,1.289800129673292
AATS8s,2.7422666111804688
AATS8v,167.11497955703277
AMID_C,1.381768784271886
AMID_N,0.20421684230969425
AMID_O,0.2958831024619008
AMID_X,0.058633234077321704
AMID_h,0.6255167986280584
ATS0dv,458.0493827160494
ATS0pe,320.7048
ATS0se,389.92563399999995
ATS1dv,427.7777777777778
ATS1pe,336.4081
ATS1se,399.86165400000004
ATS2dv,593.7777777777778
ATS2pe,546.3172999999999
ATS2se,657.9107060000001
ATS3dv,624.6296296296296
ATS3pe,673.4640999999999
ATS3se,814.975735
ATS4dv,628.7777777777778
ATS4pe,740.8449999999999
ATS4se,901.660174
ATS5dv,567.3333333333334
ATS5pe,767.5127
ATS5se,941.57915
ATS6dv,443.6666666666667
ATS6pe,726.6369
ATS6se,892.637086
ATS7dv,373.6666666666667
ATS7pe,660.4693
ATS7se,822.46395
ATS8dv,306.6666666666667
ATS8pe,544.5245
ATS8se,685.078032
ATSC0Z,628.6666666666667
ATSC0c,1.4282449299209277
ATSC0d,31.916666666666668
ATSC0i,75.39615979242161
ATSC0m,2877.265571916667
ATSC0p,14.207224493717916
ATSC0s,116.35172483869329
ATSC0v,2332.641715050756
ATSC1Z,10.888888888888918
ATSC1c,-0.7306323035293021
ATSC1d,11.836805555555559
ATSC1i,0.3727703125642594
ATSC1m,54.35823379513905
ATSC1p,0.6379361828984986
ATSC1s,-8.367796237023487
ATSC1v,59.43371573623648
ATSC2Z,53.111111111111136
ATSC2c,-0.15101921098268598
ATSC2d,-2.7326388888888857
ATSC2i,14.872159316653448
ATSC2m,268.4529605590278
ATSC2p,3.7877870666898046
ATSC2s,21.33280411183932
ATSC2v,546.2646662082994
ATSC3Z,67.30555555555563
ATSC3c,0.18061420912613557
ATSC3d,-10.824652777777775
ATSC3i,-5.469082188596655
ATSC3m,258.9373577170144
ATSC3p,-1.4258903988573697
ATSC3s,-16.101995800098226
ATSC3v,-362.6305932054135
ATSC4Z,-93.38888888888889
ATSC4c,0.01648993500887412
ATSC4d,-10.930555555555555
ATSC4i,-35.03687123463858
ATSC4m,-449.3917137222221
ATSC4p,-5.617581077879264
ATSC4s,-30.379549187962546
ATSC4v,-951.7458807340684
ATSC5Z,-37.22222222222226
ATSC5c,0.17819130244017406
ATSC5d,-10.211805555555557
ATSC5i,-2.1144383636881146
ATSC5m,-166.72945479513902
ATSC5p,0.3646969622642484
ATSC5s,28.809332080136837
ATSC5v,-20.663230846951535
ATSC6Z,-256.4166666666667
ATSC6c,-0.27520613204187366
ATSC6d,-5.140625
ATSC6i,-6.773723667574132
ATSC6m,-1202.5827560989583
ATSC6p,-3.4132893210044313
ATSC6s,-57.58438754254941
ATSC6v,-895.0267250814279
ATSC7Z,51.11111111111108
ATSC7c,0.2053530578389069
ATSC7d,6.892361111111108
ATSC7i,-22.290185693911333
ATSC7m,219.05186730902767
ATSC7p,-3.740163974686606
ATSC7s,-14.73347135429897
ATSC7v,-443.2995483830056
ATSC8Z,133.3055555555555
ATSC8c,-0.2333386824722719
ATSC8d,6.4461805555555545
ATSC8i,19.796131197428547
ATSC8m,668.0712578628468
ATSC8p,6.642564992835991
ATSC8s,-16.227395891547694
ATSC8v,1338.4972800226487
AXp-0d,0.7278711445108151
AXp-1d,0.4472427970527456
AXp-2d,0.28811248606867007
AXp-3d,0.18498465108702414
AXp-4d,0.11754542037439043
AXp-5d,0.07741158974541705
AXp-6d,0.04941746186350908
AXp-7d,0.03158142665938487
GATS1Z,0.6242576882290561
GATS1c,1.4712703128789903
GATS1d,0.7657441253263708
GATS1i,1.120983430536534
GATS1m,0.620632958993929
GATS1p,0.8515139919927232
GATS1s,0.6404639683147529
GATS1v,0.8361418394631306
GATS2Z,0.7535402063988826
GATS2c,1.0566252345936729
GATS2d,1.2121887537413232
GATS2i,0.983360555446275
GATS2m,0.7435956708145472
GATS2p,0.7962126180108858
GATS2s,0.5315537406890126
GATS2v,0.7732739507283569
GATS3Z,0.8234857154856524
GATS3c,0.9561108406411156
GATS3d,1.23930408706667
GATS3i,1.0790504638293208
GATS3m,0.8310835081064366
GATS3p,0.9851418336256476
GATS3s,0.9500606478881882
GATS3v,0.9909980256487789
GATS4Z,0.8173690539312224
GATS4c,1.0121621094839233
GATS4d,1.1373088399850801
GATS4i,1.1544782426979345
GATS4m,0.8296083555188984
GATS4p,1.0189013189092935
GATS4s,1.2526982478837796
GATS4v,1.101843209680958
GATS5Z,0.8081200460125455
GATS5c,0.956574582991519
GATS5d,1.1106784086383148
GATS5i,0.9849067097610896
GATS5m,0.8140628464732267
GATS5p,0.8652136757382206
GATS5s,0.9504005149086868
GATS5v,0.9630256121728028
GATS6Z,1.0874079275457853
GATS6c,1.1026003238846829
GATS6d,0.9419236468844824
GATS6i,1.0202311618673832
GATS6m,1.088890600637277
GATS6p,1.0750338643684074
GATS6s,1.2795569838325425
GATS6v,1.1218767790967694
GATS7Z,0.9623766982132493
GATS7c,0.6691458710446052
GATS7d,0.7988078230454703
GATS7i,1.0194690486830016
GATS7m,0.9732357829425372
GATS7p,1.0911847577982896
GATS7s,0.9756337835983345
GATS7v,1.1503828696330478
GATS8Z,0.9487977647241054
GATS8c,0.8663252749106383
GATS8d,0.8852055035644087
GATS8i,0.7566279003006603
GATS8m,0.9397640943585662
GATS8p,0.7911744358603001
GATS8s,0.9405663552021611
GATS8v,0.7999371955142955
MATS1Z,0.016627783669141083
MATS1c,-0.49109714776089713
MATS1d,0.3560313315926894
MATS1i,0.004746388954648842
MATS1m,0.018136631165600613
MATS1p,0.04310614897746954
MATS1s,-0.06904138635400023
MATS1v,0.024459978889447894
MATS2Z,0.049452965367405545
MATS2c,-0.06189518863589652
MATS2d,-0.05011781188307961
MATS2i,0.1154654860155576
MATS2m,0.05461546475187451
MATS2p,0.15606434675189731
MATS2s,0.10732539725706232
MATS2v,0.13708263922201142
MATS3Z,0.05088037966044753
MATS3c,0.06009925470351506
MATS3d,-0.1611819145361011
MATS3i,-0.034473476897952875
MATS3m,0.04276954464060207
MATS3p,-0.04769762615667297
MATS3s,-0.06576983416602161
MATS3v,-0.07388159557827535
MATS4Z,-0.0636645962732919
MATS4c,0.004948111388845927
MATS4d,-0.14677359194330472
MATS4i,-0.19915871045744632
MATS4m,-0.0669373208430665
MATS4p,-0.16945848562659752
MATS4s,-0.11190041929237732
MATS4v,-0.17486229844530446
MATS5Z,-0.02408469184176
MATS5c,0.05075081737331681
MATS5d,-0.1301500199141479
MATS5i,-0.01140788235356169
MATS5m,-0.02357173830774621
MATS5p,0.010441962590888835
MATS5s,0.10072089910080609
MATS5v,-0.0036033746568126597
MATS6Z,-0.17637786248602788
MATS6c,-0.08332468374718983
MATS6d,-0.06964928374850045
MATS6i,-0.038850490665025134
MATS6m,-0.18073958535386556
MATS6p,-0.10389200257448246
MATS6s,-0.21401794266203644
MATS6v,-0.16592285961522996
MATS7Z,0.03681546249424755
MATS7c,0.06510792510371483
MATS7d,0.09778806837775254
MATS7i,-0.1338751074492237
MATS7m,0.03447484979219739
MATS7p,-0.11921112101083121
MATS7s,-0.05734131249465358
MATS7v,-0.08605668707735202
MATS8Z,0.11436129016883713
MATS8c,-0.08811204501530873
MATS8d,0.1089271569806671
MATS8i,0.14160621932974535
MATS8m,0.12522587335873228
MATS8p,0.2521609315044255
MATS8s,-0.07521894476522888
MATS8v,0.30947151842376
MAXaaN,3.931940764601021
MAXaaS,1.1376974257817718
MAXsCl,5.942322474204596
MAXsOH,9.506245032958597
MAXssO,5.239756572889829
MINaaN,3.931940764601021
MINaaS,1.1376974257817718
MINsCl,5.942322474204596
MINsOH,9.506245032958597
MINssO,5.239756572889829
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.93653686505472
SpAD_D,371.0560560452989
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.06531517699672462
SssNH2,0
SsssAs,0
SsssCH,-1.1344004577139504
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,794
TMWC10,138.69620081070968
TSRW10,79.1260272712737
VE1_Dt,5.400161122006134
VE2_Dt,0.18000537073353778
VE3_Dt,2.785041079201755
VR1_Dt,187.80229774902799
VR2_Dt,6.260076591634266
VR3_Dt,6.3340020904527705
Xc-3dv,0.9908078382830986
Xc-4dv,0.0
Xc-5dv,0.21749489127559457
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.324781400830624
Xch-7d,0.4737032095837806
Xp-0dv,17.659181173478153
Xp-1dv,10.03499963635049
Xp-2dv,7.703015125611026
Xp-3dv,5.77175241491423
Xp-4dv,3.9104951015524767
Xp-5dv,2.2986735368858846
Xp-6dv,1.2606463896626692
Xp-7dv,0.7400544032682155
Xpc-4d,5.356660984939702
Xpc-5d,7.846347993088092
Xpc-6d,11.72511019508995
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,50
nFRing,0
nHBAcc,7
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,7.255569204801097
AATS0dv,9.54269547325103
AATS0pe,6.681349999999999
AATS0se,8.123450708333332
AATS1dv,8.555555555555557
AATS1pe,6.728162
AATS1se,7.997233080000001
AATS2dv,7.2411924119241196
AATS2pe,6.662406097560975
AATS2se,8.023301292682929
AATS3dv,6.184451778511184
AATS3pe,6.667961386138613
AATS3se,8.069066683168316
AATS4dv,5.614087301587302
AATS4pe,6.6146875
AATS4se,8.050537267857143
AATS5dv,4.807909604519774
AATS5pe,6.504344915254237
AATS5se,7.9794843220338985
AATS6dv,3.996996996996997
AATS6pe,6.5462783783783784
AATS6se,8.041775549549548
AATS7dv,3.5251572327044025
AATS7pe,6.2308424528301884
AATS7se,7.759093867924528
AATS8dv,3.4456928838951315
AATS8pe,6.118252808988764
AATS8se,7.69750597752809
AATSC0Z,13.097222222222223
AATSC0c,0.029755102706685993
AATSC0d,0.6649305555555556
AATSC0i,1.5707533290087836
AATSC0m,59.943032748263896
AATSC0p,0.2959838436191233
AATSC0s,2.423994267472777
AATSC0v,48.59670239689075
AATSC1Z,0.21777777777777835
AATSC1c,-0.014612646070586042
AATSC1d,0.23673611111111117
AATSC1i,0.007455406251285188
AATSC1m,1.087164675902781
AATSC1p,0.012758723657969973
AATSC1s,-0.16735592474046976
AATSC1v,1.1886743147247296
AATSC2Z,0.64769647696477
AATSC2c,-0.0018416976949108047
AATSC2d,-0.03332486449864495
AATSC2i,0.18136779654455426
AATSC2m,3.273816592183266
AATSC2p,0.0461925252035342
AATSC2s,0.26015614770535755
AATSC2v,6.661764222052432
AATSC3Z,0.6663916391639171
AATSC3c,0.001788259496298372
AATSC3d,-0.10717477997799778
AATSC3i,-0.05414932859996688
AATSC3m,2.5637362150199445
AATSC3p,-0.014117726721360096
AATSC3s,-0.15942570099107156
AATSC3v,-3.5904019129248863
AATSC4Z,-0.833829365079365
