DLiP-ID,T0015N
JGI1,0.2631578947368421
JGI2,0.13168724279835398
JGI3,0.06048387096774192
JGI4,0.042222222222222223
JGI5,0.035555555555555556
JGI6,0.02546938775510204
JGI7,0.015997023809523808
JGI8,0.007516586881666246
JGI9,0.0
MIC0,13.79247492894652
MIC1,26.6244168486626
MIC2,32.58551620841401
MIC3,33.16786810856978
MIC4,33.16786810856978
MIC5,33.16786810856978
MPC2,27
MPC3,34
MPC4,36
MPC5,39
MPC6,35
MPC7,32
MPC8,23
MPC9,16
Mare,0.9778095238095239
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.24450382987578653
RPCG,0.1715981648177126
SIC0,0.26992740237800655
SIC1,0.4632941890881402
SIC2,0.7294024437687278
SIC3,0.8365419191337792
SIC4,0.8365419191337792
SIC5,0.8365419191337792
SaaN,0
SaaO,0
SaaS,0
Sare,41.068000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.717661092214664
SssS,0
StCH,0
StsC,0
TIC0,61.13243785859019
TIC1,104.9256317630697
TIC2,165.19311924156366
TIC3,189.45778174805406
TIC4,189.45778174805406
TIC5,189.45778174805406
Vabc,276.5920846944587
WPol,31
apol,43.02423899999997
bpol,29.123760999999995
nRot,4
ABCGG,13.406779553544355
ATS0Z,832.0
ATS0d,115.0
ATS0i,6981.272187837727
ATS0m,3263.1352190000002
ATS0p,53.053512811527014
ATS0s,225.17361111111111
ATS0v,7753.040027481122
ATS1Z,900.0
ATS1d,142.0
ATS1i,6174.248135151696
ATS1m,3330.902530999999
ATS1p,68.49711913000003
ATS1s,122.87500000000001
ATS1v,9774.30674953983
ATS2Z,1340.0
ATS2d,238.0
ATS2i,12566.067220136181
ATS2m,4881.180967000003
ATS2p,103.848429230433
ATS2s,215.88888888888889
ATS2v,14382.53311945179
ATS3Z,1682.0
ATS3d,278.0
ATS3i,16877.63684638708
ATS3m,6004.738770999999
ATS3p,131.09961845898002
ATS3s,349.49999999999994
ATS3v,17803.2823363527
ATS4Z,1673.0
ATS4d,274.0
ATS4i,20817.328841179013
ATS4m,5750.662272
ATS4p,128.41268815801698
ATS4s,424.4861111111111
ATS4v,17475.725175363194
ATS5Z,1496.0
ATS5d,235.0
ATS5i,18453.926122509023
ATS5m,5117.163360999999
ATS5p,106.56722125692299
ATS5s,448.74999999999994
ATS5v,15092.31630732842
ATS6Z,1219.0
ATS6d,193.0
ATS6i,13606.613870306945
ATS6m,4091.1059720000003
ATS6p,106.504395787094
ATS6s,316.1666666666666
ATS6v,14134.925496443955
ATS7Z,994.0
ATS7d,188.0
ATS7i,17965.660772098214
ATS7m,3138.0998739999995
ATS7p,108.82252155456399
ATS7s,252.6666666666667
ATS7v,12923.321679795405
ATS8Z,619.0
ATS8d,144.0
ATS8i,17617.171414943554
ATS8m,1678.7649580000002
ATS8p,78.29800756190298
ATS8s,235.75
ATS8v,8760.820072402112
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,1
C2SP3,5
C3SP2,0
C3SP3,0
C4SP3,1
FCSP3,0.7857142857142857
GGI10,0.0
JGI10,0.0
JGT10,0.5820897847270079
Kier1,17.05263157894737
Kier2,7.135802469135802
Kier3,3.986159169550173
MAXdO,12.3030361866969
MID_C,27.335595013970696
MID_N,2.213915807654919
MID_O,7.110457530539291
MID_X,0.0
MID_h,9.32437333819421
MINdO,11.69612394494835
MPC10,11
MWC01,19.0
MWC02,4.532599493153256
MWC03,5.3706380281276624
MWC04,6.248042874508429
MWC05,7.110696122978827
MWC06,7.993282328101591
MWC07,8.862058677395472
MWC08,9.745956164549392
MWC09,10.617294835792377
MWC10,11.501288011726107
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.5457999999999998
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.990432586778736
SRW05,0.0
SRW06,6.532334292222349
SRW07,0.0
SRW08,8.157943507105037
SRW09,0.0
SRW10,9.824931239630352
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4139743953136807
SdssS,0
SsCH3,6.685741646195515
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3840046296296298
SsssP,0
VE1_A,3.871874081132926
VE1_D,4.294538391156676
VE2_A,0.20378284637541716
VE2_D,0.22602833637666717
VE3_A,1.9955925346893644
VE3_D,2.099197959966936
VR1_A,96.05595316515596
VR1_D,91.82562453967678
VR2_A,5.05557648237663
VR2_D,4.83292760735141
VR3_A,5.206784753322155
VR3_D,5.161745279267213
WPath,678
Xc-3d,1.9174613594199161
Xc-4d,0.2041241452319315
Xc-5d,0.728941992479452
Xc-6d,0.11785113019775792
Xp-0d,14.629392033067418
Xp-1d,8.846571099854982
Xp-2d,7.987624923267296
Xp-3d,6.857621756714005
Xp-4d,4.254730630631821
Xp-5d,2.9766028715662403
Xp-6d,1.725416385480461
Xp-7d,1.0500015247413368
ZMIC0,66.5583427337861
ZMIC1,37.43626018476697
ZMIC2,26.05506511127709
ZMIC3,23.01901627963327
ZMIC4,23.01901627963327
ZMIC5,23.01901627963327
nAcid,0
nAtom,42
nBase,0
nRing,1
piPC1,3.1354942159291497
piPC2,3.5263605246161616
piPC3,3.871201010907891
piPC4,3.8918202981106265
piPC5,3.970291913552122
piPC6,3.871201010907891
piPC7,3.7612001156935624
piPC8,3.367295829986474
piPC9,3.1354942159291497
AATS0Z,19.80952380952381
AATS0d,2.738095238095238
AATS0i,166.22076637708875
AATS0m,77.69369569047619
AATS0p,1.263178876464929
AATS0s,5.361276455026455
AATS0v,184.5961911305029
AATS1Z,21.428571428571427
AATS1d,3.380952380952381
AATS1i,147.0059079798023
AATS1m,79.30720311904759
AATS1p,1.6308837888095244
AATS1s,2.9255952380952386
AATS1v,232.72158927475786
AATS2Z,16.962025316455698
AATS2d,3.0126582278481013
AATS2i,159.06414202704028
AATS2m,61.7871008481013
AATS2p,1.3145370788662405
AATS2s,2.732770745428973
AATS2v,182.0573812588834
AATS3Z,15.867924528301886
AATS3d,2.6226415094339623
AATS3i,159.22298911685922
AATS3m,56.648478971698104
AATS3p,1.236788853386604
AATS3s,3.2971698113207544
AATS3v,167.9554937391764
AATS4Z,13.277777777777779
AATS4d,2.1746031746031744
AATS4i,165.2168955649128
AATS4m,45.64017676190476
AATS4p,1.0191483187144204
AATS4s,3.368937389770723
AATS4v,138.69623155050152
AATS5Z,13.851851851851851
AATS5d,2.175925925925926
AATS5i,170.869686319528
AATS5m,47.38114223148147
AATS5p,0.9867335301566944
AATS5s,4.155092592592592
AATS5v,139.7436695123002
AATS6Z,14.174418604651162
AATS6d,2.244186046511628
AATS6i,158.21644035240632
AATS6m,47.57099967441861
AATS6p,1.2384232068266743
AATS6s,3.676356589147286
AATS6v,164.35959879585994
AATS7Z,9.036363636363637
AATS7d,1.709090909090909
AATS7i,163.3241888372565
AATS7m,28.52818067272727
AATS7p,0.9892956504960363
AATS7s,2.2969696969696973
AATS7v,117.48474254359459
AATS8Z,6.068627450980392
AATS8d,1.411764705882353
AATS8i,172.7173668131721
AATS8m,16.45847998039216
AATS8p,0.7676275251166959
AATS8s,2.3112745098039214
AATS8v,85.89039286668736
AMID_C,1.4387155270510892
AMID_N,0.1165218846134168
AMID_O,0.374234606870489
AMID_X,0.0
AMID_h,0.49075649148390577
ATS0dv,266.0
ATS0pe,258.931
ATS0se,323.70039599999996
ATS1dv,227.0
ATS1pe,267.67350000000005
ATS1se,323.13280399999974
ATS2dv,327.0
ATS2pe,488.9371999999999
ATS2se,604.7984280000001
ATS3dv,367.0
ATS3pe,655.2763999999997
ATS3se,812.04998
ATS4dv,303.0
ATS4pe,782.8805000000003
ATS4se,982.4972720000001
ATS5dv,283.0
ATS5pe,702.5056999999999
ATS5se,877.7570519999999
ATS6dv,189.0
ATS6pe,544.1181999999999
ATS6se,673.8545120000001
ATS7dv,74.0
ATS7pe,627.5514999999998
ATS7se,803.7111040000005
ATS8dv,18.0
ATS8pe,583.126
ATS8se,759.4787920000002
ATSC0Z,324.4761904761905
ATSC0c,0.8557825380499149
ATSC0d,26.404761904761905
ATSC0i,53.45774238613835
ATSC0m,1535.8834504047618
ATSC0p,8.980057060833643
ATSC0s,99.73693783068782
ATSC0v,2018.0597526636493
ATSC1Z,10.095238095238088
ATSC1c,-0.4385727605412817
ATSC1d,12.738095238095237
ATSC1i,-14.096339792289138
ATSC1m,44.67299000000028
ATSC1p,-1.2963916211428526
ATSC1s,-1.1215277777777763
ATSC1v,-140.80645352724792
ATSC2Z,94.1995464852608
ATSC2c,-0.26880874796018384
ATSC2d,-3.475623582766436
ATSC2i,5.775979208318456
ATSC2m,445.0743853815196
ATSC2p,1.8152456412761515
ATSC2s,15.03316720206602
ATSC2v,491.9356672500343
ATSC3Z,49.84580498866211
ATSC3c,0.5601868181462284
ATSC3d,-6.735827664399093
ATSC3i,-12.663022466297823
ATSC3m,213.56341843083928
ATSC3p,-3.230610205533547
ATSC3s,35.15052595112119
ATSC3v,-426.69339122036763
ATSC4Z,-33.809523809523824
ATSC4c,-0.1709940596609215
ATSC4d,-1.9523809523809532
ATSC4i,-28.43935452408356
ATSC4m,-155.1906607619047
ATSC4p,-2.9988735958085706
ATSC4s,-52.34606481481484
ATSC4v,-339.2608311800243
ATSC5Z,-105.03401360544218
ATSC5c,-0.2464850111020492
ATSC5d,-6.302721088435375
ATSC5i,42.0070102668264
ATSC5m,-468.0638466598639
ATSC5p,5.110459665849486
ATSC5s,-43.24485071806503
ATSC5v,555.5286957164973
ATSC6Z,-234.21315192743762
ATSC6c,0.1091679870665271
ATSC6d,-16.281179138321992
ATSC6i,-6.366723494652897
ATSC6m,-1115.5392516383215
ATSC6p,-3.0781818732944575
ATSC6s,-3.7650856638951993
ATSC6v,-1245.7307412143236
ATSC7Z,-54.48526077097506
ATSC7c,0.15132838215132785
ATSC7d,-9.869614512471657
ATSC7i,-33.337451915353036
ATSC7m,-276.5225672981859
ATSC7p,-5.783956103752542
ATSC7s,7.005275258251469
ATSC7v,-995.2767568051918
ATSC8Z,-63.823129251700685
ATSC8c,-0.11723337159415967
ATSC8d,1.8741496598639433
ATSC8i,9.631849959008221
ATSC8m,-286.45691310204126
ATSC8p,1.9750958612449334
ATSC8s,-23.435043461829167
ATSC8v,143.39388713137424
AXp-0d,0.7699680017403905
AXp-1d,0.46560900525552534
AXp-2d,0.29583796012101093
AXp-3d,0.2016947575504119
AXp-4d,0.11818696196199502
AXp-5d,0.07632315055298051
AXp-6d,0.049297611013727455
AXp-7d,0.032812547648166775
GATS1Z,0.8995450542999706
GATS1c,1.5779559223766093
GATS1d,0.9981965734896303
GATS1i,1.6954147722504478
GATS1m,0.9139739733066587
GATS1p,1.5158890852548441
GATS1s,0.5290769865834231
GATS1v,1.312014561368593
GATS2Z,0.8037296630540993
GATS2c,1.2798939256213246
GATS2d,1.7001632215132803
GATS2i,1.129437942035452
GATS2m,0.8095349296545541
GATS2p,1.010217929569024
GATS2s,0.508557847920167
GATS2v,0.9454531636153635
GATS3Z,0.898807117421956
GATS3c,0.8960906077671513
GATS3d,1.3916157680725454
GATS3i,1.2494413973626466
GATS3m,0.9092075421778512
GATS3p,1.2447714611498686
GATS3s,0.6923667559511978
GATS3v,1.1463539102584361
GATS4Z,1.0745401624107231
GATS4c,1.3408863150185177
GATS4d,1.0413285241959722
GATS4i,1.1383427148197234
GATS4m,1.068378132354703
GATS4p,1.0615994228347267
GATS4s,1.5868004842986982
GATS4v,1.0037087737516412
GATS5Z,1.2764447379577992
GATS5c,1.587182855478238
GATS5d,1.2005059613265203
GATS5i,0.6187527018037655
GATS5m,1.25429058161191
GATS5p,0.6080679592914994
GATS5s,2.0186391081329655
GATS5v,0.7418378451169444
GATS6Z,1.367158756595518
GATS6c,0.9369126895832313
GATS6d,1.4534464319416192
GATS6i,1.1834896498153324
GATS6m,1.368715680824849
GATS6p,1.276716575778508
GATS6s,1.2836833290108443
GATS6v,1.3500593950845345
GATS7Z,0.9465325399578408
GATS7c,0.555116166971365
GATS7d,0.8469546684154438
GATS7i,1.1838914093609876
GATS7m,0.9578082543328564
GATS7p,1.260098817101116
GATS7s,0.5984426474225201
GATS7v,1.2042525106527575
GATS8Z,1.0461657659835286
GATS8c,0.8456081458875204
GATS8d,0.5023603670503368
GATS8i,0.6584309048025195
GATS8m,1.0381712994655303
GATS8p,0.7172339054963479
GATS8s,0.9819018439906645
GATS8v,0.8373819890415142
MATS1Z,0.031112415614910453
MATS1c,-0.5124815488063876
MATS1d,0.4824165915238954
MATS1i,-0.2636912664674057
MATS1m,0.029086184884814865
MATS1p,-0.14436340575128875
MATS1s,-0.011244858747134065
MATS1v,-0.06977318354493549
MATS2Z,0.15434344034805486
MATS2c,-0.16699450336279648
MATS2d,-0.06997979705744704
MATS2i,0.0574430123543238
MATS2m,0.1540623574511357
MATS2p,0.10746783638670461
MATS2s,0.08013396956207493
MATS2v,0.12959745997930022
MATS3Z,0.06086802421208276
MATS3c,0.25936590765566503
MATS3d,-0.10107695186892832
MATS3i,-0.09385776076808836
MATS3m,0.05509497980321588
MATS3p,-0.14254398292062903
MATS3s,0.13964301681225227
MATS3v,-0.08377709952569047
MATS4Z,-0.0347324136581548
MATS4c,-0.0666033920449652
MATS4d,-0.024646828975052607
MATS4i,-0.17733230806655437
MATS4m,-0.033681084486153826
MATS4p,-0.11131605569590806
MATS4s,-0.17494710235866295
MATS4v,-0.056037460524848495
MATS5Z,-0.12588461663894596
MATS5c,-0.1120089249702013
MATS5d,-0.09282637010319608
MATS5i,0.3055882799952701
MATS5m,-0.1185147409516285
MATS5p,0.22131273417311598
MATS5s,-0.16861798960043528
MATS5v,0.10705279511071522
MATS6Z,-0.3525163650760063
MATS6c,0.06229923603758541
MATS6d,-0.3011302870803363
MATS6i,-0.0581642609656899
MATS6m,-0.3547132687891318
MATS6p,-0.16740407260034773
MATS6s,-0.018436126134229364
MATS6v,-0.3014678473356631
MATS7Z,-0.0641139899138138
MATS7c,0.06751706790158517
MATS7d,-0.1427166161160751
MATS7i,-0.23811041597730778
MATS7m,-0.06874307021777244
MATS7p,-0.24592489650015176
MATS7s,0.02681796253642836
MATS7v,-0.1883069919944993
MATS8Z,-0.08099242044924808
MATS8c,-0.056407513156397415
MATS8d,0.029226117859226616
MATS8i,0.07419048557692881
MATS8m,-0.07679804515137124
MATS8p,0.09056454328581673
MATS8s,-0.09675175504968375
MATS8v,0.029258074089255477
MAXssO,4.717661092214664
MINssO,4.717661092214664
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.294174952789987
SpAD_D,147.46938436022504
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.2962907060972535
SssNH2,0
SsssAs,0
SsssCH,-0.6084665532879823
SsssNH,0
SssssB,0
SssssC,-0.685317578420257
SssssN,0
TMPC10,291
TMWC10,109.98185653633311
TSRW10,52.169203271866124
VE1_Dt,4.317644693303673
VE2_Dt,0.22724445754229858
VE3_Dt,2.104563929864052
VR1_Dt,88.71123509385004
VR2_Dt,4.669012373360528
VR3_Dt,5.127240431433468
Xc-3dv,1.2844680722208184
Xc-4dv,0.1767766952966369
Xc-5dv,0.19864004638008323
Xc-6dv,0.03608439182435161
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.09622504486493763
Xp-0dv,12.193090932477777
Xp-1dv,6.780361921744065
Xp-2dv,5.599847318866617
Xp-3dv,3.9297303387723486
Xp-4dv,2.136186854377509
Xp-5dv,1.4350729781720113
Xp-6dv,0.7305295102437416
Xp-7dv,0.4138187454693189
Xpc-4d,4.6384839196808185
Xpc-5d,6.1051007777269
Xpc-6d,8.408545619636557
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,42
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,0
piPC10,2.8903717578961645
AATS0dv,6.333333333333333
AATS0pe,6.1650238095238095
AATS0se,7.707152285714285
AATS1dv,5.404761904761905
AATS1pe,6.373178571428572
AATS1se,7.693638190476184
AATS2dv,4.139240506329114
AATS2pe,6.189078481012657
AATS2se,7.655676303797469
AATS3dv,3.4622641509433962
AATS3pe,6.181852830188677
AATS3se,7.660848867924528
AATS4dv,2.4047619047619047
AATS4pe,6.213337301587305
AATS4se,7.797597396825397
AATS5dv,2.6203703703703702
AATS5pe,6.504682407407407
AATS5se,8.12738011111111
AATS6dv,2.197674418604651
AATS6pe,6.326955813953487
AATS6se,7.83551758139535
AATS7dv,0.6727272727272727
AATS7pe,5.705013636363635
AATS7se,7.306464581818187
AATS8dv,0.17647058823529413
AATS8pe,5.716921568627451
AATS8se,7.445870509803924
AATSC0Z,7.72562358276644
AATSC0c,0.020375774715474165
AATSC0d,0.6286848072562359
AATSC0i,1.272803390146151
AATSC0m,36.56865358106576
AATSC0p,0.213810882400801
AATSC0s,2.3746889959687576
AATSC0v,48.04904173008689
AATSC1Z,0.24036281179138305
AATSC1c,-0.01044220858431623
AATSC1d,0.3032879818594104
AATSC1i,-0.3356271379116461
AATSC1m,1.0636426190476258
AATSC1p,-0.03086646717006792
AATSC1s,-0.026703042328042294
AATSC1v,-3.3525346077916174
AATSC2Z,1.1923993225982379
AATSC2c,-0.0034026423792428333
AATSC2d,-0.0439952352248916
AATSC2i,0.07311366086479058
AATSC2m,5.633852979512906
AATSC2p,0.02297779292754622
AATSC2s,0.19029325572235467
AATSC2v,6.227033762658662
AATSC3Z,0.4702434432892652
AATSC3c,0.005284781303266306
AATSC3d,-0.06354554400376503
AATSC3i,-0.11946247609714927
AATSC3m,2.014749230479616
AATSC3p,-0.030477454769184405
AATSC3s,0.3316087353879357
AATSC3v,-4.0254093511355435
AATSC4Z,-0.2683295540438399
AATSC4c,-0.001357095711594615
AATSC4d,-0.015495086923658358
AATSC4i,-0.22570916288955206
AATSC4m,-1.2316719108087675
AATSC4p,-0.023800584093718814
AATSC4s,-0.4154449588477368
AATSC4v,-2.692546279206542
AATSC5Z,-0.9725371630133536
AATSC5c,-0.0022822686213152706
AATSC5d,-0.05835852859662384
AATSC5i,0.3889537987669111
AATSC5m,-4.333924506109851
