DLiP-ID,C000N0
DLiP-Mol-ID,31072
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15N3O2/c1-10-6-12-7-15-16(22-9-21-15)8-14(12)17(20-19-10)11-2-4-13(18)5-3-11/h2-5,7-8H,6,9,18H2,1H3"
Standard Inchi Key(RDKit),LFBZZHVSGAHQPP-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3
SMILES(SDF),
MW(SDF),
MW(RDKit),293.326
MW Monoisotopic(RDKit),293.11642672
MolLogP(RDKit),2.7669
XLogP(SDF),
XLogP(CDK),3.24
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),69.2
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.8219087960959
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,191336.46905430773
qed,0.8219087960958998
Chi0,15.104083527755582
Chi1,10.703509938206668
TPSA,69.2
Chi0n,12.16658921862812
Chi0v,12.16658921862812
Chi1n,7.10466181435998
Chi1v,7.10466181435998
Chi2n,5.445282514356866
Chi2v,5.445282514356866
Chi3n,3.804651708063871
Chi3v,3.804651708063871
Chi4n,2.705192528830498
Chi4v,2.705192528830498
MolMR,85.87140000000004
MolWt,293.326
fr_SH,0
Kappa1,12.885856095020573
Kappa2,4.874021431677943
Kappa3,2.1089793961565273
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,807.3989176100002
MolLogP,2.7669000000000006
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9004714197562833
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,10.202815051479446
SMR_VSA5,13.344558822616634
SMR_VSA6,12.526609783262012
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,127.62930773846729
NHOHCount,2
PEOE_VSA1,15.207393384762284
