DLiP-ID,T007T4
DLiP-Mol-ID,26079
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H27N5O3S/c29-21(30)12-16(18-13-25-23(32-18)15-6-7-15)11-20-27-19(28-31-20)5-1-4-17-9-8-14-3-2-10-24-22(14)26-17/h8-9,13,15-16H,1-7,10-12H2,(H,24,26)(H,29,30)"
Standard Inchi Key(RDKit),YTKGKCKBCJZBIX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1cnc(C2CC2)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),453.568
MW Monoisotopic(RDKit),453.183460724
MolLogP(RDKit),4.1329
XLogP(SDF),
XLogP(CDK),1.514
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),114.03
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.470879927172014
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,34825185.43165177
qed,0.47087992717201355
Chi0,21.91563831562721
Chi1,15.636162928584241
TPSA,114.03
Chi0n,17.918632006704986
Chi0v,18.735128587632712
Chi1n,11.353539752482288
Chi1v,12.170036333410014
Chi2n,8.672598291739998
Chi2v,9.766403403993532
Chi3n,6.007716463930461
Chi3v,7.33004212478582
Chi4n,4.113661975696258
Chi4v,5.3016747655965615
MolMR,120.15750000000006
MolWt,453.56800000000027
fr_SH,0
Kappa1,21.057642190131038
Kappa2,9.35865712773937
Kappa3,5.147916782379419
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1090.999797271455
MolLogP,4.132900000000003
NOCount,8
fr_Ar_N,4
fr_COO2,1
fr_urea,0
BalabanJ,1.1701468141064153
SMR_VSA1,14.424159515885876
SMR_VSA2,0.0
SMR_VSA3,20.10859881996707
SMR_VSA4,0.0
SMR_VSA5,69.62320669865689
SMR_VSA6,11.861545009918906
