DLiP-ID,C100IS
AATSC5c,-0.005346829862133989
AATSC5d,-0.041406900300677806
AATSC5i,-0.07081204944721005
AATSC5m,-6.619598765275959
AATSC5p,-0.020598755333618084
AATSC5s,-0.14313810982572764
AATSC5v,-6.779972586179818
AATSC6Z,0.7251516129580239
AATSC6c,0.0007103711183885331
AATSC6d,0.08367166663835422
AATSC6i,0.030061538344564438
AATSC6m,3.3008531765845035
AATSC6p,-0.002355159165618417
AATSC6s,0.29593759378485973
AATSC6v,1.003116526599176
AATSC7Z,3.0521451180910635
AATSC7c,0.003409859379334513
AATSC7d,-0.03341611882152423
AATSC7i,0.28281345822621956
AATSC7m,14.453251979215969
AATSC7p,0.04902471860926381
AATSC7s,0.29316586857127397
AATSC7v,16.53165783447111
AATSC8Z,-3.170197224251279
AATSC8c,0.0012661288008495141
AATSC8d,-0.25796066336606877
AATSC8i,-0.26562849198156047
AATSC8m,-15.011294083326572
AATSC8p,-0.05468243445786176
AATSC8s,-0.373281690098507
AATSC8v,-17.093821857669948
ATS0are,243.2749
ATS1are,258.975
ATS2are,427.853
ATS3are,480.774
ATS4are,557.2130000000001
ATS5are,557.3170000000001
ATS6are,540.101
ATS7are,462.90200000000004
ATS8are,355.37999999999994
ATSC0dv,175.29729729729735
ATSC0pe,6.0355027027027015
ATSC0se,4.484934702702702
ATSC1dv,56.28122717311908
ATSC1pe,-0.27332176771366123
ATSC1se,-0.4570840379839299
ATSC2dv,25.67494521548576
ATSC2pe,0.3687520818115391
ATSC2se,0.16482148721694656
ATSC3dv,-39.01899196493791
ATSC3pe,-0.20786749452155057
ATSC3se,-0.3152365756026298
ATSC4dv,-109.46676406135867
ATSC4pe,-2.4256899926953976
ATSC4se,-1.6271583170197221
ATSC5dv,-35.12344777209642
ATSC5pe,-1.8982522279035785
ATSC5se,-1.0916342819576328
ATSC6dv,109.82249817384951
ATSC6pe,2.1002937180423666
ATSC6se,1.597875015339664
ATSC7dv,70.91088385682978
ATSC7pe,2.934705332359385
ATSC7se,1.470171278305332
ATSC8dv,-132.5690284879474
ATSC8pe,-2.3537715120525924
ATSC8se,-1.25191053907962
AXp-0dv,0.5544831249627123
AXp-1dv,0.2774904026881796
AXp-2dv,0.13996433278183482
AXp-3dv,0.07370041055126184
AXp-4dv,0.03886977224426162
AXp-5dv,0.02090849931458499
AXp-6dv,0.010670984859400424
AXp-7dv,0.005677366311614745
BertzCT,877.8638175812112
ECIndex,373
ETA_eta,14.74126331373103
GATS1dv,0.487084608268697
GATS1pe,0.7883888569534228
GATS1se,0.8909511756650256
GATS2dv,0.8872427150786307
GATS2pe,0.9250606826006119
GATS2se,0.9700372833473532
GATS3dv,0.9986947651210826
GATS3pe,0.8851542196376118
GATS3se,0.9391656594233044
GATS4dv,1.26480927246014
GATS4pe,1.180952167713923
GATS4se,1.186843012130594
GATS5dv,1.0781683626271967
GATS5pe,1.150345595964911
GATS5se,1.1322378111999458
GATS6dv,0.7163909386227221
GATS6pe,0.8050445963736385
GATS6se,0.7734151335587364
GATS7dv,0.8392599444958371
GATS7pe,0.7314002192432525
GATS7se,0.7636293652026052
GATS8dv,1.5326343920238459
GATS8pe,1.4094821512587377
GATS8se,1.3950728564445316
LogEE_A,4.026876348698128
LogEE_D,95.28284108823149
MATS1dv,0.3045968832277805
MATS1pe,-0.04296332543918029
MATS1se,-0.09668899541536455
MATS2dv,0.08467516574159728
MATS2pe,0.03532179634379615
MATS2se,0.021246111395975355
MATS3dv,-0.11281833580440903
MATS3pe,-0.017456291946662955
MATS3se,-0.03562536648135488
MATS4dv,-0.2718252888574486
MATS4pe,-0.17494625337220313
MATS4se,-0.15792703591700977
MATS5dv,-0.08620355829012755
MATS5pe,-0.13531431468654861
MATS5se,-0.1047187173976966
MATS6dv,0.26953760873150745
MATS6pe,0.14971656607048212
MATS6se,0.15328157509685875
MATS7dv,0.19956213382670357
MATS7pe,0.23987860419905752
MATS7se,0.1617157317497237
MATS8dv,-0.5181730450771461
MATS8pe,-0.2672137597829539
MATS8se,-0.19126043329853487
MAXaaCH,1.842682350718065
MAXaaaC,0.5230305177626611
MAXaasC,0.7731415343915344
MAXaasN,1.4368518518518518
MAXsCH3,1.5546530541101249
MDEC-11,0.19999999999999996
MDEC-12,2.4724390149282502
MDEC-13,2.9406901076220695
MDEC-22,5.765813461259545
MDEC-23,15.665690133313023
MDEC-33,6.8320718456926075
MDEO-11,0.16666666666666669
MDEO-12,1.0749484040327275
MDEO-22,0.5984084805885755
MINaaCH,1.4739503548332915
MINaaaC,0.4209842162173516
MINaasC,0.06912706286218206
MINaasN,1.4368518518518518
MINsCH3,1.5450702055513563
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3928571428571428
SM1_Dzi,1.0909205148491539
SM1_Dzm,1.3888280739756562
SM1_Dzp,-5.929653139877578
SM1_Dzv,-2.314297018533557
SddssSe,0
SpAD_Dt,404.67108158825295
SpAbs_A,28.70010364386142
SpAbs_D,190.56568217646304
SpMAD_A,1.3045501656300647
SpMAD_D,8.6620764625665
SpMax_A,2.475573374137692
SpMax_D,95.28284108823149
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.83000000000001
TpiPC10,8.843452177579309
VAdjMat,5.584962500721156
VE1_DzZ,4.627859013764712
VE1_Dzi,4.621115629786581
VE1_Dzm,4.627833274416015
VE1_Dzp,4.578865762623814
VE1_Dzv,4.607490705806657
VE2_DzZ,0.210357227898396
VE2_Dzi,0.21005071044484458
VE2_Dzm,0.2103560579280007
VE2_Dzp,0.2081302619374461
VE2_Dzv,0.2094313957184844
VE3_DzZ,2.3205517054816087
VE3_Dzi,2.3190935146155076
VE3_Dzm,2.3205461436396857
VE3_Dzp,2.309908677737882
VE3_Dzv,2.316140753736157
VR1_DzZ,121.15503284990585
VR1_Dzi,121.88569135396615
VR1_Dzm,121.15813613907457
VR1_Dzp,125.68286407697317
VR1_Dzv,123.20431206607097
VR2_DzZ,5.507046947722993
VR2_Dzi,5.540258697907553
VR2_Dzm,5.507188006321571
VR2_Dzp,5.712857458044235
VR2_Dzv,5.600196003003226
VR3_DzZ,5.5855283490661005
VR3_Dzi,5.591541009764741
VR3_Dzm,5.585553962937454
VR3_Dzp,5.622219142697532
VR3_Dzv,5.602301411387476
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.099919216782652
Xch-7dv,0.13384127672454882
Xpc-4dv,1.1414475730925076
Xpc-5dv,1.6010224186968314
Xpc-6dv,1.979706323795304
Zagreb1,116.0
Zagreb2,139.0
fragCpx,114.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,24
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.574997297297298
AATS1are,6.640384615384616
AATS2are,6.685203125
AATS3are,6.585945205479452
AATS4are,6.55544705882353
AATS5are,6.480430232558141
AATS6are,6.280244186046511
AATS7are,6.172026666666667
AATS8are,6.58111111111111
AATSC0dv,4.737764791818847
AATSC0pe,0.1631216946676406
AATSC0se,0.12121445142439735
AATSC1dv,1.4431083890543352
AATSC1pe,-0.007008250454196442
AATSC1se,-0.011720103538049484
AATSC2dv,0.401171018991965
AATSC2pe,0.005761751278305299
AATSC2se,0.00257533573776479
AATSC3dv,-0.5345067392457248
AATSC3pe,-0.0028474999249527475
AATSC3se,-0.004318309254830545
AATSC4dv,-1.287844283074808
AATSC4pe,-0.028537529325828207
AATSC4se,-0.019143039023761438
AATSC5dv,-0.40841218339647
AATSC5pe,-0.022072700324460216
AATSC5se,-0.012693421883228289
AATSC6dv,1.2770057927191802
AATSC6pe,0.024422019977236822
AATSC6se,0.0185799420388333
AATSC7dv,0.9454784514243971
AATSC7pe,0.039129404431458466
AATSC7se,0.01960228371073776
AATSC8dv,-2.4549820090360632
AATSC8pe,-0.04358836133430727
AATSC8se,-0.023183528501474444
AETA_eta,0.6700574233514105
ATSC0are,6.643956756756756
ATSC1are,-0.4469706355003661
ATSC2are,0.3665964207450677
ATSC3are,-0.3248011687363049
ATSC4are,-2.5174087655222794
ATSC5are,-1.910358948137326
ATSC6are,2.293584295105917
ATSC7are,2.787757925493062
ATSC8are,-2.3061909422936444
BCUTZ-1h,8.039282457560589
BCUTZ-1l,5.693198198903764
BCUTc-1h,0.5404124557868343
BCUTc-1l,-0.5281858304974133
BCUTd-1h,3.2722959483023684
BCUTd-1l,0.9777073936863311
BCUTi-1h,14.551077112112274
BCUTi-1l,10.954054089480247
BCUTm-1h,16.019655274870285
BCUTm-1l,11.705153019434341
BCUTp-1h,1.993609327619901
BCUTp-1l,0.7183075965875326
BCUTs-1h,7.008284467654968
BCUTs-1l,1.3869723568321484
BCUTv-1h,20.894382854100233
BCUTv-1l,14.697771417248491
BalabanJ,1.6752166371084498
Diameter,10
ETA_beta,30.25
GATS1are,0.8283780123509298
GATS2are,0.9460415841219657
GATS3are,0.9065339861844367
GATS4are,1.1827633025007984
GATS5are,1.1452918864505552
GATS6are,0.7964660578397201
GATS7are,0.7459663242027705
GATS8are,1.3967580373792232
HybRatio,0.1875
Lipinski,True
LogEE_Dt,202.33554079412647
MATS1are,-0.063824777910816
MATS2are,0.03189944840139206
MATS3are,-0.02477819406937319
MATS4are,-0.16493382896126987
MATS5are,-0.12370619606848286
MATS6are,0.14852213443270124
MATS7are,0.20699922655445752
MATS8are,-0.23783536313069345
MAXssCH2,0.24569444444444422
MINssCH2,0.24569444444444422
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.4547888616891067
SM1_Dzse,1.3827369942067755
SMR_VSA1,18.997404239494152
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,14.219595082555067
SMR_VSA7,52.51225390876793
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
SpAD_DzZ,136.43614211727657
SpAD_Dzi,136.16022973329518
SpAD_Dzm,136.47611835608106
SpAD_Dzp,213.71672892794135
SpAD_Dzv,178.6967625320729
SpAbs_Dt,404.67108158825283
SpDiam_A,4.847199428425265
SpDiam_D,139.66118653865504
SpMAD_Dt,18.394140072193316
SpMax_Dt,202.33554079412647
SsssssAs,0
VE1_Dzpe,4.6277182851553285
VE1_Dzse,4.627864754566779
VE2_Dzpe,0.210350831143424
VE2_Dzse,0.21035748884394448
VE3_Dzpe,2.3205212960096007
VE3_Dzse,2.320552945968514
VMcGowan,212.94999999999976
VR1_Dzpe,121.16431567258327
VR1_Dzse,121.15532625571294
VR2_Dzpe,5.507468894208331
VR2_Dzse,5.507060284350588
VR3_Dzpe,5.58560496550419
VR3_Dzse,5.585530770801665
mZagreb1,7.388888888888888
mZagreb2,4.9722222222222205
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,32
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17956639883126368
AATSC1are,-0.011460785525650413
AATSC2are,0.005728069074141683
AATSC3are,-0.004449331078579519
AATSC4are,-0.029616573712026816
AATSC5are,-0.022213476141131696
AATSC6are,0.02666958482681299
AATSC7are,0.037170105673240826
AATSC8are,-0.042707239672104526
AETA_beta,1.375
BCUTdv-1h,6.039112482372618
BCUTdv-1l,0.9966232916677865
BCUTpe-1h,3.524912488138339
BCUTpe-1l,2.2399040475458647
BCUTse-1h,3.7369184608225576
BCUTse-1l,2.435601044885102
ETA_alpha,10.066666666666666
ETA_dBeta,0.75
ETA_eta_B,0.2796533093877258
ETA_eta_F,22.36955871721927
ETA_eta_L,4.2427360566438495
ETA_eta_R,37.1108220309503
ETA_psi_1,0.5127334465195248
LabuteASA,125.67178324335822
LogEE_DzZ,68.28138274694997
LogEE_Dzi,68.1297021627771
LogEE_Dzm,68.3011877268576
LogEE_Dzp,105.51071602308937
LogEE_Dzv,88.8224046709152
PEOE_VSA1,18.997404239494152
PEOE_VSA2,4.567099647791355
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,18.19910120538483
PEOE_VSA8,11.629818560158606
PEOE_VSA9,26.281052206083903
SM1_Dzare,1.6142391810144252
SpAD_Dzpe,135.4344724920589
SpAD_Dzse,136.58776878814507
SpAbs_DzZ,135.1699083510428
SpAbs_Dzi,135.1684838107051
SpAbs_Dzm,135.21354737973968
SpAbs_Dzp,216.95108518605642
SpAbs_Dzv,179.959106360364
SpDiam_Dt,290.5457464282115
SpMAD_DzZ,6.201642823512572
SpMAD_Dzi,6.1891013515134174
SpMAD_Dzm,6.2034599252764115
SpMAD_Dzp,9.714396769451879
SpMAD_Dzv,8.122580115094223
SpMax_DzZ,68.28138274694997
SpMax_Dzi,68.1297021627771
SpMax_Dzm,68.3011877268576
SpMax_Dzp,105.51071602308937
SpMax_Dzv,88.8224046709152
VE1_Dzare,4.628284734773903
VE2_Dzare,0.21037657885335923
VE3_Dzare,2.3206436921708944
VR1_Dzare,121.08740101053274
VR2_Dzare,5.5039727732060335
VR3_Dzare,5.584969967612839
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4575757575757576
AETA_dBeta,0.03409090909090909
AETA_eta_B,0.012711514063078445
AETA_eta_F,1.0167981235099668
AETA_eta_L,0.1928516389383568
AETA_eta_R,1.6868555468613773
BCUTare-1h,3.576258271202309
BCUTare-1l,2.190776874377181
ETA_beta_s,14.75
ETA_dPsi_A,0.20126655348047517
ETA_dPsi_B,0.0
ETA_eta_BR,0.5376533093877258
ETA_eta_FL,6.3918241963415205
ETA_eta_RL,10.63456025298537
LogEE_Dzpe,67.78336301246986
LogEE_Dzse,68.35673607562737
PEOE_VSA10,5.749511833283905
PEOE_VSA11,17.082043808210052
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,15.22978872982955
SlogP_VSA2,23.893222125187126
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,45.60989053189483
SlogP_VSA7,0.0
SlogP_VSA8,11.099720859258504
SlogP_VSA9,0.0
SpAD_Dzare,133.54224195737675
SpAbs_Dzpe,134.11193716325062
SpAbs_Dzse,135.33073515704794
SpDiam_DzZ,102.43967602303552
SpDiam_Dzi,101.16109290914102
SpDiam_Dzm,102.46583219585611
SpDiam_Dzp,151.8816709785035
SpDiam_Dzv,130.94325526095483
SpMAD_Dzpe,6.156112386002676
SpMAD_Dzse,6.208534944915685
SpMax_Dzpe,67.78336301246986
SpMax_Dzse,68.35673607562737
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6704545454545454
AETA_eta_BR,0.024438786790351174
AETA_eta_FL,0.2905374634700691
AETA_eta_RL,0.4833891024084259
DetourIndex,2186
EState_VSA1,5.756062822229453
EState_VSA2,12.29426823919648
EState_VSA3,22.598744525826312
EState_VSA4,5.563451491696996
EState_VSA5,16.699833784714574
EState_VSA6,26.352329219478285
EState_VSA7,12.13273413692322
EState_VSA8,0.0
EState_VSA9,13.890876844653445
ETA_beta_ns,15.5
ETA_shape_p,0.16556291390728475
ETA_shape_x,0.0
ETA_shape_y,0.38741721854304634
GhoseFilter,True
LogEE_Dzare,66.8444954869163
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,132.0747517928183
SpDiam_Dzpe,101.65434516306969
SpDiam_Dzse,102.55609058551445
SpMAD_Dzare,6.0701019071534885
SpMax_Dzare,66.8444954869163
TopoPSA(NO),73.83000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.617402210884354
VSA_EState9,48.04926445578232
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7045454545454546
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.042424242424242434
FilterItLogS,-3.6792345565375353
SpDiam_Dzare,100.31188513467563
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6522522522522524
ETA_epsilon_2,0.8924242424242421
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.5659863945578234
ETA_epsilon_5,0.8666666666666664
AETA_beta_ns_d,0.09090909090909091
ETA_dEpsilon_A,0.21031676838128432
ETA_dEpsilon_B,0.08626585769442896
ETA_dEpsilon_C,-0.12405091068685536
ETA_dEpsilon_D,0.025757575757575757
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7272727272727273
MDEDescriptor,"0.19999999999999996,2.4724390149282502,2.9406901076220695,0.0,5.765813461259545,15.665690133313023,0.0,6.8320718456926075,0.0,0.0,0.16666666666666669,1.0749484040327275,0.5984084805885755,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,43.271895
BCUTDescriptor,"11.996177859939598,16.000002191946177,-0.3747286955424977,0.3500483737467737,4.739675953998917,10.03915311683488"
BPolDescriptor,25.084104999999997
TPSADescriptor,73.83000000000001
ALOGPDescriptor,"3.430600000000001,11.769016360000007,75.18379999999999"
XLogPDescriptor,1.9989999999999999
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,301.09502269999996
ChiPathDescriptor,"15.689869965382487,10.634560252985374,9.386115688522308,8.197194119602571,7.057078768916317,5.679178208640178,3.6812002232172385,2.678716333445109,12.198628749179672,6.659769664516311,4.758787314582384,3.4639192959093053,2.4487956513884828,1.6099544472230451,0.8430078038926336,0.5052856017337122"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3813168502864596,0.6877267183800743,0.0,0.0,0.02282177322938192,0.099919216782652,0.13384127672454882"
AtomCountDescriptor,37
BondCountDescriptor,24
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4326256854541919,0.0,0.3559047456524247,0.0,0.5263543019376958,0.0,0.08407390957445532,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,1,1,0,0,0"
ZagrebIndexDescriptor,116.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"44.84143509997787,2.038247049998994,17.33647250246208,13.822687980379655,3.5137845220824233"
FractionalPSADescriptor,0.2452049832572673
WienerNumbersDescriptor,"1017.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6169822890067764,6.123305275561948,8.48309765485886,1.1414475730925073,1.601022418696832,1.7696717939582363"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,7.26643598615917,3.440470801267542"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1059.06
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"26.23232547898121,27.15528161660185,39.03667384627603,41.75639247098606,37.258480742132775"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.67521194480811,-0.47253640731547264,0.189457285696999,-0.0012080766913251917,-0.018615316903808625"
EccentricConnectivityIndexDescriptor,373
AutocorrelationDescriptorPolarizability,"1328.0889500297033,1576.2046619691678,2247.1058935234996,2251.4405236515554,1891.3556950407678"
