DLiP-ID,P000E0
DLiP-Mol-ID,25410
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H20N2O5S/c1-22-13-17(19(26-2)12-20(22)23)16-11-14(21-28(3,24)25)9-10-18(16)27-15-7-5-4-6-8-15/h4-13,21H,1-3H3"
Standard Inchi Key(RDKit),RHNWTJMCFPHSQX-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(=O)n(C)cc1-c1cc(NS(C)(=O)=O)ccc1Oc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),400.456
MW Monoisotopic(RDKit),400.10929274
MolLogP(RDKit),3.2247
XLogP(SDF),
XLogP(CDK),4.094
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),86.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.686528149201755
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD2-2/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1506191.4838221506
qed,0.6865281492017553
Chi0,20.31119030894212
Chi1,13.264170109986491
TPSA,86.63000000000001
Chi0n,15.670206030179397
Chi0v,16.486702611107123
Chi1n,8.364212801437798
Chi1v,10.255624339496055
Chi2n,6.2049106708595945
Chi2v,7.953365870043344
Chi3n,3.954312097210001
Chi3v,4.560805169504118
Chi4n,2.706290818663987
Chi4v,3.2614101156322337
MolMR,108.65350000000001
MolWt,400.45600000000013
fr_SH,0
Kappa1,19.500166460707252
Kappa2,7.773308604570879
Kappa3,4.524165568131439
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1154.9587229652782
MolLogP,3.2247000000000012
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.188933743553367
SMR_VSA1,17.891522891929036
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,18.087661589241026
SMR_VSA7,71.1479512668914
SMR_VSA8,0.0
SMR_VSA9,28.375438483245706
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,162.76928797743727
NHOHCount,1
PEOE_VSA1,14.040825555391454
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,30.33183534230805
PEOE_VSA8,36.12517188082943
