DLiP-ID,C001O3
DLiP-Mol-ID,32663
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H19N5O/c1-3-14(2)27-20(26-22(28)15-9-5-4-6-10-15)16(13-23)19-21(27)25-18-12-8-7-11-17(18)24-19/h4-12,14H,3H2,1-2H3,(H,26,28)"
Standard Inchi Key(RDKit),IFWNFAINJCODLT-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCC(C)n1c(NC(=O)c2ccccc2)c(C#N)c2nc3ccccc3nc21
SMILES(SDF),
MW(SDF),
MW(RDKit),369.428
MW Monoisotopic(RDKit),369.158960228
MolLogP(RDKit),4.67948
XLogP(SDF),
XLogP(CDK),4.581
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),83.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.566002590360007
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3600491.9270468536
qed,0.5660025903600073
Chi0,19.672997628507925
Chi1,13.634560252985374
TPSA,83.60000000000001
Chi0n,15.677712145546504
Chi0v,15.677712145546504
Chi1n,9.208309831781566
Chi1v,9.208309831781566
Chi2n,6.667366418908403
Chi2v,6.667366418908403
Chi3n,4.906148727787799
Chi3v,4.906148727787799
Chi4n,3.2744903225101822
Chi4v,3.2744903225101822
MolMR,109.14620000000002
MolWt,369.4280000000001
fr_SH,0
Kappa1,17.681776730506275
Kappa2,7.122532264219973
Kappa3,2.871058514135438
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1220.622101811597
MolLogP,4.679480000000003
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.9634875747847704
SMR_VSA1,4.794537184071822
SMR_VSA2,5.261891554738487
SMR_VSA3,14.53505668968577
SMR_VSA4,0.0
SMR_VSA5,26.31013685145522
SMR_VSA6,5.316788604006331
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
