DLiP-ID,T001WX
AATSC4p,-0.023099469318159142
AATSC4s,0.03331368863147555
AATSC4v,-4.106437931538413
AATSC5Z,-1.2005468854208354
AATSC5c,0.0020459253927976005
AATSC5d,-0.15359477124183005
AATSC5i,-0.03685660790534755
AATSC5m,-5.76786006502601
AATSC5p,-0.03130565096106122
AATSC5s,0.02369505186619686
AATSC5v,-8.392421457268192
AATSC6Z,-1.348303722783612
AATSC6c,-0.0012588157157012
AATSC6d,0.010787486515641868
AATSC6i,-0.0906026413765268
AATSC6m,-6.449791965914845
AATSC6p,-0.03869812051350121
AATSC6s,0.06771568848448557
AATSC6v,-7.453450688146239
AATSC7Z,-0.376490381098676
AATSC7c,-0.00014875731569821487
AATSC7d,0.0824372759856631
AATSC7i,0.18738791007755498
AATSC7m,-1.7325687365042801
AATSC7p,0.00807441635936067
AATSC7s,-0.13173668232889144
AATSC7v,3.446728135024159
AATSC8Z,0.49986394557823133
AATSC8c,-0.0006347815894290059
AATSC8d,-0.02666666666666666
AATSC8i,0.2857954829494291
AATSC8m,2.5591080167573694
AATSC8p,0.05279970723025751
AATSC8s,-0.1361594607868042
AATSC8v,8.405969164073724
ATS0are,254.4036
ATS1are,276.829
ATS2are,456.43100000000004
ATS3are,587.666
ATS4are,607.4369999999998
ATS5are,624.4489
ATS6are,614.4680999999999
ATS7are,548.197
ATS8are,439.41200000000003
ATSC0dv,140.0693709582598
ATSC0pe,3.8254785714285697
ATSC0se,2.383864976190476
ATSC1dv,35.104868284762475
ATSC1pe,-0.24446326530612505
ATSC1se,-0.2222101893424035
ATSC2dv,14.644970745499853
ATSC2pe,0.10955204081632469
ATSC2se,0.19173432766439918
ATSC3dv,13.641779345483044
ATSC3pe,-0.010700000000001375
ATSC3se,-0.3115363253968254
ATSC4dv,-52.79950169368156
ATSC4pe,0.4359224489795901
ATSC4se,0.22712060430838998
ATSC5dv,-62.33484504913074
ATSC5pe,-0.252026530612246
ATSC5se,0.15308536734693892
ATSC6dv,-19.231852411746587
ATSC6pe,-0.4170474489795909
ATSC6se,-0.05862887018140585
ATSC7dv,14.038632737045434
ATSC7pe,-0.3295954081632643
ATSC7se,-0.12250394727891144
ATSC8dv,-7.023347610649196
ATSC8pe,-0.6805188775510191
ATSC8se,-0.5120243146258503
AXp-0dv,0.5801151451579482
AXp-1dv,0.3170370144880641
AXp-2dv,0.16875292077996068
AXp-3dv,0.0883124235610685
AXp-4dv,0.047015973883866115
AXp-5dv,0.025936992446797084
AXp-6dv,0.014658512797988438
AXp-7dv,0.008166917364797117
BertzCT,881.0035587212027
ECIndex,462
ETA_eta,18.012682991868054
GATS1dv,0.6133074135066724
GATS1pe,0.8291535377035416
GATS1se,0.8657786772836836
GATS2dv,0.887561303633377
GATS2pe,0.8069493816076408
GATS2se,0.7618077430708436
GATS3dv,0.9667095573465982
GATS3pe,0.8879925387486532
GATS3se,0.902091805829133
GATS4dv,1.1718602523315065
GATS4pe,0.8767972261173672
GATS4se,0.8464077223972685
GATS5dv,1.1946387949197934
GATS5pe,1.102479900630876
GATS5se,1.0422061793087956
GATS6dv,1.0248256621870382
GATS6pe,1.1164943582793234
GATS6se,1.1172724551763655
GATS7dv,0.9688292631544175
GATS7pe,1.1860249164933854
GATS7se,1.2402945426695429
GATS8dv,1.0273833407482649
GATS8pe,1.0698607394904214
GATS8se,1.1032944089824357
LogEE_A,4.101741392552027
LogEE_D,117.2261710685748
MATS1dv,0.23923283316252295
MATS1pe,-0.060999243452606634
MATS1se,-0.08897724003204115
MATS2dv,0.05934209860625767
MATS2pe,0.016253701116659174
MATS2se,0.045649475561148935
MATS3dv,0.04173986662717366
MATS3pe,-0.001198729570716797
MATS3se,-0.05600802451511947
MATS4dv,-0.15832005640943847
MATS4pe,0.047860006311068286
MATS4se,0.04001512449835241
MATS5dv,-0.18324697942368945
MATS5pe,-0.02712748962369636
MATS5se,0.026442416785382405
MATS6dv,-0.0559873619907994
MATS6pe,-0.044454093756836996
MATS6se,-0.01002863760188856
MATS7dv,0.045263483689001814
MATS7pe,-0.03891004390462989
MATS7se,-0.023207842658799056
MATS8dv,-0.028079476869611937
MATS8pe,-0.09961905793299423
MATS8se,-0.12028098027963373
MAXaaCH,2.083575269099409
MAXaaaC,0.759871399176955
MAXaasC,1.237197656840514
MAXaasN,1.8433487654320988
MAXssNH,3.4014077853363567
MDEC-22,16.9642811481282
MDEC-23,20.301674208585208
MDEC-33,5.885267084809706
MDEN-12,0.19999999999999996
MDEN-13,0.25
MDEN-23,0.4999999999999999
MINaaCH,1.7924714978584027
MINaaaC,0.759871399176955
MINaasC,0.5374082472495176
MINaasN,1.8433487654320988
MINssNH,3.4014077853363567
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3256302521008405
SM1_Dzi,0.9805438548466842
SM1_Dzm,1.3379508818231125
SM1_Dzp,-2.402894764756166
SM1_Dzv,-1.2736797330507026
SddssSe,0
SpAD_Dt,466.444777348986
SpAbs_A,31.21793363467019
SpAbs_D,234.45234213714969
SpMAD_A,1.3007472347779245
SpMAD_D,9.768847589047903
SpMax_A,2.5323711587008764
SpMax_D,117.2261710685748
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,60.459999999999994
TpiPC10,8.664175606585001
VAdjMat,5.700439718141092
VE1_DzZ,4.814937383402018
VE1_Dzi,4.810647527861955
VE1_Dzm,4.814896575931364
VE1_Dzp,4.8246827550794045
VE1_Dzv,4.826042022736605
VE2_DzZ,0.20062239097508408
VE2_Dzi,0.20044364699424813
VE2_Dzm,0.20062069066380683
VE2_Dzp,0.20102844812830853
VE2_Dzv,0.20108508428069186
VE3_DzZ,2.4471917780338677
VE3_Dzi,2.4463004335880743
VE3_Dzm,2.447183302815951
VE3_Dzp,2.4492137197405968
VE3_Dzv,2.4494954120896137
VR1_DzZ,138.33857487339444
VR1_Dzi,139.17790465450227
VR1_Dzm,138.32987529845713
VR1_Dzp,137.35412209440048
VR1_Dzv,137.44060815771783
VR2_DzZ,5.764107286391435
VR2_Dzi,5.799079360604261
VR2_Dzm,5.76374480410238
VR2_Dzp,5.72308842060002
VR2_Dzv,5.726692006571576
VR3_DzZ,5.8051728588497005
VR3_Dzi,5.811221741724832
VR3_Dzm,5.805109970761559
VR3_Dzp,5.798031161053147
VR3_Dzv,5.79866062047614
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.13141952966394696
Xch-7dv,0.21816090946666972
Xpc-4dv,1.3934233664037075
Xpc-5dv,2.1552950387186414
Xpc-6dv,2.9577100034515724
Zagreb1,122.0
Zagreb2,145.0
fragCpx,124.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,17
nBondsO,26
nBondsS,27
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.057228571428571
AATS1are,6.291568181818182
AATS2are,6.167986486486487
AATS3are,5.996591836734694
AATS4are,6.074369999999998
AATS5are,6.122048039215686
AATS6are,5.965709708737863
AATS7are,5.894591397849462
AATS8are,5.858826666666667
AATSC0dv,3.33498502281571
AATSC0pe,0.09108282312925166
AATSC0se,0.05675868990929705
AATSC1dv,0.7978379155627835
AATSC1pe,-0.005555983302411933
AATSC1se,-0.005050231575963716
AATSC2dv,0.19790501007432235
AATSC2pe,0.0014804329840043878
AATSC2se,0.0025910044278972862
AATSC3dv,0.13920183005594944
AATSC3pe,-0.00010918367346940179
AATSC3se,-0.0031789420958859733
AATSC4dv,-0.5279950169368156
AATSC4pe,0.004359224489795901
AATSC4se,0.0022712060430838997
AATSC5dv,-0.6111259318542229
AATSC5pe,-0.002470848339335745
AATSC5se,0.001500836934773911
AATSC6dv,-0.18671701370627755
AATSC6pe,-0.004049004359025154
AATSC6se,-0.0005692123318583092
AATSC7dv,0.15095304018328423
AATSC7pe,-0.003544036646916821
AATSC7se,-0.0013172467449345316
AATSC8dv,-0.09364463480865595
AATSC8pe,-0.00907358503401359
AATSC8se,-0.006826990861678004
AETA_eta,0.7505284579945023
ATSC0are,3.570990476190474
ATSC1are,-0.28038049886621175
ATSC2are,0.029788208616781407
ATSC3are,-0.18423492063492067
ATSC4are,0.29928934240362887
ATSC5are,0.14982789115646428
ATSC6are,-0.19305283446711977
ATSC7are,-0.45220272108843557
ATSC8are,-0.777444897959184
BCUTZ-1h,17.00110305211303
BCUTZ-1l,5.694225563121695
BCUTc-1h,0.40585348724031534
BCUTc-1l,-0.43671075170606
BCUTd-1h,3.3292449070005543
BCUTd-1l,0.9113397750441421
BCUTi-1h,14.563620360100016
BCUTi-1l,10.954540851265179
BCUTm-1h,35.450517374198164
BCUTm-1l,11.70523620653788
BCUTp-1h,2.2064519020626303
BCUTp-1l,0.7881072433694218
BCUTs-1h,6.0273241229759735
BCUTs-1l,1.3037968540543134
BCUTv-1h,22.455826642185485
BCUTv-1l,14.708160255495528
BalabanJ,1.6205910038324507
Diameter,11
ETA_beta,33.0
GATS1are,0.9061440627626081
GATS2are,0.8630140252159222
GATS3are,0.909257249841695
GATS4are,0.8859858409298207
GATS5are,1.0960411339869454
GATS6are,1.0664612075909792
GATS7are,1.1900171152177466
GATS8are,1.0947216725251634
HybRatio,0.2222222222222222
Lipinski,True
LogEE_Dt,233.222388674493
MATS1are,-0.07494725413590095
MATS2are,0.0047344906740994855
MATS3are,-0.022110902746927452
MATS4are,0.03520074462467407
MATS5are,0.017276393747437148
MATS6are,-0.022044464638795017
MATS7are,-0.05718877859770159
MATS8are,-0.12191831531334524
MAXssCH2,0.8600970804988661
MINssCH2,-0.017315259245724413
NsssssAs,0
RotRatio,0.23076923076923078
SM1_Dzpe,0.93531153649505
SM1_Dzse,0.879067952217064
SMR_VSA1,5.106527394840706
SMR_VSA2,5.261891554738487
SMR_VSA3,4.400694606261793
SMR_VSA4,0.0
SMR_VSA5,12.841643245852019
SMR_VSA6,18.468426974431825
SMR_VSA7,70.37440083967667
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,181.78587943438077
SpAD_Dzi,178.77457814382822
SpAD_Dzm,181.76246759856963
SpAD_Dzp,233.20740106450813
SpAD_Dzv,217.25482124755516
SpAbs_Dt,466.4447773489859
SpDiam_A,4.858924957029441
SpDiam_D,170.60706866438338
SpMAD_Dt,19.43519905620775
SpMax_Dt,233.222388674493
SsssssAs,0
VE1_Dzpe,4.8148541061862185
VE1_Dzse,4.815758937599797
VE2_Dzpe,0.20061892109109244
VE2_Dzse,0.20065662239999152
VE3_Dzpe,2.4471744822874557
VE3_Dzse,2.4473623896225605
VMcGowan,255.33999999999992
VR1_Dzpe,138.70328248817665
VR1_Dzse,138.59527046973096
VR2_Dzpe,5.779303437007361
VR2_Dzse,5.77480293623879
VR3_Dzpe,5.807805730495417
VR3_Dzse,5.807026699932465
mZagreb1,7.277777777777779
mZagreb2,5.583333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08502358276643986
AATSC1are,-0.006372284065141176
AATSC2are,0.0004025433596862352
AATSC3are,-0.0018799481697440884
AATSC4are,0.0029928934240362887
AATSC5are,0.0014689008936908262
AATSC6are,-0.0018742993637584444
AATSC7are,-0.004862394850413286
AATSC8are,-0.01036593197278912
AETA_beta,1.375
BCUTdv-1h,5.089400312845335
BCUTdv-1l,0.7740073367665463
BCUTpe-1h,3.453664198163902
BCUTpe-1l,2.2442050323663585
BCUTse-1h,3.6673930343116963
BCUTse-1l,2.4401973321788613
ETA_alpha,11.747619047619047
ETA_dBeta,3.0
ETA_eta_B,0.15666340709947058
ETA_eta_F,22.865528129451683
ETA_eta_L,5.269086495195959
ETA_eta_R,40.87821112131974
ETA_psi_1,0.603916768665851
LabuteASA,145.47131013691086
LogEE_DzZ,90.94817431102793
LogEE_Dzi,89.4039829978476
LogEE_Dzm,90.93698175269411
LogEE_Dzp,116.2152089367346
LogEE_Dzv,108.46820065714624
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.400694606261793
PEOE_VSA3,0.0
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,47.99914230100217
PEOE_VSA7,24.117007251546223
PEOE_VSA8,25.1359114850485
PEOE_VSA9,11.080152209313258
SM1_Dzare,0.959325316894866
SpAD_Dzpe,182.23922770623366
SpAD_Dzse,183.58775385135584
SpAbs_DzZ,180.63473810572611
SpAbs_Dzi,177.9574582647893
SpAbs_Dzm,180.60035362425737
SpAbs_Dzp,234.83331263822532
SpAbs_Dzv,218.21008104734312
SpDiam_Dt,329.00716739301726
SpMAD_DzZ,7.574411643099199
SpMAD_Dzi,7.448940755992843
SpMAD_Dzm,7.5734361499404015
SpMAD_Dzp,9.716975044354506
SpMAD_Dzv,9.052284218648131
SpMax_DzZ,90.94817431102793
SpMax_Dzi,89.4039829978476
SpMax_Dzm,90.93698175269411
SpMax_Dzp,116.2152089367346
SpMax_Dzv,108.46820065714624
VE1_Dzare,4.813887968957376
VE2_Dzare,0.200578665373224
VE3_Dzare,2.4469738045198834
VR1_Dzare,138.8576801847126
VR2_Dzare,5.785736674363025
VR3_Dzare,5.80891826239453
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48948412698412697
AETA_dBeta,0.125
AETA_eta_B,0.006527641962477941
AETA_eta_F,0.9527303387271534
AETA_eta_L,0.21954527063316495
AETA_eta_R,1.7032587967216557
BCUTare-1h,3.5121545544661843
BCUTare-1l,2.194211213071362
ETA_beta_s,15.0
ETA_dPsi_A,0.11008323133414899
ETA_dPsi_B,0.0
ETA_eta_BR,0.4146634070994706
ETA_eta_FL,6.488463660077667
ETA_eta_RL,11.757550155273625
LogEE_Dzpe,91.15858516713746
LogEE_Dzse,91.8305047570203
PEOE_VSA10,17.04019390752009
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,22.658860371527993
SlogP_VSA3,12.841643245852019
SlogP_VSA4,11.33111286753076
SlogP_VSA5,16.690354475090988
SlogP_VSA6,48.53093654769288
SlogP_VSA7,5.153109816892792
SlogP_VSA8,5.516700717616262
SlogP_VSA9,0.0
SpAD_Dzare,180.8267027098647
SpAbs_Dzpe,181.45765954815002
SpAbs_Dzse,182.8431385417453
SpDiam_DzZ,135.7074423489336
SpDiam_Dzi,132.2130508455216
SpDiam_Dzm,135.7054176321867
SpDiam_Dzp,177.0696133578279
SpDiam_Dzv,164.40276829562652
SpMAD_Dzpe,7.593301154426403
SpMAD_Dzse,7.649489743806494
SpMax_Dzpe,91.15858516713746
SpMax_Dzse,91.8305047570203
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.625
AETA_eta_BR,0.01727764196247794
AETA_eta_FL,0.2703526525032361
AETA_eta_RL,0.48989792313640107
DetourIndex,2740
EState_VSA1,0.0
EState_VSA2,6.606881964512918
EState_VSA3,23.682139337428374
EState_VSA4,23.318836610074293
EState_VSA5,5.563451491696996
EState_VSA6,6.06636706846161
EState_VSA7,34.73252994856985
EState_VSA8,23.518744053721825
EState_VSA9,11.600939890232516
ETA_beta_ns,18.0
ETA_shape_p,0.12322659100121608
ETA_shape_x,0.0
ETA_shape_y,0.28942034860154037
GhoseFilter,True
LogEE_Dzare,90.44589826324935
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,180.02726494578567
SpDiam_Dzpe,135.46335325061233
SpDiam_Dzse,136.62427296744073
SpMAD_Dzare,7.534445946244362
SpMax_Dzare,90.44589826324935
TopoPSA(NO),60.459999999999994
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8433487654320988
VSA_EState9,46.916141673526525
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,10.368418949579192
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.010515873015873053
FilterItLogS,-5.529469832902223
SpDiam_Dzare,134.17775920589256
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5917233560090703
ETA_epsilon_2,0.8105158730158726
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.518792517006803
ETA_epsilon_5,0.771245421245421
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.15054688542083466
ETA_dEpsilon_B,0.07293083900226738
ETA_dEpsilon_C,-0.07761604641856729
ETA_dEpsilon_D,0.03927045177045163
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,16.9642811481282,20.301674208585208,0.0,5.885267084809706,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.25,0.0,0.4999999999999999,0.0"
APolDescriptor,51.72427399999998
BCUTDescriptor,"11.988295027059822,34.968853704627506,-0.39543674026355646,0.1546368788506677,4.441422595400377,11.451314073676983"
BPolDescriptor,23.397725999999995
TPSADescriptor,60.459999999999994
ALOGPDescriptor,"3.6116,13.04365456,94.02180000000001"
XLogPDescriptor,4.090000000000001
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,339.11384002
ChiPathDescriptor,"16.94094682093905,11.757550155273629,9.772819184844328,8.460582318523484,7.533431379741923,6.126022878022009,4.115787435286478,2.7757186896590067,13.922763483790757,8.242962376689666,5.9063522272986235,4.327308754492356,3.1970862241028977,2.1787073655309555,1.2606321006270058,0.7268556454669437"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.38858417604758577,0.7207963785387514,0.0,0.0,0.02795084971874737,0.13141952966394693,0.21816090946666972"
AtomCountDescriptor,42
BondCountDescriptor,26
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.0952685706903758,0.0,0.33595592912380823,0.0,0.5914776101001361,0.0,0.12470786110147081,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,9,3,2,2,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,12
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"49.012071976225684,2.04216966567607,14.215566739845853,2.4570645224227903,9.18325278231763"
FractionalPSADescriptor,0.17828821140545084
WienerNumbersDescriptor,"1355.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.134740695452118,5.94530301483645,8.7356770065228,1.3934233664037068,2.1552950387186405,2.6481191868415452"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,8,0,0,1,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,9.08734693877551,4.233236151603498"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1384.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2222222222222222
AutocorrelationDescriptorMass,"33.567359847219166,29.28095421565334,41.24941804071545,46.01540516043175,48.14977902944599"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.3101048518851116,-0.14154878605501284,0.04627546242174117,-0.06695472237871006,-0.03318789752348173"
EccentricConnectivityIndexDescriptor,462
AutocorrelationDescriptorPolarizability,"1727.1198878287478,2041.1939828022619,2882.1202554395927,2966.5298627297484,2617.2109301325536"
