DLiP-ID,C0000N
DLiP-Mol-ID,30096
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H23NO3S/c1-18(9-3-2-4-10-18)12-22-14-7-5-13(6-8-14)11-15-16(20)19-17(21)23-15/h5-8,15H,2-4,9-12H2,1H3,(H,19,20,21)"
Standard Inchi Key(RDKit),YZFWTZACSRHJQD-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),333.453
MW Monoisotopic(RDKit),333.139864596
MolLogP(RDKit),3.9299
XLogP(SDF),
XLogP(CDK),3.786
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),55.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.886858594097197
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,207617.508093249
qed,0.8868585940971975
Chi0,16.286246282559798
Chi1,11.0394252385949
TPSA,55.4
Chi0n,13.469491976109417
Chi0v,14.285988557037143
Chi1n,8.273378168395745
Chi1v,9.153030979650637
Chi2n,6.891271495216276
Chi2v,8.066800161239238
Chi3n,4.75939924299609
Chi3v,5.740798129268534
Chi4n,3.2707081868673558
Chi4v,4.130385862033873
MolMR,91.75070000000005
MolWt,333.4530000000002
fr_SH,0
Kappa1,16.370670708374817
Kappa2,6.952345452717427
Kappa3,4.28207245487231
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,578.4344237193736
MolLogP,3.9299000000000026
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5256256859431288
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,5.41499046939678
SMR_VSA5,50.69860496722886
SMR_VSA6,6.606881964512918
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,140.90860782376555
NHOHCount,1
PEOE_VSA1,4.736862953800049
PEOE_VSA2,14.905862972149976
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,50.080821154782996
PEOE_VSA7,36.958650497398246
PEOE_VSA8,5.41499046939678
PEOE_VSA9,11.856819994495092
RingCount,3
SMR_VSA10,22.908276391914907
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,333.139864596
NumHDonors,1
