DLiP-ID,C004UU
DLiP-Mol-ID,35796
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H19N3O3S/c1-12-4-10-15(11-5-12)23(21,22)18-16(20)17-13-6-8-14(9-7-13)19(2)3/h4-11H,1-3H3,(H2,17,18,20)"
Standard Inchi Key(RDKit),GRIAZRCYPXFJJF-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(N(C)C)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),333.413
MW Monoisotopic(RDKit),333.114712468
MolLogP(RDKit),2.57142
XLogP(SDF),
XLogP(CDK),3.467
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),78.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.901232127529149
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
Common Target Pref Name,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
RDKit Descriptors
Ipc,102448.7926957298
qed,0.9012321275291487
Chi0,17.035169427003233
Chi1,10.775694130382417
TPSA,78.50999999999999
Chi0n,13.19900891087242
Chi0v,14.015505491800145
Chi1n,6.956474167870861
Chi1v,8.439637415465253
Chi2n,5.313976750468207
Chi2v,6.996378991877725
Chi3n,3.1999173298840864
Chi3v,4.546809441947194
Chi4n,1.89789924689077
Chi4v,2.805241580646603
MolMR,91.28820000000003
MolWt,333.41300000000007
fr_SH,0
Kappa1,16.824100965058644
Kappa2,6.700215832251896
Kappa3,4.462703012551572
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,782.3251027927103
MolLogP,2.5714200000000007
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,2.047469271423973
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,24.31204230021119
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,135.73012181302573
NHOHCount,2
PEOE_VSA1,10.216698334856808
PEOE_VSA2,0.0
PEOE_VSA3,17.934429032852847
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,43.321939610460284
PEOE_VSA8,25.470116514721504
PEOE_VSA9,4.895483475517775
RingCount,2
SMR_VSA10,27.429178215112778
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,333.11471246800005
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
PEOE_VSA14,6.031114512338072
SlogP_VSA1,14.938793199308897
SlogP_VSA2,28.54425546202139
SlogP_VSA3,10.023291153407584
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,16.054405665745655
EState_VSA2,4.895483475517775
EState_VSA3,5.687386274683562
EState_VSA4,11.250837766380558
EState_VSA5,12.13273413692322
EState_VSA6,24.26546827384644
EState_VSA7,42.77381989727079
EState_VSA8,5.316788604006331
EState_VSA9,0.0
SlogP_VSA10,16.169309733438947
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
