DLiP-ID,P0009W
DLiP-Mol-ID,24436
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H11NO3/c18-15-13(12-6-1-2-7-14(12)17-15)9-10-4-3-5-11(8-10)16(19)20/h1-9H,(H,17,18)(H,19,20)/b13-9+"
Standard Inchi Key(RDKit),MJKGNDUTAHLMMQ-UKTHLTGXSA-N
Canonical SMILES(RDKit),O=C1Nc2ccccc2/C1=C\c1cccc(C(=O)O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),265.268
MW Monoisotopic(RDKit),265.073893212
MolLogP(RDKit),2.8775
XLogP(SDF),
XLogP(CDK),2.716
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),66.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.820374634119459
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,INTEGRASE/LEDGF
Common Target Pref Name,INTEGRASE/LEDGF
RDKit Descriptors
Ipc,53518.78635664627
qed,0.820374634119459
Chi0,14.11251969619286
Chi1,9.647867045540842
TPSA,66.4
Chi0n,10.459862599134318
Chi0v,10.459862599134318
Chi1n,6.107922831639014
Chi1v,6.107922831639014
