DLiP-ID,C0018W
DLiP-Mol-ID,32002
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H9BrO2/c16-10-7-5-9(6-8-10)13-14(17)11-3-1-2-4-12(11)15(13)18/h1-8,13H"
Standard Inchi Key(RDKit),NPUZIGSOEWMFKK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),301.139
MW Monoisotopic(RDKit),299.978591628
MolLogP(RDKit),3.6119
XLogP(SDF),
XLogP(CDK),3.522
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),34.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.754026205373999
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,20370.151311933823
qed,0.754026205373999
Chi0,12.698306133819765
Chi1,8.681540550352056
TPSA,34.14
Chi0n,9.390613476643587
Chi0v,10.976610015758292
Chi1n,5.611973404988461
Chi1v,6.404971674545813
Chi2n,4.258649247666515
Chi2v,5.174324776458205
Chi3n,3.185698693432554
Chi3v,3.7143642064707887
Chi4n,2.3008950205659016
Chi4v,2.5652277770850196
MolMR,71.98600000000002
MolWt,301.139
fr_SH,0
Kappa1,11.356070031395124
Kappa2,4.175821073556509
Kappa3,1.626694443226175
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,608.7981069822508
MolLogP,3.611900000000002
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0933685365799177
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,5.917906046161393
SMR_VSA6,0.0
SMR_VSA7,69.69401053861628
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,112.76808432095048
NHOHCount,0
PEOE_VSA1,0.0
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,52.328146308719006
PEOE_VSA7,17.696185628620217
PEOE_VSA8,15.599622499226406
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,27.496433790679227
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,2
fr_lactam,0
fr_phenol,0
ExactMolWt,299.978591628
NumHDonors,0
PEOE_VSA10,5.917906046161393
PEOE_VSA11,11.566489892729878
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,11.566489892729878
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,32.197334889396025
SlogP_VSA6,53.0036560635253
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
