DLiP-ID,C000EM
SaaO,4.788157360166289
SaaS,0
Sare,30.255999999999993
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.982288512053122
SssS,0
StCH,0
StsC,0
TIC0,51.032977426735286
TIC1,103.10701134788225
TIC2,118.61678635220917
TIC3,134.1265613565361
TIC4,136.1265613565361
TIC5,136.1265613565361
Vabc,217.08480705724554
WPol,25
apol,32.91792999999999
bpol,16.108069999999998
nRot,4
ABCGG,12.362652306071448
ATS0Z,860.0
ATS0d,104.0
ATS0i,4720.44534795499
ATS0m,3413.562195
ATS0p,43.54894904849001
ATS0s,247.41666666666666
ATS0v,6961.62249656641
ATS1Z,899.0
ATS1d,124.0
ATS1i,4497.231442497399
ATS1m,3479.4542199999987
ATS1p,52.61647108999998
ATS1s,127.55555555555556
ATS1v,8290.359259387273
ATS2Z,1271.0
ATS2d,176.0
ATS2i,7238.2371462742985
ATS2m,4866.526058999998
ATS2p,72.46488701254695
ATS2s,246.38888888888894
ATS2v,11408.991759330971
ATS3Z,1272.0
ATS3d,175.0
ATS3i,8437.256162344196
ATS3m,4760.678341000001
ATS3p,73.06020081454696
ATS3s,271.86111111111114
ATS3v,11249.968588864092
ATS4Z,1088.0
ATS4d,149.0
ATS4i,8473.173730431296
ATS4m,3979.6710610000005
ATS4p,68.228446315396
ATS4s,241.7777777777778
ATS4v,10305.495413280094
ATS5Z,891.0
ATS5d,133.0
ATS5i,8149.124532590187
ATS5m,3251.1330650000004
ATS5p,59.436403143339
ATS5s,197.63888888888894
ATS5v,8581.48364425115
ATS6Z,882.0
ATS6d,115.0
ATS6i,6544.216786550792
ATS6m,3298.0502890000002
ATS6p,49.25951366394301
ATS6s,258.38888888888897
ATS6v,7571.241205374484
ATS7Z,677.0
ATS7d,98.0
ATS7i,5274.7512153563985
ATS7m,2468.7600689999995
ATS7p,43.885666063698004
ATS7s,142.00000000000003
ATS7v,6523.654274169035
ATS8Z,625.0
ATS8d,86.0
ATS8i,5034.142279133844
ATS8m,2334.641892
ATS8p,36.434622033942986
ATS8s,137.69444444444446
ATS8v,5484.223981454329
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.08333333333333333
GGI10,0.07774920926436078
JGI10,0.015549841852872157
JGT10,0.49485543727084313
Kier1,15.39
Kier2,7.135802469135802
Kier3,4.231404958677686
MAXdO,11.745768691735954
MID_C,24.75404944869599
MID_N,4.042722171982023
MID_O,9.113387359605177
MID_X,0.0
MID_h,13.156109531587198
MINdO,10.43191942158309
MPC10,34
MWC01,20.0
MWC02,4.553876891600541
MWC03,5.3706380281276624
MWC04,6.2166061010848646
MWC05,7.053585727193677
MWC06,7.901377353792616
MWC07,8.744647438317532
MWC08,9.593628035139645
MWC09,10.439600733828868
MWC10,11.28946936481772
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.4487000000000005
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.003946305945459
SRW05,2.3978952727983707
SRW06,6.472346294500901
SRW07,4.59511985013459
SRW08,8.013343181386672
SRW09,6.6052979209482015
SRW10,9.590897844378162
SaaCH,9.030253894767784
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.5961920890690737
SaasN,0
SdCH2,0
SddsN,-0.7042050842375516
SdsCH,0
SdssC,-0.5571603363567645
SdssS,0
SsCH3,1.5372706025761997
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.550928760393046
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8497249154765956
VE1_D,4.288622262511154
VE2_A,0.20261710081455767
VE2_D,0.2257169611847976
VE3_A,1.9898555813938177
VE3_D,2.0978194166025164
VR1_A,121.29055327489213
VR1_D,94.12403154776815
VR2_A,6.383713330257481
VR2_D,4.953896397250955
VR3_A,5.44004282006982
VR3_D,5.186467283238385
WPath,795
Xc-3d,1.3106172175260453
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,13.828062645816686
Xp-1d,9.096555450524585
Xp-2d,8.085214557213343
Xp-3d,6.510089168074749
Xp-4d,4.768715955936277
Xp-5d,3.4717444432024975
Xp-6d,2.4326905203281615
Xp-7d,1.308923415621855
ZMIC0,64.43887300354407
ZMIC1,37.194133432352224
ZMIC2,26.29466174382832
ZMIC3,23.49257244109931
ZMIC4,23.295470303504306
ZMIC5,23.295470303504306
nAcid,0
nAtom,29
nBase,0
nRing,2
piPC1,3.349904087274605
piPC2,3.907010463604602
piPC3,4.420345498976018
piPC4,4.897373273233796
piPC5,5.2558664418744705
piPC6,5.405488741609826
piPC7,5.332114746131327
piPC8,5.5575517380066
piPC9,5.783825182329737
AATS0Z,29.655172413793103
AATS0d,3.586206896551724
AATS0i,162.77397751568932
AATS0m,117.70904120689656
AATS0p,1.5016878982237933
AATS0s,8.531609195402298
AATS0v,240.0559481574624
AATS1Z,29.966666666666665
AATS1d,4.133333333333334
AATS1i,149.9077147499133
AATS1m,115.9818073333333
AATS1p,1.753882369666666
AATS1s,4.2518518518518515
AATS1v,276.3453086462424
AATS2Z,27.04255319148936
AATS2d,3.74468085106383
AATS2i,154.00504566541062
AATS2m,103.54310763829783
AATS2p,1.5418061066499351
AATS2s,5.242316784869978
AATS2v,242.74450551768024
AATS3Z,24.0
AATS3d,3.30188679245283
AATS3i,159.1935124970603
AATS3m,89.82411964150944
AATS3p,1.3784943549914521
AATS3s,5.129454926624739
AATS3v,212.26355828045456
AATS4Z,20.528301886792452
AATS4d,2.811320754716981
AATS4i,159.87120246096785
AATS4m,75.08813322641511
AATS4p,1.2873291757621887
AATS4s,4.561844863731657
AATS4v,194.44330968453008
AATS5Z,17.82
AATS5d,2.66
AATS5i,162.98249065180374
AATS5m,65.02266130000001
AATS5p,1.18872806286678
AATS5s,3.952777777777779
AATS5v,171.62967288502298
AATS6Z,22.05
AATS6d,2.875
AATS6i,163.6054196637698
AATS6m,82.451257225
AATS6p,1.2314878415985753
AATS6s,6.459722222222224
AATS6v,189.28103013436208
AATS7Z,20.515151515151516
AATS7d,2.9696969696969697
AATS7i,159.84094591989086
AATS7m,74.81091118181817
AATS7p,1.3298686685969092
AATS7s,4.303030303030304
AATS7v,197.68649315663743
AATS8Z,20.161290322580644
AATS8d,2.774193548387097
AATS8i,162.39168642367238
AATS8m,75.31102877419355
AATS8p,1.1753103881917093
AATS8s,4.441756272401434
AATS8v,176.91045101465576
AMID_C,1.3028447078261047
AMID_N,0.21277485115694858
AMID_O,0.47965196629500934
AMID_X,0.0
AMID_h,0.6924268174519578
ATS0dv,360.0
ATS0pe,204.0812
ATS0se,244.83268400000006
ATS1dv,317.0
ATS1pe,210.23420000000004
ATS1se,247.56604000000007
ATS2dv,452.0
ATS2pe,327.72680000000014
ATS2se,390.74937200000005
ATS3dv,427.0
ATS3pe,370.1694000000001
ATS3se,444.5356279999999
ATS4dv,343.0
ATS4pe,356.7455
ATS4se,433.13898000000006
ATS5dv,278.0
ATS5pe,322.3367999999999
ATS5se,397.490724
ATS6dv,310.0
ATS6pe,275.19990000000007
ATS6se,334.346036
ATS7dv,218.0
ATS7pe,223.1666
ATS7se,270.723892
ATS8dv,194.0
ATS8pe,202.8331
ATS8se,248.48128000000003
ATSC0Z,222.20689655172418
ATSC0c,1.1263174870397852
ATSC0d,17.79310344827587
ATSC0i,43.8867172104934
ATSC0m,1042.5327866896553
ATSC0p,6.183772652458964
ATSC0s,99.47701149425288
ATSC0v,1236.8007861609085
ATSC1Z,11.199762187871581
ATSC1c,-0.5024272144856535
ATSC1d,4.558858501783594
ATSC1i,-0.4598523872726249
ATSC1m,50.15604370035683
ATSC1p,-0.30068935220582327
ATSC1s,-7.377559783326724
ATSC1v,-30.897541364939244
ATSC2Z,30.181926278240187
ATSC2c,-0.17726349723693058
ATSC2d,-3.250891795481567
ATSC2i,-5.296119124371437
ATSC2m,139.47588691676583
ATSC2p,-0.31380754441201053
ATSC2s,26.523847271766417
ATSC2v,12.976289910401675
ATSC3Z,-29.13674197384065
ATSC3c,0.5301244242007321
ATSC3d,-5.380499405469679
ATSC3i,-6.703019522269325
ATSC3m,-145.47220384661108
ATSC3p,-0.7284360317821426
ATSC3s,16.727837230809882
ATSC3v,-287.509198459809
ATSC4Z,-72.44708680142689
ATSC4c,-0.6095739625630465
ATSC4d,-2.070154577883473
ATSC4i,-17.78914360997031
ATSC4m,-338.86030705350777
ATSC4p,-2.484026998948661
ATSC4s,-26.53078345884529
ATSC4v,-412.8336742595835
ATSC5Z,63.195005945303194
ATSC5c,0.16301766686206592
ATSC5d,2.322235434007133
ATSC5i,9.345317989936179
ATSC5m,297.19697477645644
ATSC5p,0.4453836843042307
ATSC5s,-16.332970009248243
ATSC5v,234.96170929323236
ATSC6Z,49.990487514863254
ATSC6c,0.023434363328059375
ATSC6d,1.1474435196195003
ATSC6i,7.48963035909171
ATSC6m,233.6284249453032
ATSC6p,1.3244823186513224
ATSC6s,50.245309816356176
ATSC6v,247.12077395125414
ATSC7Z,-55.71819262782401
ATSC7c,-0.16317484292083068
ATSC7d,-2.178359096313912
ATSC7i,-1.6641057981431757
ATSC7m,-263.1359463709869
ATSC7p,-0.566152522431512
ATSC7s,-10.379013079667061
ATSC7v,-233.0970385189091
ATSC8Z,78.08917954815693
ATSC8c,0.47794881069604706
ATSC8d,-2.88228299643282
ATSC8i,-10.135126959855153
ATSC8m,361.7743377110582
ATSC8p,-1.074208130325205
ATSC8s,13.885685031047695
ATSC8v,97.5781166504066
AXp-0d,0.7277927708324572
AXp-1d,0.45482777252622925
AXp-2d,0.2994523910079016
AXp-3d,0.19727542933559844
AXp-4d,0.1254925251562178
AXp-5d,0.08073824286517436
AXp-6d,0.05657419814716655
AXp-7d,0.03537630853032041
GATS1Z,0.6006414235464513
GATS1c,1.427845070103545
GATS1d,0.8130490956072349
GATS1i,1.1877995075912835
GATS1m,0.6078682587485683
GATS1p,1.0689742292945978
GATS1s,0.5753236915926846
GATS1v,0.896078202428801
GATS2Z,0.7171771200655069
GATS2c,1.2655135305216143
GATS2d,1.155121227115289
GATS2i,1.1236998640647116
GATS2m,0.7200768684518547
GATS2p,1.0428508099822666
GATS2s,0.4924929391465678
GATS2v,0.9100260066832845
GATS3Z,0.9605190728833607
GATS3c,0.7916787423431741
GATS3d,1.1282726341962845
GATS3i,1.103556346718374
GATS3m,0.964850990447322
GATS3p,1.0250950038353934
GATS3s,0.6445238253556971
GATS3v,1.0416809170974035
GATS4Z,1.1079254652565498
GATS4c,1.1870345183017164
GATS4d,0.935278630978499
GATS4i,1.2060091805509456
GATS4m,1.1093844154155117
GATS4p,1.1879470370438896
GATS4s,1.0759520531544464
GATS4v,1.1530043103790752
GATS5Z,0.8908814400993171
GATS5c,0.6504609767343369
GATS5d,0.9127131782945732
GATS5i,0.7871732938065754
GATS5m,0.895177248787873
GATS5p,0.954498834157941
GATS5s,1.0161141602634467
GATS5v,0.979820686922041
GATS6Z,0.8678848541278708
GATS6c,0.8872552130791014
GATS6d,0.8851744186046508
GATS6i,0.8046556507133963
GATS6m,0.8671015844694966
GATS6p,0.8028346472570038
GATS6s,0.6549112215225219
GATS6v,0.8370703955848874
GATS7Z,1.1398058800293436
GATS7c,1.1520763929966964
GATS7d,0.9775663612872911
GATS7i,1.0288857380259104
GATS7m,1.143140924129889
GATS7p,1.0544905532972733
GATS7s,0.8628966888831698
GATS7v,1.1316105899149547
GATS8Z,0.7072745840091307
GATS8c,0.4760016896996617
GATS8d,1.1929232308077016
GATS8i,1.1443926203791626
GATS8m,0.7156273374303689
GATS8p,1.1400229679015814
GATS8s,0.7138948784801492
GATS8v,0.9890045877320066
MATS1Z,0.048722325677632926
MATS1c,-0.43121024600793517
MATS1d,0.24767441860465128
MATS1i,-0.010128895543302355
MATS1m,0.04650613985097098
MATS1p,-0.047004699256428785
MATS1s,-0.07169134875241522
MATS1v,-0.024149097941756546
MATS2Z,0.08380878798684573
MATS2c,-0.09710880867740063
MATS2d,-0.11273297047666159
MATS2i,-0.07446030122165208
MATS2m,0.08254856911787954
MATS2p,-0.03131194216551277
MATS2s,0.1645181922740148
MATS2v,0.006473675514749272
MATS3Z,-0.07174730332736019
MATS3c,0.25753669325405065
MATS3d,-0.1654599970747403
MATS3i,-0.08357175383358338
MATS3m,-0.07635059477017633
MATS3p,-0.06445550774105197
MATS3s,0.0920108817494516
MATS3v,-0.12719619492040665
MATS4Z,-0.17839616785542792
MATS4c,-0.2961336158939395
MATS4d,-0.06366096241041394
MATS4i,-0.22179107874347734
MATS4m,-0.17784968745520668
MATS4p,-0.21979860203785512
MATS4s,-0.14593164351551577
MATS4v,-0.18264066952337932
MATS5Z,0.16495034140285528
MATS5c,0.08394635426330588
MATS5d,0.07569767441860457
MATS5i,0.12350626291243727
MATS5m,0.16534179794736537
MATS5p,0.04177426167078319
MATS5s,-0.09522926415930051
MATS5v,0.11018572506982942
MATS6Z,0.16310521415270016
MATS6c,0.015084479827705017
MATS6d,0.04675387596899222
MATS6i,0.12372723127815016
MATS6m,0.1624702937383653
MATS6p,0.15528541151013492
MATS6s,0.36619364685038597
MATS6v,0.14485967596349028
MATS7Z,-0.2203553223106295
MATS7c,-0.127314079495311
MATS7d,-0.10758750293634009
MATS7i,-0.03332206410916489
MATS7m,-0.2218066262246361
MATS7p,-0.08045702877840351
MATS7s,-0.09168903198020997
MATS7v,-0.1656231580088262
MATS8Z,0.3287529284555774
MATS8c,0.39696924597120553
MATS8d,-0.1515378844711178
MATS8i,-0.2160391208045936
MATS8m,0.3246267764233664
MATS8p,-0.16250668264494575
MATS8s,0.1305812688656594
MATS8v,0.07380554355015449
MAXaaO,4.788157360166289
MAXssO,4.982288512053122
MINaaO,4.788157360166289
MINssO,4.982288512053122
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.90287552243908
SpAD_D,173.75606062805653
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,368
TMWC10,110.16342967390312
TSRW10,65.39241873679666
VE1_Dt,4.303883309488128
VE2_Dt,0.2265201741835857
VE3_Dt,2.1013715965565614
VR1_Dt,93.48506747965064
VR2_Dt,4.920266709455297
VR3_Dt,5.179655603612666
Xc-3dv,0.3588327190735743
Xc-4dv,0.0
Xc-5dv,0.02112054270128355
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.21941609682128765
Xch-7d,0.4093715079280775
Xp-0dv,9.975059250002435
Xp-1dv,5.349902060697011
Xp-2dv,3.620227497475069
Xp-3dv,2.37139770012092
Xp-4dv,1.4325993338056562
Xp-5dv,0.8308353859577267
Xp-6dv,0.4178564626777345
Xp-7dv,0.1953099882834875
Xpc-4d,2.886149642554783
Xpc-5d,3.4614216000298943
Xpc-6d,4.5347881812774125
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,30
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.072684446235076
AATS0dv,12.413793103448276
AATS0pe,7.037282758620689
AATS0se,8.442506344827589
AATS1dv,10.566666666666666
AATS1pe,7.007806666666668
AATS1se,8.252201333333335
AATS2dv,9.617021276595745
AATS2pe,6.972910638297876
AATS2se,8.313816425531916
AATS3dv,8.056603773584905
AATS3pe,6.984328301886794
AATS3se,8.387464679245282
AATS4dv,6.471698113207547
AATS4pe,6.731047169811321
AATS4se,8.172433584905662
AATS5dv,5.56
AATS5pe,6.446735999999999
AATS5se,7.94981448
AATS6dv,7.75
AATS6pe,6.879997500000002
AATS6se,8.3586509
AATS7dv,6.606060606060606
AATS7pe,6.762624242424242
AATS7se,8.203754303030303
AATS8dv,6.258064516129032
AATS8pe,6.543003225806451
AATS8se,8.015525161290324
AATSC0Z,7.662306777645662
AATSC0c,0.03883853403585466
AATSC0d,0.6135552913198575
AATSC0i,1.5133350762239104
AATSC0m,35.94940643757432
AATSC0p,0.21323353973996426
AATSC0s,3.4302417756638923
AATSC0v,42.64830297106581
AATSC1Z,0.37332540626238603
AATSC1c,-0.016747573816188452
AATSC1d,0.15196195005945315
AATSC1i,-0.015328412909087496
AATSC1m,1.6718681233452277
AATSC1p,-0.010022978406860776
AATSC1s,-0.24591865944422414
AATSC1v,-1.0299180454979748
AATSC2Z,0.6421686442178763
AATSC2c,-0.0037715637709985228
AATSC2d,-0.069167910542161
AATSC2i,-0.11268338562492418
AATSC2m,2.9675720620588475
AATSC2p,-0.006676756264085331
AATSC2s,0.5643371759950302
AATSC2v,0.27609127468939737
AATSC3Z,-0.5497498485630311
AATSC3c,0.010002347626428909
AATSC3d,-0.10151885670697507
AATSC3i,-0.12647206645791179
AATSC3m,-2.744758563143605
AATSC3p,-0.01374407607136118
AATSC3s,0.31561957039263927
AATSC3v,-5.424701857732245
AATSC4Z,-1.3669261660646583
AATSC4c,-0.01150139552005748
AATSC4d,-0.03905952033742402
AATSC4i,-0.3356442190560436
AATSC4m,-6.393590699122788
AATSC4p,-0.04686843394242757
AATSC4s,-0.500580819978213
AATSC4v,-7.789314608671387
AATSC5Z,1.263900118906064
AATSC5c,0.0032603533372413183
AATSC5d,0.04644470868014266
AATSC5i,0.18690635979872358
AATSC5m,5.943939495529129
AATSC5p,0.008907673686084614
AATSC5s,-0.32665940018496487
