DLiP-ID,P000I1
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,3
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,400.0751711400004
MZ,0.8373983739837398
Mi,1.1546591922452354
Mm,0.8131615320102915
Mp,0.7174367606250913
Mv,0.6811039849478489
SZ,34.333333333333336
Si,47.34102688205465
Sm,33.33962281242195
Sp,29.414907185628742
Sv,27.925263382861804
nB,0
nC,15
nF,3
nH,15
nI,0
nN,6
nO,0
nP,0
nS,2
nX,3
ABC,20.930481863865207
AMW,9.757931003414644
IC0,1.955811019868182
IC1,3.629244593935214
IC2,4.2963379801223045
IC3,4.393898955732061
IC4,4.589020906951572
IC5,4.589020906951572
MID,53.43848842470143
Mpe,1.0195121951219512
Mse,1.040520135718473
NdO,0
NdS,0
NsF,3
NsI,0
NtN,0
SMR,96.24600000000002
SdO,0
SdS,0
Spe,41.8
SsF,38.026855269573176
SsI,0
Sse,42.66132556445739
StN,0
fMF,0.4878048780487805
nBr,0
nCl,0
AMID,2.055326477873132
BIC0,0.34653806796346603
BIC1,0.6430434213597629
BIC2,0.7612415759115566
BIC3,0.7785278022662452
BIC4,0.8131002549756222
BIC5,0.8131002549756222
CIC0,3.401740984749902
CIC1,1.72830741068287
CIC2,1.0612140244957793
CIC3,0.9636530488860231
CIC4,0.7685310976665116
CIC5,0.7685310976665116
GGI1,7.0
GGI2,2.88888888888889
GGI3,2.104166666666667
GGI4,1.1155555555555556
GGI5,1.153888888888889
GGI6,0.626938775510204
GGI7,0.44621598639455784
GGI8,0.24112654320987653
GGI9,0.18439043209876543
JGI1,0.24137931034482754
JGI2,0.06718346253229976
JGI3,0.05537280701754385
JGI4,0.02935672514619883
JGI5,0.033937908496732026
JGI6,0.02239067055393586
JGI7,0.01716215332286761
JGI8,0.0104837627482555
JGI9,0.008381383277216612
MIC0,24.65338016571259
MIC1,42.935477394553956
MIC2,47.02527338148907
MIC3,48.19707825953786
MIC4,48.39376118636713
MIC5,48.39376118636713
MPC2,43
MPC3,54
MPC4,75
MPC5,90
MPC6,104
MPC7,126
MPC8,140
MPC9,151
Mare,1.0351219512195122
NaaN,4
NaaO,0
NaaS,2
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.16324642893384345
RPCG,0.18219284688048
SIC0,0.3650568427860931
SIC1,0.6774072544339076
SIC2,0.8019218434872797
SIC3,0.8201318348276644
SIC4,0.8565518175084337
SIC5,0.8565518175084337
SaaN,16.69163326417506
SaaO,0
SaaS,2.63481905707836
Sare,42.44
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,80.18825181459546
TIC1,148.79902835134376
TIC2,176.1498571850145
TIC3,180.1498571850145
TIC4,188.14985718501447
TIC5,188.14985718501447
Vabc,291.2529372245543
WPol,38
apol,49.12289499999998
bpol,30.147104999999996
nRot,3
ABCGG,16.163650455254718
ATS0Z,1604.0
ATS0d,159.0
ATS0i,7068.441992493936
ATS0m,6494.884241449311
ATS0p,73.51344057273499
ATS0s,293.3193587105624
ATS0v,10003.581222613733
ATS1Z,1513.0
ATS1d,196.0
ATS1i,6668.312545005497
ATS1m,5919.8964845056025
ATS1p,87.21983465000002
ATS1s,143.41820987654322
ATS1v,12460.57158009971
ATS2Z,2560.0
ATS2d,307.0
ATS2i,12925.98969136229
ATS2m,10038.27017595491
ATS2p,132.29759650879197
ATS2s,402.3024691358025
ATS2v,18672.962025116864
ATS3Z,2205.0
ATS3d,320.0
ATS3i,15102.689642683968
ATS3m,8128.058007059199
ATS3p,145.255408074792
ATS3s,279.6311728395061
ATS3v,19351.71241802086
ATS4Z,2472.0
ATS4d,324.0
ATS4i,15700.32220134524
ATS4m,9293.759262281601
ATS4p,146.19946703849
ATS4s,269.0648148148148
ATS4v,19636.08950494365
ATS5Z,1994.0
ATS5d,297.0
ATS5i,15748.748065131114
ATS5m,7276.582301287999
ATS5p,134.57436723179202
ATS5s,302.27777777777777
ATS5v,18258.760123321437
ATS6Z,1775.0
ATS6d,271.0
ATS6i,14825.387372927866
ATS6m,6426.610554372801
ATS6p,122.787992013641
ATS6s,291.8117283950617
ATS6v,15907.296371687955
ATS7Z,1680.0
ATS7d,217.0
ATS7i,13956.551858170698
ATS7m,6298.688826239999
ATS7p,97.29760563667797
ATS7s,302.6358024691358
ATS7v,12879.81781691556
ATS8Z,1383.0
ATS8d,181.0
ATS8i,10780.32409610768
ATS8m,5294.241609287999
ATS8p,80.76314643998
ATS8s,203.72530864197535
ATS8v,10973.319810945266
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,2
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.4666666666666667
GGI10,0.12794612794612795
JGI10,0.008529741863075199
JGT10,0.49417792530295285
Kier1,19.322235434007133
Kier2,7.787993510005409
Kier3,4.54320987654321
MAXsF,12.67561842319106
MID_C,31.637260092474396
MID_N,12.656927866538668
MID_O,0.0
MID_X,5.055396049289719
MID_h,21.801228332227037
MINsF,12.67561842319106
MPC10,166
MWC01,29.0
MWC02,4.976733742420574
MWC03,5.82600010738045
MWC04,6.734591659972948
MWC05,7.602401335665818
MWC06,8.511778558714738
MWC07,9.389239411968807
MWC08,10.297858008638679
MWC09,11.181709390494719
MWC10,12.089454556060414
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.2826200000000023
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,3.044522437723423
SRW06,6.9726062513017535
SRW07,5.351858133476067
SRW08,8.579040594742317
SRW09,7.40184157874383
SRW10,10.229151590440738
SaaCH,2.9953549907617365
SaaNH,0
SaaSe,0
SaaaC,1.2855440526251316
SaasC,2.790163781843006
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.9207762839962583
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.264631188065982
SsssP,0
VE1_A,4.332813873263419
VE1_D,5.014408646797127
VE2_A,0.1666466874332084
VE2_D,0.19286187103065874
VE3_A,2.4217286312344837
VE3_D,2.5678269425986873
VR1_A,233.9285248499382
VR1_D,159.36707581975836
VR2_A,8.997250955766855
VR2_D,6.129502916144552
VR3_A,6.410527064366742
VR3_D,6.026721639357415
WPath,1784
Xc-3d,2.992291645249141
Xc-4d,0.3535533905932738
Xc-5d,0.2749716523768432
Xc-6d,0.0
Xp-0d,18.311190308942123
Xp-1d,12.387961350074182
Xp-2d,12.47407052744225
Xp-3d,9.234481018358977
Xp-4d,8.30443324684619
Xp-5d,6.346088128631967
Xp-6d,4.637595646910113
Xp-7d,3.667207029004771
ZMIC0,87.0231061532512
ZMIC1,46.924464772691245
ZMIC2,38.80351143326481
ZMIC3,36.04345054980949
ZMIC4,34.98389776571733
ZMIC5,34.98389776571733
nAcid,0
nAtom,41
nBase,0
nRing,4
piPC1,3.624340932976365
piPC2,4.255612709818223
piPC3,4.816241156068032
piPC4,5.452646601861887
piPC5,5.855071922202427
piPC6,6.192905542403933
piPC7,6.588378270211434
piPC8,6.919255305713355
piPC9,7.002251917724381
AATS0Z,39.1219512195122
AATS0d,3.8780487804878048
AATS0i,172.40102420716917
AATS0m,158.41181076705638
AATS0p,1.7930107456764632
AATS0s,7.15413070025762
AATS0v,243.9897859174081
AATS1Z,34.38636363636363
AATS1d,4.454545454545454
AATS1i,151.55255784103403
AATS1m,134.54310192058188
AATS1p,1.9822689693181823
AATS1s,3.2595047699214366
AATS1v,283.19480863862975
AATS2Z,32.82051282051282
AATS2d,3.9358974358974357
AATS2i,165.71781655592682
AATS2m,128.69577148660142
AATS2p,1.6961230321639995
AATS2s,5.157723963279519
AATS2v,239.3969490399598
AATS3Z,23.967391304347824
AATS3d,3.4782608695652173
AATS3i,164.15967002917358
AATS3m,88.34845659846955
AATS3p,1.5788631312477392
AATS3s,3.039469269994632
AATS3v,210.34470019587891
AATS4Z,25.484536082474225
AATS4d,3.3402061855670104
AATS4i,161.85899176644577
AATS4m,95.81195115754228
AATS4p,1.5072110003968042
AATS4s,2.7738640702558226
AATS4v,202.4339124220995
AATS5Z,20.989473684210527
AATS5d,3.126315789473684
AATS5i,165.77629542243278
AATS5m,76.59560317145262
AATS5p,1.4165722866504424
AATS5s,3.1818713450292395
AATS5v,192.19747498233093
AATS6Z,19.72222222222222
AATS6d,3.011111111111111
AATS6i,164.72652636586517
AATS6m,71.40678393747557
AATS6p,1.3643110223737889
AATS6s,3.242352537722908
AATS6v,176.74773746319948
AATS7Z,20.74074074074074
AATS7d,2.6790123456790123
AATS7i,172.30310936013208
AATS7m,77.7615904474074
AATS7p,1.2012050078602219
AATS7s,3.7362444749276023
AATS7v,159.01009650513038
AATS8Z,21.952380952380953
AATS8d,2.873015873015873
AATS8i,171.1162554937727
AATS8m,84.03558109980952
AATS8p,1.281954705396508
AATS8s,3.2337350578091324
AATS8v,174.17967953881376
AMID_C,1.2168176958644
AMID_N,0.48680491794379493
AMID_O,0.0
AMID_X,0.19443830958806613
AMID_h,0.8385087820087322
ATS0dv,448.8888888888889
ATS0pe,286.42109999999997
ATS0se,340.58221399999996
ATS1dv,393.6666666666667
ATS1pe,301.70110000000005
ATS1se,355.5111359999998
ATS2dv,603.0
ATS2pe,545.9117999999999
ATS2se,647.7066599999997
ATS3dv,465.0
ATS3pe,609.2982000000001
ATS3se,739.0280819999998
ATS4dv,399.3333333333333
ATS4pe,629.6896999999999
ATS4se,768.2246320000002
ATS5dv,438.0
ATS5pe,624.0099000000001
ATS5se,757.9269380000003
ATS6dv,445.33333333333337
ATS6pe,579.3532
ATS6se,707.6956820000003
ATS7dv,477.3333333333333
ATS7pe,525.1608
ATS7se,644.270542
ATS8dv,290.33333333333337
ATS8pe,404.90009999999995
ATS8se,497.639644
ATSC0Z,568.9756097560976
ATSC0c,0.803992885347348
ATSC0d,29.024390243902438
ATSC0i,137.51356833668552
ATSC0m,2583.811967563205
ATSC0p,14.658347568319755
ATSC0s,133.11198936063437
ATSC0v,1948.2862908757568
ATSC1Z,31.172516359309956
ATSC1c,-0.4773937931712554
ATSC1d,4.315288518738844
ATSC1i,-22.658762447062077
ATSC1m,144.91085185831977
ATSC1p,0.001964649103553817
ATSC1s,-6.055038500174218
ATSC1v,-56.966395836495636
ATSC2Z,218.14396192742416
ATSC2c,0.1330832312583743
ATSC2d,2.3194527067221884
ATSC2i,60.959368587491234
ATSC2m,1033.8998677135169
ATSC2p,4.516023025933075
ATSC2s,111.228553932069
ATSC2v,621.9089864563607
ATSC3Z,-295.9208804283166
ATSC3c,-0.13775978214028112
ATSC3d,-6.176680547293281
ATSC3i,5.078116867213636
ATSC3m,-1351.6238794713095
ATSC3p,-0.7200822489730636
ATSC3s,-19.389429303055433
ATSC3v,-261.37782675319045
ATSC4Z,-43.38132064247469
ATSC4c,0.14070503040214857
ATSC4d,-9.472337894110648
ATSC4i,-61.95176129216629
ATSC4m,-159.87800548537612
ATSC4p,-8.301785811203569
ATSC4s,-12.523164162686477
ATSC4v,-627.2437793192879
ATSC5Z,-240.26055919095774
ATSC5c,-0.08567665481775513
ATSC5d,-12.544318857822724
ATSC5i,-22.335504623763843
ATSC5m,-1104.7583959511358
ATSC5p,-4.108401396043777
ATSC5s,-24.701537711891714
ATSC5v,-737.8440697846869
ATSC6Z,-173.48304580606782
ATSC6c,-0.2793554008533862
ATSC6d,-4.541344437834622
ATSC6i,-19.621951570281574
ATSC6m,-780.4402606348672
ATSC6p,-6.709014446598343
ATSC6s,25.188127423091476
ATSC6v,-1281.7637287734947
ATSC7Z,177.5847709696609
ATSC7c,0.46189953915319415
ATSC7d,7.293277810826889
ATSC7i,15.451196171815912
ATSC7m,882.2186912563408
ATSC7p,-1.3056916757356642
ATSC7s,50.59266001685914
ATSC7v,333.4295611658639
ATSC8Z,285.3545508625818
ATSC8c,-0.055639124138173526
ATSC8d,5.035693039857228
ATSC8i,-25.730986630639254
ATSC8m,1339.3670125674942
ATSC8p,5.510395670444887
ATSC8s,-7.241573751743234
ATSC8v,1163.3880939967871
AXp-0d,0.7042765503439278
AXp-1d,0.42717108103704077
AXp-2d,0.2900946634288895
AXp-3d,0.17100890774738847
AXp-4d,0.11072577662461586
AXp-5d,0.07051209031813296
AXp-6d,0.04459226583567417
AXp-7d,0.029104817690514054
GATS1Z,0.6502914951989026
GATS1c,1.7633279550933554
GATS1d,0.970970206264324
GATS1i,1.0834904202807782
GATS1m,0.6365013094217961
GATS1p,0.8919234071134312
GATS1s,0.5432676551624201
GATS1v,0.9081713841348442
GATS2Z,0.6967086982519082
GATS2c,1.149795594426125
GATS2d,1.0071105365223012
GATS2i,0.7378910771022741
GATS2m,0.6793447601567584
GATS2p,0.7865091044165295
GATS2s,0.35448590418976544
GATS2v,0.7382992788292134
GATS3Z,1.2402151547682947
GATS3c,1.1216423971615999
GATS3d,1.0560833028863719
GATS3i,0.8759269621275841
GATS3m,1.2269182382546047
GATS3p,1.0535193805613452
GATS3s,0.7657827450752765
GATS3v,1.0437888603845995
GATS4Z,1.0646733981021876
GATS4c,0.8033938346526835
GATS4d,1.0371653816165642
GATS4i,0.97874959228417
GATS4m,1.0396610288388008
GATS4p,1.2733640240054527
GATS4s,0.5654388804828763
GATS4v,1.1457295112323242
GATS5Z,1.025666016894087
GATS5c,0.8540200095719048
GATS5d,1.0517470145953118
GATS5i,0.9061608998504108
GATS5m,1.0320119945812376
GATS5p,0.9860994746255876
GATS5s,0.7700223422836637
GATS5v,1.130417207588764
GATS6Z,1.0178135954884926
GATS6c,1.0460756719294138
GATS6d,0.9570494864612512
GATS6i,0.8133390915924084
GATS6m,1.0175300336331128
GATS6p,1.0889074317131053
GATS6s,0.46146837771361615
GATS6v,1.3030490498091978
GATS7Z,0.8713949431827804
GATS7c,0.6384054481394067
GATS7d,0.7826538022616454
GATS7i,0.7459930916282398
GATS7m,0.8620572603976625
GATS7p,0.9938385211048651
GATS7s,0.6162924578131989
GATS7v,0.9711422377933461
GATS8Z,0.6198831841835958
GATS8c,1.0240422789362076
GATS8d,0.9734560490863012
GATS8i,0.9907597222079094
GATS8m,0.6267951422549679
GATS8p,0.6594134728659298
GATS8s,1.0063512851376397
GATS8v,0.6815681436916263
MATS1Z,0.051051604002992926
MATS1c,-0.5532937224586744
MATS1d,0.138540870893812
MATS1i,-0.15354009848669442
MATS1m,0.05226021405562683
MATS1p,0.00012489100473649678
MATS1s,-0.04238682776188765
MATS1v,-0.027245648466395378
MATS2Z,0.20152958038760507
MATS2c,0.08700824030806134
MATS2d,0.04200603318250375
MATS2i,0.233015151990714
MATS2m,0.21033271526627048
MATS2p,0.16194233109196582
MATS2s,0.4392263345341551
MATS2v,0.16778893278017673
MATS3Z,-0.23178108412357615
MATS3c,-0.07636006177104418
MATS3d,-0.09483924004384367
MATS3i,0.01645709473349848
MATS3m,-0.23312614376008606
MATS3p,-0.0218923871299515
MATS3s,-0.06491482368601227
MATS3v,-0.05978772075271683
MATS4Z,-0.03222710109880784
MATS4c,0.07397237134427993
MATS4d,-0.13794507493719138
MATS4i,-0.19042336204946786
MATS4m,-0.02615410956214643
MATS4p,-0.23938593581176631
MATS4s,-0.03976573573800957
MATS4v,-0.1360804418434479
MATS5Z,-0.1822422568767598
MATS5c,-0.04599075585640229
MATS5d,-0.1865280849181778
MATS5i,-0.07009878145889761
MATS5m,-0.18452986192748302
MATS5p,-0.12096176199994213
MATS5s,-0.0800879296845089
MATS5v,-0.16344516124299616
MATS6Z,-0.13890079637250421
MATS6c,-0.1582873519810172
MATS6d,-0.07127917833800188
MATS6i,-0.0650036876855528
MATS6m,-0.13760053013716156
MATS6p,-0.20850432077731768
MATS6s,0.08620253845461631
MATS6v,-0.29970676808997077
MATS7Z,0.157983200392894
MATS7c,0.29079983860647746
MATS7d,0.12719161738769583
MATS7i,0.05687421201161942
MATS7m,0.17282803300883698
MATS7p,-0.0450873237891474
MATS7s,0.19238410080044474
MATS7v,0.08662637957317804
MATS8Z,0.32638820846125377
MATS8c,-0.045037200433931085
MATS8d,0.11291183139922636
MATS8i,-0.1217738942449434
MATS8m,0.33735099875841207
MATS8p,0.2446476657052977
MATS8s,-0.035404551025230005
MATS8v,0.38861105194232376
MAXaaN,4.3386106124548585
MAXaaS,1.5571311126908305
MINaaN,4.043993531869684
MINaaS,1.0776879443875294
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.213653678108294
SpAD_D,285.31836740308484
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.0291430701217794
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.222254291573826
SssssN,0
TMPC10,1004
TMWC10,131.60976677131714
TSRW10,77.09897574085564
VE1_Dt,5.062620784588379
VE2_Dt,0.19471618402262997
VE3_Dt,2.5773957358596045
VR1_Dt,154.85292897309287
VR2_Dt,5.955881883580495
VR3_Dt,5.9979872661731095
Xc-3dv,1.3075623307073496
Xc-4dv,0.019090088708030313
Xc-5dv,0.14019947105142486
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5289055460625556
Xch-7d,0.6761721072943727
Xp-0dv,15.4568991791226
Xp-1dv,9.62384313273474
Xp-2dv,8.273815672804034
Xp-3dv,6.041712490674214
Xp-4dv,4.713258878888156
Xp-5dv,3.132069685947533
Xp-6dv,1.9817105907222323
Xp-7dv,1.31954183330337
Xpc-4d,4.029318896888798
Xpc-5d,7.007263263553221
Xpc-6d,9.58569250296879
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,1
nHBAcc,8
nHBDon,0
nHRing,4
nSpiro,0
naRing,3
piPC10,7.312746316403215
AATS0dv,10.948509485094851
AATS0pe,6.985880487804877
AATS0se,8.306883268292681
AATS1dv,8.946969696969697
AATS1pe,6.856843181818183
AATS1se,8.07979854545454
AATS2dv,7.730769230769231
AATS2pe,6.998869230769229
AATS2se,8.303931538461535
AATS3dv,5.054347826086956
AATS3pe,6.622806521739131
AATS3se,8.032913934782608
AATS4dv,4.116838487972508
AATS4pe,6.491646391752576
AATS4se,7.919841567010311
AATS5dv,4.610526315789474
AATS5pe,6.5685252631578965
AATS5se,7.978178294736845
AATS6dv,4.948148148148149
AATS6pe,6.437257777777778
AATS6se,7.863285355555559
AATS7dv,5.893004115226337
AATS7pe,6.483466666666667
AATS7se,7.953957308641975
AATS8dv,4.608465608465609
AATS8pe,6.426985714285713
AATS8se,7.899041968253968
AATSC0Z,13.877453896490184
AATSC0c,0.019609582569447514
AATSC0d,0.7079119571683522
AATSC0i,3.353989471626476
AATSC0m,63.01980408690744
AATSC0p,0.3575206723980428
AATSC0s,3.246633886844741
AATSC0v,47.51917782623797
AATSC1Z,0.7084662808934081
AATSC1c,-0.01084985893571035
AATSC1d,0.09807473906224645
AATSC1i,-0.5149718737968654
AATSC1m,3.2934284513254495
AATSC1p,4.465111598985948e-05
AATSC1s,-0.13761451136759587
AATSC1v,-1.2946908144658098
AATSC2Z,2.796717460608002
AATSC2c,0.00170619527254326
AATSC2d,0.02973657316310498
AATSC2i,0.7815303665062979
AATSC2m,13.255126509147653
AATSC2p,0.05789773110170609
AATSC2s,1.4260071016931923
AATSC2v,7.973192134055907
AATSC3Z,-3.2165313090034413
AATSC3c,-0.0014973889363074035
AATSC3d,-0.06713783203579653
AATSC3i,0.05519692246971343
AATSC3m,-14.691563907296842
AATSC3p,-0.007826980967098518
AATSC3s,-0.21075466633755904
AATSC3v,-2.841063334273809
AATSC4Z,-0.44723010971623395
AATSC4c,0.0014505673237334904
AATSC4d,-0.09765296798052214
AATSC4i,-0.6386779514656319
AATSC4m,-1.6482268606739807
