DLiP-ID,C000ET
AATSC6d,-0.13593775460322635
AATSC6i,-0.7017653212775424
AATSC6m,-23.31147106155287
AATSC6p,-0.16000299496872727
AATSC6s,0.13757642148089588
AATSC6v,-12.89314943236998
AATSC7Z,-2.7989026209247823
AATSC7c,-0.003957466738997203
AATSC7d,-0.28936714255273815
AATSC7i,0.22707604976544418
AATSC7m,-13.210361473258043
AATSC7p,-0.022183866109075988
AATSC7s,-0.16052334899159562
AATSC7v,-10.24024927549693
AATSC8Z,-2.5645248705287242
AATSC8c,0.0025439030506575356
AATSC8d,-0.3333734794652536
AATSC8i,-0.4417368835425829
AATSC8m,-12.44825158234975
AATSC8p,-0.10501152836263762
AATSC8s,-0.062286672045917944
AATSC8v,-23.299771234221375
ATS0are,221.3483
ATS1are,247.6
ATS2are,415.92799999999994
ATS3are,477.23079999999993
ATS4are,549.4416000000001
ATS5are,491.67579999999987
ATS6are,388.076
ATS7are,317.1160000000001
ATS8are,267.8029
ATSC0dv,123.59064327485379
ATSC0pe,2.3198842105263138
ATSC0se,1.03454497368421
ATSC1dv,59.38411819021236
ATSC1pe,0.34517451523545095
ATSC1se,0.0805478698060946
ATSC2dv,19.445983379501385
ATSC2pe,-0.37206648199446857
ATSC2se,-0.39631795290858607
ATSC3dv,-24.061249615266235
ATSC3pe,-0.6969592797784006
ATSC3se,-0.23016970844875256
ATSC4dv,-6.246537396121887
ATSC4pe,-0.2523285318559543
ATSC4se,0.05173580332409949
ATSC5dv,31.25792551554325
ATSC5pe,1.3750365650969576
ATSC5se,0.7161794819944589
ATSC6dv,0.8611880578639577
ATSC6pe,0.38514404432132954
ATSC6se,-0.10793584764542907
ATSC7dv,-111.67374576792857
ATSC7pe,-1.8240415512465415
ATSC7se,-0.7665743850415502
ATSC8dv,-71.17697753154819
ATSC8pe,-0.31007036011080313
ATSC8se,0.07971824238227151
AXp-0dv,0.6541636838764631
AXp-1dv,0.34163909995757336
AXp-2dv,0.20395628563214682
AXp-3dv,0.1083707372987894
AXp-4dv,0.06002919106958865
AXp-5dv,0.03440549032132843
AXp-6dv,0.01940154423845746
AXp-7dv,0.01144056542187937
BertzCT,813.4797989851795
ECIndex,338
ETA_eta,14.952291967104745
GATS1dv,0.5584183069934703
GATS1pe,0.8228923630489725
GATS1se,0.9484579694062802
GATS2dv,1.116298520922517
GATS2pe,1.3910405211320203
GATS2se,1.687547623519377
GATS3dv,1.1610797527051617
GATS3pe,1.1172829561263107
GATS3se,1.162241505376991
GATS4dv,0.9350284198448
GATS4pe,0.9181349038896374
GATS4se,0.8272671509570437
GATS5dv,0.8153444041054054
GATS5pe,0.49184762768641677
GATS5se,0.35503394138336447
GATS6dv,0.9715025690412438
GATS6pe,0.7732485314069001
GATS6se,0.9923380323171734
GATS7dv,1.9545760204118776
GATS7pe,2.0379233292740775
GATS7se,2.183971158420668
GATS8dv,1.4155250554433205
GATS8pe,0.9649881918276119
GATS8se,0.7143946470228041
LogEE_A,3.9397321607853035
LogEE_D,83.45487880668244
MATS1dv,0.4564658843569603
MATS1pe,0.141350067380856
MATS1se,0.07396534540522294
MATS2dv,0.08792634116199713
MATS2pe,-0.08962494925416854
MATS2se,-0.2140765291478037
MATS3dv,-0.09364596971943943
MATS3pe,-0.14450990024485635
MATS3se,-0.1070176223564142
MATS4dv,-0.020006269518311737
MATS4pe,-0.043053891830656804
MATS4se,0.01979493980771791
MATS5dv,0.10921328836773149
MATS5pe,0.255946304035139
MATS5se,0.2989326995316633
MATS6dv,0.0038939205851735966
MATS6pe,0.09277512782878834
MATS6se,-0.05830301520529227
MATS7dv,-0.6603067605244192
MATS7pe,-0.5745775738493178
MATS7se,-0.5414834424155298
MATS8dv,-0.4757510049744695
MATS8pe,-0.1104128727327392
MATS8se,0.06365523191738466
MAXaaCH,2.203148148148148
MAXaaaC,1.2218575207860924
MAXaasC,1.2218575207860924
MAXsCH3,2.0599773767531704
MAXsssN,2.117659202569917
MDEC-11,1.0259855680060181
MDEC-12,4.681902897222679
MDEC-13,4.922034992424944
MDEC-22,4.467256014937931
MDEC-23,13.857968034066365
MDEC-33,5.536519614357362
MDEN-23,0.3999999999999999
MDEN-33,0.12499999999999997
MINaaCH,2.097682350718065
MINaaaC,1.0608361678004536
MINaasC,1.0608361678004536
MINsCH3,2.0599773767531704
MINsssN,2.117659202569917
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0535714285714288
SM1_Dzi,0.5888482611031512
SM1_Dzm,1.052859237879501
SM1_Dzp,-1.1304075235109714
SM1_Dzv,-0.8003950095588184
SddssSe,0
SpAD_Dt,435.735184864192
SpAbs_A,25.70161986496698
SpAbs_D,166.909757613365
SpMAD_A,1.285080993248349
SpMAD_D,8.345487880668248
SpMax_A,2.455611646580037
SpMax_D,83.45487880668244
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,47.379999999999995
TpiPC10,9.507281400817075
VAdjMat,5.459431618637297
VE1_DzZ,4.380622675923133
VE1_Dzi,4.397737252270261
VE1_Dzm,4.380584324276119
VE1_Dzp,4.341273779681902
VE1_Dzv,4.360535769633544
VE2_DzZ,0.21903113379615666
VE2_Dzi,0.21988686261351303
VE2_Dzm,0.21902921621380594
VE2_Dzp,0.21706368898409512
VE2_Dzv,0.2180267884816772
VE3_DzZ,2.1703380582968044
VE3_Dzi,2.1742373283590313
VE3_Dzm,2.1703293034193054
VE3_Dzp,2.161314983232815
VE3_Dzv,2.165742113314871
VR1_DzZ,108.5145623292899
VR1_Dzi,106.72248764341637
VR1_Dzm,108.5180571349964
VR1_Dzp,111.60506291592327
VR1_Dzv,109.90577437604755
VR2_DzZ,5.425728116464495
VR2_Dzi,5.336124382170818
VR2_Dzm,5.42590285674982
VR2_Dzp,5.5802531457961635
VR2_Dzv,5.495288718802377
VR3_DzZ,5.380031559550927
VR3_Dzi,5.3633790724576125
VR3_Dzm,5.380063764900661
VR3_Dzp,5.408113596108258
VR3_Dzv,5.392770582682478
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0823451822765417
Xch-7dv,0.1822854984296008
Xpc-4dv,2.1202182493027717
Xpc-5dv,2.3968527679433786
Xpc-6dv,3.5055836064468733
Zagreb1,108.0
Zagreb2,128.0
fragCpx,104.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,1
nBondsM,16
nBondsO,22
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,5.824955263157895
AATS1are,6.1899999999999995
AATS2are,6.116588235294117
AATS3are,6.040896202531645
AATS4are,5.723350000000001
AATS5are,5.587224999999998
AATS6are,5.707000000000001
AATS7are,6.098384615384617
AATS8are,5.821802173913044
AATSC0dv,3.2523853493382577
AATSC0pe,0.06104958448753457
AATSC0se,0.027224867728531842
AATSC1dv,1.484602954755309
AATSC1pe,0.008629362880886273
AATSC1se,0.002013696745152365
AATSC2dv,0.28597034381619685
AATSC2pe,-0.005471565911683361
AATSC2se,-0.005828205189832148
AATSC3dv,-0.3045727799400789
AATSC3pe,-0.008822269364283552
AATSC3se,-0.002913540613275349
AATSC4dv,-0.06506809787626966
AATSC4pe,-0.002628422206832857
AATSC4se,0.0005389146179593697
AATSC5dv,0.3552036990402642
AATSC5pe,0.015625415512465428
AATSC5se,0.008138403204482487
AATSC6dv,0.01266453026270526
AATSC6pe,0.005663883004725434
AATSC6se,-0.001587291877138663
AATSC7dv,-2.1475720339986264
AATSC7pe,-0.03507772213935657
AATSC7se,-0.014741815096952889
AATSC8dv,-1.5473255985119172
AATSC8pe,-0.006740660002408764
AATSC8se,0.0017330052691798155
AETA_eta,0.7476145983552372
ATSC0are,2.2282342105263147
ATSC1are,0.29480609418282056
ATSC2are,-0.629513850415519
ATSC3are,-0.6936027008310307
ATSC4are,-0.3484969529085859
ATSC5are,1.4610839335180095
ATSC6are,0.622433518005541
ATSC7are,-1.7585152354570681
ATSC8are,-0.08662562326869855
BCUTZ-1h,16.004503764063386
BCUTZ-1l,5.695407252277873
BCUTc-1h,0.49083313617928725
BCUTc-1l,-0.44507362734830425
BCUTd-1h,3.2283616338897585
BCUTd-1l,0.9871143546969484
BCUTi-1h,14.554155431322748
BCUTi-1l,10.310620936611125
BCUTm-1h,32.06224589683347
BCUTm-1l,11.70917703231422
BCUTp-1h,2.9366319802042375
BCUTp-1l,0.9978789249184754
BCUTs-1h,3.0339702205176104
BCUTs-1l,0.604591667989653
BCUTv-1h,24.44072936758102
BCUTv-1l,15.58541167653643
BalabanJ,1.62153294586627
Diameter,10
ETA_beta,27.5
GATS1are,0.8772462027401916
GATS2are,1.559949280250997
GATS3are,1.1462862798404658
GATS4are,0.9113073663474379
GATS5are,0.39620090424981924
GATS6are,0.6654728684981711
GATS7are,2.1867928045636607
GATS8are,0.877830990224427
HybRatio,0.25
Lipinski,True
LogEE_Dt,216.0557373539924
MATS1are,0.12568956537451567
MATS2are,-0.15787709839518935
MATS3are,-0.14972917896361726
MATS4are,-0.061908532718260294
MATS5are,0.2831491432431057
MATS6are,0.1561014069853452
MATS7are,-0.5767207144743539
MATS8are,-0.03211524944046847
NsssssAs,0
RotRatio,0.045454545454545456
SM1_Dzpe,0.4951805385556918
SM1_Dzse,0.4921450834958766
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.559504380427024
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,33.09059766155924
SMR_VSA7,41.75543285907597
SMR_VSA8,0.0
SMR_VSA9,10.571075188549761
SpAD_DzZ,101.98604248203733
SpAD_Dzi,110.08046406063525
SpAD_Dzm,101.99421239168895
SpAD_Dzp,134.16805189268425
SpAD_Dzv,131.02573392371266
SpAbs_Dt,435.73518486419187
SpDiam_A,4.9112232931600746
SpDiam_D,124.4366058490935
SpMAD_Dt,21.7867592432096
SpMax_Dt,216.0557373539924
SsssssAs,0
VE1_Dzpe,4.393250614889918
VE1_Dzse,4.391250392041355
VE2_Dzpe,0.21966253074449588
VE2_Dzse,0.21956251960206777
VE3_Dzpe,2.173216592615178
VE3_Dzse,2.17276119443569
VMcGowan,222.05999999999972
VR1_Dzpe,107.14677247511109
VR1_Dzse,107.34205543521716
VR2_Dzpe,5.357338623755554
VR2_Dzse,5.367102771760858
VR3_Dzpe,5.367346780468342
VR3_Dzse,5.369167695953474
mZagreb1,6.888888888888888
mZagreb2,4.277777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,33
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.058637742382271436
AATSC1are,0.007370152354570514
AATSC2are,-0.009257556623757632
AATSC3are,-0.008779781023177604
AATSC4are,-0.00363017659279777
AATSC5are,0.016603226517250106
AATSC6are,0.00915343408831678
AATSC7are,-0.03381760068186669
AATSC8are,-0.0018831657232325771
AETA_beta,1.375
BCUTdv-1h,5.044531844294515
BCUTdv-1l,0.653170366634968
BCUTpe-1h,3.158226276617547
BCUTpe-1l,2.2162480077347606
BCUTse-1h,3.3213896661944093
BCUTse-1l,2.421733878665675
ETA_alpha,10.033333333333333
ETA_dBeta,1.5
ETA_eta_B,0.3724996667149032
ETA_eta_F,17.27689145594911
ETA_eta_L,4.154830358367412
ETA_eta_R,32.229183423053854
ETA_psi_1,0.6487068965517243
LabuteASA,122.34458164896725
LogEE_DzZ,50.809292879030835
LogEE_Dzi,55.06967444337278
LogEE_Dzm,50.81289553322681
LogEE_Dzp,66.79706377540093
LogEE_Dzv,65.39280771042252
PEOE_VSA1,4.899909730850478
PEOE_VSA2,0.0
PEOE_VSA3,9.559504380427024
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,0.0
PEOE_VSA7,24.26546827384644
PEOE_VSA8,31.91546437696116
PEOE_VSA9,20.787695822635122
SM1_Dzare,0.532413093394564
SpAD_Dzpe,111.94460033364335
SpAD_Dzse,112.1599734712225
SpAbs_DzZ,101.14318533918019
SpAbs_Dzi,109.55050062564243
SpAbs_Dzm,101.15192500138534
SpAbs_Dzp,134.84629640679086
SpAbs_Dzv,131.58601043040392
SpDiam_Dt,264.6057642246585
SpMAD_DzZ,5.099302124101866
SpMAD_Dzi,5.504023203031762
SpMAD_Dzm,5.099710619584448
SpMAD_Dzp,6.7084025946342125
SpMAD_Dzv,6.551286696185633
SpMax_DzZ,50.809292879030835
SpMax_Dzi,55.06967444337278
SpMax_Dzm,50.81289553322681
SpMax_Dzp,66.79706377540093
SpMax_Dzv,65.39280771042252
VE1_Dzare,4.395160681513738
VE2_Dzare,0.2197580340756869
VE3_Dzare,2.1736512711001676
VR1_Dzare,106.96892334565355
VR2_Dzare,5.3484461672826775
VR3_Dzare,5.365685536815213
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5016666666666667
AETA_dBeta,0.075
AETA_eta_B,0.01862498333574516
AETA_eta_F,0.8638445727974554
AETA_eta_L,0.2077415179183706
AETA_eta_R,1.6114591711526927
BCUTare-1h,3.1741291191394865
BCUTare-1l,2.1559007041297455
ETA_beta_s,13.0
ETA_dPsi_A,0.06529310344827566
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149032
ETA_eta_FL,5.386883537290781
ETA_eta_RL,9.541713895658193
LogEE_Dzpe,55.997059193749465
LogEE_Dzse,56.10459398978605
PEOE_VSA10,14.09534396535438
PEOE_VSA11,0.0
PEOE_VSA12,5.3572304483063045
PEOE_VSA13,0.0
SlogP_VSA1,14.832666038636596
SlogP_VSA2,33.174666451655966
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,20.787695822635122
SlogP_VSA9,0.0
SpAD_Dzare,111.23777539482906
SpAbs_Dzpe,111.49893784894323
SpAbs_Dzse,111.71704289607624
SpDiam_DzZ,72.54735766902607
SpDiam_Dzi,81.71809373966647
SpDiam_Dzm,72.54949837981385
SpDiam_Dzp,93.71928776074704
SpDiam_Dzv,93.6963070567357
SpMAD_Dzpe,5.597230016682167
SpMAD_Dzse,5.607998673561125
SpMax_Dzpe,55.997059193749465
SpMax_Dzse,56.10459398978605
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.65
AETA_eta_BR,0.03152498333574516
AETA_eta_FL,0.26934417686453904
AETA_eta_RL,0.47708569478290963
DetourIndex,2153
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,11.210628712464722
EState_VSA5,20.62168383316027
EState_VSA6,11.336785877934737
EState_VSA7,0.0
EState_VSA8,74.06432593180872
EState_VSA9,4.9839785209472085
ETA_beta_ns,14.5
ETA_shape_p,0.19933554817275748
ETA_shape_x,0.0
ETA_shape_y,0.3787375415282392
GhoseFilter,True
LogEE_Dzare,55.64550835208425
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,110.75860361077392
SpDiam_Dzpe,82.5640190156096
SpDiam_Dzse,82.47604390425603
SpMAD_Dzare,5.5618887697414525
SpMax_Dzare,55.64550835208425
TopoPSA(NO),19.14
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.117659202569917
VSA_EState9,34.9171093159486
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.725
EState_VSA10,0.0
ETA_dAlpha_A,0.0016666666666666607
ETA_dAlpha_B,0.0
FilterItLogS,-5.090909674858232
SpDiam_Dzare,82.24030010491097
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.549122807017544
ETA_epsilon_2,0.7733333333333331
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.4972222222222225
ETA_epsilon_5,0.7733333333333331
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.10626566416040084
ETA_dEpsilon_B,0.0519005847953215
ETA_dEpsilon_C,-0.05436507936507934
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7
MDEDescriptor,"1.0259855680060181,4.681902897222679,4.922034992424944,0.0,4.467256014937931,13.857968034066365,0.0,5.536519614357362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.12499999999999997"
APolDescriptor,46.36227399999999
BCUTDescriptor,"11.85,31.972071969715536,-0.3772022107933415,0.14734452719365726,6.234636718749998,12.489696511380671"
BPolDescriptor,27.237725999999995
TPSADescriptor,47.379999999999995
ALOGPDescriptor,"1.8482999999999996,3.4162128899999984,80.0308"
XLogPDescriptor,3.6609999999999996
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,284.12214372
ChiPathDescriptor,"14.27565640300939,9.541713895658194,9.14602138398897,7.457443438662157,5.912736650798347,5.255782004452253,3.9244028366468786,2.9615581288714408,13.29038045871581,8.033827152032982,7.060387858470846,4.855128364118942,3.439215684688686,2.8024191362064883,1.8159242354139005,1.266674503548931"
ChiChainDescriptor,"0.0,0.0,0.0,0.1916383190435099,0.4281523501253911,0.0,0.0,0.0,0.0823451822765417,0.1872677132574779"
AtomCountDescriptor,38
BondCountDescriptor,22
SmallRingDescriptor,"3,3,1,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.6666666666666667,0.0,0.49999999999999994,0.0,1.252199753257858,0.0,0.2836738223652786,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,0,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"40.94264271993313,2.0471321359966566,12.482118528379628,0.0,9.287476638607137"
FractionalPSADescriptor,0.16675926550340472
WienerNumbersDescriptor,"805.0,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.7934896295413245,4.830766095410803,7.046330203973179,2.346014756644392,2.6036412513066827,3.5760109071641004"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.01171875,3.122448979591837"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1220.04
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"27.20769394227945,26.669025874549526,40.008596283655486,43.12205155467763,34.23120868387204"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.32337473034071595,-0.19439083668015342,-0.0033672055489637263,-0.008615695882170772,0.016808882690882074"
EccentricConnectivityIndexDescriptor,338
AutocorrelationDescriptorPolarizability,"1793.7312279060975,2131.933868749817,3053.607997123139,3078.911948127869,2378.6460141538705"
