DLiP-ID,T007GQ
DLiP-Mol-ID,25543
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C29H27N3O5/c33-26-15-14-25(32(26)17-20-6-2-1-3-7-20)27(34)30-24(29(36)37)16-19-10-12-22(13-11-19)31-18-21-8-4-5-9-23(21)28(31)35/h1-13,24-25H,14-18H2,(H,30,34)(H,36,37)/t24-,25-/m0/s1"
Standard Inchi Key(RDKit),XUYCSWSUVSTTQV-DQEYMECFSA-N
Canonical SMILES(RDKit),O=C(O)[C@H](Cc1ccc(N2Cc3ccccc3C2=O)cc1)NC(=O)[C@@H]1CCC(=O)N1Cc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),497.551
MW Monoisotopic(RDKit),497.195070964
MolLogP(RDKit),3.1501
XLogP(SDF),
XLogP(CDK),2.969
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),107.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),37
QED Weighted(RDKit),0.497329894994342
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,336042468.84298843
qed,0.49732989499434155
Chi0,25.940582342009534
Chi1,17.90188724096433
TPSA,107.02
Chi0n,20.170421892132456
Chi0v,20.170421892132456
Chi1n,12.257714817552243
Chi1v,12.257714817552243
Chi2n,9.380139266261926
Chi2v,9.380139266261926
Chi3n,6.950409413068439
Chi3v,6.950409413068439
Chi4n,4.963150793215351
Chi4v,4.963150793215351
MolMR,136.6819999999999
MolWt,497.5510000000003
fr_SH,0
Kappa1,24.243975728662893
Kappa2,10.262260169746602
Kappa3,5.08903479049955
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1339.1627958070849
MolLogP,3.150100000000002
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.2386434309654564
SMR_VSA1,24.28467613112799
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,44.4356593388991
SMR_VSA6,4.899909730850478
SMR_VSA7,101.11657785678895
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
