DLiP-ID,T004KG
SRW05,3.9318256327243257
SRW06,6.8966943316227125
SRW07,5.860786223465865
SRW08,8.496786381638575
SRW09,7.753194269884341
SRW10,10.146786610053903
SaaCH,9.896440340165851
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.019990122633053
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7255556202905644
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3480704241946126
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.37282859669004
VE1_D,5.022971455048071
VE2_A,0.12972417679577078
VE2_D,0.19319120980954121
VE3_A,2.171263183536494
VE3_D,2.5695331269299175
VR1_A,1180.7354389610657
VR1_D,156.3018774140891
VR2_A,45.41290149850253
VR2_D,6.011610669772657
VR3_A,8.02940422170227
VR3_D,6.007300693989184
WPath,2116
Xc-3d,1.6192460110823472
Xc-4d,0.0
Xc-5d,0.15137471507731048
Xc-6d,0.0
Xp-0d,17.93251065250177
Xp-1d,12.68667318580106
Xp-2d,11.484589188665016
Xp-3d,8.885675957946747
Xp-4d,7.383121285117603
Xp-5d,6.01930254028438
Xp-6d,3.9152410290165918
Xp-7d,2.921917994516328
ZMIC0,86.20223106709821
ZMIC1,38.76533612231239
ZMIC2,25.704826321546165
ZMIC3,22.72246547345923
ZMIC4,22.574926296148405
ZMIC5,22.574926296148405
nAcid,1
nAtom,49
nBase,0
nRing,4
piPC1,3.6109179126442243
piPC2,4.143134726391533
piPC3,4.590056548178043
piPC4,5.08605193338101
piPC5,5.584435717023635
piPC6,5.6507332535663855
piPC7,5.862831850541106
piPC8,6.016004709053954
piPC9,6.230665977795828
AATS0Z,22.081632653061224
AATS0d,3.2857142857142856
AATS0i,162.83810539173933
AATS0m,87.04375595918368
AATS0p,1.4604838532964695
AATS0s,4.091269841269842
AATS0v,215.59957158073695
AATS1Z,24.403846153846153
AATS1d,4.0
AATS1i,146.2079797273721
AATS1m,92.37687717307692
AATS1p,1.8080986691538463
AATS1s,2.9909188034188032
AATS1v,264.65865726230504
AATS2Z,19.54945054945055
AATS2d,3.4615384615384617
AATS2i,153.39265658439828
AATS2m,71.76791886813187
AATS2p,1.5192040464389343
AATS2s,3.0573870573870576
AATS2v,212.63178224308902
AATS3Z,15.233333333333333
AATS3d,2.9
AATS3i,160.23072250024524
AATS3m,54.0074342
AATS3p,1.2874598754960584
AATS3s,2.5460648148148146
AATS3v,173.96074168915777
AATS4Z,14.14655172413793
AATS4d,2.6810344827586206
AATS4i,162.44123663270113
AATS4m,49.06504894827586
AATS4p,1.219247221688181
AATS4s,2.5663314176245215
AATS4v,161.74694082329378
AATS5Z,12.838095238095239
AATS5d,2.552380952380952
AATS5i,162.8123988357746
AATS5m,43.64442548571427
AATS5p,1.176253750749314
AATS5s,2.5394179894179896
AATS5v,153.30457132927643
AATS6Z,14.2
AATS6d,2.6
AATS6i,162.64711399516918
AATS6m,50.43561706666666
AATS6p,1.1615353182580554
AATS6s,2.6466049382716053
AATS6v,154.90977477419
AATS7Z,15.58974358974359
AATS7d,2.6538461538461537
AATS7i,163.01514602937925
AATS7m,55.63520798717949
AATS7p,1.1812540659651538
AATS7s,3.1741452991452994
AATS7v,163.12485432988652
AATS8Z,14.527777777777779
AATS8d,2.6944444444444446
AATS8i,163.5358061839352
AATS8m,51.138388333333324
AATS8p,1.1934323833393472
AATS8s,2.652391975308642
AATS8v,162.0945239217648
AMID_C,1.6089055788536988
AMID_N,0.23734941064513898
AMID_O,0.20894923821029204
AMID_X,0.0
AMID_h,0.44629864885543097
ATS0dv,350.0
ATS0pe,304.5956
ATS0se,375.99504799999994
ATS1dv,348.0
ATS1pe,337.2135
ATS1se,403.24997199999996
ATS2dv,449.0
ATS2pe,575.1423
ATS2se,699.935372
ATS3dv,396.0
ATS3pe,734.6724999999999
ATS3se,911.8845200000001
ATS4dv,331.0
ATS4pe,709.3580999999999
ATS4se,882.092288
ATS5dv,286.0
ATS5pe,634.3615
ATS5se,794.1934640000001
ATS6dv,326.0
ATS6pe,541.6271999999999
ATS6se,678.044512
ATS7dv,312.0
ATS7pe,487.57270000000005
ATS7se,605.7459240000001
ATS8dv,260.0
ATS8pe,444.2216
ATS8se,553.9396959999999
ATSC0Z,360.69387755102036
ATSC0c,1.1115757912758033
ATSC0d,27.102040816326536
ATSC0i,72.64020630060816
ATSC0m,1716.019346408163
ATSC0p,11.07478253942249
ATSC0s,66.02267573696146
ATSC0v,2445.1272716042363
ATSC1Z,16.345272802998775
ATSC1c,-0.6940784515257147
ATSC1d,6.259058725531027
ATSC1i,-6.280173315362922
ATSC1m,79.81023864847931
ATSC1p,0.13515443865945848
ATSC1s,-1.8868758387708824
ATSC1v,96.97219407775901
ATSC2Z,-19.880466472303183
ATSC2c,0.33047228676750656
ATSC2d,-6.63848396501458
ATSC2i,-12.145903122000393
ATSC2m,-106.98937890087501
ATSC2p,-2.2082505077638706
ATSC2s,27.11038224813735
ATSC2v,-490.0954224103516
ATSC3Z,-42.760516451478544
ATSC3c,-0.17989734865070625
ATSC3d,-5.147855060391504
ATSC3i,-12.263999043016504
ATSC3m,-194.97348006080813
ATSC3p,-0.11512810151070973
ATSC3s,-17.854285251515577
ATSC3v,-80.5431649363925
ATSC4Z,-104.47938359017076
ATSC4c,0.03459703612508774
ATSC4d,-8.445647646813827
ATSC4i,-4.354410359791612
ATSC4m,-499.41609019075383
ATSC4p,-2.667243894849894
ATSC4s,-17.061617844416677
ATSC4v,-631.3521920562605
ATSC5Z,-110.5072886297376
ATSC5c,-0.24791286967332157
ATSC5d,-0.5043731778425647
ATSC5i,-0.42772984929770136
ATSC5m,-520.0864665481048
ATSC5p,-1.2791214418588863
ATSC5s,-21.97999676060901
ATSC5v,-437.56034259422677
ATSC6Z,89.78675551853394
ATSC6c,0.3261711680461607
ATSC6d,-1.1057892544773007
ATSC6i,-4.129345332940646
ATSC6m,417.83942925031255
ATSC6p,-0.937786119786246
ATSC6s,15.25937109537693
ATSC6v,143.83490553397363
ATSC7Z,23.793419408579762
ATSC7c,-0.032494458933524234
ATSC7d,3.5722615576842984
ATSC7i,-4.17176577970385
ATSC7m,115.13721635027063
ATSC7p,0.5051591209693636
ATSC7s,6.630003702161133
ATSC7v,132.20885344605773
ATSC8Z,-11.999167013744263
ATSC8c,-0.3610091350529759
ATSC8d,2.2786339025406086
ATSC8i,12.160310202352141
ATSC8m,-46.155183905872605
ATSC8p,1.8016976685587496
ATSC8s,-7.91597251145356
ATSC8v,264.76021116382327
AXp-0d,0.689711948173145
AXp-1d,0.43747148916555384
AXp-2d,0.2871147297166254
AXp-3d,0.1813403256723826
AXp-4d,0.11908260137286457
AXp-5d,0.0781727602634335
AXp-6d,0.05151632932916568
AXp-7d,0.03478473802995628
GATS1Z,0.8086976958766028
GATS1c,1.542961550405471
GATS1d,0.8855421686746987
GATS1i,1.2848799314761041
GATS1m,0.8132266957502866
GATS1p,1.0962099690158025
GATS1s,0.6949826687943186
GATS1v,0.9812127437940525
GATS2Z,0.9359250006528496
GATS2c,0.7586569737363187
GATS2d,1.2942539388322518
GATS2i,1.1993609137822907
GATS2m,0.9431427204552733
GATS2p,1.148940756720498
GATS2s,0.42476248850750836
GATS2v,1.1040642642585428
GATS3Z,1.0113839538304854
GATS3c,0.9615599146143232
GATS3d,1.1216867469879517
GATS3i,1.0808940310099366
GATS3m,1.0103680902135965
GATS3p,0.9891221340883346
GATS3s,0.9185396345651874
GATS3v,0.9935715588520897
GATS4Z,1.0932950408353592
GATS4c,0.9154084878304999
GATS4d,1.04585583714167
GATS4i,1.0473038585986836
GATS4m,1.0945084928978133
GATS4p,1.0566628162708538
GATS4s,0.8689978492687985
GATS4v,1.0727293035602006
GATS5Z,1.1260835125042437
GATS5c,1.0099665893145353
GATS5d,0.8939759036144577
GATS5i,0.9724124530503111
GATS5m,1.1246066668916748
GATS5p,1.018348318886041
GATS5s,1.0973622750377798
GATS5v,1.0577886996740673
GATS6Z,0.849473803326921
GATS6c,0.8587365614846155
GATS6d,0.9544176706827308
GATS6i,0.9792551902814938
GATS6m,0.853124119296372
GATS6p,1.0197234279242682
GATS6s,0.5728671520813298
GATS6v,0.9558686626210358
GATS7Z,0.9946640436625727
GATS7c,1.230630606836656
GATS7d,0.8174235403151066
GATS7i,0.9845053318212242
GATS7m,0.988324489740152
GATS7p,0.9241860303248094
GATS7s,1.1635474019043188
GATS7v,0.9116810298654202
GATS8Z,1.0442835049602053
GATS8c,1.4441054190707976
GATS8d,0.8486445783132529
GATS8i,0.84266061601653
GATS8m,1.0360845667162477
GATS8p,0.8437509610663296
GATS8s,0.9320591198424688
GATS8v,0.8806080802756729
MATS1Z,0.04270179577127643
MATS1c,-0.5883858474346837
MATS1d,0.21762048192771075
MATS1i,-0.08146804539075819
MATS1m,0.0438257307301282
MATS1p,0.011499735253941797
MATS1s,-0.026930408340114335
MATS1v,0.037371324380785435
MATS2Z,-0.02967853692081368
MATS2c,0.16008500486277893
MATS2d,-0.13189295644114923
MATS2i,-0.09003418374133088
MATS2m,-0.0335716876867348
MATS2p,-0.10736625856863212
MATS2s,0.22110430955224192
MATS2v,-0.10792793414425973
MATS3Z,-0.048408207913696204
MATS3c,-0.06608463823061557
MATS3d,-0.07756024096385541
MATS3i,-0.06893977680222824
MATS3m,-0.04639468150022441
MATS3p,-0.00424483652684506
MATS3s,-0.11042417971790998
MATS3v,-0.013450612325024557
MATS4Z,-0.12235731036824013
MATS4c,0.013147340356307977
MATS4d,-0.13163429580390523
MATS4i,-0.02532155524444217
MATS4m,-0.12293581971318422
MATS4p,-0.10173388116154478
MATS4s,-0.10916041541325777
MATS4v,-0.1090707536281686
MATS5Z,-0.1429746143110407
MATS5c,-0.10407987779351624
MATS5d,-0.008684738955823276
MATS5i,-0.0027478895390185974
MATS5m,-0.1414360614467804
MATS5p,-0.053899328263042744
MATS5s,-0.1553607409442689
MATS5v,-0.0835109194172953
MATS6Z,0.1355273911458137
MATS6c,0.15975705999936266
MATS6d,-0.022213855421686735
MATS6i,-0.030949789933255013
MATS6m,0.13256864288933287
MATS6p,-0.04610225448466083
MATS6s,0.12583373402939965
MATS6v,0.03202700985940275
MATS7Z,0.04143998282280505
MATS7c,-0.01836418704014935
MATS7d,0.08280236329935124
MATS7i,-0.03607815547267632
MATS7m,0.04214975193018563
MATS7p,0.02865460781942335
MATS7s,0.06308442181759255
MATS7v,0.03396726243801706
MATS8Z,-0.022639973344397903
MATS8c,-0.2210256596040323
MATS8d,0.057218457161981255
MATS8i,0.11392818229675603
MATS8m,-0.01830466940281143
MATS8p,0.11071597599360977
MATS8s,-0.08159710296744056
MATS8v,0.07369106495605199
MAXaaN,4.662483646668489
MAXsOH,8.844526321206516
MAXssO,5.734904467960023
MINaaN,4.352556894097297
MINsOH,8.844526321206516
MINssO,5.734904467960023
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.31080322772741
SpAD_D,337.0656376045606
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.69506353982314
SssNH2,0
SsssAs,0
SsssCH,0.5875987198304455
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,714
TMWC10,130.59837273532744
TSRW10,80.49859277216727
VE1_Dt,5.030103823420136
VE2_Dt,0.19346553167000524
VE3_Dt,2.5709520697650583
VR1_Dt,156.53650682666108
VR2_Dt,6.0206348779485035
VR3_Dt,6.0088006982622195
Xc-3dv,0.7472480568066138
Xc-4dv,0.0
Xc-5dv,0.062105483295301224
Xc-6dv,0.0
Xch-3d,0.23570226039551584
Xch-4d,0.30274943015462097
Xch-5d,0.3849001794597505
Xch-6d,0.8229206024159607
Xch-7d,0.974260393428582
Xp-0dv,14.649336720060818
Xp-1dv,9.220558747139314
Xp-2dv,7.069018776917575
Xp-3dv,4.871032548295289
Xp-4dv,3.40614237851306
Xp-5dv,2.312026211299025
Xp-6dv,1.2543185096392562
Xp-7dv,0.7887939195771072
Xpc-4d,2.9273278431124483
Xpc-5d,4.397552083314923
Xpc-6d,5.9775762941495705
n3Ring,1
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,3
nSpiro,0
naRing,2
piPC10,6.4293161709153
AATS0dv,7.142857142857143
AATS0pe,6.216236734693878
AATS0se,7.673368326530611
AATS1dv,6.6923076923076925
AATS1pe,6.484875000000001
AATS1se,7.754807153846153
AATS2dv,4.934065934065934
AATS2pe,6.320245054945055
AATS2se,7.691597494505495
AATS3dv,3.3
AATS3pe,6.122270833333332
AATS3se,7.599037666666667
AATS4dv,2.853448275862069
AATS4pe,6.115156034482758
AATS4se,7.604243862068966
AATS5dv,2.723809523809524
AATS5pe,6.041538095238095
AATS5se,7.563747276190477
AATS6dv,3.6222222222222222
AATS6pe,6.0180799999999985
AATS6se,7.5338279111111115
AATS7dv,4.0
AATS7pe,6.250932051282052
AATS7se,7.7659733846153856
AATS8dv,3.611111111111111
AATS8pe,6.1697444444444445
AATS8se,7.693606888888888
AATSC0Z,7.361099541857558
AATSC0c,0.022685220230118434
AATSC0d,0.5531028738025824
AATSC0i,1.4824531898083297
AATSC0m,35.0208029879217
AATSC0p,0.22601597019229572
AATSC0s,1.3474015456522748
AATSC0v,49.90055656335176
AATSC1Z,0.314332169288438
AATSC1c,-0.013347662529340667
AATSC1d,0.12036651395251975
AATSC1i,-0.12077256375697927
AATSC1m,1.5348122817015253
AATSC1p,0.0025991238203742014
AATSC1s,-0.036286073822516966
AATSC1v,1.8648498861107503
AATSC2Z,-0.2184666645308042
AATSC2c,0.0036315635908517204
AATSC2d,-0.07295037324191846
AATSC2i,-0.1334714628791252
AATSC2m,-1.175707460449176
AATSC2p,-0.02426648909630627
AATSC2s,0.29791628844106977
AATSC2v,-5.385663982531336
AATSC3Z,-0.3563376370956545
AATSC3c,-0.0014991445720892187
AATSC3d,-0.0428987921699292
AATSC3i,-0.10219999202513753
AATSC3m,-1.6247790005067344
AATSC3p,-0.0009594008459225811
AATSC3s,-0.14878571042929647
AATSC3v,-0.6711930411366042
AATSC4Z,-0.9006843412945755
AATSC4c,0.0002982503114231702
AATSC4d,-0.0728073073001192
AATSC4i,-0.03753802034303114
AATSC4m,-4.305311122334085
AATSC4p,-0.02299348185215426
AATSC4s,-0.14708291245186791
