DLiP-ID,T004SH
SIC5,0.9892540886879293
SaaN,0
SaaO,0
SaaS,0
Sare,36.244000000000014
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.2626080952927543
SsCl,0
SsLi,0
SsOH,18.51176709824231
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,60.814331143116775
TIC1,127.36241254975977
TIC2,156.11730005192322
TIC3,182.11730005192322
TIC4,184.11730005192322
TIC5,184.11730005192322
Vabc,283.1289207622325
WPol,31
apol,43.41310199999999
bpol,17.730897999999996
nRot,5
ABCGG,14.174761061165423
ATS0Z,2120.0
ATS0d,122.0
ATS0i,5710.167902239486
ATS0m,9927.168101
ATS0p,63.93229666788601
ATS0s,244.07827503429357
ATS0v,9023.72859383079
ATS1Z,1151.0
ATS1d,149.0
ATS1i,5354.784304340499
ATS1m,4552.635998000001
ATS1p,72.79925568200002
ATS1s,139.71913580246914
ATS1v,10688.112498650939
ATS2Z,1754.0
ATS2d,218.0
ATS2i,8679.960660028448
ATS2m,6935.991764999999
ATS2p,107.03944126484899
ATS2s,239.2098765432099
ATS2v,15162.16460961765
ATS3Z,2083.0
ATS3d,242.0
ATS3i,12587.443470087594
ATS3m,8098.67062
ATS3p,123.566816634792
ATS3s,291.98765432098764
ATS3v,16803.60435940044
ATS4Z,2082.0
ATS4d,218.0
ATS4i,13307.978939045239
ATS4m,8061.5687880000005
ATS4p,109.92937451303699
ATS4s,303.81944444444446
ATS4v,15038.197006661016
ATS5Z,1599.0
ATS5d,202.0
ATS5i,11738.465193821237
ATS5m,5988.582994
ATS5p,96.60579052673499
ATS5s,342.4938271604938
ATS5v,13595.765906757873
ATS6Z,1681.0
ATS6d,187.0
ATS6i,10536.187580710044
ATS6m,6458.050016
ATS6p,96.34608459194298
ATS6s,286.99228395061726
ATS6v,13631.517960336801
ATS7Z,1933.0
ATS7d,166.0
ATS7i,10665.167479879789
ATS7m,7628.629305000001
ATS7p,90.75538163733899
ATS7s,288.19135802469134
ATS7v,12724.04754589151
ATS8Z,1315.0
ATS8d,131.0
ATS8i,8593.318390688191
ATS8m,5077.310448
ATS8p,75.27564857564101
ATS8s,257.76851851851853
ATS8v,10124.423858057124
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0782573206815631
JGI10,0.011179617240223299
JGT10,0.486014051780969
Kier1,18.340264650283554
Kier2,8.74089490114464
Kier3,5.551497443389335
MAXdO,12.180249328126312
MID_C,33.053922276118136
MID_N,2.0196416894868987
MID_O,6.959050634060537
MID_X,1.767740551798822
MID_h,10.746432875346258
MINdO,11.346696310468634
MPC10,34
MWC01,23.0
MWC02,4.6913478822291435
MWC03,5.501258210544727
MWC04,6.3473892096560105
MWC05,7.1770187659099
MWC06,8.02322468471667
MWC07,8.85978949474541
MWC08,9.705950829935693
MWC09,10.545367754151743
MWC10,11.391650088183392
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.580400000000001
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.618738983517219
SRW07,0.0
SRW08,8.176110342237342
SRW09,0.0
SRW10,9.772068213669293
SaaCH,12.99044879468945
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.7835485158697204
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.5767297073150242
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.505698932350718
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.244998825004403
VE1_D,4.623768182481598
VE2_A,0.1929544920456547
VE2_D,0.2101712810218908
VE3_A,2.234198903332349
VE3_D,2.319667356931251
VR1_A,129.11880032757955
VR1_D,115.95773896781377
VR2_A,5.869036378526343
VR2_D,5.270806316718808
VR3_A,5.649190273699465
VR3_D,5.541683165847272
WPath,1123
Xc-3d,1.6002865641057304
Xc-4d,0.0
Xc-5d,0.35911675639654195
Xc-6d,0.0
Xp-0d,16.112519696192862
Xp-1d,10.46923425058676
Xp-2d,9.504278199001904
Xp-3d,7.297581718641359
Xp-4d,5.476165419382815
Xp-5d,4.38465936586965
Xp-6d,2.416222685008189
Xp-7d,1.534224927379422
ZMIC0,74.63766077833299
ZMIC1,48.844698288388166
ZMIC2,30.541688899145328
ZMIC3,26.77627500753207
ZMIC4,26.600168063007498
ZMIC5,26.600168063007498
nAcid,1
nAtom,36
nBase,0
nRing,2
piPC1,3.4657359027997265
piPC2,4.007333185232471
piPC3,4.454347296253507
piPC4,4.892227063045954
piPC5,5.353633807218745
piPC6,5.1943447761650585
piPC7,5.299410518839295
piPC8,5.463169509485142
piPC9,5.554291062452949
AATS0Z,58.888888888888886
AATS0d,3.388888888888889
AATS0i,158.61577506220794
AATS0m,275.7546694722222
AATS0p,1.7758971296635002
AATS0s,6.779952084285933
AATS0v,250.65912760641083
AATS1Z,31.10810810810811
AATS1d,4.027027027027027
AATS1i,144.7239001173108
AATS1m,123.04421616216219
AATS1p,1.9675474508648656
AATS1s,3.776192859526193
AATS1v,288.86790536894426
AATS2Z,29.728813559322035
AATS2d,3.694915254237288
AATS2i,147.11797728861777
AATS2m,117.5591824576271
AATS2p,1.814227818048288
AATS2s,4.054404687173049
AATS2v,256.9858408409771
AATS3Z,25.71604938271605
AATS3d,2.9876543209876543
AATS3i,155.40053666774807
AATS3m,99.98358790123457
AATS3p,1.5255162547505186
AATS3s,3.6047858558146624
AATS3v,207.45190567161038
AATS4Z,25.08433734939759
AATS4d,2.6265060240963853
AATS4i,160.33709565114745
AATS4m,97.12733479518073
AATS4p,1.324450295337795
AATS4s,3.660475234270415
AATS4v,181.18309646579536
AATS5Z,21.904109589041095
AATS5d,2.767123287671233
AATS5i,160.80089306604435
AATS5m,82.03538347945207
AATS5p,1.3233669935169177
AATS5s,4.691696262472518
AATS5v,186.24336858572428
AATS6Z,25.08955223880597
AATS6d,2.791044776119403
AATS6i,157.25653105537378
AATS6m,96.38880620895523
AATS6p,1.4380012625663132
AATS6s,4.283466924636079
AATS6v,203.4554919453254
AATS7Z,28.850746268656717
AATS7d,2.4776119402985075
AATS7i,159.18160417731028
AATS7m,113.86013888059703
AATS7p,1.3545579348856565
AATS7s,4.3013635526073335
AATS7v,189.9111574013658
AATS8Z,24.35185185185185
AATS8d,2.425925925925926
AATS8i,159.135525753485
AATS8m,94.02426755555555
AATS8p,1.3939934921415003
AATS8s,4.773491083676269
AATS8v,187.48933070476156
AMID_C,1.5024510125508244
AMID_N,0.09180189497667722
AMID_O,0.316320483366388
AMID_X,0.08035184326358281
AMID_h,0.4884742216066481
ATS0dv,319.06721536351165
ATS0pe,237.13760000000002
ATS0se,288.67721299999994
ATS1dv,292.03703703703707
ATS1pe,245.714
ATS1se,292.6797499999999
ATS2dv,386.8148148148148
ATS2pe,385.43870000000004
ATS2se,462.5084800000001
ATS3dv,375.5925925925926
ATS3pe,521.4051999999999
ATS3se,637.41541
ATS4dv,354.3703703703704
ATS4pe,535.9023
ATS4se,660.9246459999999
ATS5dv,400.77777777777777
ATS5pe,471.9072
ATS5se,580.5807179999999
ATS6dv,348.55555555555554
ATS6pe,441.79
ATS6se,539.8750759999999
ATS7dv,313.8888888888889
ATS7pe,441.03190000000006
ATS7se,542.586518
ATS8dv,239.55555555555554
ATS8pe,349.5922000000001
ATS8se,431.42709999999994
ATSC0Z,1179.5555555555554
ATSC0c,1.2051179516688522
ATSC0d,21.999999999999996
ATSC0i,51.03873982108584
ATSC0m,6242.779266972224
ATSC0p,11.579590410596998
ATSC0s,98.48127905426003
ATSC0v,1847.1644402496206
ATSC1Z,-18.876543209876527
ATSC1c,-0.7904061031877789
ATSC1d,3.444444444444442
ATSC1i,5.922965039372134
ATSC1m,-83.45984744367276
ATSC1p,1.194070534480252
ATSC1s,-12.093627683682197
ATSC1v,152.40696563845887
ATSC2Z,13.950617283950628
ATSC2c,0.18765068064204618
ATSC2d,-8.111111111111114
ATSC2i,-10.353486681250745
ATSC2m,66.81010979552477
ATSC2p,-1.232529422557747
ATSC2s,22.39664376989873
ATSC2v,-372.50702901907243
ATSC3Z,-68.77777777777779
ATSC3c,0.2180703401320945
ATSC3d,-4.666666666666666
ATSC3i,-9.48339873217132
ATSC3m,-333.7916573263889
ATSC3p,-0.8654014987907495
ATSC3s,-16.100169919791195
ATSC3v,-433.73695191081936
ATSC4Z,-58.41975308641976
ATSC4c,-0.4276471342727998
ATSC4d,0.2222222222222227
ATSC4i,-16.48626094176363
ATSC4m,-316.37495910262334
ATSC4p,-2.77272475738375
ATSC4s,-41.223670238382525
ATSC4v,-301.9468795278923
ATSC5Z,-66.65432098765433
ATSC5c,0.3434954205872286
ATSC5d,-0.22222222222222215
ATSC5i,2.7072704775728775
ATSC5m,-378.39005505478394
ATSC5p,0.14881252281974874
ATSC5s,40.05641851735422
ATSC5v,297.84112721083363
ATSC6Z,-110.72839506172839
ATSC6c,-0.2304132234706603
ATSC6d,-3.555555555555556
ATSC6i,-3.4809997560297896
ATSC6m,-532.0421310871914
ATSC6p,-0.3655932577282499
ATSC6s,-29.32081572348812
ATSC6v,-174.97513603171944
ATSC7Z,-6.9506172839506
ATSC7c,0.0688294174921382
ATSC7d,-1.2222222222222217
ATSC7i,-0.2553493587758795
ATSC7m,-87.38440930941339
ATSC7p,-1.99455882231325
ATSC7s,-33.41008374665531
ATSC7v,-24.41030626380695
ATSC8Z,-39.44444444444446
ATSC8c,0.1541253929408946
ATSC8d,-0.6666666666666656
ATSC8i,10.088162428228124
ATSC8m,-195.9852970694445
ATSC8p,2.1414159892169993
ATSC8s,13.899602051897569
ATSC8v,103.07036978960261
AXp-0d,0.7323872589178574
AXp-1d,0.4551840978515983
AXp-2d,0.30658961932264206
AXp-3d,0.19723193834165836
AXp-4d,0.12735268417169338
AXp-5d,0.08597371305626765
AXp-6d,0.0549141519320043
AXp-7d,0.03486874834953232
GATS1Z,0.5084370353775027
GATS1c,1.5583695358574376
GATS1d,0.9674447174447176
GATS1i,0.9729370059650584
GATS1m,0.5024013002897357
GATS1p,0.6887674951152706
GATS1s,0.7614951832489059
GATS1v,0.7595797602197804
GATS2Z,0.6014905547111492
GATS2c,0.6739382537095511
GATS2d,1.4021571648690294
GATS2i,1.187953528137085
GATS2m,0.6001330033877114
GATS2p,0.8963713393183088
GATS2s,0.47926161306926646
GATS2v,1.0071104851148667
GATS3Z,0.8980417399313407
GATS3c,0.8079355460054383
GATS3d,1.1097081930415267
GATS3i,1.0964009049169159
GATS3m,0.8951565005131279
GATS3p,0.9611771625518777
GATS3s,0.9111119693115062
GATS3v,1.051806177312371
GATS4Z,1.071237663540371
GATS4c,1.1417498306513059
GATS4d,0.967962760131435
GATS4i,1.117566728999843
GATS4m,1.0719894278472633
GATS4p,1.0914830104027151
GATS4s,1.2682795874439332
GATS4v,1.043854596259096
GATS5Z,0.8245211415181015
GATS5c,0.8555148356859802
GATS5d,1.0569738480697386
GATS5i,0.9730606445893377
GATS5m,0.8191181912344727
GATS5p,0.8897498651844913
GATS5s,0.9050531371677154
GATS5v,0.8773976309340527
GATS6Z,0.8709010055225007
GATS6c,1.232331520693903
GATS6d,1.092265943012212
GATS6i,1.0161732067538887
GATS6m,0.8614997541595099
GATS6p,0.9237218165414754
GATS6s,1.3511594882489244
GATS6v,0.9664739527821579
GATS7Z,1.2431320226298803
GATS7c,1.066841407668928
GATS7d,0.9972862957937587
GATS7i,0.9153558873953265
GATS7m,1.2526032249802508
GATS7p,1.1625534389407417
GATS7s,1.495727768586544
GATS7v,0.9871867528732715
GATS8Z,1.011876726953027
GATS8c,0.9843832181704182
GATS8d,0.8985690235690237
GATS8i,0.7957039693364357
GATS8m,1.0085630558123133
GATS8p,0.8657238059732337
GATS8s,1.0688543473708827
GATS8v,0.9446024732415633
MATS1Z,-0.015570581885578109
MATS1c,-0.6381481372919727
MATS1d,0.15233415233415223
MATS1i,0.11291197477395479
MATS1m,-0.01300769615878561
MATS1p,0.10033155894784192
MATS1s,-0.11948233201700602
MATS1v,0.08027864505609575
MATS2Z,0.007216481677800064
MATS2c,0.09501038486166329
MATS2d,-0.22496147919876747
MATS2i,-0.1237762085419689
MATS2m,0.006530022763797721
MATS2p,-0.06494632576675151
MATS2s,0.1387649396127945
MATS2v,-0.12304937207187576
MATS3Z,-0.025914761785146116
MATS3c,0.08042378842303724
MATS3d,-0.09427609427609429
MATS3i,-0.08258126857637922
MATS3m,-0.023763750303567692
MATS3p,-0.03321558662381173
MATS3s,-0.07265981051607007
MATS3v,-0.1043610273273668
MATS4Z,-0.02148155546072762
MATS4c,-0.15391481287377407
MATS4d,0.004381161007667042
MATS4i,-0.14010274198567524
MATS4m,-0.02198105490508518
MATS4p,-0.10385752543644816
MATS4s,-0.18155883330515873
MATS4v,-0.07090051581155443
MATS5Z,-0.027866957087260388
MATS5c,0.1405630060516889
MATS5d,-0.0049813200498132
MATS5i,0.02615841016040016
MATS5m,-0.02989106403437531
MATS5p,0.006337616008229866
MATS5s,0.2005848260444768
MATS5v,0.07951677321427088
MATS6Z,-0.05043921312802979
MATS6c,-0.10273195242203734
MATS6d,-0.08683853459972864
MATS6i,-0.03664643631816905
MATS6m,-0.045792646454788796
MATS6p,-0.016964172424598686
MATS6s,-0.15997424384845477
MATS6v,-0.050897737609875586
MATS7Z,-0.0031661586566039362
MATS7c,0.030688257976388536
MATS7d,-0.029850746268656705
MATS7i,-0.0026882058808123314
MATS7m,-0.007521140013836129
MATS7p,-0.0925510497184202
MATS7s,-0.18228527250703988
MATS7v,-0.007100605213798614
MATS8Z,-0.022293393619693555
MATS8c,0.08526158109113505
MATS8d,-0.020202020202020173
MATS8i,0.1317713102320806
MATS8m,-0.020929278311057786
MATS8p,0.12328680107471933
MATS8s,0.09409302414549492
MATS8v,0.03719949256409966
MAXsBr,3.2626080952927543
MAXsOH,9.278427854938272
MINsBr,3.2626080952927543
MINsOH,9.233339243304036
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.404206597737698
SpAD_D,210.81855272540713
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.13075987339380246
SssNH2,0
SsssAs,0
SsssCH,-1.0517139077853368
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,412
TMWC10,117.24299692007268
TSRW10,55.558728697636575
VE1_Dt,4.603483131031837
VE2_Dt,0.20924923322871986
VE3_Dt,2.315270579724442
VR1_Dt,117.22772379404222
VR2_Dt,5.328532899729192
VR3_Dt,5.552575760677077
Xc-3dv,0.7538266044467961
Xc-4dv,0.0
Xc-5dv,0.11519699992571514
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.27370475419801443
Xp-0dv,13.078143987944756
Xp-1dv,7.325311816508093
Xp-2dv,5.569039740952557
Xp-3dv,3.7895716489531366
Xp-4dv,2.4139988882219954
Xp-5dv,1.5099889729380302
Xp-6dv,0.7579893657898139
Xp-7dv,0.3903419458182242
Xpc-4d,3.281051451145258
Xpc-5d,4.265870094197648
Xpc-6d,6.254707528310984
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,3
nHBDon,3
nHRing,0
nSpiro,0
naRing,2
piPC10,5.614495783829436
AATS0dv,8.86297820454199
AATS0pe,6.587155555555556
AATS0se,8.01881147222222
AATS1dv,7.892892892892894
AATS1pe,6.640918918918919
AATS1se,7.91026351351351
AATS2dv,6.556183301946013
AATS2pe,6.532859322033899
AATS2se,7.839126779661019
AATS3dv,4.636945587562872
AATS3pe,6.4371012345679
AATS3se,7.869326049382716
AATS4dv,4.269522534582776
AATS4pe,6.456654216867469
AATS4se,7.962947542168674
AATS5dv,5.4901065449010655
AATS5pe,6.464482191780822
AATS5se,7.953160520547944
AATS6dv,5.202321724709784
AATS6pe,6.593880597014926
AATS6se,8.057836955223879
AATS7dv,4.684908789386402
AATS7pe,6.582565671641792
AATS7se,8.09830623880597
AATS8dv,4.436213991769547
AATS8pe,6.473929629629631
AATS8se,7.989390740740739
AATSC0Z,32.76543209876543
AATSC0c,0.033475498657468114
AATSC0d,0.611111111111111
AATSC0i,1.41774277280794
AATSC0m,173.4105351936729
AATSC0p,0.3216552891832499
AATSC0s,2.7355910848405562
AATSC0v,51.31012334026724
AATSC1Z,-0.5101768435101764
AATSC1c,-0.021362327113183213
AATSC1d,0.09309309309309302
AATSC1i,0.16008013619924685
AATSC1m,-2.255671552531696
AATSC1p,0.03227217660757438
AATSC1s,-0.326854802261681
AATSC1v,4.119107179417807
AATSC2Z,0.23645114040594284
AATSC2c,0.0031805200108821386
AATSC2d,-0.13747645951035786
AATSC2i,-0.17548282510594482
AATSC2m,1.1323747422970298
AATSC2p,-0.020890329195894015
AATSC2s,0.37960413169319884
AATSC2v,-6.31367845795038
AATSC3Z,-0.8491083676268862
AATSC3c,0.002692226421383883
AATSC3d,-0.05761316872427983
AATSC3i,-0.11707899669347309
AATSC3m,-4.12088465835048
AATSC3p,-0.01068396912087345
AATSC3s,-0.19876752987396537
AATSC3v,-5.35477718408419
AATSC4Z,-0.7038524468243345
AATSC4c,-0.00515237511172048
AATSC4d,0.002677376171352081
AATSC4i,-0.19862964990076662
AATSC4m,-3.8117464952123292
AATSC4p,-0.03340632237811747
AATSC4s,-0.49667072576364485
AATSC4v,-3.6379142111794254
