DLiP-ID,P000DK
Mare,0.9958400000000001
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.20082164303521194
RPCG,0.12968103569181808
SIC0,0.29780032899770253
SIC1,0.643585789562156
SIC2,0.8073497050647911
SIC3,0.8910146308905472
SIC4,0.8981019836959697
SIC5,0.9122766893068144
SaaN,0
SaaO,0
SaaS,0
Sare,49.792
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.591613695072805
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,84.03711150653163
TIC1,181.61528210357133
TIC2,227.82828151213596
TIC3,251.43792198657283
TIC4,253.43792198657286
TIC5,257.43792198657286
Vabc,349.24879542693475
WPol,53
apol,57.17944599999998
bpol,32.742554
nRot,6
ABCGG,18.67172279508853
ATS0Z,1416.0
ATS0d,180.0
ATS0i,8061.141828166079
ATS0m,5607.711531000001
ATS0p,79.605503906678
ATS0s,322.8619684499314
ATS0v,11319.539880498854
ATS1Z,1631.0
ATS1d,236.0
ATS1i,7645.22328363045
ATS1m,6267.107463
ATS1p,103.36774648600002
ATS1s,151.8179012345679
ATS1v,14728.787836776974
ATS2Z,2383.0
ATS2d,387.0
ATS2i,14695.346826253372
ATS2m,9015.041237000001
ATS2p,164.901963893641
ATS2s,370.54012345679007
ATS2v,23130.667172082896
ATS3Z,2805.0
ATS3d,451.0
ATS3i,20924.11425173877
ATS3m,10385.845528999998
ATS3p,200.34900025952697
ATS3s,418.21373456790127
ATS3v,27350.150483137568
ATS4Z,2998.0
ATS4d,431.0
ATS4i,23928.12211584854
ATS4m,10880.525316
ATS4p,200.16687108782898
ATS4s,574.9166666666667
ATS4v,27273.964663870618
ATS5Z,2737.0
ATS5d,371.0
ATS5i,22067.08583343708
ATS5m,9824.421709999999
ATS5p,179.30424155067803
ATS5s,495.00308641975306
ATS5v,23800.9564273442
ATS6Z,2273.0
ATS6d,312.0
ATS6i,19112.909192861003
ATS6m,8173.958484000001
ATS6p,149.60192723352696
ATS6s,572.8101851851852
ATS6v,20376.966282406924
ATS7Z,1687.0
ATS7d,281.0
ATS7i,16076.671014880696
ATS7m,5971.0583289999995
ATS7p,130.546510994433
ATS7s,414.3240740740741
ATS7v,17565.58753040076
ATS8Z,1531.0
ATS8d,271.0
ATS8i,14568.663234399079
ATS8m,5390.191929
ATS8p,125.38773143503698
ATS8s,304.27777777777777
ATS8v,16969.790047039445
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,7
C2SP3,4
C3SP2,3
C3SP3,0
C4SP3,1
FCSP3,0.4
GGI10,0.2016141210080604
JGI10,0.010611269526740023
JGT10,0.5502260037728915
Kier1,21.240374609781476
Kier2,7.921875
Kier3,3.549674438143247
MAXdO,13.04072050579491
MID_C,41.91055463123799
MID_N,4.211452847327695
MID_O,8.713164070544966
MID_X,0.0
MID_h,15.175806615550695
MINdO,11.714335770098828
MPC10,198
MWC01,31.0
MWC02,5.0689042022202315
MWC03,5.973809611869261
MWC04,6.912742820493176
MWC05,7.838737559599282
MWC06,8.780018887869153
MWC07,9.71250862865099
MWC08,10.654832883999834
MWC09,11.590488176918019
MWC10,12.53372394900275
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.7432000000000007
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.541263545158426
SRW05,3.044522437723423
SRW06,7.1459844677143876
SRW07,5.476463551931511
SRW08,8.842026529498812
SRW09,7.661527081358517
SRW10,10.58590234651703
SaaCH,8.203540788975268
SaaNH,0
SaaSe,0
SaaaC,1.1052186738893093
SaasC,1.2605899103468559
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.098439076872969
SdssS,0
SsCH3,1.86981309564492
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5201503054925674
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6244481202719838
SsssP,0
VE1_A,4.225311870996694
VE1_D,5.218334317305689
VE2_A,0.15090399539273908
VE2_D,0.18636908276091746
VE3_A,2.470712490886576
VE3_D,2.6817976718520558
VR1_A,395.14589336242074
VR1_D,176.91954925408592
VR2_A,14.11235333437217
VR2_D,6.318555330503068
VR3_A,7.008874464173864
VR3_D,6.2053145224394335
WPath,1936
Xc-3d,2.9146847324261804
Xc-4d,0.30618621784789724
Xc-5d,1.1144161804963
Xc-6d,0.1853954059492991
Xp-0d,20.104083527755574
Xp-1d,13.305296205970796
Xp-2d,12.82764171027
Xp-3d,11.353027343146607
Xp-4d,9.591454975601604
Xp-5d,7.466990230120027
Xp-6d,5.627576973231684
Xp-7d,3.992375129160285
ZMIC0,92.6120842297549
ZMIC1,47.574750876860115
ZMIC2,31.5292275356676
ZMIC3,28.95756415538161
ZMIC4,28.08303866983568
ZMIC5,27.66002167947172
nAcid,1
nAtom,50
nBase,0
nRing,4
piPC1,3.7256934272366524
piPC2,4.388257184424518
piPC3,4.990432586778736
piPC4,5.6154065307047745
piPC5,6.211728957671348
piPC6,6.645009691820388
piPC7,7.1180162044653335
piPC8,7.518853182762931
piPC9,7.798998999536609
AATS0Z,28.32
AATS0d,3.6
AATS0i,161.22283656332158
AATS0m,112.15423062000002
AATS0p,1.59211007813356
AATS0s,6.457239368998628
AATS0v,226.39079760997708
AATS1Z,30.77358490566038
AATS1d,4.452830188679245
AATS1i,144.24949591755566
AATS1m,118.24731062264152
AATS1p,1.950334839358491
AATS1s,2.864488702539017
AATS1v,277.90165729767875
AATS2Z,24.567010309278352
AATS2d,3.9896907216494846
AATS2i,151.49842088921002
AATS2m,92.93856945360827
AATS2p,1.700020246326196
AATS2s,3.820001272750413
AATS2v,238.46048631013295
AATS3Z,20.77777777777778
AATS3d,3.3407407407407406
AATS3i,154.99343890176868
AATS3m,76.93218910370369
AATS3p,1.4840666685890886
AATS3s,3.0978795153177874
AATS3v,202.5937072825005
AATS4Z,20.120805369127517
AATS4d,2.8926174496644297
AATS4i,160.5914235962989
AATS4m,73.02365983892616
AATS4p,1.3434018193814026
AATS4s,3.858501118568233
AATS4v,183.04674271054105
AATS5Z,19.978102189781023
AATS5d,2.708029197080292
AATS5i,161.07361922216845
AATS5m,71.71110737226276
AATS5p,1.3087900843115186
AATS5s,3.613161214742723
AATS5v,173.7296089587168
AATS6Z,19.100840336134453
AATS6d,2.6218487394957983
AATS6i,160.61268229294961
AATS6m,68.68872675630253
AATS6p,1.2571590523825795
AATS6s,4.813530967942733
AATS6v,171.23501077652878
AATS7Z,16.702970297029704
AATS7d,2.782178217821782
AATS7i,159.17496054337323
AATS7m,59.1193893960396
AATS7p,1.2925397128161682
AATS7s,4.102218555188852
AATS7v,173.91670822178972
AATS8Z,16.462365591397848
AATS8d,2.913978494623656
AATS8i,156.65229284300085
AATS8m,57.959053
AATS8p,1.3482551767208277
AATS8s,3.271804062126643
AATS8v,182.47086072085426
AMID_C,1.496805522544214
AMID_N,0.15040903026170338
AMID_O,0.31118443109089167
AMID_X,0.0
AMID_h,0.5419930934125248
ATS0dv,408.44444444444446
ATS0pe,320.83759999999995
ATS0se,394.5222289999999
ATS1dv,348.33333333333337
ATS1pe,346.00260000000003
ATS1se,415.27185999999995
ATS2dv,659.0
ATS2pe,626.0595000000001
ATS2se,757.9077859999999
ATS3dv,622.3333333333334
ATS3pe,843.9405
ATS3se,1039.511692
ATS4dv,604.6666666666667
ATS4pe,967.8181999999999
ATS4se,1193.40814
ATS5dv,478.0
ATS5pe,879.6396
ATS5se,1093.416454
ATS6dv,565.3333333333333
ATS6pe,768.3819
ATS6se,951.97656
ATS7dv,381.66666666666663
ATS7pe,636.8888000000002
ATS7se,790.192974
ATS8dv,318.0
ATS8pe,578.7429999999999
ATS8se,716.6753080000001
ATSC0Z,517.12
ATSC0c,1.000655329537858
ATSC0d,38.88
ATSC0i,75.4371793916292
ATSC0m,2368.1500065
ATSC0p,14.215723009339678
ATSC0s,143.34580932784635
ATSC0v,2516.9144114831824
ATSC1Z,107.65279999999997
ATSC1c,-0.6876516180755768
ATSC1d,15.987200000000003
ATSC1i,-5.898807622068684
ATSC1m,466.88571896999974
ATSC1p,-0.27712765319970156
ATSC1s,-19.41861893004115
ATSC1v,154.64841319879278
ATSC2Z,94.58719999999997
ATSC2c,0.2565757115591834
ATSC2d,3.8928000000000047
ATSC2i,16.603887000257426
ATSC2m,441.10476652999984
ATSC2p,2.5582308950508588
ATSC2s,63.1078233196159
ATSC2v,370.5449714986755
ATSC3Z,80.37599999999996
ATSC3c,-0.00013243312090028582
ATSC3d,-11.335999999999997
ATSC3i,-22.582001828581646
ATSC3m,396.12895054999984
ATSC3p,-1.444996250443336
ATSC3s,4.0984478737997225
ATSC3v,210.28095026244236
ATSC4Z,-102.45760000000001
ATSC4c,0.2225591911916633
ATSC4d,-3.5823999999999994
ATSC4i,-1.7909553960946116
ATSC4m,-464.38589919000015
ATSC4p,2.1219591765099937
ATSC4s,-69.66494595336076
ATSC4v,-223.66126962442348
ATSC5Z,-138.22880000000004
ATSC5c,-0.6524096361143614
ATSC5d,-6.7312
ATSC5i,-4.5715142690677855
ATSC5m,-639.74797807
ATSC5p,-2.1054324534150832
ATSC5s,-84.74568285322357
ATSC5v,-356.3496680511997
ATSC6Z,-86.3056
ATSC6c,0.39138604136138955
ATSC6d,-7.334400000000001
ATSC6i,-4.7977046212092755
ATSC6m,-377.6765958900002
ATSC6p,-3.9196139262180387
ATSC6s,50.89677832647462
ATSC6v,-332.1938975292312
ATSC7Z,-113.98240000000001
ATSC7c,0.06479842040863248
ATSC7d,-3.457600000000001
ATSC7i,3.7177715635957367
ATSC7m,-523.3559752099999
ATSC7p,-0.31585930901687437
ATSC7s,15.441694924554179
ATSC7v,-323.29256751400993
ATSC8Z,-184.84320000000002
ATSC8c,-0.011393593324962835
ATSC8d,-4.1168
ATSC8i,-12.87253985946129
ATSC8m,-841.2630132299998
ATSC8p,-4.2967289694378445
ATSC8s,-13.585828806584361
ATSC8v,-627.5313756804767
AXp-0d,0.7180029831341276
AXp-1d,0.4292031034184128
AXp-2d,0.267242535630625
AXp-3d,0.16453662816154502
AXp-4d,0.10313392446883445
AXp-5d,0.06382042931726518
AXp-6d,0.04077954328428757
AXp-7d,0.024797361050685002
GATS1Z,0.8134676232953484
GATS1c,1.6124629517885956
GATS1d,0.8560447239692521
GATS1i,1.2820914292727412
GATS1m,0.8047058966718215
GATS1p,1.2178054011662227
GATS1s,0.684040748400198
GATS1v,0.9496765193327903
GATS2Z,0.7683016006175359
GATS2c,0.7016951200586048
GATS2d,1.253791735607314
GATS2i,1.012428756930479
GATS2m,0.7677788667038384
GATS2p,0.9147465687702419
GATS2s,0.4208758610306773
GATS2v,0.9036407736482669
GATS3Z,0.9345706706087274
GATS3c,0.8920244331257513
GATS3d,1.250952598689224
GATS3i,1.1566076380304104
GATS3m,0.9249136516796227
GATS3p,1.0951851070642558
GATS3s,0.7279315654821203
GATS3v,0.9776520096189383
GATS4Z,1.1462880112465943
GATS4c,1.099849932610361
GATS4d,1.0276845637583891
GATS4i,1.0260888269776989
GATS4m,1.1350904459408393
GATS4p,0.970326197287517
GATS4s,1.3782837624626023
GATS4v,0.967720351708727
GATS5Z,1.4099213724976511
GATS5c,1.3732966880244288
GATS5d,1.0717048151151962
GATS5i,1.0475722156674054
GATS5m,1.3800965227901238
GATS5p,1.2404604365704575
GATS5s,1.4803185554986278
GATS5v,1.0241846692180478
GATS6Z,1.2569047575713455
GATS6c,0.7878805430887948
GATS6d,1.0908375695957395
GATS6i,1.002003826143557
GATS6m,1.235175293410049
GATS6p,1.2144778357180277
GATS6s,1.2086521785047941
GATS6v,1.024092432511379
GATS7Z,1.0258932181893932
GATS7c,0.7530514762622068
GATS7d,1.0294432220999876
GATS7i,0.9225890676729702
GATS7m,1.0317965726478873
GATS7p,0.9484965506168617
GATS7s,1.0764122781244287
GATS7v,1.0350946139149624
GATS8Z,1.08255690740445
GATS8c,0.8988769448527348
GATS8d,1.0028098588433114
GATS8i,1.0780701296388902
GATS8m,1.087095756071334
GATS8p,1.1213243431172943
GATS8s,0.8904313589448296
GATS8v,1.1243202121818703
MATS1Z,0.19639396133009523
MATS1c,-0.6483030894167535
MATS1d,0.3879183166394907
MATS1i,-0.07376883515379283
MATS1m,0.18599253604477947
MATS1p,-0.018390987366038537
MATS1s,-0.1277990051240012
MATS1v,0.05796570942865302
MATS2Z,0.09428428345411857
MATS2c,0.13216890723336305
MATS2d,0.05161002927325957
MATS2i,0.11345472760687096
MATS2m,0.09601317077497612
MATS2p,0.09276177639589739
MATS2s,0.22693238112357095
MATS2v,0.07588758749870567
MATS3Z,0.05756669416941691
MATS3c,-4.9017181630158107e-05
MATS3d,-0.10798658741045568
MATS3i,-0.110869791903755
MATS3m,0.06195318105987116
MATS3p,-0.03764731460432093
MATS3s,0.010589382864281505
MATS3v,0.030943377762551544
MATS4Z,-0.06648697587879594
MATS4c,0.07463538157607964
MATS4d,-0.030919435468279605
MATS4i,-0.007966784396005644
MATS4m,-0.06580419058392974
MATS4p,0.05009008949366881
MATS4s,-0.16308463255176625
MATS4v,-0.029819892556220733
MATS5Z,-0.09755659644431598
MATS5c,-0.23794977109755402
MATS5d,-0.06318524526148209
MATS5i,-0.02211689087633644
MATS5m,-0.09859369672036739
MATS5p,-0.054053248251332404
MATS5s,-0.21576550774885464
MATS5v,-0.05167224709071887
MATS6Z,-0.07012464639321075
MATS6c,0.16434021953827746
MATS6d,-0.07926133416329495
MATS6i,-0.026722132164484255
MATS6m,-0.06700911888874167
MATS6p,-0.11585035854825203
MATS6s,0.14918609115806258
MATS6v,-0.05545570688960136
MATS7Z,-0.10911767228703069
MATS7c,0.03205741777209406
MATS7d,-0.04402477284765515
MATS7i,0.024397531653752743
MATS7m,-0.10940485853069376
MATS7p,-0.010999510503973468
MATS7s,0.05332840537049531
MATS7v,-0.0635881080309252
MATS8Z,-0.19217602203768766
MATS8c,-0.006121576159444273
MATS8d,-0.0569272976680384
MATS8i,-0.09174150479063417
MATS8m,-0.1909895662670616
MATS8p,-0.16250100940273923
MATS8s,-0.05095516269396184
MATS8v,-0.13404605993115684
MAXsOH,9.591613695072805
MINsOH,9.591613695072805
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.9365694680650027
SdssSe,0
SdsssP,0
SpAD_A,35.77391713916141
SpAD_D,285.3406133605422
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.860084792479169
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.0447346466581222
SssssN,0
TMPC10,1257
TMWC10,138.0657667206227
TSRW10,80.44082468629362
VE1_Dt,5.2393525592217065
VE2_Dt,0.18711973425791809
VE3_Dt,2.685817350479827
VR1_Dt,171.86432324495408
VR2_Dt,6.138011544462645
VR3_Dt,6.176324764370425
Xc-3dv,1.6244088599811395
Xc-4dv,0.13941938395630132
Xc-5dv,0.3254851053837683
Xc-6dv,0.030868821883917312
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.1891500299099584
Xch-6d,0.5214238990315042
Xch-7d,1.0119269514984461
Xp-0dv,16.381557257314377
Xp-1dv,10.896062203061122
Xp-2dv,9.212885299441494
Xp-3dv,7.425051071133993
Xp-4dv,5.725136375533912
Xp-5dv,4.035822497064501
Xp-6dv,2.7379082666024264
Xp-7dv,1.8719946370161673
Xpc-4d,7.2152115008386355
Xpc-5d,11.546938346790286
Xpc-6d,17.70711217082777
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,53
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,7.9314370417470546
AATS0dv,8.168888888888889
AATS0pe,6.416751999999999
AATS0se,7.890444579999999
AATS1dv,6.572327044025158
AATS1pe,6.528350943396227
AATS1se,7.8353181132075465
AATS2dv,6.793814432989691
AATS2pe,6.454221649484537
AATS2se,7.813482329896906
AATS3dv,4.609876543209877
AATS3pe,6.2514111111111115
AATS3se,7.700086607407408
AATS4dv,4.058165548098435
AATS4pe,6.495424161073825
AATS4se,8.009450604026846
AATS5dv,3.489051094890511
AATS5pe,6.42072700729927
AATS5se,7.981141999999999
AATS6dv,4.750700280112044
AATS6pe,6.45699075630252
AATS6se,7.999803025210084
AATS7dv,3.7788778877887785
AATS7pe,6.305829702970299
AATS7se,7.823692811881188
AATS8dv,3.4193548387096775
AATS8pe,6.223043010752687
AATS8se,7.706186107526882
AATSC0Z,10.3424
AATSC0c,0.020013106590757158
AATSC0d,0.7776000000000001
AATSC0i,1.508743587832584
AATSC0m,47.36300013
AATSC0p,0.28431446018679357
AATSC0s,2.866916186556927
AATSC0v,50.33828822966365
AATSC1Z,2.031184905660377
AATSC1c,-0.012974558831614658
AATSC1d,0.301645283018868
AATSC1i,-0.11129825702016385
AATSC1m,8.80916450886792
AATSC1p,-0.005228823645277388
AATSC1s,-0.36638903641587073
AATSC1v,2.9178945886564676
AATSC2Z,0.9751257731958759
AATSC2c,0.00264511042844519
AATSC2d,0.040131958762886645
AATSC2i,0.17117409278615903
AATSC2m,4.547471819896906
AATSC2p,0.026373514381967614
AATSC2s,0.6505961166970712
AATSC2v,3.8200512525636654
AATSC3Z,0.5953777777777775
AATSC3c,-9.80986080742858e-07
AATSC3d,-0.08397037037037035
AATSC3i,-0.1672740876191233
AATSC3m,2.9342885225925914
AATSC3p,-0.010703675929209896
AATSC3s,0.030358873139257204
AATSC3v,1.5576366686106842
AATSC4Z,-0.6876348993288591
AATSC4c,0.001493685846923915
AATSC4d,-0.024042953020134223
AATSC4i,-0.0120198348731182
AATSC4m,-3.116683887181209
AATSC4p,0.014241336755100628
AATSC4s,-0.46754997284134736
AATSC4v,-1.5010823464726408
