DLiP-ID,C001D9
DLiP-Mol-ID,32188
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m1/s1"
Standard Inchi Key(RDKit),FBOZXECLQNJBKD-CYBMUJFWSA-N
Canonical SMILES(RDKit),CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),454.447
MW Monoisotopic(RDKit),454.171315804
MolLogP(RDKit),0.2684
XLogP(SDF),
XLogP(CDK),-2.668
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),10
HBA Lipinski(RDKit),13
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),7
PSA(SDF),
PSA(RDKit),210.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,2
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.294720345049274
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,15580631.75408013
qed,0.29472034504927447
Chi0,24.120591385700628
Chi1,15.633938048533212
TPSA,210.53999999999996
