DLiP-ID,C001C9
DLiP-Mol-ID,32152
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H16Cl2NO6P/c17-11-1-2-12(13(18)6-11)8-3-9(5-14(19)16(21)22)15(20)10(4-8)7-26(23,24)25/h1-4,6,14,20H,5,7,19H2,(H,21,22)(H2,23,24,25)/t14-/m0/s1"
Standard Inchi Key(RDKit),NYZFUZCCDOSQBG-AWEZNQCLSA-N
Canonical SMILES(RDKit),N[C@@H](Cc1cc(-c2ccc(Cl)cc2Cl)cc(CP(=O)(O)O)c1O)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),420.185
MW Monoisotopic(RDKit),419.009229222
MolLogP(RDKit),2.9981
XLogP(SDF),
XLogP(CDK),-0.429999999999999
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),141.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.452624872169832
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,295992.73623305984
qed,0.4526248721698323
Chi0,19.64589989101247
Chi1,11.975052867500192
TPSA,141.08
Chi0n,13.264158951146449
Chi0v,15.670444034183273
Chi1n,7.308202115263406
Chi1v,9.861734964985644
Chi2n,5.738921733211209
Chi2v,8.228153791708111
Chi3n,3.643269031368673
Chi3v,4.943705368836384
Chi4n,2.461385094926936
Chi4v,3.6638486755270376
MolMR,98.62610000000004
MolWt,420.1850000000001
fr_SH,0
