DLiP-ID,C000BX
DLiP-Mol-ID,30587
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H/b8-3+"
Standard Inchi Key(RDKit),DXDRHHKMWQZJHT-FPYGCLRLSA-N
Canonical SMILES(RDKit),O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),256.257
MW Monoisotopic(RDKit),256.073558864
MolLogP(RDKit),2.6995
XLogP(SDF),
XLogP(CDK),3.059
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),77.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.582502972574174
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,19370.371385939063
qed,0.5825029725741742
Chi0,13.828062645816686
Chi1,9.058550648063802
TPSA,77.76
Chi0n,9.946041499670372
Chi0v,9.946041499670372
Chi1n,5.595029217763333
Chi1v,5.595029217763333
Chi2n,3.9905683292103156
Chi2v,3.9905683292103156
Chi3n,2.5670207357125667
Chi3v,2.5670207357125667
Chi4n,1.5755182438793889
Chi4v,1.5755182438793889
MolMR,71.24290000000002
MolWt,256.257
fr_SH,0
Kappa1,12.700325561856753
Kappa2,5.265942183016261
Kappa3,3.1293191613704434
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,627.0938758768984
MolLogP,2.699500000000001
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.184653520912675
SMR_VSA1,20.11411936859394
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,59.66749256945914
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,3
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,109.43794399319837
NHOHCount,3
PEOE_VSA1,15.319582184522117
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.208754243757102
PEOE_VSA7,35.90493987237732
PEOE_VSA8,6.06636706846161
PEOE_VSA9,5.563451491696996
RingCount,2
SMR_VSA10,11.85926505319882
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,3
ExactMolWt,256.073558864
NumHDonors,3
PEOE_VSA10,17.248535499851716
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,21.102827130887057
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,48.54058958606515
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
