DLiP-ID,C000R1
DLiP-Mol-ID,31245
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H15ClN4O2S/c1-17-15(23)19-18-13(21)12-6-3-7-20(14(12)22)9-10-4-2-5-11(16)8-10/h2-8H,9H2,1H3,(H,18,21)(H2,17,19,23)"
Standard Inchi Key(RDKit),OHLBEDKVGBHTLP-UHFFFAOYSA-N
Canonical SMILES(RDKit),C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),350.831
MW Monoisotopic(RDKit),350.0604244
MolLogP(RDKit),1.7
XLogP(SDF),
XLogP(CDK),4.191
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.49
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.341187141587052
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,135201.49651357092
qed,0.3411871415870519
Chi0,16.81962647737941
Chi1,11.007239053047547
TPSA,75.49000000000001
Chi0n,12.284660505950757
Chi0v,13.93501664296913
Chi1n,6.669953568383042
Chi1v,7.4951316368922285
Chi2n,4.611175295750993
Chi2v,5.4712178739729564
Chi3n,3.0063819397356704
Chi3v,3.553282441398399
Chi4n,1.902084698357686
Chi4v,2.170871448356429
MolMR,94.20290000000003
MolWt,350.8310000000001
fr_SH,1
Kappa1,17.10936054961025
Kappa2,7.8450497846197305
Kappa3,4.607327965199685
fr_ArN,0
fr_COO,0
