DLiP-ID,C100M3
DLiP-Mol-ID,35876
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H14FN3O4/c22-14-5-7-15(8-6-14)25-21(28)17(20(27)24-25)11-16-9-10-18(29-16)12-1-3-13(4-2-12)19(23)26/h1-11H,(H2,23,26)(H,24,27)/b17-11-"
Standard Inchi Key(RDKit),QFFRHAQPKIJJQN-BOPFTXTBSA-N
Canonical SMILES(RDKit),NC(=O)c1ccc(-c2ccc(/C=C3/C(=O)NN(c4ccc(F)cc4)C3=O)o2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),391.358
MW Monoisotopic(RDKit),391.096834148
MolLogP(RDKit),2.646
XLogP(SDF),
XLogP(CDK),2.78
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),105.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.526758291752332
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,5305369.571155069
qed,0.5267582917523321
Chi0,20.543241116511002
Chi1,13.918723993369941
TPSA,105.64
Chi0n,14.88637446064015
Chi0v,14.88637446064015
Chi1n,8.549866772313443
Chi1v,8.549866772313443
Chi2n,6.259535929439114
Chi2v,6.259535929439114
