DLiP-ID,T0086J
DLiP-Mol-ID,21800
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H28N4O5/c1-4-14-29(19-8-6-5-7-9-19)25(33)27-20(24(31)32)15-17-10-12-18(13-11-17)22-21(34-3)16-26-28(2)23(22)30/h5-13,16,20H,4,14-15H2,1-3H3,(H,27,33)(H,31,32)/t20-/m0/s1"
Standard Inchi Key(RDKit),ZXQSUUGXCWMVCZ-FQEVSTJZSA-N
Canonical SMILES(RDKit),CCCN(C(=O)N[C@@H](Cc1ccc(-c2c(OC)cnn(C)c2=O)cc1)C(=O)O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),464.522
MW Monoisotopic(RDKit),464.205969996
MolLogP(RDKit),3.0778
XLogP(SDF),
XLogP(CDK),1.547
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),113.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.503142252492031
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,34193018.01143269
qed,0.5031422524920307
Chi0,24.66456146007064
Chi1,16.349774308148643
TPSA,113.76
Chi0n,19.394020848500816
Chi0v,19.394020848500816
Chi1n,10.907796987252466
Chi1v,10.907796987252466
Chi2n,7.745252125538256
Chi2v,7.745252125538256
Chi3n,5.360760000064608
Chi3v,5.360760000064608
Chi4n,3.59341208745119
Chi4v,3.59341208745119
MolMR,129.20450000000002
MolWt,464.52200000000016
fr_SH,0
Kappa1,24.501400761098168
Kappa2,11.131149416354322
Kappa3,5.609442540446027
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1192.177921145595
MolLogP,3.0778000000000008
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,1
BalabanJ,1.7906848679157936
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,7.04767198267719
SMR_VSA5,25.807221274690605
SMR_VSA6,18.554463678040587
SMR_VSA7,76.7114027585884
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,197.14983271373308
NHOHCount,2
PEOE_VSA1,15.160178952647085
PEOE_VSA2,9.694446914922299
PEOE_VSA3,14.270877303288827
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,49.38830667892189
PEOE_VSA7,29.680458743243218
PEOE_VSA8,25.700636286199337
PEOE_VSA9,18.870092604587605
RingCount,3
