DLiP-ID,T004T7
DLiP-Mol-ID,21409
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24N4O2S/c1-11(21)18(25)24-20-23-17-14(9-10-16(17)27-20)19(26)22-15-8-4-6-12-5-2-3-7-13(12)15/h2-3,5,7,11,14-15H,4,6,8-10,21H2,1H3,(H,22,26)(H,23,24,25)/t11-,14?,15?/m0/s1"
Standard Inchi Key(RDKit),PBFOTDPMLSLTEY-QGLTVNCISA-N
Canonical SMILES(RDKit),C[C@H](N)C(=O)Nc1nc2c(s1)CCC2C(=O)NC1CCCc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),384.505
MW Monoisotopic(RDKit),384.161997008
MolLogP(RDKit),2.6524
XLogP(SDF),
XLogP(CDK),1.017
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),97.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.754833003634474
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,2103675.831300737
qed,0.7548330036344741
Chi0,18.965890847321376
Chi1,13.024877143252588
TPSA,97.11000000000001
Chi0n,15.326294526341295
Chi0v,16.14279110726902
Chi1n,9.468723083228609
Chi1v,10.285219664156335
Chi2n,7.348838121455882
Chi2v,8.432459877581547
Chi3n,5.363800836652865
Chi3v,6.41016117598044
Chi4n,3.931201392667273
Chi4v,4.97259422944238
MolMR,105.71880000000002
