DLiP-ID,J100AQ
AATSC4m,-1.1717578131091988
AATSC4p,-0.004733498825336078
AATSC4s,-0.08626343210331013
AATSC4v,-0.4467269455867778
AATSC5Z,-2.4552615933412594
AATSC5c,0.00557739956098589
AATSC5d,-0.039164684898929845
AATSC5i,0.3439758970748401
AATSC5m,-11.27568128589895
AATSC5p,0.017624835198400173
AATSC5s,-0.05673194414314691
AATSC5v,-0.5372405621402684
AATSC6Z,-0.7831485219699694
AATSC6c,-0.003902882106579809
AATSC6d,-0.052346320825152795
AATSC6i,-0.3438372454199703
AATSC6m,-3.950863581676392
AATSC6p,-0.04486431540408171
AATSC6s,-0.6255521900844193
AATSC6v,-8.435641240057222
AATSC7Z,0.8723246135552916
AATSC7c,0.0001219131727905459
AATSC7d,0.03540428061831152
AATSC7i,0.1356076912835646
AATSC7m,4.5458173113579985
AATSC7p,0.05466827919364885
AATSC7s,0.45372662044173023
AATSC7v,7.554598768978288
AATSC8Z,0.40465219976218797
AATSC8c,-0.004459626041771667
AATSC8d,-0.06825951248513674
AATSC8i,-0.2792369697279297
AATSC8m,1.9100806071306953
AATSC8p,-0.023443727016223728
AATSC8s,-0.1362271670249616
AATSC8v,0.6169705738631395
ATS0are,206.6387
ATS1are,212.599
ATS2are,330.22400000000005
ATS3are,387.87700000000007
ATS4are,370.732
ATS5are,330.53700000000003
ATS6are,294.65200000000004
ATS7are,270.616
ATS8are,218.44309999999996
ATSC0dv,131.58024691358025
ATSC0pe,5.965496551724137
ATSC0se,4.509669793103449
ATSC1dv,22.46913580246914
ATSC1pe,-0.03941700356718214
ATSC1se,-0.09306074435196213
ATSC2dv,-9.679012345679013
ATSC2pe,-0.5587839476813324
ATSC2se,-0.6423634506539831
ATSC3dv,-31.296296296296294
ATSC3pe,-0.9367278240190253
ATSC3se,-0.6024049797859687
ATSC4dv,6.456790123456796
ATSC4pe,0.053206183115337105
ATSC4se,0.026644612366230697
ATSC5dv,-28.148148148148152
ATSC5pe,-0.7926977407847791
ATSC5se,-0.4581410713436383
ATSC6dv,-57.074074074074076
ATSC6pe,-1.690177645659928
ATSC6se,-1.0622291759809745
ATSC7dv,-5.3333333333333375
ATSC7pe,-0.2056297265160515
ATSC7se,-0.27729847324613544
ATSC8dv,-13.370370370370374
ATSC8pe,-0.4252134363852559
ATSC8se,-0.35119825445897723
AXp-0dv,0.5345365830121828
AXp-1dv,0.272905544576559
AXp-2dv,0.14175339776094875
AXp-3dv,0.07207452976070125
AXp-4dv,0.03659688225767681
AXp-5dv,0.018774778929470066
AXp-6dv,0.009766809262707236
AXp-7dv,0.004797637558819802
BertzCT,783.3803609194945
ECIndex,394
ETA_eta,11.867282543015847
GATS1dv,0.44750270885416976
GATS1pe,0.6078135568398577
GATS1se,0.6753600405180892
GATS2dv,0.7610206730468506
GATS2pe,0.7674815153501497
GATS2se,0.8418565196220293
GATS3dv,1.0842090448489399
GATS3pe,1.0607331586121107
GATS3se,1.0539762816490021
GATS4dv,0.9779003132352728
GATS4pe,1.0160731326680454
GATS4se,1.028315891881141
GATS5dv,1.0941194407956463
GATS5pe,0.9471410498148162
GATS5se,0.9575564819114923
GATS6dv,1.2115977953017056
GATS6pe,1.0818008214089516
GATS6se,1.0591793903913465
GATS7dv,1.0834631262901107
GATS7pe,0.9859380437157587
GATS7se,0.9801349328856739
GATS8dv,1.1075014073935072
GATS8pe,1.0554203150415549
GATS8se,1.084315365501491
LogEE_A,3.9822235197383846
LogEE_D,94.94126371799362
MATS1dv,0.15974672970175366
MATS1pe,-0.0061812073411256245
MATS1se,-0.019304478898798147
MATS2dv,-0.04444235941702633
MATS2pe,-0.05659187498145473
MATS2se,-0.0860583152592725
MATS3dv,-0.12317206390906897
MATS3pe,-0.0813161470089327
MATS3se,-0.06917573480700308
MATS4dv,0.027366586312917728
MATS4pe,0.004974050154553505
MATS4se,0.003295029578621152
MATS5dv,-0.1292456370801276
MATS5pe,-0.0802819258332687
MATS5se,-0.061377789646611496
MATS6dv,-0.2925349229970281
MATS6pe,-0.1910800282114165
MATS6se,-0.15885578136572223
MATS7dv,-0.029386376430850087
MATS7pe,-0.024990635805673216
MATS7se,-0.04458006956759825
MATS8dv,-0.09208751641959093
MATS8pe,-0.06459641261761606
MATS8se,-0.07057577000209139
MAXaaCH,1.665956242230593
MAXaasC,0.384063453570729
MAXdssC,-0.4672918241370614
MAXssNH,2.5830007558578987
MDEC-22,4.848205623514902
MDEC-23,13.910800040709487
MDEC-33,6.9491023546208295
MDEN-22,0.25
MDEO-12,0.447213595499958
MDEO-22,0.33333333333333337
MINaaCH,1.1656800359032502
MINaasC,-0.559335175173018
MINdssC,-0.4672918241370614
MINssNH,2.5830007558578987
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0161064425770308
SM1_Dzi,1.45526583466218
SM1_Dzm,2.0617708344557837
SM1_Dzp,-6.047506143116207
SM1_Dzv,-2.299003726224033
SddssSe,0
SpAD_Dt,329.77792590149625
SpAbs_A,27.128969957926344
SpAbs_D,189.88252743598724
SpMAD_A,1.291855712282207
SpMAD_D,9.042025115999392
SpMax_A,2.410690052900924
SpMax_D,94.94126371799362
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,68.27000000000001
TpiPC10,8.112422373482861
VAdjMat,5.523561956057013
VE1_DzZ,4.530079203890384
VE1_Dzi,4.525160882736216
VE1_Dzm,4.530558804650798
VE1_Dzp,4.508964519977015
VE1_Dzv,4.5235423353374635
VE2_DzZ,0.21571805732811353
VE2_Dzi,0.21548385155886743
VE2_Dzm,0.2157408954595618
VE2_Dzp,0.21471259618938165
VE2_Dzv,0.21540677787321255
VE3_DzZ,2.2526767683739846
VE3_Dzi,2.2515904754450804
VE3_Dzm,2.252782633051595
VE3_Dzp,2.248004875425238
VE3_Dzv,2.2512327341473477
VR1_DzZ,111.16546558100941
VR1_Dzi,111.80991907923062
VR1_Dzm,111.11953188604387
VR1_Dzp,113.14360420581738
VR1_Dzv,112.09604209970801
VR2_DzZ,5.293593599095686
VR2_Dzi,5.324281860915744
VR2_Dzm,5.291406280287804
VR2_Dzp,5.387790676467494
VR2_Dzv,5.337906766652763
VR3_DzZ,5.452957116989848
VR3_Dzi,5.458737623153759
VR3_Dzm,5.452543830478002
VR3_Dzp,5.470595190295885
VR3_Dzv,5.4612933673127175
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0656360239006558
Xch-6dv,0.07005043008393055
Xch-7dv,0.09777916196930117
Xpc-4dv,0.9880003206664619
Xpc-5dv,1.139689753001903
Xpc-6dv,1.2018888810912998
Zagreb1,110.0
Zagreb2,129.0
fragCpx,109.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,23
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,2
AATS0are,7.125472413793103
AATS1are,6.858032258064516
AATS2are,6.879666666666668
AATS3are,6.926375000000001
AATS4are,7.129461538461539
AATS5are,6.886187500000001
AATS6are,6.852372093023257
AATS7are,6.7654
AATS8are,6.826346874999999
AATSC0dv,4.537249893571733
AATSC0pe,0.20570677764565992
AATSC0se,0.1555058549346017
AATSC1dv,0.7248108323377142
AATSC1pe,-0.0012715162441026496
AATSC1se,-0.0030019594952245847
AATSC2dv,-0.20164609053497942
AATSC2pe,-0.011641332243361092
AATSC2se,-0.013382571888624649
AATSC3dv,-0.5588624338624338
AATSC3pe,-0.01672728257176831
AATSC3se,-0.010757231781892298
AATSC4dv,0.12416904083570761
AATSC4pe,0.0010231958291410982
AATSC4se,0.0005123963916582827
AATSC5dv,-0.5864197530864198
AATSC5pe,-0.016514536266349564
AATSC5se,-0.009544605652992465
AATSC6dv,-1.3273040482342808
AATSC6pe,-0.03930645687581228
AATSC6se,-0.024703004092580805
AATSC7dv,-0.13333333333333344
AATSC7pe,-0.005140743162901288
AATSC7se,-0.006932461831153386
AATSC8dv,-0.4178240740740742
AATSC8pe,-0.013287919887039246
AATSC8se,-0.010974945451843039
AETA_eta,0.5651086925245641
ATSC0are,6.574255172413788
ATSC1are,-0.038476218787158255
ATSC2are,-0.657212009512485
ATSC3are,-1.359851367419737
ATSC4are,0.17989417360285404
ATSC5are,-0.3442120095124851
ATSC6are,-2.170081807372175
ATSC7are,-0.22857954815695622
ATSC8are,-0.8223436385255645
BCUTZ-1h,17.001102787218905
BCUTZ-1l,5.698898502619392
BCUTc-1h,0.459577680023571
BCUTc-1l,-0.5277848912113154
BCUTd-1h,3.224565551763135
BCUTd-1l,0.9779627196473542
BCUTi-1h,17.424771191658568
BCUTi-1l,10.959526860056418
BCUTm-1h,35.45051726829743
BCUTm-1l,11.71091158096703
BCUTp-1h,2.207842739694673
BCUTp-1l,0.5458595577484704
BCUTs-1h,8.001918395598288
BCUTs-1l,1.3000449072586073
BCUTv-1h,22.455861553582867
BCUTv-1l,13.304120627705709
BalabanJ,1.5281233070004037
Diameter,11
ETA_beta,31.0
GATS1are,0.6330441151494064
GATS2are,0.792096700959263
GATS3are,1.0883666380982457
GATS4are,1.0212107415865654
GATS5are,0.8913766421160079
GATS6are,1.1206270792479849
GATS7are,0.9787907270470922
GATS8are,1.0650322456877248
HybRatio,0.0
Lipinski,True
LogEE_Dt,164.88896295074812
MATS1are,-0.0054749749054838
MATS2are,-0.06039704554617615
MATS3are,-0.10711612576239693
MATS4are,0.015260374625851489
MATS5are,-0.031632697082769064
MATS6are,-0.22261739255999466
MATS7are,-0.02520744450400574
MATS8are,-0.11335868518473842
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.650865668845911
SM1_Dzse,1.5492945595428553
SMR_VSA1,18.125198105773336
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,59.1951475560444
SMR_VSA8,0.0
SMR_VSA9,11.520494837748885
SpAD_DzZ,140.77690323733054
SpAD_Dzi,140.42390377780885
SpAD_Dzm,140.57763110257864
SpAD_Dzp,198.1263257451273
SpAD_Dzv,176.50161848904315
SpAbs_Dt,329.77792590149625
SpDiam_A,4.731404188643593
SpDiam_D,143.49268218336047
SpMAD_Dt,15.703710757214107
SpMax_Dt,164.88896295074812
SsssssAs,0
VE1_Dzpe,4.527206869862483
VE1_Dzse,4.527317737683188
VE2_Dzpe,0.21558127951726108
VE2_Dzse,0.21558655893729467
VE3_Dzpe,2.2520425090382843
VE3_Dzse,2.2520669979707275
VMcGowan,192.7099999999999
VR1_Dzpe,111.55271690756368
VR1_Dzse,111.54605597574091
VR2_Dzpe,5.312034138455413
VR2_Dzse,5.311716951225757
VR3_Dzpe,5.45643462127334
VR3_Dzse,5.456374908422941
mZagreb1,6.527777777777778
mZagreb2,4.611111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2266984542211651
AATSC1are,-0.001241168347972847
AATSC2are,-0.013691916864843438
AATSC3are,-0.024283060132495305
AATSC4are,0.0034595033385164237
AATSC5are,-0.007171083531510106
AATSC6are,-0.05046701877609709
AATSC7are,-0.0057144887039239055
AATSC8are,-0.02569823870392389
AETA_beta,1.4761904761904763
BCUTdv-1h,7.004061888966524
BCUTdv-1l,0.7740089695425485
BCUTpe-1h,3.98866998988651
BCUTpe-1l,2.2453886366298543
BCUTse-1h,4.009956403817926
BCUTse-1l,2.4413851617792406
ETA_alpha,9.8
ETA_dBeta,3.0
ETA_eta_B,0.26634651683225563
ETA_eta_F,21.65045820960701
ETA_eta_L,3.684141336052733
ETA_eta_R,33.517740752622856
ETA_psi_1,0.5000000000000002
LabuteASA,122.85038237435086
LogEE_DzZ,70.4844566873594
LogEE_Dzi,70.28125026198359
LogEE_Dzm,70.38699511483482
LogEE_Dzp,98.19923342354704
LogEE_Dzv,87.92238014077527
PEOE_VSA1,14.257034478033027
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,16.757603147357962
PEOE_VSA7,30.33183534230805
PEOE_VSA8,5.687386274683562
PEOE_VSA9,17.48263988099346
SM1_Dzare,1.7353300383194648
SpAD_Dzpe,141.73720048908763
SpAD_Dzse,142.89838629874833
SpAbs_DzZ,138.95280693214175
SpAbs_Dzi,139.10723468930502
SpAbs_Dzm,138.71221939521388
SpAbs_Dzp,202.44597299021032
SpAbs_Dzv,178.14376400777456
SpDiam_Dt,242.82953350628446
SpMAD_DzZ,6.703662058920502
SpMAD_Dzi,6.68685256084804
SpMAD_Dzm,6.694172909646602
SpMAD_Dzp,9.434586940244158
SpMAD_Dzv,8.40483897566872
SpMax_DzZ,70.4844566873594
SpMax_Dzi,70.28125026198359
SpMax_Dzm,70.38699511483482
SpMax_Dzp,98.19923342354704
SpMax_Dzv,87.92238014077527
VE1_Dzare,4.526269348218451
VE2_Dzare,0.21553663562945002
VE3_Dzare,2.2518354014864888
VR1_Dzare,111.62599999797403
VR2_Dzare,5.315523809427335
VR3_Dzare,5.457091342434392
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4666666666666667
AETA_dBeta,0.14285714285714285
AETA_eta_B,0.012683167468202649
AETA_eta_F,1.0309742004574767
AETA_eta_L,0.1754353017167968
AETA_eta_R,1.5960828929820408
BCUTare-1h,4.107716182476486
BCUTare-1l,2.194685190773023
ETA_beta_s,14.0
ETA_dPsi_A,0.21399999999999975
ETA_dPsi_B,0.0
ETA_eta_BR,0.5243465168322556
ETA_eta_FL,6.4637257094881075
ETA_eta_RL,10.14786704554084
LogEE_Dzpe,70.94721289544124
LogEE_Dzse,71.52296908078098
PEOE_VSA10,11.38067233274289
PEOE_VSA11,5.760247418874442
PEOE_VSA12,5.760247418874442
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,11.063842986476951
SlogP_VSA3,0.0
SlogP_VSA4,5.817220841045895
SlogP_VSA5,10.357988675768818
SlogP_VSA6,51.732087783586884
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.520494837748885
SlogP_VSA9,0.0
SpAD_Dzare,140.55431987576463
SpAbs_Dzpe,140.24356012203657
SpAbs_Dzse,141.4966436020191
SpDiam_DzZ,109.81997772518571
SpDiam_Dzi,108.36642760243816
SpDiam_Dzm,109.7141635296977
SpDiam_Dzp,150.44683008966228
SpDiam_Dzv,135.90245910199445
SpMAD_Dzpe,6.749390499480363
SpMAD_Dzse,6.804685061845158
SpMax_Dzpe,70.94721289544124
SpMax_Dzse,71.52296908078098
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.024968881753916934
AETA_eta_FL,0.30779646235657654
AETA_eta_RL,0.4832317640733733
DetourIndex,1674
EState_VSA1,11.7244005703974
EState_VSA2,16.346332224312764
EState_VSA3,11.447633693558004
EState_VSA4,0.0
EState_VSA5,30.659107772636965
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,10.473451861131776
EState_VSA9,20.54118576425921
ETA_beta_ns,17.0
ETA_shape_p,0.1360544217687075
ETA_shape_x,0.0
ETA_shape_y,0.3571428571428571
GhoseFilter,True
LogEE_Dzare,70.3597947016118
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,138.98425936490406
SpDiam_Dzpe,110.07400563910731
SpDiam_Dzse,111.02254445923836
SpMAD_Dzare,6.6930628512268875
SpMax_Dzare,70.3597947016118
TopoPSA(NO),68.27000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,23.26679291960467
VSA_EState9,28.34846579557919
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8095238095238095
EState_VSA10,9.184952231746642
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0333333333333333
FilterItLogS,-5.308888458861035
SpDiam_Dzare,109.06990478928759
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.7586206896551724
ETA_epsilon_2,0.933333333333333
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.6243902439024392
ETA_epsilon_5,0.9045454545454543
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.3162478082992399
ETA_dEpsilon_B,0.13423044575273313
ETA_dEpsilon_C,-0.18201736254650674
ETA_dEpsilon_D,0.028787878787878696
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,0.0,0.0,0.0,4.848205623514902,13.910800040709487,0.0,6.9491023546208295,0.0,0.0,0.0,0.447213595499958,0.33333333333333337,0.0,0.0,0.0,0.25,0.0,0.0"
APolDescriptor,37.317344
BCUTDescriptor,"11.993717680914395,34.96885360714597,-0.3619090694939287,0.23974396514767377,4.4930484437320315,9.452524466787912"
BPolDescriptor,15.818655999999997
TPSADescriptor,68.27000000000001
ALOGPDescriptor,"3.5113999999999996,12.329929959999998,72.7283"
XLogPDescriptor,3.069
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,306.02074808
ChiPathDescriptor,"14.819626477379408,10.14786704554084,9.149781432929966,7.772986810351181,6.268447968499541,4.252094843460196,2.909092373303049,1.8645993041967543,11.225268243255838,6.276827525260859,4.536108728350359,3.0271302499494515,1.93963475965687,1.0513876200503236,0.5664749372370198,0.27826297841154846"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.2874574785652648,0.5428960325590739,0.0,0.0,0.0656360239006558,0.07005043008393055,0.09777916196930117"
AtomCountDescriptor,29
BondCountDescriptor,23
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.3500631200610547,0.0,0.38648864883113704,0.0,0.5347076449328736,0.0,0.0772051988718424,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,1,0,0,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"42.696212786675716,2.033152989841701,19.816675643533912,8.678593496785615,6.110652435504871"
FractionalPSADescriptor,0.2230894487655878
WienerNumbersDescriptor,"967.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.342930658878889,4.931133445620176,6.411364337688421,0.988000320666462,1.1396897530019034,1.121164098778257"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.673469387755102"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,541.07
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"33.25836175606723,27.91393105610146,40.77612660482329,41.50029084944577,38.593881109055"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.49494269961595727,-0.1426948966846859,-0.0664764374075869,-0.11660141358003062,0.024174735123421234"
EccentricConnectivityIndexDescriptor,394
AutocorrelationDescriptorPolarizability,"1182.7986081345252,1380.742558315956,1886.9246912162318,1670.934656880531,1526.1463348897703"
