DLiP-ID,C001PY
DLiP-Mol-ID,32740
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H8N4O5/c18-13(19)7-3-1-2-4-8(7)14-9-5-6-10(17(20)21)12-11(9)15-22-16-12/h1-6,14H,(H,18,19)"
Standard Inchi Key(RDKit),OQGYGSMIHWVJIQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1ccccc1Nc1ccc([N+](=O)[O-])c2nonc12
SMILES(SDF),
MW(SDF),
MW(RDKit),300.23
MW Monoisotopic(RDKit),300.049469356
MolLogP(RDKit),2.5728
XLogP(SDF),
XLogP(CDK),3.82
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),131.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.554672516244684
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,143236.50752254768
qed,0.5546725162446836
Chi0,15.689869965382487
Chi1,10.575387400469408
TPSA,131.39
Chi0n,10.885949158993041
Chi0v,10.885949158993041
Chi1n,6.066881951284656
Chi1v,6.066881951284656
Chi2n,4.32653244987815
Chi2v,4.32653244987815
Chi3n,3.0176439600722067
Chi3v,3.0176439600722067
Chi4n,2.0253687450932625
Chi4v,2.0253687450932625
MolMR,75.14240000000001
MolWt,300.23
fr_SH,0
Kappa1,13.491100893571792
Kappa2,5.127384395356509
Kappa3,2.197801467112972
fr_ArN,0
fr_COO,1
fr_C_O,1
