DLiP-ID,C00204
DLiP-Mol-ID,27390
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H19N5OS/c25-15-11-24(9-8-21-15)18-16-13-5-1-2-6-14(13)26-19(16)23-17(22-18)12-4-3-7-20-10-12/h3-4,7,10H,1-2,5-6,8-9,11H2,(H,21,25)"
Standard Inchi Key(RDKit),MWZLSFBFOCNQAE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1CN(c2nc(-c3cccnc3)nc3sc4c(c23)CCCC4)CCN1
SMILES(SDF),
MW(SDF),
MW(RDKit),365.462
MW Monoisotopic(RDKit),365.131031228
MolLogP(RDKit),2.5683
XLogP(SDF),
XLogP(CDK),1.994
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.01
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.755730396086716
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2179413.525981888
qed,0.7557303960867161
Chi0,17.509860921691395
Chi1,12.79282633568371
TPSA,71.01
Chi0n,14.364499507991898
Chi0v,15.180996088919624
Chi1n,9.037490234203075
Chi1v,9.853986815130801
Chi2n,6.775080211827651
Chi2v,7.858701967953314
Chi3n,5.0532048771689375
Chi3v,6.238888705910566
Chi4n,3.8105485809343964
Chi4v,5.066326182342722
MolMR,102.51070000000004
MolWt,365.4620000000003
fr_SH,0
Kappa1,15.694462469146675
Kappa2,6.318550055479144
Kappa3,2.628593044253996
fr_ArN,0
fr_COO,0
