DLiP-ID,P0003P
MATS3v,-0.184156511931401
MATS4Z,-0.16797150647409323
MATS4c,0.056758114371077514
MATS4d,-0.011466360254236602
MATS4i,-0.04599204698002234
MATS4m,-0.1667756410761995
MATS4p,-0.059335967996918815
MATS4s,-0.05984313653511137
MATS4v,-0.10859048578657861
MATS5Z,-0.006585185714626067
MATS5c,-0.16496408187537906
MATS5d,0.008261886204208896
MATS5i,0.12193885068364538
MATS5m,0.0012743905167605972
MATS5p,0.15740620286390636
MATS5s,-0.15004593090213036
MATS5v,0.19222554508359202
MATS6Z,-0.13034871847529084
MATS6c,0.1576809103659966
MATS6d,-0.045546858704840126
MATS6i,0.17637077950933275
MATS6m,-0.13363816934284728
MATS6p,-0.00010146068174642603
MATS6s,-0.051112180005836935
MATS6v,-0.055941711872518445
MATS7Z,-0.027232418835667523
MATS7c,-0.053851694715630775
MATS7d,0.0031176929072486434
MATS7i,0.08543217401549075
MATS7m,-0.03261251024726905
MATS7p,-0.006963233228082553
MATS7s,0.01855095524258931
MATS7v,-0.08224436302201074
MATS8Z,0.08628638958704381
MATS8c,-0.033464416752440086
MATS8d,0.03541571018268401
MATS8i,-0.11491047709803649
MATS8m,0.08126809245158449
MATS8p,-0.08819061492684578
MATS8s,0.04494502464419084
MATS8v,-0.10330451247690041
MAXaaN,3.9380419555700525
MAXdsN,4.051374893327905
MAXsOH,9.602757637332834
MINaaN,3.9380419555700525
MINdsN,4.051046649758771
MINsOH,9.602757637332834
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.7468589797731657
SdssSe,0
SdsssP,0
SpAD_A,34.12019429250503
SpAD_D,331.74816976958425
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,647
TMWC10,131.2783573783391
TSRW10,62.10364888965432
VE1_Dt,5.11878050214701
VE2_Dt,0.18958446304248186
VE3_Dt,2.6261680005171706
VR1_Dt,161.31009402931093
VR2_Dt,5.974447927011516
VR3_Dt,6.076580335410423
Xc-3dv,1.1541039576549668
Xc-4dv,0.05103103630798288
Xc-5dv,0.17613839797591516
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.24095096150485465
Xch-7d,0.3787113921468348
Xp-0dv,15.180948795405035
Xp-1dv,9.38078896475346
Xp-2dv,7.394290612247861
Xp-3dv,5.039923438887366
Xp-4dv,3.2156227023966677
Xp-5dv,2.171413060147593
Xp-6dv,1.1996896368769085
Xp-7dv,0.6443260984714825
Xpc-4d,4.8889496766753275
Xpc-5d,6.51912298040037
Xpc-6d,9.19493333856018
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,0
nHBAcc,7
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,7.500149368936859
AATS0dv,9.101010101010102
AATS0pe,6.538413636363634
AATS0se,7.948871659090907
AATS1dv,7.615942028985507
AATS1pe,6.691363043478261
AATS1se,7.979563043478259
AATS2dv,7.844748858447488
AATS2pe,6.636553424657536
AATS2se,7.948548794520546
AATS3dv,5.797101449275361
AATS3pe,6.597497826086959
AATS3se,7.987017608695651
AATS4dv,5.099656357388316
AATS4pe,6.625911340206186
AATS4se,8.104433505154638
AATS5dv,4.898039215686274
AATS5pe,6.460527058823528
AATS5se,7.959938258823529
AATS6dv,5.553990610328638
AATS6pe,6.539677464788732
AATS6se,7.934062845070421
AATS7dv,4.298245614035088
AATS7pe,6.187398684210526
AATS7se,7.612278289473684
AATS8dv,3.707762557077625
AATS8pe,5.995816438356163
AATS8se,7.466811397260275
AATSC0Z,10.202479338842972
AATSC0c,0.023393737926945542
AATSC0d,0.6627066115702478
AATSC0i,1.7234067648643439
AATSC0m,46.57940472107437
AATSC0p,0.2776485342116172
AATSC0s,2.1314712695841695
AATSC0v,47.91954349200485
AATSC1Z,1.8904060366510962
AATSC1c,-0.014489459637400831
AATSC1d,0.1589337046352856
AATSC1i,0.08810800865391348
AATSC1m,8.11706878781891
AATSC1p,-0.00048515567873335736
AATSC1s,-0.5956866927367906
AATSC1v,3.6304736561444124
AATSC2Z,0.7234235254160526
AATSC2c,0.0036187599989472912
AATSC2d,-0.10448743348805618
AATSC2i,-0.1934343559739203
AATSC2m,3.376483298228238
AATSC2p,-0.008580860111540968
AATSC2s,0.47703139083534774
AATSC2v,-1.2786875165997547
AATSC3Z,-0.9416097736255844
AATSC3c,-0.0010760984148394629
AATSC3d,-0.11453467481135465
AATSC3i,-0.4915112420639323
AATSC3m,-4.404402968109951
AATSC3p,-0.05339804776043937
AATSC3s,-0.1445154425266918
AATSC3v,-8.824695982832681
AATSC4Z,-1.7137258243162647
AATSC4c,0.0013277844528245888
