DLiP-ID,C001SO
DLiP-Mol-ID,32857
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H16O5/c1-22-15-9-11(10-16(23-2)19(15)24-3)8-14-17(20)12-6-4-5-7-13(12)18(14)21/h4-10H,1-3H3"
Standard Inchi Key(RDKit),LUMDPXXCOXMGKB-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(C=C2C(=O)c3ccccc3C2=O)cc(OC)c1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),324.332
MW Monoisotopic(RDKit),324.099773612
MolLogP(RDKit),3.175
XLogP(SDF),
XLogP(CDK),2.775
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),61.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.638376328953143
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,352437.0336200445
qed,0.6383763289531428
Chi0,17.26722023457211
Chi1,11.600085410374724
TPSA,61.83000000000001
Chi0n,13.582693336646699
Chi0v,13.582693336646699
Chi1n,7.304766674309751
Chi1v,7.304766674309751
Chi2n,5.220518030083594
Chi2v,5.220518030083594
Chi3n,3.903627894123735
