DLiP-ID,T0017Z
DLiP-Mol-ID,15891
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H28N4O2/c26-20(27)12-17(18-13-22-15-23-14-18)6-3-1-2-4-8-19-10-9-16-7-5-11-24-21(16)25-19/h9-10,13-15,17H,1-8,11-12H2,(H,24,25)(H,26,27)/t17-/m0/s1"
Standard Inchi Key(RDKit),DMDDFJFCCZFCKL-KRWDZBQOSA-N
Canonical SMILES(RDKit),O=C(O)C[C@H](CCCCCCc1ccc2c(n1)NCCC2)c1cncnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),368.481
MW Monoisotopic(RDKit),368.221226136
MolLogP(RDKit),3.9812
XLogP(SDF),
XLogP(CDK),3.112
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),88.0
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.616797334303137
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1648768.6171048204
qed,0.6167973343031372
Chi0,18.89913045768216
Chi1,13.220346690612276
TPSA,88.0
Chi0n,15.73227209946693
Chi0v,15.73227209946693
Chi1n,9.915159247078732
Chi1v,9.915159247078732
Chi2n,7.260135647855045
Chi2v,7.260135647855045
Chi3n,5.16028966642825
Chi3v,5.16028966642825
Chi4n,3.6772723497720956
Chi4v,3.6772723497720956
MolMR,104.86250000000005
MolWt,368.48100000000017
fr_SH,0
Kappa1,19.266820932716268
Kappa2,9.995274102079396
Kappa3,6.014048442906574
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,736.2163955992833
MolLogP,3.981200000000003
NOCount,6
fr_Ar_N,3
fr_COO2,1
fr_urea,0
