DLiP-ID,T000JK
AATSC3v,-8.464209847164843
AATSC4Z,0.4586105935586905
AATSC4c,-0.003856885495506034
AATSC4d,0.04365184988022358
AATSC4i,-0.01027673876970811
AATSC4m,2.2788787811418683
AATSC4p,0.012967967698311622
AATSC4s,-0.13113981216543932
AATSC4v,4.855507094140081
AATSC5Z,-0.1174163783160325
AATSC5c,0.00036989105369028823
AATSC5d,-0.03829296424452132
AATSC5i,0.24556891643015735
AATSC5m,-0.4390453426803297
AATSC5p,0.030670457208512126
AATSC5s,-0.09222938939904764
AATSC5v,4.330279972445616
AATSC6Z,-1.1374422566876858
AATSC6c,0.0028245633210823343
AATSC6d,-0.12785203660442976
AATSC6i,-0.043260761134002165
AATSC6m,-5.445386349072592
AATSC6p,-0.021158591234214742
AATSC6s,-0.14957825517860174
AATSC6v,-7.422855150218204
AATSC7Z,-1.037333818976507
AATSC7c,-0.0021910655207236208
AATSC7d,-0.028115937968423873
AATSC7i,-0.10583113349798033
AATSC7m,-4.952311818174494
AATSC7p,-0.023012636834595195
AATSC7s,-0.01728131975283566
AATSC7v,-6.324167938557165
AATSC8Z,0.15817523764069538
AATSC8c,0.0003980179443897761
AATSC8d,0.08007530260244729
AATSC8i,-0.05564617515936713
AATSC8m,0.7024848616347805
AATSC8p,-0.009057517615620772
AATSC8s,-0.0013678874891178677
AATSC8v,-0.9375915367752258
ATS0are,420.1094
ATS1are,454.17699999999996
ATS2are,817.9559000000002
ATS3are,1127.3357
ATS4are,1342.5770000000002
ATS5are,1225.6528999999998
ATS6are,1219.6376999999995
ATS7are,1457.7170000000003
ATS8are,1497.0549000000003
ATSC0dv,274.1176470588234
ATSC0pe,8.345176470588232
ATSC0se,5.291143764705882
ATSC1dv,120.08304498269896
ATSC1pe,0.836412802768175
ATSC1se,0.5214633044982685
ATSC2dv,90.71280276816607
ATSC2pe,2.2293515570934317
ATSC2se,1.1899042214532862
ATSC3dv,20.799307958477517
ATSC3pe,0.5533166089965467
ATSC3se,0.4385198131487884
ATSC4dv,-8.941176470588221
ATSC4pe,-2.2890294117647065
ATSC4se,-2.451617705882353
ATSC5dv,-99.30795847750868
ATSC5pe,-1.910832525951541
ATSC5se,-1.0666225017301083
ATSC6dv,-123.66435986159168
ATSC6pe,-1.1082083044982556
ATSC6se,0.07265974048442721
ATSC7dv,-61.98615916955018
ATSC7pe,-2.6865557093425685
ATSC7se,-1.0180634982698922
ATSC8dv,137.51903114186848
ATSC8pe,1.4618138408304218
ATSC8se,0.8057569031141936
AXp-0dv,0.6006430360770155
AXp-1dv,0.32193552278132936
AXp-2dv,0.19116347440470047
AXp-3dv,0.09843513646230694
AXp-4dv,0.05375847290901709
AXp-5dv,0.03023476236871967
AXp-6dv,0.01764303236474041
AXp-7dv,0.009974161411920491
BertzCT,1076.8427425479042
ECIndex,888
ETA_eta,41.53881874952376
GATS1dv,0.43031795925769223
GATS1pe,0.6361639832226506
GATS1se,0.617683547459969
GATS2dv,0.7378909806216676
GATS2pe,0.6275377036357314
GATS2se,0.5943829779975003
GATS3dv,0.8793828139578282
GATS3pe,0.8352307939958883
GATS3se,0.801027064690095
GATS4dv,1.0573126444371082
GATS4pe,1.1855066790147286
GATS4se,1.2588114702093522
GATS5dv,1.2785077583360849
GATS5pe,1.3410791974916374
GATS5se,1.428249145181643
GATS6dv,1.1259476917714215
GATS6pe,1.0584738132923732
GATS6se,1.072207671213316
GATS7dv,0.9123716355927788
GATS7pe,0.9155030381780449
GATS7se,0.8398301169362923
GATS8dv,0.6939297518622665
GATS8pe,0.7473140727546959
GATS8se,0.6791139568939306
LogEE_A,4.462061272332235
LogEE_D,215.88294427126692
MATS1dv,0.4195611436861514
MATS1pe,0.09599214822586626
MATS1se,0.0943897323441149
MATS2dv,0.17047730524125376
MATS2pe,0.13761887918004917
MATS2se,0.11585036994376927
MATS3dv,0.02804161224108978
MATS3pe,0.024503564856983108
MATS3se,0.030628854040546875
MATS4dv,-0.010036315615714745
MATS4pe,-0.08439806450633423
MATS4se,-0.1425672676924881
MATS5dv,-0.12633432375921652
MATS5pe,-0.07984751444643674
MATS5se,-0.07029678787803749
MATS6dv,-0.15572209755778746
MATS6pe,-0.045838306259954525
MATS6se,0.0047400941409632144
MATS7dv,-0.062254348317144825
MATS7pe,-0.0886282726863967
MATS7se,-0.05297088929739034
MATS8dv,0.1307056057093056
MATS8pe,0.04563782619362125
MATS8se,0.039675542928536096
MAXaaCH,1.7007532951089046
MAXaaaC,0.590653480436701
MAXaasC,0.47537787641815576
MAXdssC,-0.08991376522040273
MAXsCH3,1.9546146614007573
MAXssNH,3.145169593880813
MAXsssN,1.882537687914672
MDEC-11,2.3713960313051317
MDEC-12,4.048667890082483
MDEC-13,9.089014795169295
MDEC-14,2.532478420560591
MDEC-22,5.392183253302026
MDEC-23,18.695394099499723
MDEC-24,1.0505333005659392
MDEC-33,12.855546127282528
MDEC-34,2.452411910209427
MDEN-22,1.4353375641914745
MDEN-23,0.9572486291641958
MDEO-11,0.4256950235911152
MDEO-12,0.3080093718011149
MINaaCH,1.6520522669221194
MINaaaC,0.5223862131414647
MINaasC,0.47537787641815576
MINdssC,-0.20984434083933512
MINsCH3,1.7142068247523938
MINssNH,2.921853950441604
MINsssN,1.882537687914672
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8571428571428572
SM1_Dzi,2.044034256259092
SM1_Dzm,1.8520633872879002
SM1_Dzp,-7.438267966447516
SM1_Dzv,-3.5119256816926754
SddssSe,0
SpAD_Dt,749.2320317834615
SpAbs_A,43.00455142599299
SpAbs_D,431.76588854253396
SpMAD_A,1.2648397478233233
SpMAD_D,12.698996721839231
SpMax_A,2.5178337332904874
SpMax_D,215.88294427126692
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,129.45999999999998
TpiPC10,8.289452173868922
VAdjMat,6.20945336562895
VE1_DzZ,5.75071162293997
VE1_Dzi,5.7506156050648
VE1_Dzm,5.750713948925931
VE1_Dzp,5.744351780294292
VE1_Dzv,5.748462887567552
VE2_DzZ,0.16913857714529323
VE2_Dzi,0.16913575309014117
VE2_Dzm,0.16913864555664504
VE2_Dzp,0.16895152294983212
VE2_Dzv,0.16907243786963388
VE3_DzZ,2.973099039284974
VE3_Dzi,2.973082342451075
VE3_Dzm,2.973099443754132
VE3_Dzp,2.971992504580204
VE3_Dzv,2.972707926792676
VR1_DzZ,231.0158533230379
VR1_Dzi,231.22764766843343
VR1_Dzm,231.0158426715588
VR1_Dzp,231.73427816483903
VR1_Dzv,231.15717868504495
VR2_DzZ,6.79458392126582
VR2_Dzi,6.800813166718631
VR2_Dzm,6.794583607987024
VR2_Dzp,6.815714063671736
VR2_Dzv,6.798740549560145
VR3_DzZ,6.6662617688931
VR3_Dzi,6.667178144611795
VR3_Dzm,6.666261722785964
VR3_Dzp,6.669366794132948
VR3_Dzv,6.666873337966258
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.19117305863812378
Xch-6dv,0.33981911530908854
Xch-7dv,0.46736863569709736
Xpc-4dv,3.4658667739117144
Xpc-5dv,4.602866313777352
Xpc-6dv,5.695037715988933
Zagreb1,184.0
Zagreb2,220.0
fragCpx,247.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,10
nBondsD,3
nBondsM,13
nBondsO,37
nBondsS,58
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,10
naHRing,1
AATS0are,6.178079411764706
AATS1are,6.396859154929577
AATS2are,6.196635606060608
AATS3are,6.12682445652174
AATS4are,6.075009049773756
AATS5are,6.285399487179486
AATS6are,6.19105431472081
AATS7are,5.901688259109313
AATS8are,5.735842528735634
AATSC0dv,4.031141868512109
AATSC0pe,0.12272318339100341
AATSC0se,0.07781093771626296
AATSC1dv,1.6913104927140699
AATSC1pe,0.011780462010819366
AATSC1se,0.007344553584482655
AATSC2dv,0.6872182027891369
AATSC2pe,0.016889026947677514
AATSC2se,0.009014425920100653
AATSC3dv,0.11303971716563868
AATSC3pe,0.003007155483676884
AATSC3se,0.002383259854069502
AATSC4dv,-0.0404578120841096
AATSC4pe,-0.010357599148256591
AATSC4se,-0.011093292786797979
AATSC5dv,-0.5092715819359419
AATSC5pe,-0.009799141158725851
AATSC5se,-0.005469858983231325
AATSC6dv,-0.6277378673177243
AATSC6pe,-0.0056254228654733784
AATSC6se,0.0003688311699717117
AATSC7dv,-0.25095610999817886
AATSC7pe,-0.01087674376252052
AATSC7se,-0.0041217145678943004
AATSC8dv,0.5268928396240171
AATSC8pe,0.00560081931352652
AATSC8se,0.0030871911996712396
AETA_eta,1.2217299632212872
ATSC0are,8.895747058823524
ATSC1are,0.9059258650519175
ATSC2are,2.275255709342571
ATSC3are,0.783528546712811
ATSC4are,-3.261201470588228
ATSC5are,-2.0174658304497957
ATSC6are,-0.5121054498269709
ATSC7are,-2.55117828719725
ATSC8are,1.5417796712802239
BCUTZ-1h,8.044072904806256
BCUTZ-1l,5.689159619967836
BCUTc-1h,0.4355316336201646
BCUTc-1l,-0.407662734723315
BCUTd-1h,4.022046686632455
BCUTd-1l,0.977225740503808
BCUTi-1h,14.589015312031751
BCUTi-1l,10.953047804008095
BCUTm-1h,16.021906533218864
BCUTm-1l,11.702789838907156
BCUTp-1h,1.9919907758203277
BCUTp-1l,0.6876327852246336
BCUTs-1h,7.010449024504853
BCUTs-1l,1.145789956439664
BCUTv-1h,20.89193236805474
BCUTv-1l,14.662015654218816
BalabanJ,1.4102360249898747
Diameter,16
ETA_beta,35.0
GATS1are,0.636714134279018
GATS2are,0.6269332251761397
GATS3are,0.8237764344040837
GATS4are,1.2215394147622838
GATS5are,1.367492073381008
GATS6are,1.0424316317120874
GATS7are,0.8911848103872345
GATS8are,0.7222456866234725
HybRatio,0.625
Lipinski,True
LogEE_Dt,374.6160158917307
MATS1are,0.09753506947042345
MATS2are,0.131759751966236
MATS3are,0.03255093650746273
MATS4are,-0.11280071248648417
MATS5are,-0.0790857183045904
MATS6are,-0.01987099703073489
MATS7are,-0.07895331034171958
MATS8are,0.04515525454236288
MAXssCH2,0.9533402112758173
MAXsssCH,0.33705792810951496
MAXssssC,-0.4616258021819992
MINssCH2,0.6261280513251112
MINsssCH,-0.6587277372432501
MINssssC,-0.4616258021819992
NsssssAs,0
RotRatio,0.16216216216216217
SM1_Dzpe,2.0019889840881273
SM1_Dzse,1.8355571595482632
SMR_VSA1,19.012650489108815
SMR_VSA2,0.0
SMR_VSA3,31.16360205712036
SMR_VSA4,11.332896515558172
SMR_VSA5,71.12477698413235
SMR_VSA6,13.592428388589765
SMR_VSA7,23.762552697081826
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,370.0895263342396
SpAD_Dzi,354.25311567842584
SpAD_Dzm,370.16676716985125
SpAD_Dzp,517.8721977594519
SpAD_Dzv,469.61816435245447
SpAbs_Dt,749.2320317834615
SpDiam_A,4.9138085331300205
SpDiam_D,319.6133250564584
SpMAD_Dt,22.036236228925336
SpMax_Dt,374.6160158917307
SsssssAs,0
VE1_Dzpe,5.750648056622063
VE1_Dzse,5.75072007401965
VE2_Dzpe,0.1691367075477077
VE2_Dzse,0.1691388257064603
VE3_Dzpe,2.9730879855800763
VE3_Dzse,2.973100508855007
VMcGowan,358.8400000000014
VR1_Dzpe,231.0399679062232
VR1_Dzse,231.012776217576
VR2_Dzpe,6.795293173712447
VR2_Dzse,6.794493418164
VR3_Dzpe,6.666366148416523
VR3_Dzse,6.666248448915656
mZagreb1,12.645833333333334
mZagreb2,7.3055555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,64
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.13081980968858123
AATSC1are,0.012759519226083345
AATSC2are,0.01723678567683766
AATSC3are,0.004258307319091365
AATSC4are,-0.014756567740218227
AATSC5are,-0.01034597861769126
AATSC6are,-0.0025995200498831013
AATSC7are,-0.010328657033187248
AATSC8are,0.005907201805671356
AETA_beta,1.0294117647058822
BCUTdv-1h,6.044050586233874
BCUTdv-1l,0.9891573319963257
BCUTpe-1h,3.5369949995553736
BCUTpe-1l,2.2349693485223514
BCUTse-1h,3.7415545535881063
BCUTse-1l,2.4304279648514604
ETA_alpha,15.733333333333334
ETA_dBeta,-10.0
ETA_eta_B,0.8186395462086189
ETA_eta_F,29.617254427335148
ETA_eta_L,9.784976058900218
ETA_eta_R,71.15607317685891
ETA_psi_1,0.537585421412301
LabuteASA,198.70068776197996
LogEE_DzZ,185.09938501585933
LogEE_Dzi,177.18667649380873
LogEE_Dzm,185.13785603749292
LogEE_Dzp,258.2710973475089
LogEE_Dzv,234.4992063807838
PEOE_VSA1,20.850275542869472
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.629038936893349
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,20.771211599071872
PEOE_VSA7,73.07919828633975
PEOE_VSA8,18.150048726757532
PEOE_VSA9,12.083681658295921
SM1_Dzare,2.2568636575151233
SpAD_Dzpe,366.36009070804926
SpAD_Dzse,370.6198471534121
SpAbs_DzZ,368.3416271745758
SpAbs_Dzi,352.38018622470736
SpAbs_Dzm,368.42364868769806
SpAbs_Dzp,523.9804626614653
SpAbs_Dzv,472.51033844326025
SpDiam_Dt,550.9476524990881
SpMAD_DzZ,10.884986068654106
SpMAD_Dzi,10.419209284659583
SpMAD_Dzm,10.887257857936802
SpMAD_Dzp,15.231535228219172
SpMAD_Dzv,13.812298951542779
SpMax_DzZ,185.09938501585933
SpMax_Dzi,177.18667649380873
SpMax_Dzm,185.13785603749292
SpMax_Dzp,258.2710973475089
SpMax_Dzv,234.4992063807838
VE1_Dzare,5.750500805109344
VE2_Dzare,0.16913237662086306
VE3_Dzare,2.973062379179447
VR1_Dzare,231.06277850493774
VR2_Dzare,6.795964073674639
VR3_Dzare,6.666464873641206
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4627450980392157
AETA_dBeta,-0.29411764705882354
AETA_eta_B,0.024077633712018202
AETA_eta_F,0.8710957184510337
AETA_eta_L,0.2877934134970652
AETA_eta_R,2.0928256816723207
BCUTare-1h,3.591482167882841
BCUTare-1l,2.185943294335816
ETA_beta_s,22.5
ETA_dPsi_A,0.17641457858769893
ETA_dPsi_B,0.0
ETA_eta_BR,1.1626395462086188
ETA_eta_FL,6.3105979572642585
ETA_eta_RL,16.095574016164477
LogEE_Dzpe,183.2389273829684
LogEE_Dzse,185.36391055198686
PEOE_VSA10,17.075242264380485
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.950365812018994
SlogP_VSA2,70.69456713833749
SlogP_VSA3,9.589074368143644
SlogP_VSA4,11.332896515558172
SlogP_VSA5,57.31540234330933
SlogP_VSA6,22.82814014227818
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,361.26078502628184
SpAbs_Dzpe,364.4758657818487
SpAbs_Dzse,368.89226394442545
SpDiam_DzZ,276.3569105155875
SpDiam_Dzi,263.7260079019394
SpDiam_Dzm,276.4160102714887
SpDiam_Dzp,388.29140148900217
SpDiam_Dzv,352.6552566128249
SpMAD_Dzpe,10.77529678553086
SpMAD_Dzse,10.900583739806237
SpMax_Dzpe,183.2389273829684
SpMax_Dzse,185.36391055198686
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6617647058823529
AETA_eta_BR,0.034195280770841725
AETA_eta_FL,0.18560582227247818
AETA_eta_RL,0.47339923576954346
DetourIndex,6157
EState_VSA1,17.4986721276927
EState_VSA2,29.805220846350437
EState_VSA3,29.059515379003486
EState_VSA4,19.26246486877803
EState_VSA5,0.0
EState_VSA6,32.17051038775264
EState_VSA7,25.67112132992235
EState_VSA8,26.263692326269883
EState_VSA9,4.629038936893349
ETA_beta_ns,12.5
ETA_shape_p,0.22245762711864406
ETA_shape_x,0.03177966101694915
ETA_shape_y,0.375
GhoseFilter,True
LogEE_Dzare,180.696770856009
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,359.2576288188872
SpDiam_Dzpe,273.44163405271763
SpDiam_Dzse,276.77085846079893
SpMAD_Dzare,10.625317206655348
SpMax_Dzare,180.696770856009
TopoPSA(NO),129.45999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.719631233080364
VSA_EState9,75.19703543358628
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.36764705882352944
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.037254901960784285
FilterItLogS,-4.608957895416608
SpDiam_Dzare,269.4898859586849
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5803921568627439
ETA_epsilon_2,0.8607843137254898
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.5648148148148135
ETA_epsilon_5,0.8153153153153151
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13872549019607822
ETA_dEpsilon_B,0.015577342047930376
ETA_dEpsilon_C,-0.12314814814814784
ETA_dEpsilon_D,0.04546899841017471
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5588235294117647
MDEDescriptor,"2.3713960313051317,4.048667890082483,9.089014795169295,2.532478420560591,5.392183253302026,18.695394099499723,1.0505333005659392,12.855546127282528,2.452411910209427,0.0,0.4256950235911152,0.3080093718011149,0.0,0.0,0.0,0.0,1.4353375641914745,0.9572486291641958,0.0"
APolDescriptor,74.71896199999996
BCUTDescriptor,"11.89,15.997951035675275,-0.3095776282808162,0.23171623949273612,5.26822965446283,11.554340383401907"
BPolDescriptor,45.91903799999999
TPSADescriptor,129.45999999999998
ALOGPDescriptor,"-0.3916000000000015,0.1533505600000012,119.74980000000002"
XLogPDescriptor,3.239
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,470.26415384
ChiPathDescriptor,"24.620591385700628,16.09557401616448,15.583399580695184,12.835074384382423,10.33743789077858,7.609749499918917,5.620792813885569,4.0680229209170085,20.421863226618527,11.911614342909187,10.51399109225852,7.185764961748406,5.107054926356622,3.356058622927883,2.2759511750515125,1.4662017275523131"
ChiChainDescriptor,"0.0,0.0,0.3103012199276332,0.6054988603092419,0.9118602558063378,0.0,0.0,0.19117305863812378,0.3398191153090885,0.4673686356970974"
AtomCountDescriptor,68
BondCountDescriptor,37
SmallRingDescriptor,"4,2,2,1,0,0,3,1,0,0,0"
ChiClusterDescriptor,"3.4639606128310185,0.2886751345948129,1.02448535494061,0.11785113019775793,2.4194969483781366,0.2886751345948129,0.41823008689738705,0.07216878364870323"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,1,5,7,1,1"
ZagrebIndexDescriptor,184.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"68.67926327512089,2.0199783316212025,29.12562875404787,10.705268321009404,18.42036043303844"
FractionalPSADescriptor,0.27529208625169144
WienerNumbersDescriptor,"3545.0,55.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0"
ChiPathClusterDescriptor,"7.024753120167748,10.673518334098981,14.102450241599941,3.4658667739117153,4.6028663137773504,5.172608083323776"
FractionalCSP3Descriptor,0.625
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,4,0,0,3,5,0,0,3,1,2,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.04601899196494,11.170909090909092,5.956839932445112"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,3919.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.625
AutocorrelationDescriptorMass,"39.25775794982267,40.93120039051582,61.339735909026246,63.000512866994946,62.13856449818855"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.6941809469388471,-0.32649170851452325,-0.04075501229656315,0.278617853276089,-0.45131142399740753"
EccentricConnectivityIndexDescriptor,888
AutocorrelationDescriptorPolarizability,"2408.8976395393397,2878.7439919447224,4186.153861691192,4079.462498288445,3974.447392385196"
