DLiP-ID,T001A8
DLiP-Mol-ID,16400
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H25F3N4O5/c1-14-7-9-27-18(10-14)26-8-3-6-19(30)28-13-20(31)29-17(12-21(32)33)15-4-2-5-16(11-15)34-22(23,24)25/h2,4-5,7,9-11,17H,3,6,8,12-13H2,1H3,(H,26,27)(H,28,30)(H,29,31)(H,32,33)"
Standard Inchi Key(RDKit),DPRPMOCPAJEXJM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2cccc(OC(F)(F)F)c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),482.459
MW Monoisotopic(RDKit),482.17770456
MolLogP(RDKit),2.92912
XLogP(SDF),
XLogP(CDK),2.961
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),129.65
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.342427510989733
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,15948782.707894143
qed,0.342427510989733
Chi0,25.13961743368831
Chi1,16.01385900776041
TPSA,129.65
Chi0n,18.315649831332802
Chi0v,18.315649831332802
Chi1n,10.317071375704169
Chi1v,10.317071375704169
Chi2n,7.363747213924689
Chi2v,7.363747213924689
Chi3n,4.456289184719426
Chi3v,4.456289184719426
Chi4n,2.96611181961403
Chi4v,2.96611181961403
MolMR,115.96890000000002
MolWt,482.4590000000002
fr_SH,0
Kappa1,26.422539989701196
Kappa2,12.420698669690413
Kappa3,10.192153193046474
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1000.5004716009345
MolLogP,2.929120000000001
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.8205409874430107
SMR_VSA1,37.39824704388069
SMR_VSA2,0.0
SMR_VSA3,15.617555728959871
SMR_VSA4,0.0
SMR_VSA5,38.590401756647
SMR_VSA6,18.406301415831482
SMR_VSA7,53.721948965776726
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,193.26104660630725
NHOHCount,4
PEOE_VSA1,25.793756160659747
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,13.171245143024459
PEOE_VSA6,12.13273413692322
PEOE_VSA7,48.73693007985706
PEOE_VSA8,19.162421600451662
PEOE_VSA9,19.007418857986544
RingCount,2
SMR_VSA10,23.60152752448989
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,482.17770455999994
NumHDonors,4
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
PEOE_VSA14,12.331664146982233
SlogP_VSA1,20.687228765819043
SlogP_VSA2,47.326042333298304
