DLiP-ID,C001WH
BIC1,0.5400826848118746
BIC2,0.7608026951656625
BIC3,0.8130176835851116
BIC4,0.8248782297433929
BIC5,0.8426690489808145
CIC0,4.32141487808502
CIC1,2.5547783446725782
CIC2,1.2255212586266193
CIC3,0.9110633930116752
CIC4,0.839634821583104
CIC5,0.7324919644402481
GGI1,6.0
GGI2,3.555555555555557
GGI3,2.5069444444444446
GGI4,2.012777777777778
GGI5,1.295
GGI6,1.0155102040816326
GGI7,0.780328798185941
GGI8,0.5067082388510958
GGI9,0.2487577160493827
JGI1,0.19354838709677416
JGI2,0.08268733850129202
JGI3,0.05222800925925925
JGI4,0.04107709750566894
JGI5,0.026428571428571426
JGI6,0.01952904238618524
JGI7,0.01530056467031257
JGI8,0.011783912531420835
JGI9,0.010364904835390947
MIC0,13.84814038087963
MIC1,30.781589703103382
MIC2,37.361476350845855
MIC3,39.53516416510001
MIC4,40.000128450814294
MIC5,40.10812845081429
MPC2,43
MPC3,59
MPC4,77
MPC5,93
MPC6,107
MPC7,124
MPC8,137
MPC9,137
Mare,0.9890714285714285
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,4
NssS,0
NtCH,0
NtsC,0
RNCG,0.1566909872820755
RPCG,0.09052395156828107
SIC0,0.2558720904638803
SIC1,0.5600788346913375
SIC2,0.7889708352469001
SIC3,0.8431190438264317
SIC4,0.8554187176688672
SIC5,0.8738682284325203
SaaN,0
SaaO,0
SaaS,0
Sare,55.388
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.784614276266062
SsSH,0
SssO,21.694358747580246
SssS,0
StCH,0
StsC,0
TIC0,83.2126424624647
TIC1,182.14428833356143
TIC2,256.5826851521351
TIC3,274.192325626572
TIC4,278.19232562657197
TIC5,284.1923256265719
Vabc,375.4816667018476
WPol,48
apol,60.65541099999997
bpol,36.60858900000001
nRot,8
ABCGG,19.080168797926472
ATS0Z,1252.0
ATS0d,175.0
ATS0i,9106.200216259724
ATS0m,4933.248445000001
ATS0p,78.429572430923
ATS0s,234.0
ATS0v,11698.291773128196
ATS1Z,1418.0
ATS1d,218.0
ATS1i,8473.07718969155
ATS1m,5354.019579000002
ATS1p,98.59152004600001
ATS1s,186.11111111111111
ATS1v,14678.796051901267
ATS2Z,2038.0
ATS2d,353.0
ATS2i,15873.09764892838
ATS2m,7566.717002999999
ATS2p,143.64406021758396
ATS2s,305.8888888888889
ATS2v,21051.826898494743
ATS3Z,2295.0
ATS3d,407.0
ATS3i,18635.62014074723
ATS3m,8420.749736000002
ATS3p,173.64233257073502
ATS3s,350.72222222222206
ATS3v,24936.789650111867
ATS4Z,2556.0
ATS4d,424.0
ATS4i,21572.873991292352
ATS4m,9178.843521
ATS4p,198.27923062364104
ATS4s,465.77777777777777
ATS4v,27682.80573440958
ATS5Z,2582.0
ATS5d,463.0
ATS5i,27980.083887454057
ATS5m,9151.023921000002
ATS5p,209.70746285965794
ATS5s,502.80555555555554
ATS5v,28587.954178426706
ATS6Z,2737.0
ATS6d,458.0
ATS6i,27654.56177936602
ATS6m,9799.859000000002
ATS6p,204.29723294111102
ATS6s,563.1944444444448
ATS6v,28614.420399325067
ATS7Z,2713.0
ATS7d,432.0
ATS7i,25846.01412356752
ATS7m,9741.236379000002
ATS7p,204.40179269062105
ATS7s,505.1944444444444
ATS7v,28409.27541367173
ATS8Z,2530.0
ATS8d,395.0
ATS8i,27712.737583615817
ATS8m,8818.477370999995
ATS8p,196.00305840601695
ATS8s,535.6111111111111
ATS8v,26513.88646420612
C1SP1,0
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.4090909090909091
GGI10,0.10540353025201511
JGI10,0.00878362752100126
JGT10,0.4617314557358767
Kier1,23.658688865764827
Kier2,11.039480800432667
Kier3,5.437517954610744
MAXdO,12.953010282816827
MID_C,44.93501383467574
MID_N,2.104535796183415
MID_O,11.437652065505889
MID_X,0.0
MID_h,13.542187861689303
MINdO,12.953010282816827
MPC10,136
MWC01,31.0
MWC02,5.003946305945459
MWC03,5.8664680569332965
MWC04,6.75343791859778
MWC05,7.635786861395585
MWC06,8.531293315795018
MWC07,9.421654227536814
MWC08,10.32137518064285
MWC09,11.21601426819998
MWC10,12.118142664935231
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.528500000000002
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.459585514144159
SRW05,2.3978952727983707
SRW06,6.981934677156389
SRW07,4.59511985013459
SRW08,8.60061479955531
SRW09,6.580639137284949
SRW10,10.271354630228974
SaaCH,8.790338876291257
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.5834461270351436
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.004687080078945138
SdssS,0
SsCH3,6.943027604994145
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7708579774502393
SsssP,0
VE1_A,4.614723993376557
VE1_D,5.2939256180267495
VE2_A,0.15912841356470886
VE2_D,0.1825491592423017
VE3_A,2.593962796739821
VE3_D,2.731270790458124
VR1_A,259.5335680226615
VR1_D,182.82727274330156
VR2_A,8.949433380091776
VR2_D,6.304388715286261
VR3_A,6.623596787774584
VR3_D,6.273252579322287
WPath,2095
Xc-3d,1.7560558739553622
Xc-4d,0.0
Xc-5d,0.44870974212511405
Xc-6d,0.0
Xp-0d,20.965890847321376
Xp-1d,14.015100310547254
Xp-2d,11.946252461219665
Xp-3d,10.571899081444796
Xp-4d,8.879515822103297
Xp-5d,6.512509412369385
Xp-6d,4.7388524994177095
Xp-7d,3.530414177489081
ZMIC0,100.89854507204814
ZMIC1,53.292782050213695
ZMIC2,33.32841386148303
ZMIC3,28.61955561398163
ZMIC4,27.66771688346723
ZMIC5,26.953376462323362
nAcid,0
nAtom,56
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.219507705176107
piPC3,4.774912960575186
piPC4,5.305789381386738
piPC5,5.808892959058818
piPC6,6.0708820593876
piPC7,6.382397489604324
piPC8,6.708961293619651
piPC9,6.961059051004448
AATS0Z,22.357142857142858
AATS0d,3.125
AATS0i,162.61071814749508
AATS0m,88.09372223214288
AATS0p,1.400528079123625
AATS0s,4.178571428571429
AATS0v,208.8980673772892
AATS1Z,24.448275862068964
AATS1d,3.7586206896551726
AATS1i,146.0875377533026
AATS1m,92.31068239655175
AATS1p,1.699853793896552
AATS1s,3.2088122605363987
AATS1v,253.08269055002185
AATS2Z,20.178217821782177
AATS2d,3.495049504950495
AATS2i,157.15938266265724
AATS2m,74.91799012871286
AATS2p,1.4222184179958808
AATS2s,3.028602860286029
AATS2v,208.43392968806677
AATS3Z,19.125
AATS3d,3.3916666666666666
AATS3i,155.2968345062269
AATS3m,70.17291446666668
AATS3p,1.4470194380894585
AATS3s,2.9226851851851836
AATS3v,207.8065804175989
AATS4Z,18.127659574468087
AATS4d,3.00709219858156
AATS4i,152.99910632122234
AATS4m,65.09818100000001
AATS4p,1.4062356781818512
AATS4s,3.3033884948778565
AATS4v,196.3319555631885
AATS5Z,14.754285714285714
AATS5d,2.645714285714286
AATS5i,159.8861936425946
AATS5m,52.291565262857155
AATS5p,1.1983283591980454
AATS5s,2.8731746031746033
AATS5v,163.3597381624383
AATS6Z,16.005847953216374
AATS6d,2.6783625730994154
AATS6i,161.72258350506445
AATS6m,57.30911695906434
AATS6p,1.1947206604743335
AATS6s,3.2935347628330107
AATS6v,167.33579180891851
AATS7Z,16.644171779141104
AATS7d,2.6503067484662575
AATS7i,158.56450382556758
AATS7m,59.76218637423314
AATS7p,1.2539987281633194
AATS7s,3.099352419904567
AATS7v,174.29003321271
AATS8Z,14.709302325581396
AATS8d,2.296511627906977
AATS8i,161.1205673466036
AATS8m,51.27021727325579
AATS8p,1.1395526651512613
AATS8s,3.114018087855297
AATS8v,154.1505026988728
AMID_C,1.549483235678474
AMID_N,0.07257019986839362
AMID_O,0.39440179536227205
AMID_X,0.0
AMID_h,0.4669719952306656
ATS0dv,432.0
ATS0pe,353.9782
ATS0se,437.60181199999994
ATS1dv,411.0
ATS1pe,381.44900000000007
ATS1se,456.9098999999999
ATS2dv,579.0
ATS2pe,654.5587000000002
ATS2se,799.9176120000002
ATS3dv,581.0
ATS3pe,764.0699999999997
ATS3se,935.1754959999998
ATS4dv,635.0
ATS4pe,898.7358000000002
ATS4se,1100.2126599999997
ATS5dv,607.0
ATS5pe,1070.3195000000003
ATS5se,1336.999892
ATS6dv,713.0
ATS6pe,1078.5349
ATS6se,1339.8421839999999
ATS7dv,656.0
ATS7pe,1023.7878999999997
ATS7se,1265.987292
ATS8dv,500.0
ATS8pe,1076.9760999999999
ATS8se,1340.5206440000002
ATSC0Z,434.2142857142858
ATSC0c,1.7693128612458484
ATSC0d,33.55357142857143
ATSC0i,75.81531159730292
ATSC0m,2055.2247185535716
ATSC0p,12.731735224156552
ATSC0s,73.96825396825396
ATSC0v,2768.830294389784
ATSC1Z,25.63520408163264
ATSC1c,-0.7851681070107271
ATSC1d,19.623086734693892
ATSC1i,-16.724206360333863
ATSC1m,118.89257408737195
ATSC1p,-1.656423802329774
ATSC1s,-5.395691609977317
ATSC1v,-98.04799204818984
ATSC2Z,81.29209183673473
ATSC2c,-0.10277548710657676
ATSC2d,8.94802295918368
ATSC2i,27.521453335421942
ATSC2m,400.5303467694511
ATSC2p,4.662675254782374
ATSC2s,2.5691609977324292
ATSC2v,965.7384098723745
ATSC3Z,-3.316326530612279
ATSC3c,-0.4235540332217838
ATSC3d,-9.846938775510194
ATSC3i,22.64143762341645
ATSC3m,-1.2701850612250176
ATSC3p,2.0188108245505774
ATSC3s,-16.352607709750572
ATSC3v,457.1783756608319
ATSC4Z,-161.71811224489804
ATSC4c,0.9003496457848287
ATSC4d,-6.5545280612244845
ATSC4i,-35.161201797533664
ATSC4m,-790.3196319295286
ATSC4p,-6.589221728593897
ATSC4s,-2.725623582766431
ATSC4v,-1568.7927294545318
ATSC5Z,47.437499999999986
ATSC5c,-0.573549442315744
ATSC5d,3.8950892857142865
ATSC5i,-19.26996249821445
ATSC5m,230.29936618080364
ATSC5p,-1.0929061418944264
ATSC5s,-10.81746031746032
ATSC5v,140.36547868235715
ATSC6Z,52.309948979591816
ATSC6c,-0.1204952004567568
ATSC6d,-1.6725127551020391
ATSC6i,15.26798088345274
ATSC6m,259.0692421846297
ATSC6p,3.3397214558829345
ATSC6s,11.092970521541965
ATSC6v,631.9199561228004
ATSC7Z,22.304846938775537
ATSC7c,0.14503016049339115
ATSC7d,-17.6827168367347
ATSC7i,-21.260304591798153
ATSC7m,83.34758531728295
ATSC7p,-3.9335588985077923
ATSC7s,7.711451247165537
ATSC7v,-578.9294054526558
ATSC8Z,-86.58673469387755
ATSC8c,0.4821214020950847
ATSC8d,-22.41454081632653
ATSC8i,-27.02037491475499
ATSC8m,-441.8150573788265
ATSC8p,-6.16760425701331
ATSC8s,10.59750566893424
ATSC8v,-1345.0550442179206
AXp-0d,0.7229617533559095
AXp-1d,0.4521000100176534
AXp-2d,0.2778198246795271
AXp-3d,0.1791847301939796
AXp-4d,0.11531838730004282
AXp-5d,0.07002698292870307
AXp-6d,0.044288341116053356
AXp-7d,0.028471082076524847
GATS1Z,0.8102228701408465
GATS1c,1.4137410752503778
GATS1d,0.6358848250169753
GATS1i,1.4376564971954027
GATS1m,0.8174674047916588
GATS1p,1.2920360605327448
GATS1s,0.7663534112771941
GATS1v,1.0883541248200326
GATS2Z,0.8665931570949493
GATS2c,1.1751133616999272
GATS2d,1.1279435553986479
GATS2i,0.9004181447911157
GATS2m,0.8616414427323384
GATS2p,0.8225913869751692
GATS2s,0.714625472740407
GATS2v,0.7861080996665304
GATS3Z,0.932047485880353
GATS3c,1.0654270436577478
GATS3d,1.4957424161788184
GATS3i,0.9831400636081232
GATS3m,0.9317182404803714
GATS3p,0.9816509278164556
GATS3s,1.0578549713876968
GATS3v,0.9305504183918856
GATS4Z,1.0708181520150173
GATS4c,0.6847641756988452
GATS4d,1.1799697288809876
GATS4i,1.2701970432013874
GATS4m,1.0783810550221582
GATS4p,1.287254105076409
GATS4s,1.2548711304903661
GATS4v,1.2450923941426872
GATS5Z,0.9264681691067609
GATS5c,0.9359954370314136
GATS5d,1.0443853113358168
GATS5i,1.0667990405853731
GATS5m,0.927491112212144
GATS5p,1.0317260037443061
GATS5s,1.2583905579399144
GATS5v,0.985431670485172
GATS6Z,0.9688805003131284
GATS6c,1.144797585458136
GATS6d,1.0879869533688753
GATS6i,0.9245009376665001
GATS6m,0.9643482896119137
GATS6p,0.883129915775549
GATS6s,1.2705541123911352
GATS6v,0.8864131730270415
GATS7Z,0.9445521492576776
GATS7c,0.9757682485981933
GATS7d,1.2268632642999637
GATS7i,1.1309360859132773
GATS7m,0.9492003238723916
GATS7p,1.1163991954192194
GATS7s,1.0189767700571368
GATS7v,1.062112215528495
GATS8Z,1.0604559348424043
GATS8c,0.9791443219975663
GATS8d,1.095956533039593
GATS8i,1.0952683213449854
GATS8m,1.0638431757722342
GATS8p,1.1321444219766565
GATS8s,1.0159135143227869
GATS8v,1.1268469752520565
MATS1Z,0.057002342717438745
MATS1c,-0.42846766182788426
MATS1d,0.564662054284194
MATS1i,-0.21298480806959189
MATS1m,0.05585415021385772
MATS1p,-0.12561569275694875
MATS1s,-0.07043066449607806
MATS1v,-0.03419025969087508
MATS2Z,0.10380322454025302
MATS2c,-0.03220709561485382
MATS2d,0.14786145990863067
MATS2i,0.20127094843553847
MATS2m,0.10805447689849895
MATS2p,0.20305525054548854
MATS2s,0.019258063145370354
MATS2v,0.19338813267473495
MATS3Z,-0.0035641827054888773
MATS3c,-0.11171486579126128
MATS3d,-0.13695227958133746
MATS3i,0.1393650438368295
MATS3m,-0.00028841275760289767
MATS3p,0.0739971183453523
MATS3s,-0.10316881258941349
MATS3v,0.07705416582374588
MATS4Z,-0.1479188323014121
MATS4c,0.20210426474255253
MATS4d,-0.07758389667055429
MATS4i,-0.1841940939711772
MATS4m,-0.15272578634792716
MATS4p,-0.205549033007956
MATS4s,-0.014634888746841946
MATS4v,-0.22502882073200123
MATS5Z,0.03495969731863791
MATS5c,-0.10373282507639871
MATS5d,0.03714741883980841
MATS5i,-0.08133433563106254
MATS5m,0.035857780666302456
MATS5p,-0.02746915163163749
MATS5s,-0.04679828326180259
MATS5v,0.016222356880941827
MATS6Z,0.0394522798744407
MATS6c,-0.02230267884678373
MATS6d,-0.016323850250070784
MATS6i,0.06595027334048256
MATS6m,0.04128083342300191
MATS6p,0.08590423310009122
MATS6s,0.04911276761288063
MATS6v,0.07474078402482064
MATS7Z,0.017648002728895735
MATS7c,0.028161391859470572
MATS7d,-0.18105505800304955
MATS7i,-0.09634140612104783
MATS7m,0.013932662924564345
MATS7p,-0.10614474102269701
MATS7s,0.03581716211590618
MATS7v,-0.07183394101847199
MATS8Z,-0.06492423401951819
MATS8c,0.08871792109798286
MATS8d,-0.21749569909773872
MATS8i,-0.11603634123832589
MATS8m,-0.06999077111565764
MATS8p,-0.15772062209932197
MATS8s,0.04664637189340254
MATS8v,-0.1581624193453777
MAXsOH,10.784614276266062
MAXssO,5.537631409045099
MINsOH,10.784614276266062
MINssO,5.240887197101573
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.134917193911974
SpAD_D,299.8976516920647
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.5836849261181865
SssNH2,0
SsssAs,0
SsssCH,-0.4319850718065006
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,973
TMWC10,136.86811879998203
TSRW10,78.03027860769427
VE1_Dt,5.303330432792751
VE2_Dt,0.18287346319975004
VE3_Dt,2.7330457437460365
VR1_Dt,180.13818268088593
VR2_Dt,6.211661471754687
VR3_Dt,6.258434974926348
Xc-3dv,0.7561768219187908
Xc-4dv,0.0
Xc-5dv,0.1413442043817566
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2902636039661993
Xch-7d,0.4676703982034571
Xp-0dv,17.228197383203177
Xp-1dv,9.64023662652234
Xp-2dv,6.697896015535398
Xp-3dv,5.1917068352809865
Xp-4dv,3.620805484698551
Xp-5dv,2.2378078406746305
Xp-6dv,1.415854041748521
Xp-7dv,0.9253329115370506
Xpc-4d,4.6577022024202845
Xpc-5d,7.781739723053744
Xpc-6d,11.503804962975858
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,1
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,7.167266920895694
AATS0dv,7.714285714285714
AATS0pe,6.321039285714286
AATS0se,7.814318071428571
AATS1dv,7.086206896551724
AATS1pe,6.576706896551725
AATS1se,7.877756896551722
AATS2dv,5.732673267326732
AATS2pe,6.4807792079207935
AATS2se,7.919976356435646
AATS3dv,4.841666666666667
AATS3pe,6.367249999999998
AATS3se,7.793129133333332
AATS4dv,4.50354609929078
AATS4pe,6.374012765957448
AATS4se,7.802926666666664
AATS5dv,3.4685714285714284
AATS5pe,6.11611142857143
AATS5se,7.639999382857143
AATS6dv,4.169590643274854
AATS6pe,6.307221637426901
AATS6se,7.835334409356724
AATS7dv,4.024539877300613
AATS7pe,6.280907361963188
AATS7se,7.766793202453988
AATS8dv,2.9069767441860463
AATS8pe,6.261488953488371
AATS8se,7.7937246744186055
AATSC0Z,7.753826530612246
AATSC0c,0.03159487252224729
AATSC0d,0.5991709183673469
AATSC0i,1.3538448499518378
AATSC0m,36.70044140274235
AATSC0p,0.22735241471708129
AATSC0s,1.320861678004535
AATSC0v,49.44339811410328
AATSC1Z,0.44198627726952827
AATSC1c,-0.013537381155357365
AATSC1d,0.3383290816326533
AATSC1i,-0.28834838552299763
AATSC1m,2.0498719670236545
AATSC1p,-0.028559031074651273
AATSC1s,-0.09302916568926409
AATSC1v,-1.6904826215205144
AATSC2Z,0.8048721964033141
AATSC2c,-0.0010175790802631362
AATSC2d,0.0885942867245909
AATSC2i,0.27248963698437567
AATSC2m,3.9656469977173376
AATSC2p,0.046165101532498753
AATSC2s,0.02543723760131118
AATSC2v,9.561766434379946
AATSC3Z,-0.02763605442176899
AATSC3c,-0.003529616943514865
AATSC3d,-0.08205782312925163
AATSC3i,0.18867864686180374
AATSC3m,-0.01058487551020848
AATSC3p,0.01682342353792148
AATSC3s,-0.1362717309145881
AATSC3v,3.8098197971735988
AATSC4Z,-1.1469369662758726
AATSC4c,0.006385458480743466
AATSC4d,-0.04648601461861337
AATSC4i,-0.24937022551442314
AATSC4m,-5.605103772549848
AATSC4p,-0.04673206899711984
AATSC4s,-0.01933066370756334
AATSC4v,-11.126189570599516
