DLiP-ID,T007TQ
MIC5,37.53493926964774
MPC2,32
MPC3,40
MPC4,48
MPC5,54
MPC6,51
MPC7,52
MPC8,52
MPC9,52
Mare,0.9855454545454546
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.18612073151856529
RPCG,0.13413438010817527
SIC0,0.2871581065184971
SIC1,0.6073412469454944
SIC2,0.7574478503170564
SIC3,0.8719693248703553
SIC4,0.8917636244601256
SIC5,0.8917636244601256
SaaN,3.84709651009164
SaaO,5.2403556592517635
SaaS,0
Sare,43.364000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.3107657688362835
SssS,0
StCH,0
StsC,0
TIC0,68.9796820361044
TIC1,145.89247230258076
TIC2,181.9503287135507
TIC3,209.46010371787753
TIC4,214.2149912200411
TIC5,214.2149912200411
Vabc,287.2610398712709
WPol,29
apol,48.098652999999985
bpol,27.687346999999995
nRot,6
ABCGG,13.726105817542932
ATS0Z,972.0
ATS0d,135.0
ATS0i,7228.84879187673
ATS0m,3830.3195509999996
ATS0p,62.30778300182901
ATS0s,164.61111111111111
ATS0v,9231.660813346263
ATS1Z,1131.0
ATS1d,171.0
ATS1i,6828.462441469295
ATS1m,4278.140921000004
ATS1p,79.31051850000006
ATS1s,139.80555555555554
ATS1v,11677.373354838935
ATS2Z,1567.0
ATS2d,262.0
ATS2i,12792.722879956735
ATS2m,5723.262103999998
ATS2p,115.55100997794298
ATS2s,231.61111111111111
ATS2v,16497.173948030613
ATS3Z,1542.0
ATS3d,280.0
ATS3i,16960.66725580228
ATS3m,5436.910552999998
ATS3p,126.33642630267798
ATS3s,275.63888888888886
ATS3v,17018.317561169613
ATS4Z,1399.0
ATS4d,250.0
ATS4i,16861.94560006042
ATS4m,4873.625437
ATS4p,117.32572996607401
ATS4s,273.7777777777777
ATS4v,15436.815469702886
ATS5Z,1202.0
ATS5d,228.0
ATS5i,15944.010267341173
ATS5m,4171.42963
ATS5p,103.15831106231897
ATS5s,228.33333333333334
ATS5v,13525.246669523092
ATS6Z,1106.0
ATS6d,199.0
ATS6i,13221.975712213032
ATS6m,3861.266239999999
ATS6p,86.63823583898001
ATS6s,219.83333333333337
ATS6v,11720.762318258327
ATS7Z,1029.0
ATS7d,176.0
ATS7i,11227.853461919536
ATS7m,3641.207307
ATS7p,75.92284976873502
ATS7s,205.1666666666667
ATS7v,10567.395494674334
ATS8Z,967.0
ATS8d,163.0
ATS8i,9561.57852354414
ATS8m,3413.960802
ATS8p,72.64232252279199
ATS8s,194.8333333333334
ATS8v,10193.229681076582
C1SP1,0
C1SP2,1
C1SP3,6
C2SP1,0
C2SP2,8
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.4117647058823529
GGI10,0.06877257422711969
JGI10,0.005290198017470746
JGT10,0.295143790238787
Kier1,17.8112
Kier2,9.474609375
Kier3,5.5
MAXdO,12.073213498362307
MID_C,35.03693283237757
MID_N,6.242882892415798
MID_O,5.820501353393038
MID_X,0.0
MID_h,12.063384245808836
MINdO,12.073213498362307
MPC10,51
MWC01,25.0
MWC02,4.74493212836325
MWC03,5.556828061699537
MWC04,6.385194398997726
MWC05,7.213031659834869
MWC06,8.048468743668883
MWC07,8.883640232503673
MWC08,9.723583072257778
MWC09,10.563413984104404
MWC10,11.406753509072688
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.7937
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.187385805840755
SRW05,2.3978952727983707
SRW06,6.63200177739563
SRW07,4.59511985013459
SRW08,8.155649270366002
SRW09,6.6052979209482015
SRW10,9.71902370267014
SaaCH,11.287821389273713
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8246849262393448
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.19638091038884653
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.883971403376165
SssPH,0
SssSe,0
SsssB,0
SsssN,2.346492871840094
SsssP,0
VE1_A,3.6969655766642338
VE1_D,4.727511380433754
VE2_A,0.16073763376801017
VE2_D,0.20554397306233713
VE3_A,2.1404214916924045
VE3_D,2.3863080517663953
VR1_A,592.1606842708335
VR1_D,126.50826372990778
VR2_A,25.746116707427543
VR2_D,5.500359292604686
VR3_A,7.216687147122866
VR3_D,5.673216754897158
WPath,1473
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,15.907566626119443
Xp-1d,11.326499840494924
Xp-2d,9.497078716034894
Xp-3d,7.881564839405995
Xp-4d,6.214115124881434
Xp-5d,4.646690047705697
Xp-6d,2.8135354184098653
Xp-7d,1.9358986482104497
ZMIC0,76.65101252911998
ZMIC1,43.23231471584995
ZMIC2,30.364703314730214
ZMIC3,25.147403330518493
ZMIC4,24.72713225767
ZMIC5,24.72713225767
nAcid,0
nAtom,44
nBase,1
nRing,3
piPC1,3.481240089335692
piPC2,3.9464244321454784
piPC3,4.449977296582389
piPC4,4.939407784807888
piPC5,5.299878647114989
piPC6,5.5141845088914705
piPC7,5.784209723768815
piPC8,6.0276005796375225
piPC9,6.245985634114447
AATS0Z,22.09090909090909
AATS0d,3.0681818181818183
AATS0i,164.2920179971984
AATS0m,87.0527170681818
AATS0p,1.4160859773142958
AATS0s,3.7411616161616164
AATS0v,209.81047303059688
AATS1Z,24.58695652173913
AATS1d,3.717391304347826
AATS1i,148.4448356841151
AATS1m,93.00306350000008
AATS1p,1.7241417065217404
AATS1s,3.0392512077294684
AATS1v,253.85594249649859
AATS2Z,19.34567901234568
AATS2d,3.234567901234568
AATS2i,157.93485036983623
AATS2m,70.65755683950614
AATS2p,1.4265556787400369
AATS2s,2.8593964334705078
AATS2v,203.66881417321744
AATS3Z,14.826923076923077
AATS3d,2.6923076923076925
AATS3i,163.08333899809884
AATS3m,52.27798608653844
AATS3p,1.214773329833442
AATS3s,2.6503739316239314
AATS3v,163.63766885740012
AATS4Z,13.58252427184466
AATS4d,2.4271844660194173
AATS4i,163.70820970932445
AATS4m,47.316751815533976
AATS4p,1.139084756952175
AATS4s,2.6580366774541524
AATS4v,149.87199485148432
AATS5Z,12.520833333333334
AATS5d,2.375
AATS5i,166.08344028480388
AATS5m,43.45239197916666
AATS5p,1.0745657402324893
AATS5s,2.3784722222222223
AATS5v,140.88798614086554
AATS6Z,14.0
AATS6d,2.518987341772152
AATS6i,167.36678116725358
AATS6m,48.87678784810125
AATS6p,1.0966865296073418
AATS6s,2.7827004219409286
AATS6v,148.3640799779535
AATS7Z,15.35820895522388
AATS7d,2.626865671641791
AATS7i,167.5799024167095
AATS7m,54.34637771641791
AATS7p,1.1331768622199256
AATS7s,3.062189054726369
AATS7v,157.72232081603485
AATS8Z,16.389830508474578
AATS8d,2.76271186440678
AATS8i,162.0606529414261
AATS8m,57.863742406779664
AATS8p,1.2312258054710505
AATS8s,3.302259887005651
AATS8v,172.76660476400986
AMID_C,1.5233449057555466
AMID_N,0.2714296909745999
AMID_O,0.2530652762344799
AMID_X,0.0
AMID_h,0.5244949672090798
ATS0dv,320.0
ATS0pe,275.4080999999999
ATS0se,339.93657199999996
ATS1dv,308.0
ATS1pe,301.98060000000004
ATS1se,360.62946799999975
ATS2dv,399.0
ATS2pe,521.6041000000001
ATS2se,634.9024079999997
ATS3dv,364.0
ATS3pe,640.8273000000005
ATS3se,796.5973399999999
ATS4dv,328.0
ATS4pe,624.7513
ATS4se,782.0351560000001
ATS5dv,257.0
ATS5pe,573.5150000000001
ATS5se,723.5810400000003
ATS6dv,249.0
ATS6pe,489.7496000000001
ATS6se,611.2470159999999
ATS7dv,232.0
ATS7pe,424.5177000000001
ATS7se,526.449724
ATS8dv,208.0
ATS8pe,379.7821000000001
ATS8se,468.04899199999994
ATSC0Z,330.54545454545445
ATSC0c,0.8001504856497442
ATSC0d,20.431818181818187
ATSC0i,64.6484615354651
ATSC0m,1569.8620707954542
ATSC0p,9.728682537865154
ATSC0s,47.88131313131312
ATSC0v,2158.779656158473
ATSC1Z,26.157024793388416
ATSC1c,-0.26421473681226304
ATSC1d,5.16219008264463
ATSC1i,-11.751845197044815
ATSC1m,119.88438528202511
ATSC1p,-0.9133315203198262
ATSC1s,2.0495867768595035
ATSC1v,-60.697797525102175
ATSC2Z,-43.2314049586777
ATSC2c,-0.2510864941095378
ATSC2d,-3.1131198347107403
ATSC2i,-7.26667908676388
ATSC2m,-203.17697612345012
ATSC2p,-0.9539413251332026
ATSC2s,1.2980371900826448
ATSC2v,-206.1208889563205
ATSC3Z,-19.28925619834711
ATSC3c,0.007680398558233303
ATSC3d,-2.679752066115703
ATSC3i,12.737781121885416
ATSC3m,-91.7638421756198
ATSC3p,0.2007743042876916
ATSC3s,8.616391184573004
ATSC3v,-41.71978980335011
ATSC4Z,17.8595041322314
ATSC4c,0.19678943209378735
ATSC4d,0.21642561983470956
ATSC4i,-3.188061214598502
ATSC4m,75.03546434245855
ATSC4p,-1.169562728288281
ATSC4s,8.445764462809919
ATSC4v,-183.10632114202693
ATSC5Z,70.08264462809919
ATSC5c,-0.14242950716458058
ATSC5d,3.557851239669419
ATSC5i,-7.286290699173418
ATSC5m,340.23216260537157
ATSC5p,1.3807421465572676
ATSC5s,-3.719582185491274
ATSC5v,485.6388503011239
ATSC6Z,-6.4793388429751975
ATSC6c,-0.0030940349673290405
ATSC6d,-0.3207644628099174
ATSC6i,-3.4445874588358554
ATSC6m,-23.950745291838864
ATSC6p,0.5944441597675559
ATSC6s,-4.384125344352617
ATSC6v,126.27575469600463
ATSC7Z,-10.239669421487607
ATSC7c,0.17692685685520806
ATSC7d,-2.930268595041322
ATSC7i,16.106140550339546
ATSC7m,-41.8757848021694
ATSC7p,1.1831964617884165
ATSC7s,-7.180383379247019
ATSC7v,199.13776050343625
ATSC8Z,-78.1404958677686
ATSC8c,-0.09744372337680465
ATSC8d,-4.488119834710744
ATSC8i,-3.8694281981830976
ATSC8m,-363.80977506663214
ATSC8p,-0.2653270281569635
ATSC8s,-22.449437557392102
ATSC8v,-242.786693042164
AXp-0d,0.6916333315704106
AXp-1d,0.45305999361979693
AXp-2d,0.29678370987609043
AXp-3d,0.1970391209851499
AXp-4d,0.1294607317683632
AXp-5d,0.08604981569825364
AXp-6d,0.05516736114529148
AXp-7d,0.037228820157893264
GATS1Z,0.790426053474913
GATS1c,1.3746138014252147
GATS1d,0.8006480630652414
GATS1i,1.4285625191011
GATS1m,0.7984408559659161
GATS1p,1.2187475336493796
GATS1s,0.5512510805933462
GATS1v,1.0588196140850288
GATS2Z,1.0174167108068835
GATS2c,1.3966525032100268
GATS2d,1.2341559208448343
GATS2i,1.1945662347021118
GATS2m,1.0168392706249243
GATS2p,1.0633931379116803
GATS2s,0.6837035865040719
GATS2v,1.0201919616536896
GATS3Z,0.996924452060591
GATS3c,1.0334652412486065
GATS3d,1.1028707110464617
GATS3i,0.9208559557234164
GATS3m,0.997273592181783
GATS3p,0.9623345771815464
GATS3s,0.7956316203705583
GATS3v,0.9799194175929639
GATS4Z,0.9541892296025722
GATS4c,0.7930353905426746
GATS4d,0.9092519196086264
GATS4i,0.9715605113643248
GATS4m,0.9574364790214044
GATS4p,1.022081521201151
GATS4s,1.037073031357672
GATS4v,1.0174497804693718
GATS5Z,0.8977427690685739
GATS5c,0.9420817010667504
GATS5d,0.8769002595476454
GATS5i,0.9584659018623433
GATS5m,0.895688874623698
GATS5p,0.8818403894568139
GATS5s,0.9860143298525046
GATS5v,0.8726162058489044
GATS6Z,1.033293993956358
GATS6c,1.2026206327752151
GATS6d,1.0256403035721826
GATS6i,0.9948059251497928
GATS6m,1.0273266495521962
GATS6p,0.8716836668760789
GATS6s,1.2990835953078907
GATS6v,0.8954786075746849
GATS7Z,1.0601201911235905
GATS7c,1.3832115345650893
GATS7d,1.2093370743612302
GATS7i,0.8293010909920279
GATS7m,1.0514392017594134
GATS7p,0.8161996555901786
GATS7s,1.6749152030050691
GATS7v,0.8479746332089275
GATS8Z,1.2071726240420657
GATS8c,1.4908471511448873
GATS8d,1.3733149827491937
GATS8i,1.0336724159551482
GATS8m,1.1967055005411653
GATS8p,0.9837896964013296
GATS8s,2.6643534140997716
GATS8v,1.015838669375203
MATS1Z,0.07569235184388003
MATS1c,-0.3158495109258536
MATS1d,0.24166948783672682
MATS1i,-0.1738772298502785
MATS1m,0.07304592093650691
MATS1p,-0.0897985365252416
MATS1s,0.04094445578223493
MATS1v,-0.02689425142787047
MATS2Z,-0.07104537614255257
MATS2c,-0.17045876483616057
MATS2d,-0.08276686029744973
MATS2i,-0.06105840349247429
MATS2m,-0.07030410006690482
MATS2p,-0.05326418530342793
MATS2s,0.014726133759939999
MATS2v,-0.05186583184787999
MATS3Z,-0.0246890073622747
MATS3c,0.004060985337505833
MATS3d,-0.055489004877214
MATS3i,0.08335946619423028
MATS3m,-0.024730302565820823
MATS3p,0.00873118991809411
MATS3s,0.07613400786229226
MATS3v,-0.008176230608373698
MATS4Z,0.02308094887158619
MATS4c,0.10506197268503256
MATS4d,0.004524984610732504
MATS4i,-0.021066088739766304
MATS4m,0.020418344620180762
MATS4p,-0.05135526086039579
MATS4s,0.07535088631083837
MATS4v,-0.036233515448736806
MATS5Z,0.09717638430509722
MATS5c,-0.08158489178539559
MATS5d,0.07981090100111225
MATS5i,-0.051657066919617155
MATS5m,0.09933340265690568
MATS5p,0.0650489054445273
MATS5s,-0.03560488195067066
MATS5v,0.1031066197143847
MATS6Z,-0.010917547450947614
MATS6c,-0.0021536698567447368
MATS6d,-0.008743892651469281
MATS6i,-0.029675948381237514
MATS6m,-0.008497342444117968
MATS6p,0.034031619581897564
MATS6s,-0.05099674949045978
MATS6v,0.03257896186079669
MATS7Z,-0.020343825427318864
MATS7c,0.14521114933993534
MATS7d,-0.09418425115800305
MATS7i,0.1636104971002091
MATS7m,-0.017517790832754405
MATS7p,0.07986945190633322
MATS7s,-0.09848258837661286
MATS7v,0.060579150065385445
MATS8Z,-0.17629729074602385
MATS8c,-0.09082028531250716
MATS8d,-0.1638166701231123
MATS8i,-0.04463641048686978
MATS8m,-0.17282777226345422
MATS8p,-0.020338931122392385
MATS8s,-0.34965526920109885
MATS8v,-0.0838720441390078
MAXaaN,3.84709651009164
MAXaaO,5.2403556592517635
MAXssO,5.3107657688362835
MINaaN,3.84709651009164
MINaaO,5.2403556592517635
MINssO,5.3107657688362835
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.72794494609398
SpAD_D,264.91776001238316
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.048645549784202
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,480
TMWC10,120.52584579050281
TSRW10,70.22419923287802
VE1_Dt,4.708210213437175
VE2_Dt,0.20470479188857282
VE3_Dt,2.3822169615991227
VR1_Dt,128.53898346784564
VR2_Dt,5.588651455123723
VR3_Dt,5.689141354552635
Xc-3dv,0.4159535401854044
Xc-4dv,0.0
Xc-5dv,0.0328180119503279
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.34020690871988585
Xch-7d,0.38275700785488515
Xp-0dv,13.033021145835097
Xp-1dv,7.932050103594896
Xp-2dv,5.505895791391518
Xp-3dv,3.841479537487679
Xp-4dv,2.540600472936952
Xp-5dv,1.6228976774910697
Xp-6dv,0.7791965085926439
Xp-7dv,0.45699512613491855
Xpc-4d,2.3527896300685818
Xpc-5d,3.352269771632012
Xpc-6d,4.391398444581002
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,46
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.343001313190591
AATS0dv,7.2727272727272725
AATS0pe,6.259274999999997
AATS0se,7.72583118181818
AATS1dv,6.695652173913044
AATS1pe,6.564795652173914
AATS1se,7.8397710434782555
AATS2dv,4.925925925925926
AATS2pe,6.439556790123459
AATS2se,7.838301333333329
AATS3dv,3.5
AATS3pe,6.161800961538466
AATS3se,7.659589807692307
AATS4dv,3.1844660194174756
AATS4pe,6.065546601941747
AATS4se,7.592574330097089
AATS5dv,2.6770833333333335
AATS5pe,5.974114583333335
AATS5se,7.537302500000003
AATS6dv,3.151898734177215
AATS6pe,6.199362025316457
AATS6se,7.737303999999999
AATS7dv,3.462686567164179
AATS7pe,6.336085074626867
AATS7se,7.857458567164178
AATS8dv,3.5254237288135593
AATS8pe,6.436984745762714
AATS8se,7.9330337627118634
AATSC0Z,7.512396694214874
AATSC0c,0.01818523831022146
AATSC0d,0.46435950413223154
AATSC0i,1.469283216715116
AATSC0m,35.67868342716941
AATSC0p,0.22110642131511715
AATSC0s,1.0882116620752982
AATSC0v,49.06317400360165
AATSC1Z,0.5686309737693134
AATSC1c,-0.005743798626353544
AATSC1d,0.11222152353575282
AATSC1i,-0.2554748955879308
AATSC1m,2.606182288739676
AATSC1p,-0.019855033050431004
AATSC1s,0.04455623427955442
AATSC1v,-1.319517337502221
AATSC2Z,-0.5337210488725642
AATSC2c,-0.003099833260611578
AATSC2d,-0.038433578206305434
AATSC2i,-0.0897120874909121
AATSC2m,-2.5083577299191373
AATSC2p,-0.011777053396706205
AATSC2s,0.016025150494847467
AATSC2v,-2.5447023327940803
AATSC3Z,-0.18547361729179915
AATSC3c,7.384998613685869e-05
AATSC3d,-0.025766846789574065
AATSC3i,0.12247866463351362
AATSC3m,-0.8823446363040366
AATSC3p,0.0019305221566124193
AATSC3s,0.08284991523627888
AATSC3v,-0.4011518250322126
AATSC4Z,0.1733932440022466
AATSC4c,0.0019105770106192946
AATSC4d,0.002101219610045724
AATSC4i,-0.030952050627169922
AATSC4m,0.7284996538102773
AATSC4p,-0.011354977944546417
AATSC4s,0.08199771323116425
AATSC4v,-1.7777312732235624
AATSC5Z,0.7300275482093666
