DLiP-ID,J1008J
ATS1m,5065.393150000001
ATS1p,100.59117574000001
ATS1s,148.43827160493828
ATS1v,13916.720350801976
ATS2Z,2000.0
ATS2d,317.0
ATS2i,14079.282202030085
ATS2m,7507.365982999998
ATS2p,148.71407238788603
ATS2s,232.33641975308646
ATS2v,20000.99133366094
ATS3Z,2143.0
ATS3d,344.0
ATS3i,17078.176409928674
ATS3m,7828.897564
ATS3p,169.640169228433
ATS3s,268.91358024691357
ATS3v,22165.784094086357
ATS4Z,2324.0
ATS4d,345.0
ATS4i,18288.93576123059
ATS4m,8348.515652
ATS4p,184.912748253339
ATS4s,316.54629629629636
ATS4v,23775.02303761828
ATS5Z,1956.0
ATS5d,342.0
ATS5i,22308.73343446606
ATS5m,6803.517634999999
ATS5p,178.206392010017
ATS5s,368.08024691358025
ATS5v,22812.056959865473
ATS6Z,1732.0
ATS6d,300.0
ATS6i,20789.369480264413
ATS6m,6004.958084
ATS6p,159.266435397168
ATS6s,331.7037037037037
ATS6v,20070.390477357607
ATS7Z,1437.0
ATS7d,268.0
ATS7i,17764.625233656283
ATS7m,4927.783842
ATS7p,138.183581962621
ATS7s,240.44444444444446
ATS7v,16812.98604589751
ATS8Z,1210.0
ATS8d,219.0
ATS8i,14450.107478562835
ATS8m,4195.952741
ATS8p,115.92147405637601
ATS8s,199.48765432098767
ATS8v,14462.67984029303
C1SP1,0
C1SP2,4
C1SP3,6
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2857142857142857
GGI10,0.17692276298336904
JGI10,0.010407221351962885
JGT10,0.44991074411598064
Kier1,20.727040816326532
Kier2,9.467455621301776
Kier3,4.7162691349234604
MAXdO,12.967223009574202
MID_C,42.25362950710708
MID_N,6.37957942896883
MID_O,1.7876978208863665
MID_X,0.0
MID_h,10.198553296016199
MINdO,12.967223009574202
MPC10,86
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.765191102784844
MWC04,6.647688373563329
MWC05,7.5256399750415355
MWC06,8.414717399827001
MWC07,9.299906815335225
MWC08,10.192231560934287
MWC09,11.081634727650705
MWC10,11.976263176268846
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,5.254140000000005
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,3.044522437723423
SRW06,6.870053411798126
SRW07,5.351858133476067
SRW08,8.464003362902119
SRW09,7.4127640174265625
SRW10,10.105080549819894
SaaCH,15.934564766388567
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.8904408004146465
SaasN,2.003027837295514
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.06376002561518446
SdssS,0
SsCH3,8.354329255500792
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.052775415721844
SssPH,0
SssSe,0
SsssB,0
SsssN,2.2798942848744437
SsssP,0
VE1_A,3.956646697246915
VE1_D,5.019709641529291
VE2_A,0.15217871912488135
VE2_D,0.19306575544343427
VE3_A,2.330908317937059
VE3_D,2.5688835367254472
VR1_A,448.022927127035
VR1_D,154.0596554915954
VR2_A,17.2316510433475
VR2_D,5.925371365061362
VR3_A,7.060355852755789
VR3_D,5.992851345753439
WPath,1779
Xc-3d,1.615172630351904
Xc-4d,0.0
Xc-5d,0.4755358497697133
Xc-6d,0.0
Xp-0d,18.681433796945203
Xp-1d,12.545243855508332
Xp-2d,10.928212464908658
Xp-3d,9.617374981614507
Xp-4d,7.936412570857755
Xp-5d,5.459644704321409
Xp-6d,3.7256302010165805
Xp-7d,2.6330820599127067
ZMIC0,86.73862042182445
ZMIC1,44.27183235622285
ZMIC2,32.37188778697081
ZMIC3,27.098744537196453
ZMIC4,26.522677816887203
ZMIC5,26.522677816887203
nAcid,0
nAtom,51
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.23410650459726
piPC3,4.8283137373023015
piPC4,5.404927101606295
piPC5,5.752771031842849
piPC6,6.024203965434881
piPC7,6.305818978475576
piPC8,6.573199953911451
piPC9,6.685704879959186
AATS0Z,24.470588235294116
AATS0d,3.1176470588235294
AATS0i,161.02204039076128
AATS0m,96.61466449019609
AATS0p,1.6150083651220586
AATS0s,3.1493047150273
AATS0v,219.88351139029865
AATS1Z,25.264150943396228
AATS1d,3.7169811320754715
AATS1i,145.73603600956415
AATS1m,95.57345566037738
AATS1p,1.8979467120754718
AATS1s,2.8007221057535525
AATS1v,262.57962926041466
AATS2Z,21.978021978021978
AATS2d,3.4835164835164836
AATS2i,154.71738683549543
AATS2m,82.49852728571426
AATS2p,1.6342205756910553
AATS2s,2.553147469814137
AATS2v,219.7911135567136
AATS3Z,19.660550458715598
AATS3d,3.1559633027522938
AATS3i,156.6805175222814
AATS3m,71.82474829357798
AATS3p,1.556331827783789
AATS3s,2.4670970664854455
AATS3v,203.35581737693906
AATS4Z,19.366666666666667
AATS4d,2.875
AATS4i,152.4077980102549
AATS4m,69.57096376666667
AATS4p,1.5409395687778251
AATS4s,2.6378858024691363
AATS4v,198.12519198015235
AATS5Z,14.071942446043165
AATS5d,2.460431654676259
AATS5i,160.4944851400436
AATS5m,48.94617003597122
AATS5p,1.282060374172784
AATS5s,2.648059330313527
AATS5v,164.1155176968739
AATS6Z,13.426356589147288
AATS6d,2.3255813953488373
AATS6i,161.15790294778614
AATS6m,46.55006266666667
AATS6p,1.2346235302106048
AATS6s,2.5713465403387885
AATS6v,155.58442230509772
AATS7Z,13.063636363636364
AATS7d,2.4363636363636365
AATS7i,161.49659303323892
AATS7m,44.798034927272724
AATS7p,1.2562143814783726
AATS7s,2.185858585858586
AATS7v,152.84532768997735
AATS8Z,13.444444444444445
AATS8d,2.433333333333333
AATS8i,160.55674976180927
AATS8m,46.62169712222222
AATS8p,1.2880163784041778
AATS8s,2.2165294924554186
AATS8v,160.69644266992256
AMID_C,1.6251395964271953
AMID_N,0.24536843957572424
AMID_O,0.06875760849562948
AMID_X,0.0
AMID_h,0.39225204984677686
ATS0dv,298.44444444444446
ATS0pe,303.7672999999999
ATS0se,379.01290899999987
ATS1dv,320.33333333333337
ATS1pe,335.8165
ATS1se,403.7303079999999
ATS2dv,432.3333333333333
ATS2pe,561.2953
ATS2se,688.1440999999999
ATS3dv,416.3333333333333
ATS3pe,667.5520000000001
ATS3se,824.7498560000001
ATS4dv,409.66666666666663
ATS4pe,732.2076000000001
ATS4se,904.493292
ATS5dv,368.66666666666663
ATS5pe,826.4390999999999
ATS5se,1037.050902
ATS6dv,296.0
ATS6pe,761.7070000000001
ATS6se,958.780092
ATS7dv,236.0
ATS7pe,639.2176
ATS7se,808.0437
ATS8dv,208.66666666666669
ATS8pe,523.1750000000001
ATS8se,659.9506140000001
ATSC0Z,494.74509803921563
ATSC0c,0.6194533218783054
ATSC0d,30.352941176470594
ATSC0i,79.85028071646758
ATSC0m,2279.0275925098044
ATSC0p,14.706563791212744
ATSC0s,41.886199198472255
ATSC0v,2737.8039556147646
ATSC1Z,38.81391772395231
ATSC1c,-0.30046802449436905
ATSC1d,17.809688581314884
ATSC1i,-14.233037924818323
ATSC1m,178.08916299961533
ATSC1p,-0.025967472548537263
ATSC1s,-2.507089443808937
ATSC1v,-7.223396251147854
ATSC2Z,177.29796232218376
ATSC2c,0.11500547681651398
ATSC2d,6.54671280276817
ATSC2i,4.266650810805387
ATSC2m,819.0327288158397
ATSC2p,3.77323401326375
ATSC2s,7.416180676525701
ATSC2v,714.2952432221161
ATSC3Z,-1.8473663975394317
ATSC3c,-0.3359741901413043
ATSC3d,-11.577854671280273
ATSC3i,14.550248126456742
ATSC3m,11.100425890810996
ATSC3p,2.161530996864095
ATSC3s,-0.47867813845998775
ATSC3v,383.33571404961845
ATSC4Z,-134.92964244521346
ATSC4c,0.2975516290490175
ATSC4d,-13.006920415224913
ATSC4i,-43.91607211281924
ATSC4m,-651.527777434833
ATSC4p,-9.942067865602258
ATSC4s,4.4127879748688
ATSC4v,-1446.2727268088415
ATSC5Z,-80.10918877354861
ATSC5c,0.03489878907648281
ATSC5d,1.7439446366782003
ATSC5i,15.064382745086245
ATSC5m,-352.2412879384852
ATSC5p,-0.14251917960842375
ATSC5s,1.3704389311064804
ATSC5v,50.559784887940125
ATSC6Z,1.6839677047289499
ATSC6c,-0.18180085260674095
ATSC6d,-1.9515570934256057
ATSC6i,-6.141744299500754
ATSC6m,-3.3737068581313707
ATSC6p,1.2075956837387027
ATSC6s,-15.620822475685994
ATSC6v,-107.48868153842466
ATSC7Z,-32.05805459438676
ATSC7c,0.023391718301530827
ATSC7d,-0.878892733564014
ATSC7i,4.894086749988525
ATSC7m,-148.97142966820448
ATSC7p,0.3486066071400784
ATSC7s,-2.8006754814677715
ATSC7v,-100.60140876559998
ATSC8Z,-16.41291810841984
ATSC8c,-0.08041438532106371
ATSC8d,2.906574394463668
ATSC8i,10.37632220331544
ATSC8m,-64.5386987820069
ATSC8p,0.36488777042311593
ATSC8s,-0.8333879182270829
ATSC8v,169.79127758757446
AXp-0d,0.7185166844978924
AXp-1d,0.44804442341101186
AXp-2d,0.2802105760232989
AXp-3d,0.18145990531348127
AXp-4d,0.11671194957143757
AXp-5d,0.07279526272428545
AXp-6d,0.046570377512707255
AXp-7d,0.03097743599897302
GATS1Z,0.8084971464806595
GATS1c,1.6269654848885542
GATS1d,0.6060772268538831
GATS1i,1.3291592035027158
GATS1m,0.8126312755558859
GATS1p,0.9853216582102488
GATS1s,0.6424300692698384
GATS1v,0.993443917999375
GATS2Z,0.7840645404056945
GATS2c,1.2092763493270322
GATS2d,1.1766334440753043
GATS2i,1.0790259836380784
GATS2m,0.7810670076739118
GATS2p,0.8443847786170698
GATS2s,0.5484421741990192
GATS2v,0.8240988773478852
GATS3Z,1.148307013665478
GATS3c,1.6786352477076099
GATS3d,1.4432650593841119
GATS3i,1.020131574929643
GATS3m,1.1266366194380102
GATS3p,1.0090231386929276
GATS3s,0.9290631381676635
GATS3v,0.9086105548791147
GATS4Z,1.3209664315155358
GATS4c,0.961450843374282
GATS4d,1.2766472868217051
GATS4i,1.3071191824200548
GATS4m,1.3017494627607955
GATS4p,1.4419794578306195
GATS4s,1.121559882667742
GATS4v,1.2309395107308752
GATS5Z,0.9829929334908738
GATS5c,1.074299566937506
GATS5d,0.9421532541408731
GATS5i,0.891900254001199
GATS5m,0.9863889290850103
GATS5p,0.9275383060069441
GATS5s,1.555797573813263
GATS5v,0.9513224978475077
GATS6Z,0.8335668254413001
GATS6c,1.0586111134327028
GATS6d,0.9258007331290186
GATS6i,0.9557398814556792
GATS6m,0.8506997905223015
GATS6p,0.8323191186688503
GATS6s,1.8212286667417028
GATS6v,0.9662627547428742
GATS7Z,0.995462111604312
GATS7c,0.939789130607817
GATS7d,0.9284707540521492
GATS7i,0.9393699331669931
GATS7m,0.9977828983135169
GATS7p,0.9510368821777977
GATS7s,0.822408399409299
GATS7v,0.9933938894236006
GATS8Z,0.9539143415768336
GATS8c,1.11895238533249
GATS8d,0.7961886304909559
GATS8i,0.8972881267645714
GATS8m,0.9558429028598304
GATS8p,0.9385198457939434
GATS8s,0.7133266860893336
GATS8v,0.9463313433655557
MATS1Z,0.07549188810854138
MATS1c,-0.466749629494302
MATS1d,0.564611671785871
MATS1i,-0.1715202755855301
MATS1m,0.0751938316978967
MATS1p,-0.0016990758873935172
MATS1s,-0.05759611378331864
MATS1v,-0.0025388287011141085
MATS2Z,0.20084037712446082
MATS2c,0.10404919402119435
MATS2d,0.12087912087912092
MATS2i,0.029946042562424287
MATS2m,0.20140973458669884
MATS2p,0.1437908706514204
MATS2s,0.09922888965881684
MATS2v,0.14621912986665303
MATS3Z,-0.0017470897593270457
MATS3c,-0.25377042538933575
MATS3d,-0.17847237038617444
MATS3i,0.08525848876068753
MATS3m,0.002278944436097922
MATS3p,0.06876919409423414
MATS3s,-0.005347075518295942
MATS3v,0.06551196323258558
MATS4Z,-0.11590837032339896
MATS4c,0.20414684671055167
MATS4d,-0.18212209302325577
MATS4i,-0.2337415783699182
MATS4m,-0.12149888238293138
MATS4p,-0.2873124478884488
MATS4s,0.044774530160464975
MATS4v,-0.22451056352416457
MATS5Z,-0.0594095427526083
MATS5c,0.02067079346143143
MATS5d,0.021080809770788012
MATS5i,0.06921978881911574
MATS5m,-0.05670822488870805
MATS5p,-0.0035556375049098816
MATS5s,0.012004500928480152
MATS5v,0.0067757636199095184
MATS6Z,0.0013456518853873264
MATS6c,-0.11602933287014472
MATS6d,-0.025419145484045426
MATS6i,-0.030408552674552197
MATS6m,-0.0005852456933083613
MATS6p,0.032463161086638784
MATS6s,-0.14743935043503884
MATS6v,-0.015521756103911743
MATS7Z,-0.03004229838012336
MATS7c,0.017507777954346868
MATS7d,-0.013424947145877377
MATS7i,0.028416638786062973
MATS7m,-0.03030615871614529
MATS7p,0.010990106320458708
MATS7s,-0.031000544828631776
MATS7v,-0.0170364540679118
MATS8Z,-0.0187988797294441
MATS8c,-0.07356188121449479
MATS8d,0.05426356589147286
MATS8i,0.07363675947603104
MATS8m,-0.01604716390007752
MATS8p,0.014059690591805351
MATS8s,-0.011274671913398114
MATS8v,0.035143150809722884
MAXaaS,1.6453710154350485
MINaaS,1.6453710154350485
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.37310863175012
SpAD_D,283.6450015158339
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.936133640410128
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,708
TMWC10,129.8085479098442
TSRW10,76.65262534669016
VE1_Dt,5.0294074904153385
VE2_Dt,0.19343874963135918
VE3_Dt,2.570813627054635
VR1_Dt,152.84482794173428
VR2_Dt,5.878647228528242
VR3_Dt,5.984934655315393
Xc-3dv,1.0258558242404805
Xc-4dv,0.0
Xc-5dv,0.3142448739287776
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.22290498742924503
Xch-6d,0.4145233492556467
Xch-7d,0.6418623859166751
Xp-0dv,16.56043606874547
Xp-1dv,9.760516691070492
Xp-2dv,7.43019669694833
Xp-3dv,5.907171846099212
Xp-4dv,4.1862423507510425
Xp-5dv,2.476505379978
Xp-6dv,1.4477825810280163
Xp-7dv,0.8092310438798146
Xpc-4d,4.299425440477209
Xpc-5d,7.005658342698222
Xpc-6d,10.179389075539527
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,53
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.8875127111763215
AATS0dv,5.851851851851852
AATS0pe,5.956221568627449
AATS0se,7.4316256666666645
AATS1dv,6.0440251572327055
AATS1pe,6.336160377358491
AATS1se,7.617552981132074
AATS2dv,4.750915750915751
AATS2pe,6.16808021978022
AATS2se,7.562023076923076
AATS3dv,3.8195718654434248
AATS3pe,6.124330275229359
AATS3se,7.5665124403669735
AATS4dv,3.4138888888888888
AATS4pe,6.101730000000001
AATS4se,7.5374441
AATS5dv,2.6522781774580335
AATS5pe,5.945605035971223
AATS5se,7.460797856115107
AATS6dv,2.294573643410853
AATS6pe,5.90470542635659
AATS6se,7.4324038139534885
AATS7dv,2.1454545454545455
AATS7pe,5.811069090909091
AATS7se,7.345851818181818
AATS8dv,2.318518518518519
AATS8pe,5.8130555555555565
AATS8se,7.332784600000001
AATSC0Z,9.700884275278739
AATSC0c,0.012146143566241281
AATSC0d,0.5951557093425607
AATSC0i,1.5656917787542664
AATSC0m,44.68681553940793
AATSC0p,0.28836399590613226
AATSC0s,0.821298023499456
AATSC0v,53.682430502250284
AATSC1Z,0.732338070263251
AATSC1c,-0.005669208009327718
AATSC1d,0.3360318600248091
AATSC1i,-0.2685478853739306
AATSC1m,3.360172886785195
AATSC1p,-0.0004899523122365521
AATSC1s,-0.04730357441148937
AATSC1v,-0.1362904953046765
AATSC2Z,1.9483292562877337
AATSC2c,0.0012637964485331206
AATSC2d,0.07194189893151835
AATSC2i,0.04688627264621304
AATSC2m,9.00035965731692
AATSC2p,0.041464110035865386
AATSC2s,0.08149649095083188
AATSC2v,7.849398277166111
AATSC3Z,-0.016948315573756253
AATSC3c,-0.0030823320196449937
AATSC3d,-0.10621885019523186
AATSC3i,0.13348851492162148
AATSC3m,0.10183876964046785
AATSC3p,0.01983055960425775
AATSC3s,-0.004391542554678786
AATSC3v,3.5168414132992516
AATSC4Z,-1.1244136870434456
AATSC4c,0.0024795969087418124
AATSC4d,-0.10839100346020761
AATSC4i,-0.365967267606827
AATSC4m,-5.429398145290275
AATSC4p,-0.08285056554668549
AATSC4s,0.036773233123906665
AATSC4v,-12.052272723407013
AATSC5Z,-0.5763250990902777
