DLiP-ID,T003AF
DLiP-Mol-ID,19980
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H24N4O4/c1-2-15(11-18(25)26)22-17(24)12-23-9-3-4-14(19(23)27)6-5-13-7-8-21-16(20)10-13/h1,7-8,10,14-15H,3-6,9,11-12H2,(H2,20,21)(H,22,24)(H,25,26)/t14-,15+/m0/s1"
Standard Inchi Key(RDKit),KRMFBDFPPIORKF-LSDHHAIUSA-N
Canonical SMILES(RDKit),C#C[C@H](CC(=O)O)NC(=O)CN1CCC[C@@H](CCc2ccnc(N)c2)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),372.425
MW Monoisotopic(RDKit),372.179755248
MolLogP(RDKit),0.427700000000001
XLogP(SDF),
XLogP(CDK),0.237
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),125.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.568244516103252
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,799691.0633525415
qed,0.5682445161032524
Chi0,19.811190308942127
Chi1,12.884249150759292
TPSA,125.62
Chi0n,15.057585010524681
Chi0v,15.057585010524681
Chi1n,8.851986703989816
Chi1v,8.851986703989816
Chi2n,6.611204503628293
Chi2v,6.611204503628293
Chi3n,4.5181174873806995
Chi3v,4.5181174873806995
Chi4n,3.175569078979628
Chi4v,3.175569078979628
MolMR,99.29090000000004
MolWt,372.42500000000007
fr_SH,0
Kappa1,20.234586129869196
Kappa2,9.571588643645427
Kappa3,6.294437251256021
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,743.4703526690596
MolLogP,0.42769999999999986
NOCount,8
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.868517891202711
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,15.200676855804016
SMR_VSA4,5.917906046161393
SMR_VSA5,38.14594894377801
SMR_VSA6,18.823180288987334
SMR_VSA7,23.893029200233293
SMR_VSA8,0.0
SMR_VSA9,12.343784214475903
