DLiP-ID,I0017W
AATSC4m,-0.868526829146353
AATSC4p,0.014830074576959762
AATSC4s,0.08097828375809199
AATSC4v,2.4732173252439007
AATSC5Z,-3.5811135934009277
AATSC5c,-0.0008938291206523998
AATSC5d,-0.008540986423784168
AATSC5i,-0.3684516821320606
AATSC5m,-16.151985549647705
AATSC5p,-0.08052700224926736
AATSC5s,-0.31800918131936656
AATSC5v,-12.080430229694537
AATSC6Z,0.47576686629283094
AATSC6c,-0.0045928953905968375
AATSC6d,-0.02627440390144717
AATSC6i,0.06706030985830566
AATSC6m,2.0659327805396264
AATSC6p,0.02789086821024626
AATSC6s,-0.5058387295247317
AATSC6v,3.045164547596313
AATSC7Z,-1.3079494577653965
AATSC7c,0.007516233803849328
AATSC7d,-0.23360859615958615
AATSC7i,-0.21523545686955722
AATSC7m,-5.815324644020495
AATSC7p,-0.0787127887128066
AATSC7s,0.5878625640747958
AATSC7v,-9.007188586264718
AATSC8Z,-3.863327032136105
AATSC8c,-0.00331228617724141
AATSC8d,-0.08253308128544423
AATSC8i,0.09421997360977255
AATSC8m,-18.07034820427221
AATSC8p,-0.0030020642919956018
AATSC8s,-0.5835408093278466
AATSC8v,-11.618984434667132
ATS0are,286.53339999999986
ATS1are,305.26980000000003
ATS2are,546.7319999999999
ATS3are,666.8239999999996
ATS4are,720.5069999999996
ATS5are,699.1910000000004
ATS6are,733.7358000000003
ATS7are,606.6128999999999
ATS8are,622.8079999999998
ATSC0dv,194.9855072463769
ATSC0pe,6.131523913043477
ATSC0se,4.225858717391305
ATSC1dv,51.744591472379746
ATSC1pe,0.5692250472589764
ATSC1se,0.705822381852551
ATSC2dv,89.155429531611
ATSC2pe,2.2226178166351573
ATSC2se,1.2642704040642707
ATSC3dv,-17.540852762024777
ATSC3pe,-1.001099621928169
ATSC3se,-0.9405268364839325
ATSC4dv,0.18567527830287744
ATSC4pe,0.5741668241965925
ATSC4se,0.21367952646502653
ATSC5dv,-50.72379752152909
ATSC5pe,-3.0906441398865843
ATSC5se,-2.4882699328922504
ATSC6dv,-84.94559966393614
ATSC6pe,-3.1259553402646523
ATSC6se,-2.141604094990548
ATSC7dv,17.24490653224113
ATSC7pe,5.082824527410207
ATSC7se,3.608282670604914
ATSC8dv,-234.08926696072265
ATSC8pe,-6.856599810964079
ATSC8se,-3.6881842551984865
AXp-0dv,0.6226158262604873
AXp-1dv,0.36694723165921056
AXp-2dv,0.2065757795365719
AXp-3dv,0.11987753469210735
AXp-4dv,0.07217809552821146
AXp-5dv,0.04064824392570001
AXp-6dv,0.024774326096953556
AXp-7dv,0.014121955862006602
BertzCT,816.7705907124604
ECIndex,408
ETA_eta,22.184178741595275
GATS1dv,0.5580008733462164
GATS1pe,0.6105461184023686
GATS1se,0.5567449795038054
GATS2dv,0.7274339640050642
GATS2pe,0.6988320086787221
GATS2se,0.7433660730473295
GATS3dv,1.0165760286077659
GATS3pe,0.99259581896975
GATS3se,1.0147990215616973
GATS4dv,1.1057951851533092
GATS4pe,1.0932458639906806
GATS4se,1.1573943180571684
GATS5dv,1.1788754949524975
GATS5pe,1.3535675528438516
GATS5se,1.472544077648233
GATS6dv,1.2891498951297473
GATS6pe,1.373448779299204
GATS6se,1.4158333045972054
GATS7dv,1.0332751754516356
GATS7pe,0.7388873186191499
GATS7se,0.7877507362206547
GATS8dv,1.6305057975323316
GATS8pe,1.7345426929471033
GATS8se,1.675907566633446
LogEE_A,4.113481095344705
LogEE_D,110.68837067144639
MATS1dv,0.25431924417356244
MATS1pe,0.08896766035537616
MATS1se,0.1600652461849433
MATS2dv,0.24175977518400985
MATS2pe,0.1916615270604873
MATS2se,0.15818437294017765
MATS3dv,-0.03831620134082843
MATS3pe,-0.06954132275449323
MATS3se,-0.09479606169486303
MATS4dv,0.00038424190896944025
MATS4pe,0.03778528036424405
MATS4se,0.020403323697408264
MATS5dv,-0.10878639224112684
MATS5pe,-0.2107879222359952
MATS5se,-0.24623379867900097
MATS6dv,-0.16840284500897124
MATS6pe,-0.19707213110619115
MATS6se,-0.19590029304146434
MATS7dv,0.042824543147671465
MATS7pe,0.4013940375169256
MATS7se,0.4134469625875956
MATS8dv,-0.5522516228135376
MATS8pe,-0.5143967401536108
MATS8se,-0.401472190825779
MAXaaCH,1.8194001952632903
MAXaasC,0.8147865226337452
MAXsCH3,1.83434166529585
MAXssNH,2.8011085128495843
MDEC-11,0.4724703937105774
MDEC-12,3.327995700069358
MDEC-13,5.63700564247836
MDEC-22,6.03104689151654
MDEC-23,12.97169035082275
MDEC-33,7.32232107540351
MDEN-22,0.14285714285714285
MDEO-11,0.4999999999999999
MDEO-12,0.7559289460184545
MDEO-22,0.14285714285714285
MINaaCH,1.6276303854875285
MINaasC,0.1475925925925925
MINsCH3,1.4717276077097505
MINssNH,2.8011085128495843
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9107142857142858
SM1_Dzi,1.0561354191587082
SM1_Dzm,1.9074213757920884
SM1_Dzp,-4.941402762685762
SM1_Dzv,-2.0770482935474925
SddssSe,0
SpAD_Dt,375.03838315253694
SpAbs_A,30.362820642682856
SpAbs_D,221.37674134289279
SpMAD_A,1.2651175267784522
SpMAD_D,9.2240308892872
SpMax_A,2.4724004134348503
SpMax_D,110.68837067144639
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.81
TpiPC10,8.397906291147113
VAdjMat,5.700439718141092
VE1_DzZ,4.792500532045144
VE1_Dzi,4.813680180990699
VE1_Dzm,4.7924768023501105
VE1_Dzp,4.773366052818706
VE1_Dzv,4.798111588722101
VE2_DzZ,0.19968752216854768
VE2_Dzi,0.2005700075412791
VE2_Dzm,0.19968653343125461
VE2_Dzp,0.1988902522007794
VE2_Dzv,0.1999213161967542
VE3_DzZ,2.4425210443077576
VE3_Dzi,2.4469306393169012
VE3_Dzm,2.442516092872985
VE3_Dzp,2.4385204648355874
VE3_Dzv,2.4436911588419514
VR1_DzZ,139.87306877302905
VR1_Dzi,138.45941102614987
VR1_Dzm,139.8760027299411
VR1_Dzp,142.45518362423934
VR1_Dzv,140.2545852468224
VR2_DzZ,5.828044532209543
VR2_Dzi,5.769142126089577
VR2_Dzm,5.828166780414212
VR2_Dzp,5.935632651009972
VR2_Dzv,5.8439410519509325
VR3_DzZ,5.816204097084805
VR3_Dzi,5.80604595884744
VR3_Dzm,5.8162250727176925
VR3_Dzp,5.834496186714301
VR3_Dzv,5.818927974604267
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.16715934052678835
Xch-6dv,0.15327947793839242
Xch-7dv,0.19851989169848705
Xpc-4dv,2.3868392293417884
Xpc-5dv,3.6793787258730926
Xpc-6dv,4.557627065434218
Zagreb1,128.0
Zagreb2,152.0
fragCpx,124.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,26
nBondsS,35
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.228986956521736
AATS1are,6.3597875
AATS2are,6.284275862068964
AATS3are,6.174296296296292
AATS4are,6.32023684210526
AATS5are,6.356281818181822
AATS6are,6.165847058823531
AATS7are,6.38539894736842
AATS8are,6.228079999999998
AATSC0dv,4.238815374921237
AATSC0pe,0.1332939981096408
AATSC0se,0.09186649385633272
AATSC1dv,1.0780123223412448
AATSC1pe,0.011858855151228675
AATSC1se,0.014704632955261478
AATSC2dv,1.0247750520874828
AATSC2pe,0.025547331225691465
AATSC2se,0.014531843724876675
AATSC3dv,-0.16241530335208126
AATSC3pe,-0.009269440943779341
AATSC3se,-0.008708581819295671
AATSC4dv,0.0016287305114287495
AATSC4pe,0.005036551089443794
AATSC4se,0.001874381811096724
AATSC5dv,-0.4611254320139008
AATSC5pe,-0.028096764908059856
AATSC5se,-0.02262063575356591
AATSC6dv,-0.7138285686045054
AATSC6pe,-0.02626853227113153
AATSC6se,-0.017996673067147462
AATSC7dv,0.1815253319183277
AATSC7pe,0.05350341607800217
AATSC7se,0.03798192284847278
AATSC8dv,-2.3408926696072268
AATSC8pe,-0.06856599810964079
AATSC8se,-0.036881842551984866
AETA_eta,0.9243407808998031
ATSC0are,6.583173913043473
ATSC1are,0.3636272211720208
ATSC2are,2.361575425330812
ATSC3are,-1.3726257088846898
ATSC4are,0.7059342155009434
ATSC5are,-3.13865066162571
ATSC6are,-3.6922064272211723
ATSC7are,6.059149527410206
ATSC8are,-6.844038941398862
BCUTZ-1h,16.013122714521167
BCUTZ-1l,5.68603382926933
BCUTc-1h,0.461226998384988
BCUTc-1l,-0.5273059086814319
BCUTd-1h,4.043941891446888
BCUTd-1l,0.9715426397907703
BCUTi-1h,14.564988928337856
BCUTi-1l,10.319767370825673
BCUTm-1h,32.06654396130334
BCUTm-1l,11.697623007041154
BCUTp-1h,2.9545768266150487
BCUTp-1l,0.7157135560607296
BCUTs-1h,7.014206578799289
BCUTs-1l,0.298920259391068
BCUTv-1h,24.441831249088914
BCUTv-1l,14.68169829463594
BalabanJ,1.701200531286759
Diameter,10
ETA_beta,28.5
GATS1are,0.6500450134730837
GATS2are,0.7073087037349548
GATS3are,1.0146100125704753
GATS4are,1.1073595936801646
GATS5are,1.3678425594535844
GATS6are,1.4083909821581546
GATS7are,0.7164797085142174
GATS8are,1.7231919815339507
HybRatio,0.47058823529411764
Lipinski,True
LogEE_Dt,187.51919157626847
MATS1are,0.05293435834439555
MATS2are,0.1896728070616935
MATS3are,-0.08880775196415219
MATS4are,0.043269500718436923
MATS5are,-0.19937596327443985
MATS6are,-0.21680111722920248
MATS7are,0.4456670931752716
MATS8are,-0.478227972499059
MAXddssS,-3.651747448979591
MAXssCH2,1.0589678496640977
MAXsssCH,0.0022466826236662296
MINddssS,-3.651747448979591
MINssCH2,0.8800625419921055
MINsssCH,0.0022466826236662296
NsssssAs,0
RotRatio,0.19230769230769232
SM1_Dzpe,1.3688800489596087
SM1_Dzse,1.3458612912595438
SMR_VSA1,17.677754875102334
SMR_VSA2,0.0
SMR_VSA3,9.878758121577533
SMR_VSA4,0.0
SMR_VSA5,50.46808519575103
SMR_VSA6,7.109797541277533
SMR_VSA7,29.653276619107732
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,153.35024156957616
SpAD_Dzi,179.44729245927167
SpAD_Dzm,153.35863242856047
SpAD_Dzp,207.27291254258597
SpAD_Dzv,200.94447267669867
SpAbs_Dt,375.0383831525371
SpDiam_A,4.914569211715442
SpDiam_D,158.96113230517545
SpMAD_Dt,15.626599298022372
SpMax_Dt,187.51919157626847
SsssssAs,0
VE1_Dzpe,4.811145964400037
VE1_Dzse,4.809613537257836
VE2_Dzpe,0.20046441518333488
VE2_Dzse,0.20040056405240983
VE3_Dzpe,2.446404039332456
VE3_Dzse,2.446085472559241
VMcGowan,256.1
VR1_Dzpe,138.43603575993356
VR1_Dzse,138.56574294459978
VR2_Dzpe,5.768168156663898
VR2_Dzse,5.773572622691657
VR3_Dzpe,5.805877120634005
VR3_Dzse,5.806813628657547
mZagreb1,8.590277777777779
mZagreb2,5.236111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,41
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14311247637051028
AATSC1are,0.007575567107750433
AATSC2are,0.027144545118744968
AATSC3are,-0.012709497304487869
AATSC4are,0.006192405399131082
AATSC5are,-0.028533187832961
AATSC6are,-0.031026944766564472
AATSC7are,0.06378052134116007
AATSC8are,-0.06844038941398863
AETA_beta,1.1875
BCUTdv-1h,6.033541707384746
BCUTdv-1l,0.644231385155118
BCUTpe-1h,3.5372033252776287
BCUTpe-1l,2.230407248669596
BCUTse-1h,3.7683544096566637
BCUTse-1l,2.4284975880831605
ETA_alpha,11.466666666666667
ETA_dBeta,-1.5
ETA_eta_B,0.49436147964724597
ETA_eta_F,21.154741974721333
ETA_eta_L,6.228444888753621
ETA_eta_R,43.33892071631661
ETA_psi_1,0.5477707006369428
LabuteASA,141.7917199435273
LogEE_DzZ,76.37405613408752
LogEE_Dzi,89.76765187210077
LogEE_Dzm,76.37780206841043
LogEE_Dzp,102.84277638966049
LogEE_Dzv,100.21260530165587
PEOE_VSA1,9.259957890773396
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.064673571439076
PEOE_VSA7,44.38530327385348
PEOE_VSA8,11.605292320844956
PEOE_VSA9,12.803725536125995
SM1_Dzare,1.48960248380871
SpAD_Dzpe,176.49376621102527
SpAD_Dzse,175.0603436757778
SpAbs_DzZ,151.75797966481426
SpAbs_Dzi,178.4791683250429
SpAbs_Dzm,151.7691146154004
SpAbs_Dzp,210.62695554200684
SpAbs_Dzv,202.5022588968593
SpDiam_Dt,265.3401181629713
SpMAD_DzZ,6.38959339873234
SpMAD_Dzi,7.476970519136319
SpMAD_Dzm,6.3899430178566865
SpMAD_Dzp,8.636371355941082
SpMAD_Dzv,8.37268636152911
SpMax_DzZ,76.37405613408752
SpMax_Dzi,89.76765187210077
SpMax_Dzm,76.37780206841043
SpMax_Dzp,102.84277638966049
SpMax_Dzv,100.21260530165587
VE1_Dzare,4.812148751693495
VE2_Dzare,0.20050619798722893
VE3_Dzare,2.4466124476430546
VR1_Dzare,138.31280848087346
VR2_Dzare,5.763033686703061
VR3_Dzare,5.8049865854807905
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4777777777777778
AETA_dBeta,-0.0625
AETA_eta_B,0.020598394985301915
AETA_eta_F,0.8814475822800555
AETA_eta_L,0.2595185370314009
AETA_eta_R,1.8057883631798586
BCUTare-1h,3.5814185689232967
BCUTare-1l,2.177971717867826
ETA_beta_s,15.0
ETA_dPsi_A,0.1662292993630572
ETA_dPsi_B,0.0
ETA_eta_BR,0.752361479647246
ETA_eta_FL,5.191407193972229
ETA_eta_RL,11.41985208272585
LogEE_Dzpe,88.3039197742193
LogEE_Dzse,87.5862493916914
PEOE_VSA10,16.40524272767612
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,9.458957818252138
SlogP_VSA2,26.726098611879877
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,37.137461905426946
SlogP_VSA6,27.617679617875954
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,176.48604330972333
SpAbs_Dzpe,175.23895949947908
SpAbs_Dzse,173.82663749212333
SpDiam_DzZ,108.753766099778
SpDiam_Dzi,130.14863027371928
SpDiam_Dzm,108.7555919235739
SpDiam_Dzp,142.8731457420326
SpDiam_Dzv,142.95867362121803
SpMAD_Dzpe,7.353906925459387
SpMAD_Dzse,7.294180986490741
SpMax_Dzpe,88.3039197742193
SpMax_Dzse,87.5862493916914
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.625
AETA_eta_BR,0.03134839498530192
AETA_eta_FL,0.2163086330821762
AETA_eta_RL,0.47582717011357706
DetourIndex,2182
EState_VSA1,10.023291153407584
EState_VSA2,10.937324304665736
EState_VSA3,11.509759252158346
EState_VSA4,42.50411746994649
EState_VSA5,7.109797541277533
EState_VSA6,12.13273413692322
EState_VSA7,19.913841467842857
EState_VSA8,9.878758121577533
EState_VSA9,9.259957890773396
ETA_beta_ns,13.5
ETA_shape_p,0.188953488372093
ETA_shape_x,0.07267441860465117
ETA_shape_y,0.30523255813953487
GhoseFilter,True
LogEE_Dzare,88.30508842502036
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,175.120574366232
SpDiam_Dzpe,128.06357134766554
SpDiam_Dzse,126.74625252307987
SpMAD_Dzare,7.353585137905139
SpMax_Dzare,88.30508842502036
TopoPSA(NO),81.43
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,30.85177535984805
VSA_EState9,29.54997208913154
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5625
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022222222222222216
FilterItLogS,-5.298641231191523
SpDiam_Dzare,128.29397649683222
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5985507246376814
ETA_epsilon_2,0.8722222222222221
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5543209876543214
ETA_epsilon_5,0.8493333333333333
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.15737425404944577
ETA_dEpsilon_B,0.04422973698336008
ETA_dEpsilon_C,-0.11314451706608569
ETA_dEpsilon_D,0.022888888888888848
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.4724703937105774,3.327995700069358,5.63700564247836,0.0,6.03104689151654,12.97169035082275,0.0,7.32232107540351,0.0,0.0,0.4999999999999999,0.7559289460184545,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0"
APolDescriptor,52.89744599999998
BCUTDescriptor,"11.900000000000004,31.972072214757016,-0.34736966427103655,0.24371725653314588,5.400169904529777,12.70969460799488"
BPolDescriptor,35.018553999999995
TPSADescriptor,89.81
ALOGPDescriptor,"0.3990000000000001,0.15920100000000006,85.6264"
XLogPDescriptor,3.0420000000000003
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,350.13002836000004
ChiPathDescriptor,"17.319626477379405,11.41985208272585,10.800409304880137,8.787447086976524,7.57177313168729,5.114858197651593,3.21426759352242,2.66292949261826,14.33002502022221,8.4275610057739,6.587290053849557,4.83687965983049,3.6381626591561584,1.909325665269852,1.1156103165997904,0.76677285343546"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.41810909964537374,0.45835153578624693,0.0,0.0,0.16715934052678838,0.15327947793839244,0.13955753261219356"
AtomCountDescriptor,46
BondCountDescriptor,26
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.2883010563171156,0.20412414523193154,0.5561337577825364,0.08333333333333333,0.8782153856140984,0.025499585890087693,0.14590407887892734,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,7,2,2,5,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"48.348165681116214,2.0145069033798424,20.253974968445768,10.77359905684111,5.9894406223986225"
FractionalPSADescriptor,0.25650470603926123
WienerNumbersDescriptor,"1285.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.58586027708946,8.018931179096429,10.425736424980045,1.7230010282415678,2.5510076707570537,2.589711428814995"
FractionalCSP3Descriptor,0.47058823529411764
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,3,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,7.7091412742382275,4.0656"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1752.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.47058823529411764
AutocorrelationDescriptorMass,"33.94558978316675,36.778140773704834,48.212483282343726,50.55355164027247,53.76906517209339"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4298964263385835,-0.17259581614949626,-6.389887582266166E-4,-0.13531929636236684,0.24588936261934022"
EccentricConnectivityIndexDescriptor,408
AutocorrelationDescriptorPolarizability,"1877.152478318885,2222.0696826607086,3223.633030057707,3118.8013450252993,3053.587967070814"
