DLiP-ID,C0009K
ATS4m,9060.480737000002
ATS4p,168.50836028709398
ATS4s,509.94444444444446
ATS4v,24913.699892424396
ATS5Z,2076.0
ATS5d,361.0
ATS5i,17523.650275770186
ATS5m,7553.527609
ATS5p,149.05640611988596
ATS5s,420.51388888888874
ATS5v,21358.242015785218
ATS6Z,1888.0
ATS6d,320.0
ATS6i,16166.700795299288
ATS6m,6901.5248729999985
ATS6p,130.979498725584
ATS6s,392.8888888888889
ATS6v,18810.52845759191
ATS7Z,1490.0
ATS7d,255.0
ATS7i,13733.316619018588
ATS7m,5374.444805
ATS7p,109.65445936303695
ATS7s,305.1666666666666
ATS7v,15572.952492076756
ATS8Z,1266.0
ATS8d,209.0
ATS8i,11545.888306459137
ATS8m,4554.44284
ATS8p,92.88485575933899
ATS8s,294.77777777777777
ATS8v,13171.668892403804
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,9
C2SP3,1
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.25
GGI10,0.11080706050403019
JGI10,0.008523620038771555
JGT10,0.5330520865463042
Kier1,18.992715920915714
Kier2,6.768013327780092
Kier3,2.7348429510591674
MAXdO,13.028007212144118
MID_C,42.78294716307631
MID_N,4.39420863478696
MID_O,9.148754874325125
MID_X,0.0
MID_h,13.542963509112084
MINdO,12.154700726645622
MPC10,420
MWC01,31.0
MWC02,5.081404364984463
MWC03,6.008813185442595
MWC04,6.953684210870537
MWC05,7.896924656268864
MWC06,8.846353043314327
MWC07,9.794843875419385
MWC08,10.746669812589644
MWC09,11.697885205362184
MWC10,12.651242324072777
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.7852
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.556828061699537
SRW05,2.3978952727983707
SRW06,7.187657164114956
SRW07,4.844187086458591
SRW08,8.916103530553727
SRW09,7.065613363597717
SRW10,10.693829499587176
SaaCH,8.583285916633004
SaaNH,0
SaaSe,0
SaaaC,1.2249772061602422
SaasC,2.6921373478480275
SaasN,1.5710950491307634
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7393857617784378
SdssS,0
SsCH3,1.670324081665622
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.614531457006059
VE1_D,5.124601880756564
VE2_A,0.1709085724817059
VE2_D,0.1898000696576505
VE3_A,2.5224621097017783
VE3_D,2.6273046132137705
VR1_A,210.9222803150324
VR1_D,173.4982741987911
VR2_A,7.811936307964163
VR2_D,6.425862007362634
VR3_A,6.3447414988934225
VR3_D,6.149419425366695
WPath,1645
Xc-3d,2.4566408636564723
Xc-4d,0.11785113019775792
Xc-5d,1.093675550498426
Xc-6d,0.13144585576580214
Xp-0d,18.92192077295136
Xp-1d,12.935707400771351
Xp-2d,12.493808624611498
Xp-3d,12.062178217375566
Xp-4d,10.092610609825654
Xp-5d,8.598104345833383
Xp-6d,6.862221720413957
Xp-7d,5.504047403969225
ZMIC0,87.44963967101647
ZMIC1,39.2950560786767
ZMIC2,26.053904899190492
ZMIC3,24.880019021937983
ZMIC4,24.880019021937983
ZMIC5,24.880019021937983
nAcid,0
nAtom,43
nBase,0
nRing,5
piPC1,3.7495040759303713
piPC2,4.477336814478207
piPC3,5.183187059294405
piPC4,5.833347679010845
piPC5,6.498658584639923
piPC6,7.00033446027523
piPC7,7.545059356771735
piPC8,8.089980816425387
piPC9,8.585007347657905
AATS0Z,26.837209302325583
AATS0d,4.093023255813954
AATS0i,159.16990950745313
AATS0m,106.36678016279073
AATS0p,1.5936703831996275
AATS0s,6.310239018087855
AATS0v,245.0293064452705
AATS1Z,28.04255319148936
AATS1d,4.8936170212765955
AATS1i,144.43240308112547
AATS1m,108.11085010638303
AATS1p,1.9076211981276603
AATS1s,3.559397163120568
AATS1v,290.6831243306382
AATS2Z,26.121951219512194
AATS2d,4.597560975609756
AATS2i,149.67731656499498
AATS2m,100.34660542682927
AATS2p,1.740952940623098
AATS2s,3.622120596205961
AATS2v,263.50498273517655
AATS3Z,24.229357798165136
AATS3d,3.9724770642201834
AATS3i,151.84118210544165
AATS3m,91.86704727522933
AATS3p,1.5811488796953392
AATS3s,4.158639143730887
AATS3v,237.9516430961026
AATS4Z,20.39344262295082
AATS4d,3.3934426229508197
AATS4i,158.26794829916383
AATS4m,74.26623554918034
AATS4p,1.3812160679269998
AATS4s,4.179872495446266
AATS4v,204.21065485593766
AATS5Z,18.7027027027027
AATS5d,3.2522522522522523
AATS5i,157.8707232051368
AATS5m,68.04979827927927
AATS5p,1.3428505055845583
AATS5s,3.788413413413412
AATS5v,192.41659473680377
AATS6Z,18.693069306930692
AATS6d,3.1683168316831685
AATS6i,160.06634450791375
AATS6m,68.33192943564354
AATS6p,1.296826720055287
AATS6s,3.88998899889989
AATS6v,186.24285601576148
AATS7Z,17.529411764705884
AATS7d,3.0
AATS7i,161.56843081198338
AATS7m,63.228762411764706
AATS7p,1.2900524630945522
AATS7s,3.5901960784313713
AATS7v,183.21120578913832
AATS8Z,17.34246575342466
AATS8d,2.863013698630137
AATS8i,158.16285351313886
AATS8m,62.389627945205476
AATS8p,1.2723952843745068
AATS8s,4.038051750380517
AATS8v,180.43382044388773
AMID_C,1.584553598632456
AMID_N,0.16274846795507258
AMID_O,0.33884277312315275
AMID_X,0.0
AMID_h,0.5015912410782254
ATS0dv,442.0
ATS0pe,285.14119999999997
ATS0se,345.4675959999999
ATS1dv,458.0
ATS1pe,315.11800000000005
ATS1se,373.45642799999985
ATS2dv,744.0
ATS2pe,544.9122
ATS2se,651.2251719999997
ATS3dv,823.0
ATS3pe,723.9418000000001
ATS3se,870.1350440000003
ATS4dv,734.0
ATS4pe,819.9118
ATS4se,994.6911079999999
ATS5dv,609.0
ATS5pe,717.6077999999999
ATS5se,878.7587560000001
ATS6dv,568.0
ATS6pe,652.4073999999999
ATS6se,799.6378440000001
ATS7dv,412.0
ATS7pe,543.9556999999999
ATS7se,668.5454679999999
ATS8dv,358.0
ATS8pe,465.48810000000003
ATS8se,573.6952479999999
ATSC0Z,314.4651162790698
ATSC0c,1.3538223445964397
ATSC0d,34.51162790697675
ATSC0i,64.42925543319454
ATSC0m,1486.422164465116
ATSC0p,9.73837375662251
ATSC0s,103.64631782945733
ATSC0v,2008.7586532755836
ATSC1Z,4.235803136830736
ATSC1c,-0.7798913376966188
ATSC1d,16.41752298539752
ATSC1i,-4.154317255331283
ATSC1m,25.804661724175347
ATSC1p,0.5843408226010685
ATSC1s,-12.779276335556759
ATSC1v,133.4922277742488
ATSC2Z,84.36884802595996
ATSC2c,-0.07074319651787099
ATSC2d,1.0475932936722625
ATSC2i,2.5358050465079787
ATSC2m,401.9089425083831
ATSC2p,1.9162663022350706
ATSC2s,5.928985637882343
ATSC2v,509.7377002857605
ATSC3Z,58.89075175770691
ATSC3c,0.4261641245226131
ATSC3d,-11.924824229313135
ATSC3i,-22.490131946113767
ATSC3m,266.6078399372634
ATSC3p,-2.592980215492599
ATSC3s,16.53801604470884
ATSC3v,-204.91601195361446
ATSC4Z,-242.38939967550021
ATSC4c,-0.182636756905093
ATSC4d,-4.474851270957274
ATSC4i,1.8981346779595976
ATSC4m,-1134.6850964359112
ATSC4p,-1.278659914250987
ATSC4s,-62.40108391923564
ATSC4v,-815.2031420120287
ATSC5Z,-60.5494862087615
ATSC5c,-0.19158282147586303
ATSC5d,-2.971876690102758
ATSC5i,-10.982907043282202
ATSC5m,-286.8294771541373
ATSC5p,-1.0938105663077393
ATSC5s,-6.465236464154804
ATSC5v,-367.2396509326754
ATSC6Z,20.163331530557056
ATSC6c,0.14806397902241553
ATSC6d,-7.945916711736071
ATSC6i,-4.260618441820417
ATSC6m,90.16121890751752
ATSC6p,-0.5413487344534341
ATSC6s,14.296342617631156
ATSC6v,-67.27608117472575
ATSC7Z,-36.26825310978906
ATSC7c,-0.08553105267725825
ATSC7d,-7.685776095186587
ATSC7i,23.65248610348359
ATSC7m,-168.64888429150898
ATSC7p,0.41803141379119735
ATSC7s,-7.625796226188326
ATSC7v,45.98361251329737
ATSC8Z,-26.184964845862623
ATSC8c,0.13727555198562982
ATSC8d,-6.101135749053544
ATSC8i,-5.1981869899892255
ATSC8m,-128.29401490589512
ATSC8p,-1.7521902079366136
ATSC8s,5.621755002704163
ATSC8v,-287.59155944395474
AXp-0d,0.70081188047968
AXp-1d,0.41728088389585005
AXp-2d,0.2549756862165612
AXp-3d,0.16300240834291305
AXp-4d,0.09798651077500635
AXp-5d,0.059709057957176265
AXp-6d,0.03749847934652435
AXp-7d,0.02312624959650935
GATS1Z,0.6777465879087508
GATS1c,1.4511851396383495
GATS1d,0.6602769971898834
GATS1i,1.1337145523785743
GATS1m,0.6792594168286435
GATS1p,0.930083342202423
GATS1s,0.7350077905245025
GATS1v,0.8117415050405359
GATS2Z,0.6433688911656164
GATS2c,0.9153492147284665
GATS2d,1.1872986654394844
GATS2i,1.049772900708748
GATS2m,0.6462479857393476
GATS2p,0.868575454251978
GATS2s,0.5819607555199737
GATS2v,0.7719631156587524
GATS3Z,0.7756289783960626
GATS3c,0.8606312058095714
GATS3d,1.2225636143326986
GATS3i,1.165149445167531
GATS3m,0.7802805774639376
GATS3p,1.0749387422278773
GATS3s,0.8082152990054781
GATS3v,0.9572709630617032
GATS4Z,1.2365259043550159
GATS4c,1.1359033157660678
GATS4d,1.0174760284565418
GATS4i,1.0017669186517657
GATS4m,1.229257704733734
GATS4p,0.9857434058018185
GATS4s,1.429644853444803
GATS4v,1.0427414208169756
GATS5Z,1.0576517946729453
GATS5c,0.9847247649161177
GATS5d,0.9757776644569096
GATS5i,1.0363699726155593
GATS5m,1.0577283348237927
GATS5p,1.0204279664494305
GATS5s,1.0147718420438896
GATS5v,1.0503735156945224
GATS6Z,0.9792205148632005
GATS6c,0.872145927295331
GATS6d,1.0964879506818606
GATS6i,1.0235405888365119
GATS6m,0.9807071530270645
GATS6p,0.9847958149070704
GATS6s,0.9267999862634096
GATS6v,0.9973214292833499
GATS7Z,1.064552754987515
GATS7c,0.909637595159111
GATS7d,1.0236958934517202
GATS7i,0.8423238205560842
GATS7m,1.064777750106927
GATS7p,0.9288460501345027
GATS7s,0.9553062053893296
GATS7v,0.9762055213249943
GATS8Z,1.067566198564288
GATS8c,0.8230958880597166
GATS8d,1.0419359007495475
GATS8i,0.9678107357196588
GATS8m,1.069317905422524
GATS8p,1.1045948961313758
GATS8s,1.0485061471134753
GATS8v,1.0991624496688803
MATS1Z,0.012323494887763724
MATS1c,-0.5270393192110546
MATS1d,0.43522394907380874
MATS1i,-0.05899118831079576
MATS1m,0.01588278274183076
MATS1p,0.05489722433369558
MATS1s,-0.11280360551534263
MATS1v,0.060799333415916985
MATS2Z,0.14069032939996604
MATS2c,-0.027401706157762367
MATS2d,0.015917756886463852
MATS2i,0.02063893828799789
MATS2m,0.14178820353125088
MATS2p,0.10318677211661939
MATS2s,0.02999722797542106
MATS2v,0.13306799029502275
MATS3Z,0.0738782466629306
MATS3c,0.12418157590165974
MATS3d,-0.13631024506046135
MATS3i,-0.13770536113363094
MATS3m,0.07075753604720678
MATS3p,-0.10504000217814023
MATS3s,0.06294648573925972
MATS3v,-0.04024297622921273
MATS4Z,-0.2716750601933461
MATS4c,-0.04754831529630721
MATS4d,-0.0457005876894525
MATS4i,0.010383709652979184
MATS4m,-0.26905545582335505
MATS4p,-0.04627828289832767
MATS4s,-0.21220073342352347
MATS4v,-0.14303644548133032
MATS5Z,-0.07459049050529602
MATS5c,-0.054820168226697476
MATS5d,-0.033358830528641845
MATS5i,-0.0660358347587484
MATS5m,-0.0747527347457279
MATS5p,-0.043511209178074564
MATS5s,-0.02416439980831409
MATS5v,-0.07082185243502614
MATS6Z,0.02729838136897553
MATS6c,0.04656234241915351
MATS6d,-0.09802247071068289
MATS6i,-0.028153773486178372
MATS6m,0.025824069603864304
MATS6p,-0.023666703449379486
MATS6s,0.058724340969945873
MATS6v,-0.014258702477061496
MATS7Z,-0.05834500639480756
MATS7c,-0.03196036049383204
MATS7d,-0.11266053591247818
MATS7i,0.18571338815711483
MATS7m,-0.05739721624575857
MATS7p,0.0217156088374823
MATS7s,-0.03722038388572335
MATS7v,0.011580434542014054
MATS8Z,-0.04904843046238195
MATS8c,0.05972788224638165
MATS8d,-0.10413358933648414
MATS8i,-0.047524152508659726
MATS8m,-0.05084050072917404
MATS8p,-0.10598402424116754
MATS8s,0.03194946812359517
MATS8v,-0.0843323049623019
MAXaaN,4.6230326436130005
MAXsOH,10.836393441648672
MAXssO,5.056359282719312
MINaaN,4.6230326436130005
MINsOH,10.080720107780895
MINssO,5.056359282719312
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.73581024485985
SpAD_D,251.42521602875274
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.26615763472004494
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.833131797472074
SssssN,0
TMPC10,1934
TMWC10,137.67782067832476
TSRW10,77.80524870520162
VE1_Dt,5.194156128624655
VE2_Dt,0.19237615291202428
VE3_Dt,2.640785945218521
VR1_Dt,162.30066521286443
VR2_Dt,6.011135748624609
VR3_Dt,6.082702346184564
Xc-3dv,1.0531099390334284
Xc-4dv,0.03952847075210474
Xc-5dv,0.2568347022767956
Xc-6dv,0.017998965073375083
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.42909796872397105
Xch-7d,1.039259913869517
Xp-0dv,14.521670942899195
Xp-1dv,8.725400550009233
Xp-2dv,6.9429897424435465
Xp-3dv,5.528966631352798
Xp-4dv,3.986829747543556
Xp-5dv,2.8441679427118007
Xp-6dv,1.8498721910771296
Xp-7dv,1.2675161332549414
Xpc-4d,7.206117161320429
Xpc-5d,11.786055497777994
Xpc-6d,19.24751671800206
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,47
nFRing,1
nHBAcc,7
nHBDon,2
nHRing,4
nSpiro,0
naRing,3
piPC10,8.987993622271864
AATS0dv,10.279069767441861
AATS0pe,6.631190697674418
AATS0se,8.03413013953488
AATS1dv,9.74468085106383
AATS1pe,6.704638297872341
AATS1se,7.9458814468085075
AATS2dv,9.073170731707316
AATS2pe,6.645270731707317
AATS2se,7.9417703902438985
AATS3dv,7.5504587155963305
AATS3pe,6.641667889908257
AATS3se,7.982890311926608
AATS4dv,6.016393442622951
AATS4pe,6.7205885245901635
AATS4se,8.153205803278688
AATS5dv,5.486486486486487
AATS5pe,6.464935135135134
AATS5se,7.9167455495495505
AATS6dv,5.623762376237623
AATS6pe,6.459479207920792
AATS6se,7.917206376237624
AATS7dv,4.847058823529411
AATS7pe,6.39947882352941
AATS7se,7.865240799999999
AATS8dv,4.904109589041096
AATS8pe,6.376549315068494
AATS8se,7.858839013698629
AATSC0Z,7.313142239048134
AATSC0c,0.03148424057201023
AATSC0d,0.8025959978366686
AATSC0i,1.498354777516152
AATSC0m,34.56795731314224
AATSC0p,0.22647380829354674
AATSC0s,2.4103794844059845
AATSC0v,46.71531751803683
AATSC1Z,0.09012347099639864
AATSC1c,-0.016593432716949335
AATSC1d,0.34930899968930895
AATSC1i,-0.08838972883683581
AATSC1m,0.549035355833518
AATSC1p,0.012432783459597202
AATSC1s,-0.27189949650120765
AATSC1v,2.8402601654095485
AATSC2Z,1.0288883905604873
AATSC2c,-0.0008627219087545243
AATSC2d,0.012775527971612957
AATSC2i,0.030924451786682666
AATSC2m,4.901328567175404
AATSC2p,0.023369101246769153
AATSC2s,0.07230470290100419
AATSC2v,6.2163134181190305
AATSC3Z,0.5402821262174946
AATSC3c,0.0039097626102992025
AATSC3d,-0.1094020571496618
AATSC3i,-0.206331485744163
AATSC3m,2.445943485662967
AATSC3p,-0.023788809316445864
AATSC3s,0.1517249178413655
AATSC3v,-1.8799634124184812
AATSC4Z,-1.9867983579959034
AATSC4c,-0.0014970225975827296
AATSC4d,-0.036679108778338305
