DLiP-ID,C0013J
DLiP-Mol-ID,31781
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H21N3O3S3/c24-19(18-6-5-13-27-18)22-20-21-17(14-28-20)15-7-9-16(10-8-15)29(25,26)23-11-3-1-2-4-12-23/h5-10,13-14H,1-4,11-12H2,(H,21,22,24)"
Standard Inchi Key(RDKit),SULMLRBYXGQSKE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1)c1cccs1
SMILES(SDF),
MW(SDF),
MW(RDKit),447.607
MW Monoisotopic(RDKit),447.074504532
MolLogP(RDKit),4.6886
XLogP(SDF),
XLogP(CDK),3.201
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),79.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.615400618001004
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,5902229.750311744
qed,0.615400618001004
Chi0,20.269373945685235
Chi1,14.036843271540002
TPSA,79.36999999999999
Chi0n,15.70535977441939
Chi0v,18.154849517202567
Chi1n,9.448861889322991
Chi1v,12.648230840633422
Chi2n,6.8120007803389635
Chi2v,10.555732805137517
Chi3n,4.8225033571530505
Chi3v,8.36172259071891
Chi4n,3.25898395708888
Chi4v,6.109734389079124
MolMR,117.04900000000002
MolWt,447.60700000000014
fr_SH,0
Kappa1,20.212868624630204
Kappa2,8.744304989693621
Kappa3,4.581477376801394
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1065.886676767559
MolLogP,4.688600000000004
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.4789275891172895
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.289194512243443
SMR_VSA4,0.0
SMR_VSA5,30.578769967221813
SMR_VSA6,18.406301415831482
SMR_VSA7,52.035475145402785
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,177.8267235469118
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,10.111325788078153
PEOE_VSA3,13.401775505276145
PEOE_VSA4,4.305215991296234
PEOE_VSA5,22.673571755869474
PEOE_VSA6,31.040744451236847
PEOE_VSA7,36.42080722170276
PEOE_VSA8,24.033027073988062
PEOE_VSA9,15.466558664067536
RingCount,4
SMR_VSA10,43.7356011184679
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,447.0745045320001
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.131558479839333
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,36.703684037749035
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,35.35497086947716
