DLiP-ID,I000WL
SIC1,0.5712681247924238
SIC2,0.7875808168539231
SIC3,0.8990601543181509
SIC4,0.9294057519104476
SIC5,0.9294057519104476
SaaN,0
SaaO,0
SaaS,0
Sare,58.80400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.867049834217944
SssS,0
StCH,0
StsC,0
TIC0,90.7379993583403
TIC1,202.4650988344369
TIC2,279.12922322136683
TIC3,318.63899822569374
TIC4,329.39388572785725
TIC5,329.39388572785725
Vabc,409.2137865465372
WPol,51
apol,65.92499699999999
bpol,37.423003000000016
nRot,5
ABCGG,18.470642618035225
ATS0Z,1296.0
ATS0d,187.0
ATS0i,9781.201786503223
ATS0m,5104.264911000002
ATS0p,86.03019024062098
ATS0s,280.25
ATS0v,12661.339858003372
ATS1Z,1471.0
ATS1d,233.0
ATS1i,9096.942840082505
ATS1m,5545.124501000003
ATS1p,109.08341298000006
ATS1s,190.63888888888889
ATS1v,15851.66002769729
ATS2Z,2163.0
ATS2d,372.0
ATS2i,17127.584807280185
ATS2m,8023.262673999998
ATS2p,160.54700402873507
ATS2s,322.08333333333337
ATS2v,22897.222963198394
ATS3Z,2548.0
ATS3d,433.0
ATS3i,22504.708470788533
ATS3m,9249.777507000004
ATS3p,193.21816172897996
ATS3s,450.47222222222206
ATS3v,27186.925141851043
ATS4Z,2529.0
ATS4d,430.0
ATS4i,25230.70260153972
ATS4m,8899.215723000003
ATS4p,198.68464470897996
ATS4s,527.8055555555554
ATS4v,27529.913469618536
ATS5Z,2337.0
ATS5d,401.0
ATS5i,26600.284925625536
ATS5m,7991.075157000001
ATS5p,197.82684119437604
ATS5s,518.5
ATS5v,26546.599054310784
ATS6Z,2018.0
ATS6d,387.0
ATS6i,28028.069472860407
ATS6m,6818.693638999999
ATS6p,192.49714677075198
ATS6s,430.75
ATS6v,24399.263306141467
ATS7Z,1834.0
ATS7d,363.0
ATS7i,25569.40328042375
ATS7m,6371.905814
ATS7p,171.772846423544
ATS7s,385.05555555555543
ATS7v,21813.135361550892
ATS8Z,1743.0
ATS8d,313.0
ATS8i,20732.121093824124
ATS8m,6069.988307999999
ATS8p,150.49352154831902
ATS8s,369.66666666666663
ATS8v,19877.933416438133
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,9
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.375
GGI10,0.1941638608305275
JGI10,0.0077665544332211
JGT10,0.4865757273869489
Kier1,25.619834710743802
Kier2,11.9234404536862
Kier3,6.533333333333333
MAXdO,12.999149782630122
MID_C,48.62866135400726
MID_N,6.27619818047544
MID_O,7.327154913924061
MID_X,0.0
MID_h,13.603353094399502
MINdO,11.842944336216085
MPC10,97
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.916202062607435
MWC04,6.785587645007929
MWC05,7.645397699428633
MWC06,8.517793011488205
MWC07,9.381853730053534
MWC08,10.255727677184748
MWC09,11.121999154483145
MWC10,11.99675186796939
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.4950199999999993
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,0.0
SRW06,7.044905117129371
SRW07,0.0
SRW08,8.648045999835
SRW09,0.0
SRW10,10.292382802315128
SaaCH,14.323616555337905
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5396846471424683
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.2983425898132517
SdssS,0
SsCH3,7.075519669639508
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.60178041511246
SssPH,0
SssSe,0
SsssB,0
SsssN,3.556905033655228
SsssP,0
VE1_A,4.832126449090702
VE1_D,5.478261338359226
VE2_A,0.15587504674486136
VE2_D,0.17671810768900728
VE3_A,2.7066887408811064
VE3_D,2.8321898880869347
VR1_A,263.82701386834935
VR1_D,197.18209967396336
VR2_A,8.510548834462883
VR2_D,6.360712892708496
VR3_A,6.706695749368308
VR3_D,6.415529777095164
WPath,3092
Xc-3d,2.1373322265829877
Xc-4d,0.0
Xc-5d,0.6957754079444811
Xc-6d,0.0
Xp-0d,22.543241116511002
Xp-1d,14.811769505687858
Xp-2d,13.249329036160987
Xp-3d,11.410350843999652
Xp-4d,8.820426113027718
Xp-5d,6.498390735611757
Xp-6d,4.086995438994502
Xp-7d,2.9447629860222926
ZMIC0,103.71799893584989
ZMIC1,55.235394019717205
ZMIC2,32.795472600130275
ZMIC3,24.922515491217748
ZMIC4,24.051755707496984
ZMIC5,24.051755707496984
nAcid,0
nAtom,60
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.276666119016055
piPC3,4.770684624465665
piPC4,5.176149732573829
piPC5,5.579258016588463
piPC6,5.629193617665129
piPC7,5.826276617820481
piPC8,5.868502105832693
piPC9,5.928508107153062
AATS0Z,21.6
AATS0d,3.1166666666666667
AATS0i,163.02002977505373
AATS0m,85.07108185000003
AATS0p,1.4338365040103498
AATS0s,4.670833333333333
AATS0v,211.02233096672288
AATS1Z,23.725806451612904
AATS1d,3.7580645161290325
AATS1i,146.72488451745977
AATS1m,89.43749195161296
AATS1p,1.7594098867741945
AATS1s,3.0748207885304657
AATS1v,255.67193593060145
AATS2Z,19.844036697247706
AATS2d,3.4128440366972477
AATS2i,157.13380557137785
AATS2m,73.60791444036695
AATS2p,1.4729082938416063
AATS2s,2.9548929663608567
AATS2v,210.06626571741646
AATS3Z,17.943661971830984
AATS3d,3.0492957746478875
AATS3i,158.4838624703418
AATS3m,65.13927821830988
AATS3p,1.3606912797815491
AATS3s,3.17233959311424
AATS3v,191.45721930881015
AATS4Z,16.00632911392405
AATS4d,2.721518987341772
AATS4i,159.68799114898556
AATS4m,56.32415014556964
AATS4p,1.257497751322658
AATS4s,3.340541490857946
AATS4v,174.23995866847176
AATS5Z,14.163636363636364
AATS5d,2.43030303030303
AATS5i,161.21384803409416
AATS5m,48.43075852727274
AATS5p,1.198950552693188
AATS5s,3.1424242424242426
AATS5v,160.88847911703505
AATS6Z,11.732558139534884
AATS6d,2.25
AATS6i,162.95389228407214
AATS6m,39.643567668604646
AATS6p,1.1191694579694882
AATS6s,2.504360465116279
AATS6v,141.8561820124504
AATS7Z,11.756410256410257
AATS7d,2.326923076923077
AATS7i,163.90643128476762
AATS7m,40.84555008974359
AATS7p,1.1011079898945129
AATS7s,2.4683048433048427
AATS7v,139.82779077917237
AATS8Z,13.6171875
AATS8d,2.4453125
AATS8i,161.96969604550097
AATS8m,47.42178365624999
AATS8p,1.1757306370962424
AATS8s,2.888020833333333
AATS8v,155.2963548159229
AMID_C,1.5686664952905567
AMID_N,0.20245800582178838
AMID_O,0.23635983593303422
AMID_X,0.0
AMID_h,0.43881784175482264
ATS0dv,428.0
ATS0pe,371.4792
ATS0se,459.81961199999984
ATS1dv,416.0
ATS1pe,399.6940000000001
ATS1se,478.7180759999997
ATS2dv,577.0
ATS2pe,691.4807999999998
ATS2se,842.939048
ATS3dv,596.0
ATS3pe,899.0577999999999
ATS3se,1103.4399399999998
ATS4dv,499.0
ATS4pe,999.954
ATS4se,1234.1812839999998
ATS5dv,450.0
ATS5pe,1032.1752
ATS5se,1282.5096119999998
ATS6dv,417.0
ATS6pe,1017.5302999999999
ATS6se,1285.310844
ATS7dv,389.0
ATS7pe,901.4835999999998
ATS7se,1144.6956320000002
ATS8dv,369.0
ATS8pe,773.6166
ATS8se,968.6565840000001
ATSC0Z,444.7333333333333
ATSC0c,1.1716395298557865
ATSC0d,36.583333333333336
ATSC0i,86.60986410583409
ATSC0m,2114.87722485
ATSC0p,13.595103083120847
ATSC0s,104.0050925925926
ATSC0v,3003.5325102999614
ATSC1Z,22.842222222222205
ATSC1c,-0.6565057452450407
ATSC1d,16.34722222222222
ATSC1i,-20.056991268974624
ATSC1m,106.15244580500041
ATSC1p,-1.2250389851499948
ATSC1s,-4.582577160493827
ATSC1v,-82.87881353552747
ATSC2Z,89.7011111111111
ATSC2c,-0.11890775119870527
ATSC2d,-2.3263888888888844
ATSC2i,14.692380735947882
ATSC2m,424.26738177250024
ATSC2p,1.7467509969529715
ATSC2s,10.122229938271605
ATSC2v,517.8188415814415
ATSC3Z,-6.3022222222222135
ATSC3c,0.499711478007474
ATSC3d,-16.930555555555554
ATSC3i,8.236510262404929
ATSC3m,-33.15382429499968
ATSC3p,-0.6074056481184954
ATSC3s,6.641651234567897
ATSC3v,-75.14623415830988
ATSC4Z,-208.86444444444444
ATSC4c,-0.2616527702031528
ATSC4d,-20.98611111111111
ATSC4i,-30.066955525797212
ATSC4m,-985.4372318549999
ATSC4p,-4.838336780825456
ATSC4s,-48.69905864197532
ATSC4v,-1149.5103961408306
ATSC5Z,-305.3166666666666
ATSC5c,-0.2735204252466657
ATSC5d,-2.354166666666668
ATSC5i,-15.272749036413702
ATSC5m,-1439.5517449875001
ATSC5p,-3.5406470893303883
ATSC5s,-56.29548611111113
ATSC5v,-1402.7385013605522
ATSC6Z,-31.56888888888891
ATSC6c,0.36828937546125134
ATSC6d,7.527777777777778
ATSC6i,-3.913422784091358
ATSC6m,-154.1825045200003
ATSC6p,-0.22767477706232025
ATSC6s,-1.2261728395061677
ATSC6v,-256.1274387006162
ATSC7Z,220.35999999999999
ATSC7c,-0.17610433481858825
ATSC7d,1.999999999999998
ATSC7i,-1.4238157827084028
ATSC7m,1038.5769590899997
ATSC7p,1.8224213796020898
ATSC7s,43.763148148148154
ATSC7v,923.4001518328089
ATSC8Z,-7.997777777777777
ATSC8c,-0.2369460350365313
ATSC8d,-4.194444444444445
ATSC8i,-11.473549810824398
ATSC8m,-40.51795953000002
ATSC8p,-0.9985148010951301
ATSC8s,2.3993209876543213
ATSC8v,-159.0631598228773
AXp-0d,0.7272013263390645
AXp-1d,0.44884150017235935
AXp-2d,0.28802889209045623
AXp-3d,0.19017251406666086
AXp-4d,0.12250591823649609
AXp-5d,0.07736179447156853
AXp-6d,0.04808229928228826
AXp-7d,0.030997505116024133
GATS1Z,0.8173799933269182
GATS1c,1.6268523127523806
GATS1d,0.7933720332133146
GATS1i,1.4694815341821967
GATS1m,0.8257273771468046
GATS1p,1.2156287831249348
GATS1s,0.5559698979679017
GATS1v,1.0732276205186853
GATS2Z,0.8355383221089778
GATS2c,1.3268896969628228
GATS2d,1.3390315771875194
GATS2i,1.056831688714644
GATS2m,0.8380820235948179
GATS2p,0.9410641260508199
GATS2s,0.5562205580529619
GATS2v,0.8884472066818417
GATS3Z,0.9898398787267151
GATS3c,1.2182736701896602
GATS3d,1.425358529307966
GATS3i,1.0343747827567917
GATS3m,0.9888957689802704
GATS3p,1.0178980264737354
GATS3s,0.8878729642680184
GATS3v,0.9810729077682464
GATS4Z,1.1964928492682287
GATS4c,1.3004840144602663
GATS4d,1.372884288226983
GATS4i,1.1476368916934614
GATS4m,1.1901418546726727
GATS4p,1.1167828454096118
GATS4s,1.697700833174202
GATS4v,1.0985018621616909
GATS5Z,1.2755822351834945
GATS5c,1.2418756413110847
GATS5d,0.9383309173741974
GATS5i,1.0421292989189255
GATS5m,1.2681748754194189
GATS5p,1.0664285824881192
GATS5s,1.5539554080045774
GATS5v,1.1215830067859187
GATS6Z,1.00423387588765
GATS6c,0.7636310076330923
GATS6d,0.8063781321184509
GATS6i,0.9398946909939243
GATS6m,1.00606634189955
GATS6p,0.9873882711889453
GATS6s,0.7347978927106883
GATS6v,1.0255339188809542
GATS7Z,0.7645174867105613
GATS7c,0.7502923706376973
GATS7d,0.945943578062029
GATS7i,0.92914749186152
GATS7m,0.7707933377849179
GATS7p,0.928585282967837
GATS7s,0.4447026036625014
GATS7v,0.8951081329526114
GATS8Z,0.9934236105906162
GATS8c,1.078695953064015
GATS8d,1.0016728359908882
GATS8i,1.030572504407765
GATS8m,0.9939919666191581
GATS8p,1.0141440450308674
GATS8s,0.9304473939577388
GATS8v,1.0084095449997512
MATS1Z,0.0497047886615635
MATS1c,-0.5422556378222554
MATS1d,0.43243441839958846
MATS1i,-0.22410832473888082
MATS1m,0.048574060069592896
MATS1p,-0.08720210441097359
MATS1s,-0.04263975907576209
MATS1v,-0.026703657492113557
MATS2Z,0.11102553982113461
MATS2c,-0.05586514139493383
MATS2d,-0.035004493114041434
MATS2i,0.09337907537967555
MATS2m,0.11042800749649787
MATS2p,0.07072504742116453
MATS2s,0.0535730467797165
MATS2v,0.09490088536449147
MATS3Z,-0.005987657318517603
MATS3c,0.18021387086412557
MATS3d,-0.19554685745452208
MATS3i,0.040182670181543895
MATS3m,-0.00662386354546437
MATS3p,-0.018878141069156907
MATS3s,0.02698263553840412
MATS3v,-0.010571528630757313
MATS4Z,-0.17834420285042574
MATS4c,-0.0848057861975533
MATS4d,-0.21784262276174274
MATS4i,-0.13183060994502754
MATS4m,-0.17694486749755664
MATS4p,-0.1351474181617127
MATS4s,-0.1778116142907235
MATS4v,-0.14533651084061616
MATS5Z,-0.24964227797386243
MATS5c,-0.08489127439154585
MATS5d,-0.023400289915096305
MATS5i,-0.06412349193327221
MATS5m,-0.24751950404627596
MATS5p,-0.09470380802645753
MATS5s,-0.1968277259150659
MATS5v,-0.1698289351016651
MATS6Z,-0.024761811799074804
MATS6c,0.1096523586630887
MATS6d,0.07178047359220215
MATS6i,-0.01576203238414514
MATS6m,-0.025431544662747427
MATS6p,-0.005841914796332475
MATS6s,-0.004112632379754295
MATS6v,-0.029747232845218116
MATS7Z,0.19057228186294295
MATS7c,-0.05780996180371686
MATS7d,0.021026809181706654
MATS7i,-0.006322853182388947
MATS7m,0.188877478030153
MATS7p,0.05155763038804808
MATS7s,0.16183803732490362
MATS7v,0.11824540048531432
MATS8Z,-0.008429676959976016
MATS8c,-0.09479746209744659
MATS8d,-0.05374430523917995
MATS8i,-0.06209715867065604
MATS8m,-0.008980565541356471
MATS8p,-0.03442811798863517
MATS8s,0.0108137177221557
MATS8v,-0.024824387920318325
MAXssO,5.867049834217944
MINssO,5.867049834217944
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.42561631617138
SpAD_D,414.1673575009748
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4201334976820958
SssNH2,0
SsssAs,0
SsssCH,-0.7903694782550308
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,797
TMWC10,140.69021705044327
TSRW10,66.71547947780225
VE1_Dt,5.4839631237702635
VE2_Dt,0.17690203625065365
VE3_Dt,2.8332301488378278
VR1_Dt,197.4128658318416
VR2_Dt,6.368156962317471
VR3_Dt,6.416699412819687
Xc-3dv,1.0207760842849705
Xc-4dv,0.0
Xc-5dv,0.20201721738500672
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2381448361039201
Xch-7d,0.36097198121706003
Xp-0dv,18.422243388311273
Xp-1dv,10.456636062294347
Xp-2dv,7.813778325844484
Xp-3dv,5.548706691322503
Xp-4dv,3.8197474467696333
Xp-5dv,2.467656847731229
Xp-6dv,1.251912354925253
Xp-7dv,0.7497972817356726
Xpc-4d,5.503667031598113
Xpc-5d,8.242357488943478
Xpc-6d,11.763725018484486
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,62
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.952431316378773
AATS0dv,7.133333333333334
AATS0pe,6.19132
AATS0se,7.663660199999997
AATS1dv,6.709677419354839
AATS1pe,6.44667741935484
AATS1se,7.721259290322576
AATS2dv,5.293577981651376
AATS2pe,6.3438605504587136
AATS2se,7.73338576146789
AATS3dv,4.197183098591549
AATS3pe,6.331392957746479
AATS3se,7.770703802816899
AATS4dv,3.1582278481012658
AATS4pe,6.328822784810126
AATS4se,7.811273949367087
AATS5dv,2.727272727272727
AATS5pe,6.255607272727272
AATS5se,7.772785527272727
AATS6dv,2.4244186046511627
AATS6pe,5.915873837209301
AATS6se,7.472737465116279
AATS7dv,2.4935897435897436
AATS7pe,5.7787410256410245
AATS7se,7.3377925128205135
AATS8dv,2.8828125
AATS8pe,6.0438796875
AATS8se,7.5676295625000005
AATSC0Z,7.412222222222222
AATSC0c,0.01952732549759644
AATSC0d,0.6097222222222223
AATSC0i,1.443497735097235
AATSC0m,35.2479537475
AATSC0p,0.22658505138534746
AATSC0s,1.7334182098765434
AATSC0v,50.058875171666024
AATSC1Z,0.3684229390681001
AATSC1c,-0.010588802342661947
AATSC1d,0.2636648745519713
AATSC1i,-0.3234998591770101
AATSC1m,1.712136222661297
AATSC1p,-0.019758693308870885
AATSC1s,-0.07391253484667462
AATSC1v,-1.3367550570246367
AATSC2Z,0.8229459734964322
AATSC2c,-0.0010908967999881218
AATSC2d,-0.02134301732925582
AATSC2i,0.13479248381603562
AATSC2m,3.8923613006651396
AATSC2p,0.0160252385041557
AATSC2s,0.09286449484652849
AATSC2v,4.750631574141665
AATSC3Z,-0.0443818466353677
AATSC3c,0.0035190949155455916
AATSC3d,-0.11922926447574334
AATSC3i,0.058003593397217806
AATSC3m,-0.23347763588027945
AATSC3p,-0.004277504564214756
AATSC3s,0.04677219179273167
AATSC3v,-0.5291988321007738
AATSC4Z,-1.3219268635724333
AATSC4c,-0.001656030191159195
AATSC4d,-0.13282348804500704
AATSC4i,-0.19029718687213426
AATSC4m,-6.236944505411392
AATSC4p,-0.030622384688768708
AATSC4s,-0.3082218901390843
AATSC4v,-7.27538225405589
AATSC5Z,-1.85040404040404
AATSC5c,-0.001657699546949489
