DLiP-ID,T000ZF
DLiP-Mol-ID,16785
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16F2O4/c1-18(2)16(21)7-10-3-5-12(9-15(10)24-18)23-17(22)13-6-4-11(19)8-14(13)20/h3-6,8-9,16,21H,7H2,1-2H3"
Standard Inchi Key(RDKit),CUZMZZWEPAJAOM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1(C)Oc2cc(OC(=O)c3ccc(F)cc3F)ccc2CC1O
SMILES(SDF),
MW(SDF),
MW(RDKit),334.318
MW Monoisotopic(RDKit),334.101665432
MolLogP(RDKit),3.2584
XLogP(SDF),
XLogP(CDK),3.812
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),55.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.676501164377809
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,199904.66996260334
qed,0.6765011643778086
Chi0,17.48276318419594
Chi1,11.258857377976812
TPSA,55.760000000000005
Chi0n,13.176446078423933
Chi0v,13.176446078423933
Chi1n,7.433328647993167
Chi1v,7.433328647993167
Chi2n,6.208650463246893
Chi2v,6.208650463246893
Chi3n,3.9889754171018974
Chi3v,3.9889754171018974
Chi4n,2.4845493784697883
Chi4v,2.4845493784697883
MolMR,82.17630000000003
MolWt,334.31800000000004
fr_SH,0
Kappa1,16.38996681362184
Kappa2,5.868053862108094
Kappa3,3.0973264186371727
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,801.6009242880399
MolLogP,3.258400000000002
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8284645105357518
SMR_VSA1,28.155620581862266
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,31.97331322103925
SMR_VSA6,0.0
SMR_VSA7,59.15954707625544
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.18623597551743
NHOHCount,1
PEOE_VSA1,14.580253302440804
PEOE_VSA2,0.0
PEOE_VSA3,13.575367279421462
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,37.61002709646307
PEOE_VSA8,18.553555759849232
PEOE_VSA9,11.6674178794453
RingCount,3
