DLiP-ID,C000DY
ATS3s,409.35493827160496
ATS3v,22976.026715561507
ATS4Z,2508.0
ATS4d,328.0
ATS4i,17417.25888200618
ATS4m,9233.745244000002
ATS4p,157.19741725849
ATS4s,488.8456790123456
ATS4v,22146.164878530806
ATS5Z,2339.0
ATS5d,306.0
ATS5i,17413.329064143123
ATS5m,8616.919511
ATS5p,145.905621666131
ATS5s,475.1743827160494
ATS5v,20919.264638529505
ATS6Z,2119.0
ATS6d,280.0
ATS6i,15069.147915289419
ATS6m,7854.872253
ATS6p,133.72261598018798
ATS6s,545.9151234567901
ATS6v,19229.55332793371
ATS7Z,1886.0
ATS7d,267.0
ATS7i,13442.253413250191
ATS7m,6986.133188
ATS7p,133.07180780364098
ATS7s,343.2808641975309
ATS7v,18386.150688728987
ATS8Z,1899.0
ATS8d,262.0
ATS8i,13777.680429527856
ATS8m,6990.3413709999995
ATS8p,129.05994223673497
ATS8s,337.85493827160496
ATS8v,17546.864525444435
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,16
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.047619047619047616
GGI10,0.16498316498316498
JGI10,0.006874298540965207
JGT10,0.5046121506580497
Kier1,24.638671875
Kier2,11.227654320987654
Kier3,6.75
MAXdO,12.680829034565054
MID_C,43.45751226993461
MID_N,4.058417176336482
MID_O,10.595115657148055
MID_X,0.0
MID_h,16.899032965999947
MINdO,11.292502036860666
MPC10,99
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.877735781779639
MWC04,6.75343791859778
MWC05,7.606387389772652
MWC06,8.483222671845084
MWC07,9.342683558963897
MWC08,10.22015787614662
MWC09,11.082957601247717
MWC10,11.961124338998602
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4465000000000012
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,0.0
SRW06,7.02197642307216
SRW07,0.0
SRW08,8.624252263709645
SRW09,0.0
SRW10,10.267262233590083
SaaCH,17.696963124986812
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.9027785209402741
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.8230393076644211
SdssS,0
SsCH3,1.5045453678390102
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,4.933283919358331
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.670077270375837
VE1_D,5.391573131156981
VE2_A,0.15566924234586124
VE2_D,0.17971910437189936
VE3_A,2.639787906331053
VE3_D,2.7834494920739448
VR1_A,266.3192485473766
VR1_D,188.37279579093553
VR2_A,8.877308284912553
VR2_D,6.279093193031184
VR3_A,6.68330806031546
VR3_D,6.337035244370122
WPath,2709
Xc-3d,2.641514363963356
Xc-4d,0.2041241452319315
Xc-5d,0.6704369879590274
Xc-6d,0.10206207261596575
Xp-0d,21.72540387131522
Xp-1d,14.296862180437596
Xp-2d,13.276708374602416
Xp-3d,10.481839381486507
Xp-4d,8.285375733999063
Xp-5d,6.54983658579883
Xp-6d,4.163678698020302
Xp-7d,2.8222091829064047
ZMIC0,97.83227866736783
ZMIC1,62.78953672164966
ZMIC2,35.332017972010235
ZMIC3,27.976692191015633
ZMIC4,27.42637890978066
ZMIC5,27.42637890978066
nAcid,1
nAtom,48
nBase,0
nRing,3
piPC1,3.828641396489095
piPC2,4.448516375942715
piPC3,4.943426544402806
piPC4,5.454786784594254
piPC5,5.965345135874355
piPC6,6.064221160158583
piPC7,6.357354712664373
piPC8,6.517024830630909
piPC9,6.710675351212637
AATS0Z,31.5
AATS0d,3.5833333333333335
AATS0i,159.03576795753298
AATS0m,125.08082077083333
AATS0p,1.6928990893183749
AATS0s,7.272442629743941
AATS0v,246.56484544768375
AATS1Z,33.24
AATS1d,4.2
AATS1i,144.40560012144502
AATS1m,128.73561959999998
AATS1p,1.98750354472
AATS1s,3.504413580246913
AATS1v,290.5303910568918
AATS2Z,28.0875
AATS2d,3.85
AATS2i,149.39607831201036
AATS2m,107.23884202499998
AATS2p,1.7730508881568376
AATS2s,4.895756172839507
AATS2v,256.58823848228224
AATS3Z,24.470588235294116
AATS3d,3.4215686274509802
AATS3i,152.8876647283206
AATS3m,91.53664951960783
AATS3p,1.5938632747053234
AATS3s,4.0132837085451465
AATS3v,225.255163878054
AATS4Z,22.8
AATS4d,2.981818181818182
AATS4i,158.3387171091471
AATS4m,83.94313858181819
AATS4p,1.4290674296226362
AATS4s,4.44405162738496
AATS4v,201.32877162300733
AATS5Z,21.458715596330276
AATS5d,2.8073394495412844
AATS5i,159.75531251507454
AATS5m,79.05430744036697
AATS5p,1.338583685010376
AATS5s,4.35939800656926
AATS5v,191.91985906907803
AATS6Z,22.305263157894736
AATS6d,2.9473684210526314
AATS6i,158.62260963462546
AATS6m,82.68286582105263
AATS6p,1.4076064840019789
AATS6s,5.746474983755685
AATS6v,202.41635082035484
AATS7Z,21.67816091954023
AATS7d,3.0689655172413794
AATS7i,154.508659922416
AATS7m,80.30038147126436
AATS7p,1.5295610092372527
AATS7s,3.945757059741734
AATS7v,211.3350653876895
AATS8Z,21.337078651685392
AATS8d,2.943820224719101
AATS8i,154.80539808458266
AATS8m,78.54316147191011
AATS8p,1.450111710525112
AATS8s,3.7961229019281455
AATS8v,197.15578118476893
AMID_C,1.4485837423311536
AMID_N,0.1352805725445494
AMID_O,0.35317052190493514
AMID_X,0.0
AMID_h,0.5633010988666649
ATS0dv,474.44444444444446
ATS0pe,319.81370000000004
ATS0se,388.54060499999997
ATS1dv,390.33333333333337
ATS1pe,334.4326
ATS1se,399.259592
ATS2dv,651.6666666666667
ATS2pe,538.733
ATS2se,645.436878
ATS3dv,631.6666666666666
ATS3pe,669.4855
ATS3se,812.56854
ATS4dv,636.6666666666666
ATS4pe,731.3667
ATS4se,892.3674080000001
ATS5dv,598.3333333333334
ATS5pe,714.0725
ATS5se,878.6967099999999
ATS6dv,601.6666666666667
ATS6pe,635.2104999999999
ATS6se,774.827092
ATS7dv,488.33333333333337
ATS7pe,559.1042
ATS7se,683.7841500000001
ATS8dv,444.66666666666663
ATS8pe,563.1815
ATS8se,695.0277779999999
ATSC0Z,485.25
ATSC0c,1.3935958985720238
ATSC0d,31.916666666666668
ATSC0i,74.22977031477662
ATSC0m,2215.2620584791666
ATSC0p,13.60900038505125
ATSC0s,140.08753250743027
ATSC0v,2303.155939864689
ATSC1Z,86.03125
ATSC1c,-0.9054430706847479
ATSC1d,7.420138888888892
ATSC1i,-2.525972543239698
ATSC1m,369.64722750086827
ATSC1p,-0.5130971188237206
ATSC1s,-27.10910164882926
ATSC1v,126.86028878229439
ATSC2Z,13.125
ATSC2c,0.3486429845791405
ATSC2d,-5.19444444444444
ATSC2i,-1.4907091794893552
ATSC2m,60.3428077430557
ATSC2p,0.4063202524999975
ATSC2s,49.38517673087183
ATSC2v,-131.7008947423792
ATSC3Z,-76.65625
ATSC3c,-0.1349780593666914
ATSC3d,-9.322916666666664
ATSC3i,-34.77800203604359
ATSC3m,-345.83330122656236
ATSC3p,-3.275806951805907
ATSC3s,-14.456861345093168
ATSC3v,-566.6975995186217
ATSC4Z,-152.53125
ATSC4c,0.183406274506458
ATSC4d,-3.5590277777777772
ATSC4i,-13.662434576728442
ATSC4m,-688.6753237439236
ATSC4p,-2.9346927085110313
ATSC4s,-32.61508471281532
ATSC4v,-599.6421691772798
ATSC5Z,-5.296875
ATSC5c,-0.49254906514625574
ATSC5d,0.5642361111111098
ATSC5i,1.6430217860774023
ATSC5m,2.4775463493922985
ATSC5p,0.053886661233078836
ATSC5s,-59.35387325882822
ATSC5v,480.3064582825493
ATSC6Z,7.109375
ATSC6c,0.4101868400043703
ATSC6d,3.74826388888889
ATSC6i,33.43519612248819
ATSC6m,22.080688009982737
ATSC6p,2.826713241786859
ATSC6s,52.61759291260623
ATSC6v,169.1085400209139
ATSC7Z,0.734375
ATSC7c,-0.10450071471226166
ATSC7d,-1.8489583333333324
ATSC7i,9.143793560401697
ATSC7m,-12.134597972656202
ATSC7p,1.242991772138358
ATSC7s,-4.704059476987601
ATSC7v,-165.65040139571005
ATSC8Z,-26.734375
ATSC8c,0.1641282278913557
ATSC8d,-6.137152777777778
ATSC8i,-30.918604023000064
ATSC8m,-91.83388751345498
ATSC8p,-4.002099257331734
ATSC8s,3.5239641456737765
ATSC8v,-209.6968029569402
AXp-0d,0.7241801290438407
AXp-1d,0.4467769431386749
AXp-2d,0.2950379638800537
AXp-3d,0.1871757032408305
AXp-4d,0.12184376079410386
AXp-5d,0.07891369380480517
AXp-6d,0.05140344071630003
AXp-7d,0.032439186010418446
GATS1Z,0.8019783616692425
GATS1c,1.5984502859777827
GATS1d,0.9424543080939948
GATS1i,1.1597531626078905
GATS1m,0.7879632313381293
GATS1p,1.1668981676733736
GATS1s,0.7536954809768223
GATS1v,0.8549768444857011
GATS2Z,0.8529495105615662
GATS2c,0.808230370480098
GATS2d,1.233289817232376
GATS2i,1.0753216807791106
GATS2m,0.8461770207333368
GATS2p,0.9767293266158241
GATS2s,0.5243171346076079
GATS2v,0.9369517113838144
GATS3Z,1.0663797718984553
GATS3c,0.9639471538806111
GATS3d,1.2415911534326525
GATS3i,1.2693368275949024
GATS3m,1.0551509321278556
GATS3p,1.1539393928372372
GATS3s,0.8748120229718727
GATS3v,1.0645557102524457
GATS4Z,1.234490187813217
GATS4c,0.9882360669412553
GATS4d,1.0709708046522668
GATS4i,1.1326287728887665
GATS4m,1.2188989790030929
GATS4p,1.1437286250862926
GATS4s,1.1959794416257885
GATS4v,1.0555305451524777
GATS5Z,1.1076386427123066
GATS5c,1.1224544392681053
GATS5d,1.0605312956619637
GATS5i,0.9682282169509713
GATS5m,1.0938924861170092
GATS5p,1.0363086603490201
GATS5s,1.4675385534730985
GATS5v,0.8919640593072646
GATS6Z,0.91657582906261
GATS6c,0.7575761000874682
GATS6d,0.9145527002885805
GATS6i,0.7439368144020257
GATS6m,0.9229354033595034
GATS6p,0.8187053203427552
GATS6s,1.0973280380654755
GATS6v,0.9016738051647661
GATS7Z,0.8817353301710814
GATS7c,0.8520494745028202
GATS7d,0.9478707121635005
GATS7i,0.9211020478243045
GATS7m,0.8906992012651835
GATS7p,0.9022549311137595
GATS7s,0.8171827599167538
GATS7v,1.0225011042850294
GATS8Z,1.2275845301564698
GATS8c,0.7699455220756526
GATS8d,1.1995775515592455
GATS8i,1.2094987611742358
GATS8m,1.2008059454977213
GATS8p,1.3312604924602498
GATS8s,0.8638356748299579
GATS8v,1.098950999055743
MATS1Z,0.17020092735703246
MATS1c,-0.6237284055930613
MATS1d,0.2231853785900784
MATS1i,-0.03266793944298907
MATS1m,0.16018932705616545
MATS1p,-0.03619466677448527
MATS1s,-0.18577483032971354
MATS1v,0.05287782521497766
MATS2Z,0.01622874806800618
MATS2c,0.15010505625183795
MATS2d,-0.0976501305483028
MATS2i,-0.012049417691860532
MATS2m,0.016343747913368557
MATS2p,0.017914038107294857
MATS2s,0.2115185092360125
MATS2v,-0.03430967720321621
MATS3Z,-0.07434009152347185
MATS3c,-0.04557927217343426
MATS3d,-0.1374596836123483
MATS3i,-0.22047917615527154
MATS3m,-0.07346538632177703
MATS3p,-0.11327475707237547
MATS3s,-0.04856412805984925
MATS3v,-0.11578947768449774
MATS4Z,-0.13716453561894057
MATS4c,0.057428289619359196
MATS4d,-0.048658912888677894
MATS4i,-0.08031534528801731
MATS4m,-0.13565567441222404
MATS4p,-0.09409898932050768
MATS4s,-0.10159388712794458
MATS4v,-0.11361021324268183
MATS5Z,-0.004806942415949406
MATS5c,-0.15564220649409077
MATS5d,0.0077849905382422506
MATS5i,0.009747201514709978
MATS5m,0.0004925058779738722
MATS5p,0.0017436920561905583
MATS5s,-0.18657966918213245
MATS5v,0.09183533656322632
MATS6Z,0.007402586838037907
MATS6c,0.148717643557818
MATS6d,0.05933763913700703
MATS6i,0.22758487202694888
MATS6m,0.005036224996365256
MATS6p,0.10494775652860844
MATS6s,0.18977942347890972
MATS6v,0.03709879712398254
MATS7Z,0.0008349766384195846
MATS7c,-0.041371797087575726
MATS7d,-0.03196182587557394
MATS7i,0.06796264622858078
MATS7m,-0.0030221935052684805
MATS7p,0.050392280441971776
MATS7s,-0.018526582010998303
MATS7v,-0.03968177895646412
MATS8Z,-0.0297136307590782
MATS8c,0.06351812236855187
MATS8d,-0.10370522486578461
MATS8i,-0.2246430522281764
MATS8m,-0.02235780122795226
MATS8p,-0.15860353394411802
MATS8s,0.01356698129005456
MATS8v,-0.04910431942883777
MAXsOH,9.226268327326096
MAXssO,5.039585453607447
MINsOH,9.226268327326096
MINssO,5.039585453607447
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.9483120617073975
SdssSe,0
SdsssP,0
SpAD_A,37.83048362202138
SpAD_D,374.5355586278849
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,760
TMWC10,138.37113225427123
TSRW10,65.58913640081225
VE1_Dt,5.399398796104898
VE2_Dt,0.17997995987016327
VE3_Dt,2.784899901985594
VR1_Dt,187.24845326162395
VR2_Dt,6.241615108720798
VR3_Dt,6.33104865074627
Xc-3dv,1.13396848893866
Xc-4dv,0.05103103630798288
Xc-5dv,0.1683738598920178
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25
Xch-7d,0.3146684068282412
Xp-0dv,16.641403149486376
Xp-1dv,10.189057074582687
Xp-2dv,7.849094852248421
Xp-3dv,5.533400475151752
Xp-4dv,3.7547970922135563
Xp-5dv,2.560980566423035
Xp-6dv,1.433641607878026
Xp-7dv,0.9045826955279611
Xpc-4d,5.270249496048451
Xpc-5d,7.507464185488707
Xpc-6d,10.797237305903254
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,50
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,0
nSpiro,0
naRing,3
piPC10,7.122564193506289
AATS0dv,9.88425925925926
AATS0pe,6.662785416666668
AATS0se,8.0945959375
AATS1dv,7.8066666666666675
AATS1pe,6.688651999999999
AATS1se,7.98519184
AATS2dv,8.145833333333334
AATS2pe,6.734162499999999
AATS2se,8.067960975
AATS3dv,6.192810457516339
AATS3pe,6.563583333333334
AATS3se,7.966358235294117
AATS4dv,5.787878787878787
AATS4pe,6.648788181818182
AATS4se,8.112430981818182
AATS5dv,5.489296636085627
AATS5pe,6.551123853211009
AATS5se,8.061437706422018
AATS6dv,6.333333333333334
AATS6pe,6.686426315789473
AATS6se,8.15607465263158
AATS7dv,5.613026819923372
AATS7pe,6.426485057471265
AATS7se,7.859587931034484
AATS8dv,4.996254681647939
AATS8pe,6.32788202247191
AATS8se,7.809300876404493
AATSC0Z,10.109375
AATSC0c,0.029033247886917163
AATSC0d,0.6649305555555556
AATSC0i,1.5464535482245128
AATSC0m,46.15129288498264
AATSC0p,0.28352084135523437
AATSC0s,2.9184902605714638
AATSC0v,47.98241541384769
AATSC1Z,1.720625
AATSC1c,-0.018108861413694957
AATSC1d,0.14840277777777783
AATSC1i,-0.05051945086479396
AATSC1m,7.392944550017365
AATSC1p,-0.01026194237647441
AATSC1s,-0.5421820329765852
AATSC1v,2.5372057756458877
AATSC2Z,0.1640625
AATSC2c,0.004358037307239256
AATSC2d,-0.0649305555555555
AATSC2i,-0.01863386474361694
AATSC2m,0.7542850967881962
AATSC2p,0.005079003156249968
AATSC2s,0.6173147091358978
AATSC2v,-1.64626118427974
AATSC3Z,-0.7515318627450981
AATSC3c,-0.0013233143075165824
AATSC3d,-0.09140114379084965
AATSC3i,-0.34096080427493713
AATSC3m,-3.390522561044729
AATSC3p,-0.03211575442946968
AATSC3s,-0.1417339347558154
AATSC3v,-5.555858818810017
AATSC4Z,-1.3866477272727273
AATSC4c,0.0016673297682405271
AATSC4d,-0.032354797979797977
AATSC4i,-0.12420395069753129
AATSC4m,-6.260684761308396
AATSC4p,-0.026679024622827556
AATSC4s,-0.2965007701165029
AATSC4v,-5.45129244706618
AATSC5Z,-0.04859518348623853
AATSC5c,-0.004518798762809685
AATSC5d,0.005176478083588163
AATSC5i,0.01507359436768259
AATSC5m,0.022729783021947694
