DLiP-ID,T000KF
CIC1,1.243243243243243
CIC2,0.5068888514098218
CIC3,0.23661858113955248
CIC4,0.23661858113955248
CIC5,0.23661858113955248
GGI1,5.5
GGI2,3.1111111111111125
GGI3,2.604166666666667
GGI4,1.8233333333333337
GGI5,1.0180555555555555
GGI6,0.6491609977324264
GGI7,0.36458333333333337
GGI8,0.26959719072814303
GGI9,0.12125000000000002
JGI1,0.22
JGI2,0.08888888888888893
JGI3,0.07038288288288289
JGI4,0.05064814814814816
JGI5,0.02827932098765432
JGI6,0.022384861990773323
JGI7,0.01585144927536232
JGI8,0.014189325827797002
JGI9,0.0075781250000000015
MIC0,31.041594153271273
MIC1,52.570240880388
MIC2,57.096594215464194
MIC3,59.23091853978852
MIC4,59.23091853978852
MIC5,59.23091853978852
MPC2,35
MPC3,45
MPC4,58
MPC5,67
MPC6,64
MPC7,67
MPC8,71
MPC9,69
Mare,1.001621621621622
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.25132332546445607
RPCG,0.17100722389805154
SIC0,0.3866719140729816
SIC1,0.7613486183702226
SIC2,0.9026982648977752
SIC3,0.9545790000346831
SIC4,0.9545790000346831
SIC5,0.9545790000346831
SaaN,0
SaaO,0
SaaS,0
Sare,37.06000000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.977004122896087
SsLi,0
SsOH,9.419219439204106
SsSH,0
SssO,0
SssS,2.595255199293487
StCH,0
StsC,0
TIC0,74.53092425398225
TIC1,146.74977452827116
TIC2,173.99488702610776
TIC3,183.9948870261077
TIC4,183.9948870261077
TIC5,183.9948870261077
Vabc,337.2447577108717
WPol,37
apol,50.284308999999986
bpol,23.657691
nRot,6
ABCGG,15.968359104451466
ATS0Z,2140.0
ATS0d,133.0
ATS0i,5731.747015116837
ATS0m,8738.206498999996
ATS0p,85.48787976303697
ATS0s,202.86450236244477
ATS0v,10447.602335082911
ATS1Z,1466.0
ATS1d,163.0
ATS1i,5370.514997458949
ATS1m,5750.730898000001
ATS1p,88.38931970600002
ATS1s,117.10288065843622
ATS1v,11849.956068751002
ATS2Z,2372.0
ATS2d,245.0
ATS2i,9262.123860788593
ATS2m,9184.714741000003
ATS2p,133.90241259424505
ATS2s,201.85768175582993
ATS2v,17105.844212064007
ATS3Z,2508.0
ATS3d,257.0
ATS3i,11808.452272289554
ATS3m,9572.376471
ATS3p,148.301283341943
ATS3s,237.7139917695473
ATS3v,19137.19801514654
ATS4Z,2827.0
ATS4d,249.0
ATS4i,13152.528467820599
ATS4m,10840.450476
ATS4p,152.98499920933904
ATS4s,270.3612635269013
ATS4v,19270.20531588824
ATS5Z,3056.0
ATS5d,223.0
ATS5i,12062.165736403707
ATS5m,11748.900356000002
ATS5p,145.154606699339
ATS5s,328.46376314586195
ATS5v,18248.690374089598
ATS6Z,2526.0
ATS6d,195.0
ATS6i,10223.578523041057
ATS6m,9579.461406
ATS6p,131.731564953094
ATS6s,221.54218106995887
ATS6v,15681.514150837142
ATS7Z,2006.0
ATS7d,160.0
ATS7i,8576.239504964828
ATS7m,7727.052546
ATS7p,106.116007549698
ATS7s,197.70919067215365
ATS7v,13135.783837902994
ATS8Z,1521.0
ATS8d,139.0
ATS8i,8408.363465002054
ATS8m,5609.785546
ATS8p,93.812929291943
ATS8s,159.49794238683128
ATS8v,11321.288665834045
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,7
C2SP3,2
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.26666666666666666
GGI10,0.11141720232629324
JGI10,0.011141720232629323
JGT10,0.5293447232341363
Kier1,20.3136
Kier2,9.08734693877551
Kier3,5.019259259259259
MAXdO,12.61759509462221
MAXdS,5.213394589317208
MID_C,30.877123834445406
MID_N,2.216420948235365
MID_O,5.21125920064171
MID_X,3.530217569727033
MID_h,16.632326133978477
MINdO,11.512783253235995
MINdS,5.213394589317208
MPC10,66
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.523562306149512
MWC05,7.394493107219038
MWC06,8.285261134068948
MWC07,9.167745974343763
MWC08,10.061217533302013
MWC09,10.949806046483104
MWC10,11.845124297880435
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,4
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.400900000000003
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.844187086458591
SRW08,8.355850041007475
SRW09,7.002155954403621
SRW10,10.004282662571022
SaaCH,4.9368717532033735
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.523330638075825
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.6026224332325523
SdssC,-0.888788810885371
SdssS,0
SsCH3,1.8806050262444909
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.1748113329694019
SsssP,0
VE1_A,3.9896412975743543
VE1_D,4.815476050453551
VE2_A,0.1662350540655981
VE2_D,0.20064483543556463
VE3_A,2.259170063857088
VE3_D,2.4473036459315014
VR1_A,217.92104111455066
VR1_D,134.45129493236524
VR2_A,9.080043379772944
VR2_D,5.602137288848552
VR3_A,6.259601537811669
VR3_D,5.77667075135274
WPath,1375
Xc-3d,1.8663902863814519
Xc-4d,0.0
Xc-5d,0.5382373097550984
Xc-6d,0.0
Xp-0d,17.853006672199015
Xp-1d,11.345443010499071
Xp-2d,10.350922942207283
Xp-3d,8.138643352301386
Xp-4d,6.681752452623918
Xp-5d,5.1378662809600755
Xp-6d,3.1269787389797403
Xp-7d,1.9683745246904132
ZMIC0,84.29951554581851
ZMIC1,44.258148833321656
ZMIC2,34.99207170120498
ZMIC3,31.218156706098714
ZMIC4,31.218156706098714
ZMIC5,31.218156706098714
nAcid,1
nAtom,37
nBase,0
nRing,2
piPC1,3.4965075614664802
piPC2,4.0163830207523885
piPC3,4.468777561082536
piPC4,4.94787297235994
piPC5,5.385354784865255
piPC6,5.51090540392273
piPC7,5.7445044641761225
piPC8,6.099056945262089
piPC9,6.317390293065218
AATS0Z,57.83783783783784
AATS0d,3.5945945945945947
AATS0i,154.91208148964424
AATS0m,236.1677432162161
AATS0p,2.310483236838837
AATS0s,5.4828243881741825
AATS0v,282.3676306779165
AATS1Z,38.578947368421055
AATS1d,4.2894736842105265
AATS1i,141.3293420383934
AATS1m,151.33502363157896
AATS1p,2.3260347291052637
AATS1s,3.0816547541693744
AATS1v,311.84094917765793
AATS2Z,37.65079365079365
AATS2d,3.888888888888889
AATS2i,147.0178390601364
AATS2m,145.78912287301594
AATS2p,2.1254351205435724
AATS2s,3.204090186600475
AATS2v,271.5213366994287
AATS3Z,32.15384615384615
AATS3d,3.2948717948717947
AATS3i,151.39041374730198
AATS3m,122.72277526923077
AATS3p,1.9012985043838846
AATS3s,3.0476152790967603
AATS3v,245.3486925018787
AATS4Z,33.258823529411764
AATS4d,2.929411764705882
AATS4i,154.73562903318353
AATS4m,127.53471148235295
AATS4p,1.7998235201098711
AATS4s,3.1807207473753096
AATS4v,226.70829783397932
AATS5Z,38.68354430379747
AATS5d,2.8227848101265822
AATS5i,152.68564223295832
AATS5m,148.7202576708861
AATS5p,1.8374000848017598
AATS5s,4.157769153745088
AATS5v,230.99608068467845
AATS6Z,37.701492537313435
AATS6d,2.91044776119403
AATS6i,152.59072422449339
AATS6m,142.97703591044777
AATS6p,1.96614276049394
AATS6s,3.3065997174620727
AATS6v,234.05245001249466
AATS7Z,35.82142857142857
AATS7d,2.857142857142857
AATS7i,153.14713401722906
AATS7m,137.98308117857144
AATS7p,1.8949287062446072
AATS7s,3.5305212620027437
AATS7v,234.56756853398204
AATS8Z,27.654545454545456
AATS8d,2.5272727272727273
AATS8i,152.87933572731006
AATS8m,101.99610083636364
AATS8p,1.7056896234898726
AATS8s,2.8999625888514777
AATS8v,205.84161210607354
AMID_C,1.2865468264352253
AMID_N,0.09235087284314021
AMID_O,0.21713580002673794
AMID_X,0.14709239873862637
AMID_h,0.6930135889157699
ATS0dv,290.5432098765432
ATS0pe,245.1403
ATS0se,301.0873529999999
ATS1dv,274.22222222222223
ATS1pe,251.501
ATS1se,301.4670779999999
ATS2dv,384.22222222222223
ATS2pe,411.35550000000006
ATS2se,500.98115100000007
ATS3dv,374.22222222222223
ATS3pe,509.8324
ATS3se,624.658252
ATS4dv,355.82716049382714
ATS4pe,554.944
ATS4se,685.9220989999999
ATS5dv,356.6296296296296
ATS5pe,525.6272
ATS5se,650.578765
ATS6dv,238.66666666666666
ATS6pe,440.89779999999996
ATS6se,545.749468
ATS7dv,195.8148148148148
ATS7pe,372.0711
ATS7se,457.4945880000001
ATS8dv,163.66666666666666
ATS8pe,349.2968000000001
ATS8se,436.436318
ATSC0Z,879.0270270270266
ATSC0c,0.8416626867441467
ATSC0d,25.729729729729737
ATSC0i,60.27589099077206
ATSC0m,3917.069833891893
ATSC0p,17.149724854726703
ATSC0s,84.11958048583563
ATSC0v,1999.558673362404
ATSC1Z,-6.081811541270996
ATSC1c,-0.5729652229274593
ATSC1d,7.5478451424397415
ATSC1i,-1.1923811270896896
ATSC1m,-14.867596753834906
ATSC1p,1.1080386808732532
ATSC1s,-4.426362854902506
ATSC1v,73.4990953419089
ATSC2Z,0.5756026296566908
ATSC2c,0.17594363373669109
ATSC2d,1.9737034331628955
ATSC2i,-11.778519327963258
ATSC2m,14.068104751643535
ATSC2p,-1.0456420508542474
ATSC2s,28.214759999683814
ATSC2v,38.40883551641389
ATSC3Z,-157.84075967859746
ATSC3c,0.20873828123533925
ATSC3d,-3.8356464572680773
ATSC3i,4.980088377210149
ATSC3m,-690.2559796910157
ATSC3p,-0.8845210566941027
ATSC3s,-8.834162435152319
ATSC3v,-62.01910546862633
ATSC4Z,26.10007304601899
ATSC4c,-0.5343234149297252
ATSC4d,-1.7574872169466764
ATSC4i,10.393282599700791
ATSC4m,163.45116830241045
ATSC4p,2.197886435991845
ATSC4s,-23.124049948068414
ATSC4v,305.3314888503399
ATSC5Z,103.15850986121256
ATSC5c,0.3846607095763784
ATSC5d,-0.8823959094229376
ATSC5i,-14.829269251255369
ATSC5m,490.71277760920395
ATSC5p,-3.014262269241661
ATSC5s,11.929490857780268
ATSC5v,208.61019875770728
ATSC6Z,-152.77867056245432
ATSC6c,0.034193851326650065
ATSC6d,-5.780861943024105
ATSC6i,-0.3120013450468244
ATSC6m,-699.0766920745069
ATSC6p,-2.632894740009731
ATSC6s,-5.536344068459517
ATSC6v,-311.5488765254026
ATSC7Z,108.2293644996347
ATSC7c,-0.17359386487140455
ATSC7d,-4.563915266617969
ATSC7i,7.231422023372295
ATSC7m,457.3525922447043
ATSC7p,5.765142609348855
ATSC7s,-36.64993505350529
ATSC7v,-81.85560151293826
ATSC8Z,-329.1212563915266
ATSC8c,0.029609542140290566
ATSC8d,-6.327976625273923
ATSC8i,-19.31815987634947
ATSC8m,-1414.1956642987584
ATSC8p,-7.966797419719828
ATSC8s,-2.1436445343129815
ATSC8v,-602.6435875670539
AXp-0d,0.7438752780082923
AXp-1d,0.4538177204199629
AXp-2d,0.2957406554916367
AXp-3d,0.18085874116225303
AXp-4d,0.11520262849351583
AXp-5d,0.07668457135761307
AXp-6d,0.04885904279655844
AXp-7d,0.029378724249110644
GATS1Z,0.5959938895325884
GATS1c,1.62852731238811
GATS1d,0.8468597965501987
GATS1i,0.9769511136245012
GATS1m,0.5859905073168642
GATS1p,0.6467355535912697
GATS1s,0.6488197120638062
GATS1v,0.7210682208327974
GATS2Z,0.8281884147091382
GATS2c,0.7706024050231971
GATS2d,1.0660264105642254
GATS2i,1.1606494883634946
GATS2m,0.8145387384342458
GATS2p,0.9598792010548085
GATS2s,0.42921058653614635
GATS2v,0.8713224693706639
GATS3Z,0.9267239340416075
GATS3c,0.8290718489640124
GATS3d,1.1300904977375563
GATS3i,0.9230968254676907
GATS3m,0.928491091732197
GATS3p,0.871729573115628
GATS3s,0.9153989078782488
GATS3v,0.9202893607586587
GATS4Z,0.909668878005021
GATS4c,1.3878628028163846
GATS4d,1.037024221453287
GATS4i,0.9150204847167466
GATS4m,0.9046743812062068
GATS4p,0.8947793820735476
GATS4s,1.2261935779672777
GATS4v,0.8909060138758527
GATS5Z,0.9655382043094957
GATS5c,1.0362363650670467
GATS5d,1.0095202638017229
GATS5i,1.1685636534069463
GATS5m,0.9413591809178216
GATS5p,1.251858305587909
GATS5s,1.4519289584093409
GATS5v,0.925685127861306
GATS6Z,1.1870655332365359
GATS6c,1.1416364407707524
GATS6d,1.1276809231155145
GATS6i,1.1239881441936763
GATS6m,1.1687180111396354
GATS6p,1.2735548705221003
GATS6s,1.1677016495983652
GATS6v,1.0607835080272021
GATS7Z,0.7305967461391152
GATS7c,1.3009705003638954
GATS7d,1.1742947178871546
GATS7i,0.8909866254950596
GATS7m,0.7326039676554965
GATS7p,0.6769992685985774
GATS7s,1.667008312079195
GATS7v,0.9154200012899287
GATS8Z,1.3358571572321423
GATS8c,0.8180657570368272
GATS8d,1.0811688311688308
GATS8i,1.1822121649689488
GATS8m,1.3225512069283527
GATS8p,1.3972275155825529
GATS8s,0.9363156135959867
GATS8v,1.2473532732928772
MATS1Z,-0.006736725592113353
MATS1c,-0.6628394005480577
MATS1d,0.2856313578062805
MATS1i,-0.019261476807610305
MATS1m,-0.0036957074603130215
MATS1p,0.06290945058056367
MATS1s,-0.05123515353960271
MATS1v,0.035790351929030094
MATS2Z,0.0003845755905773173
MATS2c,0.1227712443436134
MATS2d,0.045051353874883335
MATS2i,-0.11476467595367919
MATS2m,0.0021092859206842726
MATS2p,-0.03580857660504857
MATS2s,0.1969883020985566
MATS2v,0.01128127439604623
MATS3Z,-0.08517733649943711
MATS3c,0.11764437054859053
MATS3d,-0.07071482439129494
MATS3i,0.03919228029648072
MATS3m,-0.08359031941129695
MATS3p,-0.024465727864822776
MATS3s,-0.0498167514371408
MATS3v,-0.014712906229096996
MATS4Z,0.012924754208656781
MATS4c,-0.27634329417611614
MATS4d,-0.029733069698467614
MATS4i,0.07505711992521037
MATS4m,0.01816391718854975
MATS4p,0.055786728064026146
MATS4s,-0.11966016545060955
MATS4v,0.066469167821655
MATS5Z,0.05496389034621369
MATS5c,0.21404958347390682
MATS5d,-0.016062121050952043
MATS5i,-0.11522606864795913
MATS5m,0.058673322964189235
MATS5p,-0.08231870190831342
MATS5s,0.06642008748910574
MATS5v,0.04886253757499207
MATS6Z,-0.09598147498884868
MATS6c,0.022435557528630527
MATS6d,-0.12407500313558255
MATS6i,-0.002858510217229589
MATS6m,-0.09855767042304975
MATS6p,-0.08478192272964201
MATS6s,-0.03634568812811442
MATS6v,-0.08604367647007637
MATS7Z,0.08134981639931828
MATS7c,-0.13627305598704556
MATS7d,-0.11719687875150056
MATS7i,0.07926724530048762
MATS7m,0.07714424406988415
MATS7p,0.22210922410962633
MATS7s,-0.28786562558320344
MATS7v,-0.02704755104504606
MATS8Z,-0.25187945125837147
MATS8c,0.02366642461933929
MATS8d,-0.16545072574484335
MATS8i,-0.21560615354015433
MATS8m,-0.2428774652202676
MATS8p,-0.31251124702806216
MATS8s,-0.01714331114035835
MATS8v,-0.20275212850285057
MAXsCl,6.117050320800019
MAXsOH,9.419219439204106
MAXssS,1.5193847029468004
MINsCl,5.859953802096069
MINsOH,9.419219439204106
MINssS,1.0758704963466865
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.435804725459597
SpAD_D,238.2541680844119
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.9523887626378302
SssNH2,0
SsssAs,0
SsssCH,-0.961537278491644
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,591
TMWC10,123.66135561437729
TSRW10,72.54656458243775
VE1_Dt,4.837662414904091
VE2_Dt,0.20156926728767047
VE3_Dt,2.451900369286582
VR1_Dt,131.81731844018552
VR2_Dt,5.492388268341063
VR3_Dt,5.75688575018459
Xc-3dv,1.2023508689191016
Xc-4dv,0.0
Xc-5dv,0.2363185142459955
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3260926987258614
Xch-7d,0.5870098443975595
Xp-0dv,16.453910132479
Xp-1dv,10.161356140712941
Xp-2dv,8.358057586099344
Xp-3dv,5.8015606044739805
Xp-4dv,4.37046977143787
Xp-5dv,3.0050994177485797
Xp-6dv,1.8117401420573171
Xp-7dv,1.1701733762705624
Xpc-4d,4.15811360610621
Xpc-5d,6.522065544088104
Xpc-6d,10.17918715322484
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,38
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,6.455002003142929
AATS0dv,7.852519185852518
AATS0pe,6.6254135135135135
AATS0se,8.137496027027025
AATS1dv,7.216374269005848
AATS1pe,6.6184473684210525
AATS1se,7.933344157894735
AATS2dv,6.098765432098766
AATS2pe,6.529452380952382
AATS2se,7.952081761904763
AATS3dv,4.797720797720798
AATS3pe,6.536312820512821
AATS3se,8.008439128205127
AATS4dv,4.186201888162672
AATS4pe,6.52875294117647
AATS4se,8.069671752941176
AATS5dv,4.514299109235818
AATS5pe,6.653508860759493
AATS5se,8.235174240506328
AATS6dv,3.562189054726368
AATS6pe,6.580564179104477
AATS6se,8.145514447761194
AATS7dv,3.4966931216931214
AATS7pe,6.644126785714286
AATS7se,8.169546214285715
AATS8dv,2.9757575757575756
AATS8pe,6.35085090909091
AATS8se,7.9352057818181825
AATSC0Z,23.757487216946664
AATSC0c,0.022747640182274233
AATSC0d,0.6953981008035064
AATSC0i,1.6290781348857315
AATSC0m,105.86675226734846
AATSC0p,0.46350607715477576
AATSC0s,2.2735021752928546
AATSC0v,54.042126307092005
AATSC1Z,-0.16004767213871043
AATSC1c,-0.015078032182301561
AATSC1d,0.19862750374841426
AATSC1i,-0.031378450712886564
AATSC1m,-0.39125254615355015
AATSC1p,0.029158912654559294
AATSC1s,-0.11648323302375016
AATSC1v,1.9341867195239184
AATSC2Z,0.00913654967709033
AATSC2c,0.0027927560910585886
AATSC2d,0.03132862592322056
AATSC2i,-0.18696062425338505
AATSC2m,0.22330325002608786
AATSC2p,-0.016597492870702342
AATSC2s,0.4478533333283145
AATSC2v,0.6096640558160934
AATSC3Z,-2.0235994830589417
AATSC3c,0.0026761318107094774
AATSC3d,-0.04917495458035997
AATSC3i,0.0638472868873096
AATSC3m,-8.849435637064303
AATSC3p,-0.011340013547360292
