DLiP-ID,P0000O
ATS8d,120.0
ATS8i,15007.594517712821
ATS8m,1449.9294439999999
ATS8p,73.937568586074
ATS8s,209.0
ATS8v,8276.207356405655
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,6
C2SP3,1
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4
GGI10,0.0
JGI10,0.0
JGT10,0.4838686872857034
Kier1,15.39
Kier2,6.635204081632653
Kier3,3.5555555555555554
MID_C,30.17508801805058
MID_N,1.9881337123100775
MID_O,5.67257930950965
MID_X,0.0
MID_h,7.660713021819728
MPC10,30
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.41610040220442
MWC04,6.300785794663244
MWC05,7.167809184316444
MWC06,8.059908334578276
MWC07,8.936035096566041
MWC08,9.830110082731352
MWC09,10.710164291083952
MWC10,11.604565280858651
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.410440000000002
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,2.3978952727983707
SRW06,6.535241271013659
SRW07,4.727387818712341
SRW08,8.131824785007195
SRW09,6.78332520060396
SRW10,9.780811314668615
SaaCH,5.747498110355253
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.086838624338625
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,7.457106087805492
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8451000748276596
VE1_D,4.2895039125087635
VE2_A,0.2023736881488242
VE2_D,0.2257633638162507
VE3_A,1.9886535160546694
VE3_D,2.0980249743158734
VR1_A,120.38661672034428
VR1_D,95.92331759136168
VR2_A,6.336137722123383
VR2_D,5.048595662703247
VR3_A,5.432562256060968
VR3_D,5.20540298335944
WPath,675
Xc-3d,1.453306443800741
Xc-4d,0.0
Xc-5d,0.3793570624858994
Xc-6d,0.0
Xp-0d,13.991199352633217
Xp-1d,9.024075805453153
Xp-2d,8.235251872958456
Xp-3d,6.453209589938652
Xp-4d,5.437155257748868
Xp-5d,3.934880638799129
Xp-6d,2.6588812031501057
Xp-7d,2.030217149336164
ZMIC0,65.04917927861737
ZMIC1,31.452893531486975
ZMIC2,23.347025269417163
ZMIC3,21.31835045278088
ZMIC4,21.31835045278088
ZMIC5,21.31835045278088
nAcid,0
nAtom,38
nBase,0
nRing,2
piPC1,3.2771447329921766
piPC2,3.886705197443856
piPC3,4.467343869080688
piPC4,5.066936859464898
piPC5,5.466740705662014
piPC6,5.748596490445994
piPC7,6.115202041955545
piPC8,6.331668650928244
piPC9,6.4151481035265485
AATS0Z,21.05263157894737
AATS0d,3.026315789473684
AATS0i,162.70906973758503
AATS0m,82.82544955263157
AATS0p,1.4058093997929215
AATS0s,3.610380116959065
AATS0v,206.20608354058876
AATS1Z,23.333333333333332
AATS1d,3.5384615384615383
AATS1i,145.93509900470124
AATS1m,87.55754605128202
AATS1p,1.7358903991282055
AATS1s,3.1702279202279207
AATS1v,252.25373518365296
AATS2Z,19.35820895522388
AATS2d,3.3582089552238807
AATS2i,154.54517258717
AATS2m,72.15774674626864
AATS2p,1.4422807589707016
AATS2s,2.90049751243781
AATS2v,207.07054083196667
AATS3Z,17.675324675324674
AATS3d,3.0779220779220777
AATS3i,157.01888821677318
AATS3m,63.73161594805194
AATS3p,1.400722617460909
AATS3s,3.0194805194805197
AATS3v,198.3251574657131
AATS4Z,16.59036144578313
AATS4d,3.0120481927710845
AATS4i,154.2904368722246
AATS4m,58.96123391566266
AATS4p,1.4002712345637587
AATS4s,2.8072289156626504
AATS4v,191.48834694433958
AATS5Z,15.258426966292134
AATS5d,2.6179775280898876
AATS5i,156.03095466515825
AATS5m,53.5215594269663
AATS5p,1.2998931872155957
AATS5s,2.785892634207241
AATS5v,173.96795211817187
AATS6Z,13.410526315789474
AATS6d,2.336842105263158
AATS6i,161.90552222858238
AATS6m,47.096007442105275
AATS6p,1.1220296142712842
AATS6s,2.5236842105263158
AATS6v,147.83494571933142
AATS7Z,13.185185185185185
AATS7d,2.074074074074074
AATS7i,160.27101314223572
AATS7m,43.5761289382716
AATS7p,1.1345608104789136
AATS7s,3.128600823045267
AATS7v,147.80273633297884
AATS8Z,6.5
AATS8d,1.3636363636363635
AATS8i,170.54084679219116
AATS8m,16.47647095454545
AATS8p,0.8401996430235681
AATS8s,2.375
AATS8v,94.04781086824609
AMID_C,1.58816252726582
AMID_N,0.1046386164373725
AMID_O,0.2985568057636658
AMID_X,0.0
AMID_h,0.4031954222010383
ATS0dv,262.0
ATS0pe,234.23990000000003
ATS0se,291.0153399999999
ATS1dv,270.0
ATS1pe,252.88060000000002
ATS1se,303.73290399999996
ATS2dv,351.0
ATS2pe,418.6285
ATS2se,514.231088
ATS3dv,311.0
ATS3pe,490.1480000000001
ATS3se,602.6999040000001
ATS4dv,306.0
ATS4pe,514.9769999999999
ATS4se,634.1533
ATS5dv,306.0
ATS5pe,546.0671000000001
ATS5se,676.7130999999999
ATS6dv,242.0
ATS6pe,569.3792000000001
ATS6se,716.3478999999999
ATS7dv,118.0
ATS7pe,507.39869999999985
ATS7se,630.8276
ATS8dv,13.0
ATS8pe,516.5869999999999
ATS8se,663.6586959999998
ATSC0Z,284.21052631578954
ATSC0c,0.676435069840478
ATSC0d,23.394736842105253
ATSC0i,52.32010322639177
ATSC0m,1350.2969503421057
ATSC0p,8.696911161749709
ATSC0s,36.579678362573084
ATSC0v,1914.5095985891055
ATSC1Z,13.573407202216082
ATSC1c,-0.23535950460133223
ATSC1d,13.094875346260384
ATSC1i,0.3952361804680742
ATSC1m,62.11186791205029
ATSC1p,-0.14928145798996387
ATSC1s,-4.7023891966759015
ATSC1v,-0.038729252524614566
ATSC2Z,110.10249307479224
ATSC2c,-0.028368255801645332
ATSC2d,6.119806094182828
ATSC2i,0.018260059267557027
ATSC2m,526.7348750020777
ATSC2p,1.5233986440563279
ATSC2s,5.614631425053862
ATSC2v,622.1644671205117
ATSC3Z,-54.90027700831024
ATSC3c,-0.0963021749851792
ATSC3d,-2.799861495844874
ATSC3i,18.040192027513314
ATSC3m,-241.88675195637072
ATSC3p,2.7861998203750082
ATSC3s,-13.27037165281625
ATSC3v,314.8845734824454
ATSC4Z,-93.77562326869803
ATSC4c,-0.02723504413319658
ATSC4d,-9.493767313019388
ATSC4i,-13.363717849735192
ATSC4m,-447.41197603670315
ATSC4p,-2.792657632385287
ATSC4s,-8.27418051708218
ATSC4v,-640.2388717942418
ATSC5Z,-79.22991689750694
ATSC5c,0.005931949029604351
ATSC5d,-7.371883656509695
ATSC5i,-25.760273593878306
ATSC5m,-390.90900866966723
ATSC5p,-4.620331361444136
ATSC5s,2.216893659587567
ATSC5v,-939.7415819536219
ATSC6Z,83.99999999999996
ATSC6c,0.04030754621450536
ATSC6d,-22.53947368421053
ATSC6i,-10.862865135202394
ATSC6m,387.2287502763157
ATSC6p,-1.0118069157247762
ATSC6s,9.366593567251462
ATSC6v,53.147722284483436
ATSC7Z,-219.92243767313016
ATSC7c,0.1263815299983634
ATSC7d,-20.23614958448753
ATSC7i,-35.053042554830036
ATSC7m,-1059.272377623961
ATSC7p,-6.77755006964691
ATSC7s,4.406182671591256
ATSC7v,-1720.551250297819
ATSC8Z,-241.4349030470914
ATSC8c,-0.19712618506268473
ATSC8d,9.191135734072018
ATSC8i,-4.536323235409105
ATSC8m,-1137.2968515817176
ATSC8p,-2.242725025895911
ATSC8s,-30.696945213911974
ATSC8v,-1014.2770227455908
AXp-0d,0.7363789132964851
AXp-1d,0.45120379027265767
AXp-2d,0.2941161383199448
AXp-3d,0.17925582194274034
AXp-4d,0.11568415442018869
AXp-5d,0.07424303092073828
AXp-6d,0.04664703865175624
AXp-7d,0.03274543789251877
GATS1Z,0.8628941120607786
GATS1c,1.2769162325249444
GATS1d,0.7096709065213006
GATS1i,1.1985670119167557
GATS1m,0.8696379164236503
GATS1p,1.1760272734318313
GATS1s,0.9963614451534362
GATS1v,1.0651987196015713
GATS2Z,0.7354491431730237
GATS2c,1.0690614087037722
GATS2d,1.1920655440458008
GATS2i,1.0679832276020347
GATS2m,0.7357257575010409
GATS2p,0.9589728743982895
GATS2s,0.785037463309937
GATS2v,0.8333720085967593
GATS3Z,1.0972751322751322
GATS3c,1.3758203891880512
GATS3d,1.2323784202299395
GATS3i,0.8912959869413395
GATS3m,1.086980012388998
GATS3p,0.859027717744956
GATS3s,1.3242060990507274
GATS3v,0.891487117974461
GATS4Z,1.084615127175368
GATS4c,0.9427143254853738
GATS4d,1.3719489883041736
GATS4i,1.1998853881920817
GATS4m,1.088216067103319
GATS4p,1.2003295787022725
GATS4s,0.9823780644449868
GATS4v,1.1659098294855008
GATS5Z,1.0590345401581354
GATS5c,0.9543900651539948
GATS5d,1.163951416185337
GATS5i,1.24583320942835
GATS5m,1.0660679006968294
GATS5p,1.2588135695215699
GATS5s,0.750883376754657
GATS5v,1.2139984326361024
GATS6Z,0.8571666666666665
GATS6c,1.0274092373287256
GATS6d,1.4566929133858273
GATS6i,1.0213208602591528
GATS6m,0.8607624176142977
GATS6p,1.0155555887079457
GATS6s,0.7741452009352334
GATS6v,0.9651611840258205
GATS7Z,1.37417695473251
GATS7c,1.2277031864765873
GATS7d,1.2984349178574905
GATS7i,1.3001530393439937
GATS7m,1.3742428164487157
GATS7p,1.3223508695287427
GATS7s,1.2933273727888814
GATS7v,1.3586474018820105
GATS8Z,1.3913541666666664
GATS8c,1.0519320901512323
GATS8d,0.3953880764904389
GATS8i,0.8992944523824401
GATS8m,1.3831665093720797
GATS8p,0.9600463889076422
GATS8s,1.8328477466659163
GATS8v,1.1248091620530996
MATS1Z,0.04653371320037991
MATS1c,-0.33901945025273666
MATS1d,0.5453837501081596
MATS1i,0.00736049617035493
MATS1m,0.04481921987528188
MATS1p,-0.016724757283671052
MATS1s,-0.1252557518219676
MATS1v,-1.9710632318261966e-05
MATS2Z,0.2197180762852404
MATS2c,-0.023785665811443434
MATS2d,0.1483639171969177
MATS2i,0.00019794401933937692
MATS2m,0.2212440403650206
MATS2p,0.09934758736011422
MATS2s,0.08705428712634745
MATS2v,0.18431320455244848
MATS3Z,-0.09532948532948528
MATS3c,-0.07025914357928312
MATS3d,-0.05906242239200618
MATS3i,0.1701631182025457
MATS3m,-0.08840476367321996
MATS3p,0.15810299518858809
MATS3s,-0.17903423089170784
MATS3v,0.08116834819377733
MATS4Z,-0.15106202588130288
MATS4c,-0.018433485941346504
MATS4d,-0.18579153509425783
MATS4i,-0.11694030165845254
MATS4m,-0.15169938574816264
MATS4p,-0.147013821478458
MATS4s,-0.10355965939255116
MATS4v,-0.15310521890249137
MATS5Z,-0.11902621722846442
MATS5c,0.003744250402186084
MATS5d,-0.13454076667382875
MATS5i,-0.210220695726933
MATS5m,-0.12360612230628538
MATS5p,-0.22683061987644737
MATS5s,0.025876084981102044
MATS5v,-0.20957741821056963
MATS6Z,0.11822222222222213
MATS6c,0.02383527880895412
MATS6d,-0.3853768278965132
MATS6i,-0.08304926378450148
MATS6m,0.1147092127189383
MATS6p,-0.04653638041859512
MATS6s,0.10242401230990592
MATS6v,0.011104195523208774
MATS7Z,-0.3630178326474622
MATS7c,0.08765083765843426
MATS7d,-0.40579649766001485
MATS7i,-0.31430819577683483
MATS7m,-0.36802467544942835
MATS7p,-0.36560007703457525
MATS7s,0.05650946470807516
MATS7v,-0.4216078060369018
MATS8Z,-0.3668265993265993
MATS8c,-0.1258401206823845
MATS8d,0.1696492483894059
MATS8i,-0.037440041797658814
MATS8m,-0.3637018201908369
MATS8p,-0.11135556348556136
MATS8s,-0.36237330843254
MATS8v,-0.22877046954725672
MAXaaN,3.964399014235324
MAXaaO,5.1965660430839
MAXsOH,9.782330168178383
MAXssO,5.553002645502644
MINaaN,3.964399014235324
MINaaO,5.1965660430839
MINsOH,9.782330168178383
MINssO,5.553002645502644
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.378296215335418
SpAD_D,147.21034085446541
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5876032218442933
SssNH2,0
SsssAs,0
SsssCH,-0.5420105820105823
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,450
TMWC10,111.60018944550578
TSRW10,66.1004956509009
VE1_Dt,4.320589072343116
VE2_Dt,0.227399424860164
VE3_Dt,2.1052456384710085
VR1_Dt,92.82379497948602
VR2_Dt,4.885462893657159
VR3_Dt,5.172556904513636
Xc-3dv,0.653064676306784
Xc-4dv,0.0
Xc-5dv,0.11733284949726566
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.316047027029408
Xch-7d,0.4125835186721948
Xp-0dv,11.727431629872695
Xp-1dv,6.416486290930736
Xp-2dv,4.5988802016315775
Xp-3dv,3.0443095612563393
Xp-4dv,2.1527499639409764
Xp-5dv,1.2662618974672661
Xp-6dv,0.7421904094978761
Xp-7dv,0.4660172937338006
Xpc-4d,3.17628424104164
Xpc-5d,5.009078768895963
Xpc-6d,7.0446957710930755
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.382516385458302
AATS0dv,6.894736842105263
AATS0pe,6.164207894736843
AATS0se,7.6582984210526295
AATS1dv,6.923076923076923
AATS1pe,6.484117948717949
AATS1se,7.788023179487179
AATS2dv,5.2388059701492535
AATS2pe,6.248186567164178
AATS2se,7.675090865671642
AATS3dv,4.038961038961039
AATS3pe,6.365558441558442
AATS3se,7.827271480519482
AATS4dv,3.6867469879518073
AATS4pe,6.204542168674697
AATS4se,7.640401204819277
AATS5dv,3.438202247191011
AATS5pe,6.135585393258428
AATS5se,7.603517977528089
AATS6dv,2.5473684210526315
AATS6pe,5.993465263157896
AATS6se,7.540504210526314
AATS7dv,1.4567901234567902
AATS7pe,6.264181481481479
AATS7se,7.787995061728394
AATS8dv,0.14772727272727273
AATS8pe,5.870306818181817
AATS8se,7.541576090909089
AATSC0Z,7.479224376731303
AATSC0c,0.017800922890538893
AATSC0d,0.6156509695290856
AATSC0i,1.3768448217471518
AATSC0m,35.534130272160674
AATSC0p,0.2288660832039397
AATSC0s,0.9626231148045549
AATSC0v,50.38183154181856
AATSC1Z,0.34803608210810466
AATSC1c,-0.006034859092341852
AATSC1d,0.33576603451949705
AATSC1i,0.010134261037642927
AATSC1m,1.5926119977448794
AATSC1p,-0.0038277296920503556
AATSC1s,-0.12057408196604875
AATSC1v,-0.000993057757041399
AATSC2Z,1.6433207921610782
AATSC2c,-0.0004234068030096318
AATSC2d,0.09134038946541535
AATSC2i,0.0002725381980232392
AATSC2m,7.861714552269817
AATSC2p,0.022737293194870566
AATSC2s,0.08380046903065465
AATSC2v,9.286036822694205
AATSC3Z,-0.7129906104975355
AATSC3c,-0.0012506775972101196
AATSC3d,-0.03636183760837498
AATSC3i,0.23428820814952356
AATSC3m,-3.1413863890437757
AATSC3p,0.036184413251623485
AATSC3s,-0.17234248899761365
AATSC3v,4.089410045226563
AATSC4Z,-1.1298267863698557
AATSC4c,-0.0003281330618457419
AATSC4d,-0.11438273871107697
AATSC4i,-0.16100864879199026
AATSC4m,-5.390505735381966
AATSC4p,-0.03364647749861791
AATSC4s,-0.09968892189255638
AATSC4v,-7.713721346918576
AATSC5Z,-0.8902237853652465
AATSC5c,6.665111269218372e-05
AATSC5d,-0.08283015344392916
