DLiP-ID,T0018D
DLiP-Mol-ID,16022
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16ClN5/c19-17-15-10-13-4-1-2-5-14(13)11-16(15)18(23-22-17)21-6-3-8-24-9-7-20-12-24/h1-2,4-5,7,9-12H,3,6,8H2,(H,21,23)"
Standard Inchi Key(RDKit),DMWOFOBZGBIPJU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Clc1nnc(NCCCn2ccnc2)c2cc3ccccc3cc12
SMILES(SDF),
MW(SDF),
MW(RDKit),337.814
MW Monoisotopic(RDKit),337.109423192
MolLogP(RDKit),4.1351
XLogP(SDF),
XLogP(CDK),3.971
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),55.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.43911874184796
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,SOD1 dimer
Common Target Pref Name,SOD1 dimer
RDKit Descriptors
Ipc,673320.6974983768
qed,0.43911874184795996
Chi0,16.355160383312146
Chi1,11.809663088089318
TPSA,55.63
Chi0n,12.984291621275338
Chi0v,13.740220567293793
Chi1n,7.8541566885055385
Chi1v,8.232121161514765
Chi2n,5.665199362598479
Chi2v,6.023212450048796
Chi3n,4.0457559299450745
Chi3v,4.324948887917223
Chi4n,2.826529193619612
Chi4v,3.0206801451646843
MolMR,97.38770000000002
MolWt,337.8140000000001
fr_SH,0
Kappa1,14.902363909258659
Kappa2,6.4515386950665325
Kappa3,2.902676421982373
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,981.4674448670738
