DLiP-ID,C003RA
AATSC4p,0.027498116909511445
AATSC4s,-0.39074211530806957
AATSC4v,1.2642676639499064
AATSC5Z,0.7921638750565863
AATSC5c,0.0018390698149105007
AATSC5d,0.04632412856496149
AATSC5i,-0.13372666167317615
AATSC5m,3.4667685183024006
AATSC5p,-0.009265922776620765
AATSC5s,-0.06430303554606691
AATSC5v,-1.8831990692065312
AATSC6Z,1.020417878127436
AATSC6c,-0.0017252603469819054
AATSC6d,-0.02470679927009004
AATSC6i,-0.019013543282078174
AATSC6m,4.767987586205449
AATSC6p,-0.008257017370825803
AATSC6s,-0.007179444899007326
AATSC6v,3.032809789637867
AATSC7Z,1.01543273385736
AATSC7c,0.00050542660603771
AATSC7d,-0.18054240915264005
AATSC7i,-0.0914007216259645
AATSC7m,4.523662334134122
AATSC7p,0.005395478361456426
AATSC7s,0.5089537773955369
AATSC7v,0.5206524083225184
AATSC8Z,-3.1308494846663226
AATSC8c,0.002951381084495677
AATSC8d,-0.1702864602524556
AATSC8i,-0.14525581949221736
AATSC8m,-14.811664355606547
AATSC8p,-0.07810214753607148
AATSC8s,-0.11282094277055285
AATSC8v,-19.409131725778366
ATS0are,291.3682999999998
ATS1are,315.97880000000004
ATS2are,566.7089999999998
ATS3are,702.9339999999997
ATS4are,806.0689999999998
ATS5are,610.0776999999999
ATS6are,594.3468999999997
ATS7are,546.7978
ATS8are,544.6498999999999
ATSC0dv,189.1725768321514
ATSC0pe,5.4548425531914875
ATSC0se,3.5948264255319127
ATSC1dv,32.9251546702882
ATSC1pe,-0.05615803531009425
ATSC1se,0.26736380262562237
ATSC2dv,88.29128313465122
ATSC2pe,2.435735536441827
ATSC2se,1.7546540362154812
ATSC3dv,27.570645339771644
ATSC3pe,0.05065119963784423
ATSC3se,-0.5106328922589405
ATSC4dv,-95.7316030380765
ATSC4pe,-3.9484398822996774
ATSC4se,-2.59285267541874
ATSC5dv,29.755746692822296
ATSC5pe,0.63170307831598
ATSC5se,0.29664830737890413
ATSC6dv,57.22539107690759
ATSC6pe,1.7197249434133084
ATSC6se,0.8785362068809416
ATSC7dv,-45.74392636185302
ATSC7pe,1.9850735174287015
ATSC7se,1.6448832883657762
ATSC8dv,-136.4127055983099
ATSC8pe,-1.5432395654142115
ATSC8se,-0.5070420126754166
AXp-0dv,0.6004569926529791
AXp-1dv,0.3485685351969377
AXp-2dv,0.20669016233993578
AXp-3dv,0.11331667183808432
AXp-4dv,0.05808015012846416
AXp-5dv,0.032529628281979826
AXp-6dv,0.017706652393985577
AXp-7dv,0.009828539873710717
BertzCT,1008.7939382003416
ECIndex,534
ETA_eta,22.363126638495956
GATS1dv,0.617096725818545
GATS1pe,0.6462195683242217
GATS1se,0.5472163178807523
GATS2dv,0.7215372545752446
GATS2pe,0.5944848232537561
GATS2se,0.5529232378368754
GATS3dv,0.8279330167458131
GATS3pe,0.8156605725305174
GATS3se,0.8797613085121468
GATS4dv,1.2860478582644408
GATS4pe,1.4485939477343435
GATS4se,1.5057229920985138
GATS5dv,0.8956548362909267
GATS5pe,0.8656682487081553
GATS5se,0.8782162464305533
GATS6dv,0.8616591986024107
GATS6pe,0.8267780941281712
GATS6se,0.8566020801293053
GATS7dv,1.2055356899411502
GATS7pe,0.8343610122867066
GATS7se,0.8157049106336013
GATS8dv,1.3587664130479
GATS8pe,1.2265909418781713
GATS8se,1.1752955206241094
LogEE_A,4.214908436779799
LogEE_D,131.75158097154747
MATS1dv,0.16360534866283416
MATS1pe,-0.009677374310392034
MATS1se,0.0699121305782929
MATS2dv,0.2437333722125024
MATS2pe,0.23318642328953673
MATS2se,0.2548994642733149
MATS3dv,0.05956467404887906
MATS3pe,0.0037949628916912072
MATS3se,-0.0580538302047058
MATS4dv,-0.18156147985904267
MATS4pe,-0.2596987579055623
MATS4se,-0.2587774790964368
MATS5dv,0.0739282679330167
MATS5pe,0.05442878394992388
MATS5se,0.03878482239860991
MATS6dv,0.14657392352942683
MATS6pe,0.15275762387076997
MATS6se,0.11841531178542834
MATS7dv,-0.12914882074935802
MATS7pe,0.19436119543275956
MATS7se,0.24438376345298246
MATS8dv,-0.39409057619316074
MATS8pe,-0.1546146124147113
MATS8se,-0.07708421018504942
MAXaaCH,2.090458199483497
MAXaaNH,3.3920932146006555
MAXaasC,1.3108007742684873
MAXdsCH,1.8110572562358276
MAXdssC,0.48092876039304655
MAXsCH3,1.4922223158299235
MAXssNH,2.8078050201562106
MAXsssN,1.1679958183150823
MDEC-11,0.4999999999999999
MDEC-12,2.3585912498103805
MDEC-13,2.4776916618150326
MDEC-22,8.906376859731434
MDEC-23,20.80524430268361
MDEC-33,9.48351494421747
MDEN-22,0.19999999999999996
MDEN-23,0.2886751345948129
MDEO-11,0.6506976368304991
MINaaCH,1.5185869884251018
MINaaNH,3.3920932146006555
MINaasC,0.17539829512051752
MINdsCH,1.8110572562358276
MINdssC,-0.21576577853363532
MINsCH3,1.4922223158299235
MINssNH,2.8078050201562106
MINsssN,1.1679958183150823
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714288
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,551.0674296928411
SpAbs_A,33.29003049637454
SpAbs_D,263.503161943095
SpMAD_A,1.2803857883220975
SpMAD_D,10.134736997811343
SpMax_A,2.5066118155210555
SpMax_D,131.75158097154747
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.65
TpiPC10,8.972332993017325
VAdjMat,5.857980995127572
VE1_DzZ,5.023618115330437
VE1_Dzi,5.017800409332345
VE1_Dzm,5.023615186545705
VE1_Dzp,5.006743949531945
VE1_Dzv,5.007717315421978
VE2_DzZ,0.19321608135886295
VE2_Dzi,0.19299232343585943
VE2_Dzm,0.19321596871329633
VE2_Dzp,0.19256707498199788
VE2_Dzv,0.19260451213161453
VE3_DzZ,2.5696618592283214
VE3_Dzi,2.5685031172368893
VE3_Dzm,2.569661276225092
VE3_Dzp,2.5662972385679153
VE3_Dzv,2.5664916306310217
VR1_DzZ,157.87129048416688
VR1_Dzi,159.2673214840663
VR1_Dzm,157.87184851232695
VR1_Dzp,160.97977027680645
VR1_Dzv,160.72908962531886
VR2_DzZ,6.071972710929495
VR2_Dzi,6.125666210925626
VR2_Dzm,6.071994173551037
VR2_Dzp,6.191529626031017
VR2_Dzv,6.181888062512264
VR3_DzZ,6.0172915288847
VR3_Dzi,6.02609550269549
VR3_Dzm,6.017295063581681
VR3_Dzp,6.0367901516626015
VR3_Dzv,6.035231719592687
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06733439182435161
Xch-6dv,0.22530497767107374
Xch-7dv,0.29666542203358115
Xpc-4dv,3.4033695573109113
Xpc-5dv,3.6611786277098113
Xpc-6dv,4.474412392450608
Zagreb1,146.0
Zagreb2,177.0
fragCpx,191.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,4
nBondsM,15
nBondsO,29
nBondsS,35
nBondsT,0
nFARing,2
nFHRing,2
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.19932553191489
AATS1are,6.3195760000000005
AATS2are,6.296766666666665
AATS3are,6.112469565217389
AATS4are,6.153198473282441
AATS5are,6.100776999999999
AATS6are,6.127287628865976
AATS7are,6.213611363636364
AATS8are,6.333138372093022
AATSC0dv,4.024948443237264
AATSC0pe,0.11606047985513804
AATSC0se,0.07648566862833857
AATSC1dv,0.6585030934057641
AATSC1pe,-0.001123160706201885
AATSC1se,0.005347276052512447
AATSC2dv,0.9810142570516802
AATSC2pe,0.02706372818268697
AATSC2se,0.01949615595794979
AATSC3dv,0.23974474208497082
AATSC3pe,0.00044044521424212375
AATSC3se,-0.004440286019642961
AATSC4dv,-0.7307755957105077
AATSC4pe,-0.03014076246030288
AATSC4se,-0.019792768514646873
AATSC5dv,0.29755746692822294
AATSC5pe,0.0063170307831598
AATSC5se,0.0029664830737890415
AATSC6dv,0.5899524853289443
AATSC6pe,0.01772912312797225
AATSC6se,0.009057074297741666
AATSC7dv,-0.519817345021057
AATSC7pe,0.022557653607144335
AATSC7se,0.018691855549611093
AATSC8dv,-1.5861942511431386
AATSC8pe,-0.017944646109467575
AATSC8se,-0.0058958373566908905
AETA_eta,0.8601202553267675
ATSC0are,5.8103744680851035
ATSC1are,-0.37875794477139035
ATSC2are,2.7177403802625633
ATSC3are,0.07640289723856927
ATSC4are,-4.237505432322316
ATSC5are,0.5818819827976452
ATSC6are,1.6747675871435033
ATSC7are,2.2057775916704396
ATSC8are,-1.1740447713897688
BCUTZ-1h,16.013123383820783
BCUTZ-1l,5.6842830640432345
BCUTc-1h,0.44711248298969775
BCUTc-1l,-0.37782343809223556
BCUTd-1h,4.048457671605931
BCUTd-1l,0.9712811739182785
BCUTi-1h,14.548478480984414
BCUTi-1l,10.319765144627034
BCUTm-1h,32.06654415156288
BCUTm-1l,11.695726958503124
BCUTp-1h,2.9546222641748923
BCUTp-1l,0.7517561977424495
BCUTs-1h,7.014574426115757
BCUTs-1l,0.2975961078326344
BCUTv-1h,24.441833106412407
BCUTv-1l,14.701064011790383
BalabanJ,1.4117224871585574
Diameter,12
ETA_beta,32.25
GATS1are,0.6983394998527944
GATS2are,0.5897938854296814
GATS3are,0.8089564667161748
GATS4are,1.4703991132716985
GATS5are,0.8718140332992054
GATS6are,0.8418493198126842
GATS7are,0.8378166391563467
GATS8are,1.2079123805813807
HybRatio,0.3157894736842105
Lipinski,True
LogEE_Dt,275.53371484642054
MATS1are,-0.06127530506694567
MATS2are,0.2442638471236989
MATS3are,0.00537409973942426
MATS4are,-0.26165721070695447
MATS5are,0.04706831434308987
MATS6are,0.13966145042571818
MATS7are,0.20275556518061683
MATS8are,-0.1104281871628414
MAXddssS,-3.55525506299857
MAXssCH2,1.1904159668196326
MINddssS,-3.55525506299857
MINssCH2,1.0342426335522474
NsssssAs,0
RotRatio,0.10344827586206896
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.289194512243443
SMR_VSA4,0.0
SMR_VSA5,30.578769967221813
SMR_VSA6,19.41213256936071
SMR_VSA7,46.78022724693735
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,184.9302048366159
SpAD_Dzi,204.17918223548327
SpAD_Dzm,184.9337847279931
SpAD_Dzp,220.76835158788103
SpAD_Dzv,221.23064472117818
SpAbs_Dt,551.0674296928413
SpDiam_A,4.917846142709394
SpDiam_D,196.1919969369642
SpMAD_Dt,21.19490114203235
SpMax_Dt,275.53371484642054
SsssssAs,0
VE1_Dzpe,5.017750298555463
VE1_Dzse,5.018162492980924
VE2_Dzpe,0.19299039609828705
VE2_Dzse,0.19300624973003552
VE3_Dzpe,2.568493130584768
VE3_Dzse,2.56857527446829
VMcGowan,268.9300000000002
VR1_Dzpe,159.14294868178737
VR1_Dzse,159.07655499950346
VR2_Dzpe,6.120882641607206
VR2_Dzse,6.1183290384424405
VR3_Dzpe,6.025314291658928
VR3_Dzse,6.024897009358634
mZagreb1,8.8125
mZagreb2,5.444444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,2
n9FHRing,2
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,41
nFAHRing,2
nFaHRing,0
nG12Ring,0
AATSC0are,0.12362498868266178
AATSC1are,-0.007575158895427807
AATSC2are,0.030197115336250704
AATSC3are,0.0006643730194658198
AATSC4are,-0.03234736971238409
AATSC5are,0.005818819827976452
AATSC6are,0.017265645228283538
AATSC7are,0.02506565445080045
AATSC8are,-0.013651683388253125
AETA_beta,1.2403846153846154
BCUTdv-1h,6.022508102516288
BCUTdv-1l,0.6449011650213861
BCUTpe-1h,3.5369797479781386
BCUTpe-1l,2.2293907739260077
BCUTse-1h,3.7682935095437884
BCUTse-1l,2.427252705350143
ETA_alpha,12.533333333333335
ETA_dBeta,-1.25
ETA_eta_B,0.5560030857871769
ETA_eta_F,25.165030377004946
ETA_eta_L,6.385236791614622
ETA_eta_R,47.5281570155009
ETA_psi_1,0.5705614567526558
LabuteASA,152.51286528317232
LogEE_DzZ,92.1426566655786
LogEE_Dzi,102.13221614923155
LogEE_Dzm,92.14404363100093
LogEE_Dzp,109.68198695938858
LogEE_Dzv,110.38485561708146
PEOE_VSA1,10.30076712495354
PEOE_VSA2,4.794537184071822
PEOE_VSA3,12.72301297562517
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,61.588226364081365
PEOE_VSA8,36.73403772143186
PEOE_VSA9,10.468588005587042
SM1_Dzare,1.3895559505374213
SpAD_Dzpe,203.11162458000197
SpAD_Dzse,202.05580807610653
SpAbs_DzZ,183.404105935517
SpAbs_Dzi,203.15618147972515
SpAbs_Dzm,183.41015274899837
SpAbs_Dzp,223.74126423530558
SpAbs_Dzv,222.76708967789585
SpDiam_Dt,390.4520934395967
SpMAD_DzZ,7.112700186023688
SpMAD_Dzi,7.85304547059551
SpMAD_Dzm,7.1128378741535805
SpMAD_Dzp,8.491090445687732
SpMAD_Dzv,8.508870950814545
SpMax_DzZ,92.1426566655786
SpMax_Dzi,102.13221614923155
SpMax_Dzm,92.14404363100093
SpMax_Dzp,109.68198695938858
SpMax_Dzv,110.38485561708146
VE1_Dzare,5.017746906872111
VE2_Dzare,0.19299026564892732
VE3_Dzare,2.568492454647486
VR1_Dzare,159.1285253640151
VR2_Dzare,6.120327898615965
VR3_Dzare,6.025223656343115
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,2
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4820512820512821
AETA_dBeta,-0.04807692307692308
AETA_eta_B,0.021384734068737574
AETA_eta_F,0.9678857837309595
AETA_eta_L,0.24558603044671623
AETA_eta_R,1.828006039057727
BCUTare-1h,3.580942487408444
BCUTare-1l,2.177126133431259
ETA_beta_s,16.75
ETA_dPsi_A,0.14343854324734417
ETA_dPsi_B,0.0
ETA_eta_BR,0.9000030857871769
ETA_eta_FL,5.972973684971297
ETA_eta_RL,12.358210476585919
LogEE_Dzpe,101.60471011035689
LogEE_Dzse,101.07550517205914
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.709515191278264
SlogP_VSA3,27.659471583331424
SlogP_VSA4,0.0
SlogP_VSA5,35.35640221894293
SlogP_VSA6,29.160951749364212
SlogP_VSA7,0.0
SlogP_VSA8,11.64912463690315
SlogP_VSA9,0.0
SpAD_Dzare,203.12627179788996
SpAbs_Dzpe,201.9380768914604
SpAbs_Dzse,200.91338085996563
SpDiam_DzZ,139.12450984416006
SpDiam_Dzi,151.71947060832295
SpDiam_Dzm,139.12655806812634
SpDiam_Dzp,161.01936638964875
SpDiam_Dzv,161.92763210460348
SpMAD_Dzpe,7.8119855607693065
SpMAD_Dzse,7.771377233696405
SpMax_Dzpe,101.60471011035689
SpMax_Dzse,101.07550517205914
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6442307692307693
AETA_eta_BR,0.03461550329950681
AETA_eta_FL,0.22972975711428065
AETA_eta_RL,0.4753157875609969
DetourIndex,3507
EState_VSA1,10.023291153407584
EState_VSA2,10.80266320486928
EState_VSA3,16.823942296449825
EState_VSA4,18.53557124070048
EState_VSA5,48.5659497575097
EState_VSA6,12.13273413692322
EState_VSA7,6.076020106833881
EState_VSA8,16.36713419341515
EState_VSA9,0.0
ETA_beta_ns,15.5
ETA_shape_p,0.15957446808510634
ETA_shape_x,0.06648936170212766
ETA_shape_y,0.35106382978723405
GhoseFilter,True
LogEE_Dzare,101.61658035858103
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,201.8436047666246
SpDiam_Dzpe,151.02958755893013
SpDiam_Dzse,150.32067591319506
SpMAD_Dzare,7.81254891530346
SpMax_Dzare,101.61658035858103
TopoPSA(NO),82.27000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.979824078238586
VSA_EState9,39.82543098475998
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5961538461538461
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.017948717948717885
FilterItLogS,-5.131143607101801
SpDiam_Dzare,151.08317368390405
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6014184397163121
ETA_epsilon_2,0.8448717948717945
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.5401129943502827
ETA_epsilon_5,0.8059523809523806
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1569739952718674
ETA_dEpsilon_B,0.06130544536602944
ETA_dEpsilon_C,-0.09566854990583795
ETA_dEpsilon_D,0.03891941391941389
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7307692307692307
MDEDescriptor,"0.4999999999999999,2.3585912498103805,2.4776916618150326,0.0,8.906376859731434,20.80524430268361,0.0,9.48351494421747,0.0,0.0,0.6506976368304991,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.2886751345948129,0.0"
APolDescriptor,56.04865299999997
BCUTDescriptor,"11.99430533763546,31.972072308245874,-0.27468574354819264,0.24310231988248648,5.3369533581509865,12.185299537644472"
BPolDescriptor,33.691347
TPSADescriptor,90.65
ALOGPDescriptor,"1.013399999999999,1.026979559999998,96.64999999999998"
XLogPDescriptor,2.069
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,371.13036270000003
ChiPathDescriptor,"18.47432701575866,12.35821047658592,12.16456726520373,10.487874595564671,8.148708985475956,6.58481887016114,4.70384980300701,3.7964768255410766,14.999126998947974,9.027765626607179,7.479483957601545,5.439837846779078,3.775415482499309,2.629750637118212,1.539096525120906,1.0457705661360115"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.6007329471077473,0.9070659126367003,0.0,0.0,0.06733439182435161,0.22530497767107377,0.28192483226200776"
AtomCountDescriptor,47
BondCountDescriptor,29
SmallRingDescriptor,"4,3,2,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.555688237018534,0.16666666666666666,1.236168017390023,0.25,1.1253575650952192,0.022807522979332223,0.30407533590756997,0.03041003063910963"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,3,0,4,0,0"
ZagrebIndexDescriptor,146.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"53.32396241326637,2.050921631279476,20.089401902786754,7.480303078318582,9.214356317665366"
FractionalPSADescriptor,0.24425379626855304
WienerNumbersDescriptor,"1659.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.476663030462589,8.406350510796072,11.287028614878194,2.3002913899682884,2.7086971674428915,3.077163317869229"
FractionalCSP3Descriptor,0.3157894736842105
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,1,4,0,0,0,2,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,7.43801652892562,3.68"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1850.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.3157894736842105
AutocorrelationDescriptorMass,"35.531101048902286,39.225222955094864,55.43972604179394,52.3220376230077,42.82748778129701"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.40790704822581925,-0.2584547622563777,0.1658101288125177,-0.08046276955150501,-0.034017361333267965"
EccentricConnectivityIndexDescriptor,534
AutocorrelationDescriptorPolarizability,"2184.15155019922,2623.163509074831,3877.4352273306376,3724.1573627680336,3116.2278825365015"
