DLiP-ID,T003TX
ATS1v,15815.235506372608
ATS2Z,2266.0
ATS2d,341.0
ATS2i,13828.417231460191
ATS2m,8550.984029000003
ATS2p,164.26647379109403
ATS2s,273.3395061728395
ATS2v,22674.062313107963
ATS3Z,2301.0
ATS3d,365.0
ATS3i,18266.195415840422
ATS3m,8351.391468000002
ATS3p,180.98997178703695
ATS3s,354.71604938271605
ATS3v,24020.959003089618
ATS4Z,2250.0
ATS4d,351.0
ATS4i,19263.420172378246
ATS4m,8100.718763999999
ATS4p,171.40877500298004
ATS4s,323.0864197530864
ATS4v,22191.19697169544
ATS5Z,2180.0
ATS5d,329.0
ATS5i,17265.016470082417
ATS5m,8051.321314
ATS5p,160.31946231407397
ATS5s,278.42283950617275
ATS5v,20882.29814205847
ATS6Z,2107.0
ATS6d,324.0
ATS6i,15691.93069164605
ATS6m,7641.071484
ATS6p,159.26162102618795
ATS6s,273.20370370370364
ATS6v,21019.505659622584
ATS7Z,1992.0
ATS7d,330.0
ATS7i,15906.695923463683
ATS7m,7158.716495000001
ATS7p,156.10654047594298
ATS7s,307.7098765432098
ATS7v,20899.25221184378
ATS8Z,1942.0
ATS8d,318.0
ATS8i,17375.56286351727
ATS8m,7019.134279000001
ATS8p,156.96267565528203
ATS8s,309.46913580246917
ATS8v,20931.141930087397
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,15
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.20630547903275176
JGI10,0.006251681182810659
JGT10,0.3831703131337909
Kier1,23.168044077134986
Kier2,11.227654320987654
Kier3,6.515235457063712
MAXdO,11.994233124093022
MID_C,50.04368426143494
MID_N,5.784430596285661
MID_O,3.81144917107882
MID_X,0.0
MID_h,11.676208996203941
MINdO,11.994233124093022
MPC10,143
MWC01,33.0
MWC02,5.056245805348308
MWC03,5.8888779583328805
MWC04,6.748759547491679
MWC05,7.599401333415815
MWC06,8.464003362902119
MWC07,9.322686431807721
MWC08,10.190281730926614
MWC09,11.05360061406664
MWC10,11.923278607151168
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.751800000000004
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5093883366279774
SRW05,2.3978952727983707
SRW06,6.996681488176539
SRW07,4.727387818712341
SRW08,8.56388591940822
SRW09,6.803505257608338
SRW10,10.173018383403459
SaaCH,24.38070753234249
SaaNH,0
SaaSe,0
SaaaC,2.2980098245684055
SaasC,4.380550100052265
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.25276974552726617
SdssS,0
SsCH3,1.650364351398387
SsNH2,5.672405558640227
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7982205810596863
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.720692709863317
VE1_D,5.387723570941499
VE2_A,0.15735642366211058
VE2_D,0.17959078569804995
VE3_A,2.6505678380615576
VE3_D,2.782735241323543
VR1_A,261.641187298799
VR1_D,194.11902421200446
VR2_A,8.721372909959968
VR2_D,6.470634140400149
VR3_A,6.665586339660927
VR3_D,6.367083786466777
WPath,2696
Xc-3d,1.8480746960913106
Xc-4d,0.0
Xc-5d,0.40236892706218247
Xc-6d,0.0
Xp-0d,20.924074484064484
Xp-1d,14.580520035918415
Xp-2d,13.115374984648156
Xp-3d,10.736840255670556
Xp-4d,8.503598913163408
Xp-5d,7.017507497246088
Xp-6d,4.663261085071866
Xp-7d,3.5974664115553536
ZMIC0,96.05877107733878
ZMIC1,59.10755189480303
ZMIC2,37.18858705801252
ZMIC3,27.47262304697915
ZMIC4,25.7030115136827
ZMIC5,24.718277808703743
nAcid,0
nAtom,53
nBase,1
nRing,4
piPC1,3.828641396489095
piPC2,4.433788569232471
piPC3,4.996367322298551
piPC4,5.565238540208134
piPC5,6.074627382117762
piPC6,6.271519954091395
piPC7,6.664409020350408
piPC8,7.045415830198042
piPC9,7.426188609372837
AATS0Z,26.754716981132077
AATS0d,3.3773584905660377
AATS0i,158.6438322632609
AATS0m,105.92596462264156
AATS0p,1.7072849964439052
AATS0s,3.7060395475839223
AATS0v,238.46854857086262
AATS1Z,27.053571428571427
AATS1d,3.9642857142857144
AATS1i,144.34428202049818
AATS1m,103.40002469642857
AATS1p,1.9911611267857146
AATS1s,3.0896715167548505
AATS1v,282.4149197566537
AATS2Z,24.365591397849464
AATS2d,3.6666666666666665
AATS2i,148.69265840279775
AATS2m,91.94606482795702
AATS2p,1.76630616979671
AATS2s,2.9391344749767687
AATS2v,243.80712164632217
AATS3Z,19.5
AATS3d,3.093220338983051
AATS3i,154.79826623593578
AATS3m,70.7745039661017
AATS3p,1.5338133202291266
AATS3s,3.006068215107763
AATS3v,203.56744917872558
AATS4Z,18.442622950819672
AATS4d,2.877049180327869
AATS4i,157.89688665883807
AATS4m,66.39933413114754
AATS4p,1.40498995904082
AATS4s,2.648249342238413
AATS4v,181.8950571450446
AATS5Z,20.0
AATS5d,3.018348623853211
AATS5i,158.39464651451758
AATS5m,73.8653331559633
AATS5p,1.4708207551749906
AATS5s,2.5543379771208508
AATS5v,191.58071689961898
AATS6Z,20.861386138613863
AATS6d,3.207920792079208
AATS6i,155.36565041233712
AATS6m,75.6541731089109
AATS6p,1.576847732932554
AATS6s,2.7049871653832045
AATS6v,208.11391742200578
AATS7Z,19.339805825242717
AATS7d,3.203883495145631
AATS7i,154.43394100450178
AATS7m,69.50210189320389
AATS7p,1.515597480348961
AATS7s,2.9874745295457266
AATS7v,202.90536128003671
AATS8Z,17.654545454545456
AATS8d,2.890909090909091
AATS8i,157.95966239561153
AATS8m,63.81031162727273
AATS8p,1.4269334150480184
AATS8s,2.813355780022447
AATS8v,190.28310845533997
AMID_C,1.668122808714498
AMID_N,0.19281435320952203
AMID_O,0.12704830570262735
AMID_X,0.0
AMID_h,0.38920696654013137
ATS0dv,376.44444444444446
ATS0pe,325.4283999999999
ATS0se,401.54924499999987
ATS1dv,385.3333333333333
ATS1pe,360.0555
ATS1se,430.81616799999983
ATS2dv,510.0
ATS2pe,587.1206000000001
ATS2se,712.3259239999998
ATS3dv,497.6666666666667
ATS3pe,734.3973000000002
ATS3se,903.336734
ATS4dv,433.0
ATS4pe,748.0514999999998
ATS4se,930.271242
ATS5dv,460.33333333333337
ATS5pe,664.9249000000001
ATS5se,827.304754
ATS6dv,441.0
ATS6pe,633.3074999999999
ATS6se,779.693526
ATS7dv,450.6666666666667
ATS7pe,650.5640999999998
ATS7se,797.9055520000001
ATS8dv,436.6666666666667
ATS8pe,675.9350999999998
ATS8se,835.758144
ATSC0Z,504.79245283018855
ATSC0c,0.872067705425649
ATSC0d,29.547169811320753
ATSC0i,84.0729762241401
ATSC0m,2324.8535640754717
ATSC0p,15.074810109317166
ATSC0s,52.57336232109118
ATSC0v,2781.8829960508056
ATSC1Z,26.69099323602706
ATSC1c,-0.511167544599812
ATSC1d,8.799216803132783
ATSC1i,5.142936668696492
ATSC1m,125.95913207120032
ATSC1p,1.211356874879804
ATSC1s,-6.340268224660981
ATSC1v,181.87157191213723
ATSC2Z,86.91135635457456
ATSC2c,0.12317543479949836
ATSC2d,-4.639373442506234
ATSC2i,-8.328597409227148
ATSC2m,379.1906226222863
ATSC2p,-0.44872386005587983
ATSC2s,0.33550753725654603
ATSC2v,-84.13927788924428
ATSC3Z,-123.93414026343895
ATSC3c,0.029100605374881
ATSC3d,-2.501245995016022
ATSC3i,2.9954114005314523
ATSC3m,-572.9849173001065
ATSC3p,-2.462386081219905
ATSC3s,6.022633134433169
ATSC3v,-608.4701706617592
ATSC4Z,-6.390174439302244
ATSC4c,-0.2657753127488711
ATSC4d,3.1744393022427904
ATSC4i,-5.408501021557599
ATSC4m,-63.87293334353835
ATSC4p,-2.0215553618263344
ATSC4s,-20.486203590165065
ATSC4v,-421.3356329521917
ATSC5Z,152.0683517265931
ATSC5c,0.40184095589397606
ATSC5d,3.2897828408686354
ATSC5i,16.676312457697406
ATSC5m,727.6897880145959
ATSC5p,3.806254698607574
ATSC5s,8.878369350720128
ATSC5v,934.7404609421793
ATSC6Z,-212.35920256318974
ATSC6c,-0.2807553606913649
ATSC6d,-9.155927376290498
ATSC6i,-10.867916725419946
ATSC6m,-935.1327182004266
ATSC6p,-3.9830290332422837
ATSC6s,-2.341695637332678
ATSC6v,-328.3003550774019
ATSC7Z,-222.33250266998928
ATSC7c,0.03375785451428051
ATSC7d,-9.270914916340335
ATSC7i,-27.64604893440606
ATSC7m,-1031.5845499957277
ATSC7p,-4.699403898280744
ATSC7s,-6.491868069564757
ATSC7v,-1092.879019084976
ATSC8Z,-23.04093983624065
ATSC8c,0.1077460625773314
ATSC8d,1.8266286934852265
ATSC8i,10.08774579904771
ATSC8m,-106.81106976041286
ATSC8p,0.6007191194352886
ATSC8s,3.4965790685534106
ATSC8v,-16.496020304735346
AXp-0d,0.6974691494688161
AXp-1d,0.44183394048237623
AXp-2d,0.2914527774366257
AXp-3d,0.18836561852053607
AXp-4d,0.1181055404606029
AXp-5d,0.07797230552495653
AXp-6d,0.050142592312600716
AXp-7d,0.033004279005094984
GATS1Z,0.7587984173261143
GATS1c,1.5797387800539517
GATS1d,0.8013820470717024
GATS1i,1.0153036612642934
GATS1m,0.7588403204692648
GATS1p,0.8501097700349277
GATS1s,0.77559774765895
GATS1v,0.8446583266685611
GATS2Z,0.8268702258169015
GATS2c,0.9930685659566187
GATS2d,1.2868070146527695
GATS2i,1.0881020267976416
GATS2m,0.8277304820695638
GATS2p,0.9960338801074159
GATS2s,0.7149438558860698
GATS2v,0.9542715739995878
GATS3Z,1.1567096572285092
GATS3c,1.1330991982291378
GATS3d,1.0663787691841464
GATS3i,1.010314234890974
GATS3m,1.1466737380536463
GATS3p,1.0927889499398464
GATS3s,1.024274086728593
GATS3v,1.0496151836009253
GATS4Z,1.143271360066275
GATS4c,1.2536037041200063
GATS4d,0.9087996985114002
GATS4i,1.0314481705623197
GATS4m,1.1343137865226167
GATS4p,1.1209914643800853
GATS4s,1.4061307387857613
GATS4v,1.0393719162293487
GATS5Z,1.1033692638261074
GATS5c,0.9811214506167892
GATS5d,0.99296987591831
GATS5i,0.9358647094812301
GATS5m,1.0719817743079794
GATS5p,1.0168597703961146
GATS5s,0.6577000576484646
GATS5v,0.8323604656108029
GATS6Z,1.6084249824399353
GATS6c,1.4941572493045623
GATS6d,1.2197311685191508
GATS6i,1.1727568673646975
GATS6m,1.5540367663914594
GATS6p,1.3633379104277563
GATS6s,0.8263624969235444
GATS6v,1.0268006850034448
GATS7Z,1.261654731240624
GATS7c,1.280547081036788
GATS7d,1.23876303487954
GATS7i,1.1910927074857358
GATS7m,1.2530908357701247
GATS7p,1.1599943510168664
GATS7s,1.3285958078568885
GATS7v,1.1296347254599701
GATS8Z,0.9289866595989046
GATS8c,1.173927014726628
GATS8d,0.9679438058748405
GATS8i,0.9501112892969338
GATS8m,0.9356706860067079
GATS8p,0.8939324029765443
GATS8s,0.8661557304278854
GATS8v,0.9509505048520897
MATS1Z,0.05004258375249631
MATS1c,-0.5547545975918462
MATS1d,0.2818486590038313
MATS1i,0.05789520512899888
MATS1m,0.051276916218134294
MATS1p,0.07605155542716169
MATS1s,-0.11413785866863903
MATS1v,0.061874799275393084
MATS2Z,0.09811978673071498
MATS2c,0.08049461381102636
MATS2d,-0.08948214065010515
MATS2i,-0.05645577435604221
MATS2m,0.09295117982857169
MATS2p,-0.016963686341652334
MATS2s,0.003636883998196367
MATS2v,-0.017236649144036064
MATS3Z,-0.11027370531002495
MATS3c,0.014988068939369886
MATS3d,-0.03802194947723882
MATS3i,0.016002724138307688
MATS3m,-0.11069842691318145
MATS3p,-0.07336656055123031
MATS3s,0.05145345217961453
MATS3v,-0.09824134390222894
MATS4Z,-0.005499407473311791
MATS4c,-0.13239770982861804
MATS4d,0.046673157046249185
MATS4i,-0.027947086110314864
MATS4m,-0.011935408762442362
MATS4p,-0.058257229591071304
MATS4s,-0.16928238540760643
MATS4v,-0.0657968903223877
MATS5Z,0.14647899688154328
MATS5c,0.2240543427075247
MATS5d,0.05413781386574805
MATS5i,0.09644794385323259
MATS5m,0.15219488221677713
MATS5p,0.1227708796374297
MATS5s,0.08211392785303183
MATS5v,0.1633810013856295
MATS6Z,-0.22075610790502692
MATS6c,-0.16893994531066395
MATS6d,-0.1626076400743523
MATS6i,-0.06783352342902524
MATS6m,-0.21107273857730588
MATS6p,-0.13864880081539668
MATS6s,-0.023373254585881475
MATS6v,-0.06192799057188012
MATS7Z,-0.22663592269298632
MATS7c,0.019918804915681477
MATS7d,-0.16145271485077312
MATS7i,-0.16920581938719095
MATS7m,-0.22832205828833163
MATS7p,-0.16040930880413284
MATS7s,-0.06353932210734084
MATS7v,-0.20214912856183523
MATS8Z,-0.021992293420864846
MATS8c,0.05952979527402525
MATS8d,0.02978636944154187
MATS8i,0.05781238583231661
MATS8m,-0.0221362395572999
MATS8p,0.01920006897671233
MATS8s,0.03204503754400445
MATS8v,-0.002857087275685781
MAXaaN,4.612154509952129
MAXaaS,1.459159248639768
MAXssO,6.051064972285211
MINaaN,4.612154509952129
MINaaS,1.459159248639768
MINssO,6.051064972285211
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.274319365101775
SpAD_D,372.8026921459235
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0496285290720722
SssNH2,0
SsssAs,0
SsssCH,-0.5937285865763982
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,933
TMWC10,139.24713539144295
TSRW10,79.37645509612622
VE1_Dt,5.385189301630027
VE2_Dt,0.17950631005433423
VE3_Dt,2.782264752164632
VR1_Dt,193.4051405022393
VR2_Dt,6.44683801674131
VR3_Dt,6.363399450973365
Xc-3dv,1.0106453422005581
Xc-4dv,0.0
Xc-5dv,0.13026378833791213
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4575609329252077
Xch-7d,0.6053749910055815
Xp-0dv,17.485572378847134
Xp-1dv,10.604968544272987
Xp-2dv,8.210443341675003
Xp-3dv,5.738994067073347
Xp-4dv,4.09913714019877
Xp-5dv,2.8588306040065667
Xp-6dv,1.6335730224877985
Xp-7dv,1.0803940317875445
Xpc-4d,4.142242540019095
Xpc-5d,5.443010905551517
Xpc-6d,7.875510991018609
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,56
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,4
piPC10,7.528100725234275
AATS0dv,7.10272536687631
AATS0pe,6.140158490566035
AATS0se,7.5764008490566015
AATS1dv,6.8809523809523805
AATS1pe,6.4295625
AATS1se,7.693145857142854
AATS2dv,5.483870967741935
AATS2pe,6.313124731182796
AATS2se,7.659418537634406
AATS3dv,4.2175141242937855
AATS3pe,6.223705932203392
AATS3se,7.6553960508474574
AATS4dv,3.5491803278688523
AATS4pe,6.131569672131146
AATS4se,7.625174114754099
AATS5dv,4.223241590214068
AATS5pe,6.1002284403669735
AATS5se,7.5899518715596335
AATS6dv,4.366336633663367
AATS6pe,6.270371287128712
AATS6se,7.719737881188119
AATS7dv,4.375404530744337
AATS7pe,6.31615631067961
AATS7se,7.746655844660195
AATS8dv,3.9696969696969697
AATS8pe,6.144864545454544
AATS8se,7.597801309090909
AATSC0Z,9.524385902456387
AATSC0c,0.01645410764954055
AATSC0d,0.5574937700249198
AATSC0i,1.5862825702667944
AATSC0m,43.865161586329656
AATSC0p,0.2844303794210786
AATSC0s,0.9919502324734185
AATSC0v,52.48835841605293
AATSC1Z,0.476624879214769
AATSC1c,-0.009127991867853786
AATSC1d,0.157128871484514
AATSC1i,0.09183815479815163
AATSC1m,2.2492702155571487
AATSC1p,0.021631372765710786
AATSC1s,-0.11321907544037467
AATSC1v,3.2477066412881648
AATSC2Z,0.9345307134900491
AATSC2c,0.001324467040854821
AATSC2d,-0.04988573594092725
AATSC2i,-0.08955481085190482
AATSC2m,4.077318522820283
AATSC2p,-0.0048249877425363425
AATSC2s,0.003607607927489742
AATSC2v,-0.904723418163917
AATSC3Z,-1.0502893242664317
AATSC3c,0.00024661529978712714
AATSC3d,-0.021196999957762898
AATSC3i,0.02538484237738519
AATSC3m,-4.8558043838992075
AATSC3p,-0.020867678654405974
AATSC3s,0.05103926385112855
AATSC3v,-5.1565268700149085
