DLiP-ID,C000L2
DLiP-Mol-ID,30974
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H14ClN3O4/c1-7-4-12(17-21-7)16-13(18)15-9-5-8(14)10(19-2)6-11(9)20-3/h4-6H,1-3H3,(H2,15,16,17,18)"
Standard Inchi Key(RDKit),CEIIEALEIHQDBX-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),311.725
MW Monoisotopic(RDKit),311.067283608
MolLogP(RDKit),3.29762
XLogP(SDF),
XLogP(CDK),2.217
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),85.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.904496106703679
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,58182.84497547449
qed,0.9044961067036791
Chi0,15.405412915006313
Chi1,10.028407103102724
TPSA,85.62
Chi0n,11.690222037933516
Chi0v,12.446150983951972
Chi1n,5.960207189513979
Chi1v,6.338171662523207
Chi2n,4.088964449978332
Chi2v,4.496164576718939
Chi3n,2.5916902725049993
Chi3v,2.887059837722038
Chi4n,1.6529336026134773
Chi4v,1.8937486952715175
MolMR,78.43740000000001
MolWt,311.725
fr_SH,0
Kappa1,14.987948657014483
Kappa2,6.359972100927461
Kappa3,3.573196877543161
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
