DLiP-ID,T004SC
AATSC4p,-0.02365590665516357
AATSC4s,-0.09740141250302804
AATSC4v,-2.2627519716605917
AATSC5Z,-0.9622720038531609
AATSC5c,-0.001002378956012227
AATSC5d,-0.02779406529432707
AATSC5i,0.3003547399802116
AATSC5m,-4.309403255565699
AATSC5p,0.03818130758613928
AATSC5s,-0.3410110068710053
AATSC5v,3.239369089044585
AATSC6Z,-1.6765712786772915
AATSC6c,0.0008525901848900913
AATSC6d,-0.14497172086499624
AATSC6i,0.03929873944603355
AATSC6m,-7.9178598676234255
AATSC6p,-0.021959575596140073
AATSC6s,-0.17412256165511672
AATSC6v,-8.105982814923577
AATSC7Z,-0.5180125390609546
AATSC7c,-0.0018331267464950724
AATSC7d,-0.04465804359004786
AATSC7i,-0.23044097797417049
AATSC7m,-2.4465105979382757
AATSC7p,-0.035770403321908874
AATSC7s,0.14761724054955638
AATSC7v,-7.649918797182368
AATSC8Z,-0.165518396749942
AATSC8c,0.0007603005498385339
AATSC8d,0.0621060456934643
AATSC8i,-0.07731331167111903
AATSC8m,-0.856522229954916
AATSC8p,-0.01623153888113235
AATSC8s,-0.02633749595720565
AATSC8v,-4.111014140360131
ATS0are,342.8995999999999
ATS1are,370.175
ATS2are,639.8799000000001
ATS3are,827.9447
ATS4are,865.8739999999999
ATS5are,875.08
ATS6are,830.5008
ATS7are,874.462
ATS8are,818.6440000000001
ATSC0dv,232.30188679245285
ATSC0pe,7.922701886792448
ATSC0se,5.22541479245283
ATSC1dv,64.41117835528658
ATSC1pe,0.10751683873265003
ATSC1se,-0.18434345603417682
ATSC2dv,14.328586685653258
ATSC2pe,-0.12170160199358279
ATSC2se,-0.13571376717693473
ATSC3dv,-0.5838376646493364
ATSC3pe,-0.3404064791740772
ATSC3se,0.02832844855820317
ATSC4dv,-39.365254538981844
ATSC4pe,-0.9401860092559627
ATSC4se,-1.1087595201139202
ATSC5dv,-161.51050195799218
ATSC5pe,-3.894921822712699
ATSC5se,-2.2584304862940594
ATSC6dv,-144.85190459238163
ATSC6pe,-2.5515009611961537
ATSC6se,-1.0647299508721937
ATSC7dv,-27.00889996440014
ATSC7pe,1.5357911000355882
ATSC7se,1.2348005639017525
ATSC8dv,64.90459238163047
ATSC8pe,1.5818291206835027
ATSC8se,1.2627818155927462
AXp-0dv,0.5399359560443523
AXp-1dv,0.2893735893130634
AXp-2dv,0.15113352509743655
AXp-3dv,0.08123555399204262
AXp-4dv,0.04307908500319056
AXp-5dv,0.023516432568431625
AXp-6dv,0.012148961538088268
AXp-7dv,0.006683276490955558
BertzCT,1307.589378205665
ECIndex,838
ETA_eta,24.985996502143028
GATS1dv,0.4535840087548305
GATS1pe,0.6003166460787973
GATS1se,0.661342452004042
GATS2dv,0.847419474612457
GATS2pe,0.7997557678113647
GATS2se,0.8015307138925849
GATS3dv,0.9752079020404874
GATS3pe,0.9437176742588043
GATS3se,0.9097769125046968
GATS4dv,1.064497042823333
GATS4pe,0.9831520293526672
GATS4se,1.0307694547012365
GATS5dv,1.3200368841493713
GATS5pe,1.1864752505143206
GATS5se,1.2015078255172897
GATS6dv,1.127648556088076
GATS6pe,0.8941521280371859
GATS6se,0.8279704702306074
GATS7dv,0.9264764276947514
GATS7pe,0.721928063817248
GATS7se,0.6637817653376014
GATS8dv,0.807329291365669
GATS8pe,0.7953390034823713
GATS8se,0.7224891571984893
LogEE_A,4.413491121115399
LogEE_D,197.1022675457146
MATS1dv,0.25781579517344366
MATS1pe,0.012618396961866786
MATS1se,-0.03280257739579872
MATS2dv,0.03335803132169047
MATS2pe,-0.008307546372883527
MATS2se,-0.014046008582948903
MATS3dv,-0.0010325843319179283
MATS3pe,-0.017652680556526926
MATS3se,0.0022273485287865945
MATS4dv,-0.06555648041433672
MATS4pe,-0.04590878213251876
MATS4se,-0.08208652934789504
MATS5dv,-0.27094740186522953
MATS5pe,-0.19158539186566548
MATS5se,-0.16843134571157653
MATS6dv,-0.24848243904107242
MATS6pe,-0.12833545366925742
MATS6se,-0.08119755072672981
MATS7dv,-0.04279248790701032
MATS7pe,0.07134642381069366
MATS7se,0.08697399643825028
MATS8dv,0.10888289282574627
MATS8pe,0.07780781380089438
MATS8se,0.09417692589219699
MAXaaCH,1.8470286674959084
MAXaaaC,0.6226803461155912
MAXaasC,0.5751104392374238
MAXaasN,1.543798868312757
MAXdssC,-0.12342518446976403
MAXsssN,2.1552442365835223
MDEC-22,21.666054221512724
MDEC-23,26.997029403479523
MDEC-33,6.462172135275612
MDEN-23,0.9085602964160698
MDEN-33,0.7937005259840998
MDEO-11,0.09999999999999998
MDEO-12,0.34815531191139576
MINaaCH,1.333096925836894
MINaaaC,0.5087396606632926
MINaasC,-0.36625608604199456
MINaasN,1.543798868312757
MINdssC,-0.12342518446976403
MINsssN,1.7601270074655715
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.654761904761905
SM1_Dzi,1.7741040929820366
SM1_Dzm,1.6855864241423026
SM1_Dzp,-7.317814733608283
SM1_Dzv,-3.0209416124484996
SddssSe,0
SpAD_Dt,778.7562663503429
SpAbs_A,42.661310781646144
SpAbs_D,394.2045350914292
SpMAD_A,1.333165961926442
SpMAD_D,12.318891721607162
SpMax_A,2.4882018102291714
SpMax_D,197.1022675457146
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.58000000000001
TpiPC10,9.366272499796576
VAdjMat,6.169925001442312
VE1_DzZ,5.5696737577092215
VE1_Dzi,5.565929550974673
VE1_Dzm,5.56991839922074
VE1_Dzp,5.565014690654112
VE1_Dzv,5.572537839112561
VE2_DzZ,0.17405230492841317
VE2_Dzi,0.17393529846795852
VE2_Dzm,0.17405994997564814
VE2_Dzp,0.173906709082941
VE2_Dzv,0.17414180747226754
VE3_DzZ,2.880487290702616
VE3_Dzi,2.8798148157999353
VE3_Dzm,2.880531213587424
VE3_Dzp,2.879650434359734
VE3_Dzv,2.881001386390269
VR1_DzZ,216.5646256393669
VR1_Dzi,217.10950737149946
VR1_Dzm,216.52802988351132
VR1_Dzp,217.36693112331838
VR1_Dzv,216.31963900469592
VR2_DzZ,6.767644551230216
VR2_Dzi,6.784672105359358
VR2_Dzm,6.766500933859729
VR2_Dzp,6.792716597603699
VR2_Dzv,6.759988718896747
VR3_DzZ,6.541039814503889
VR3_Dzi,6.543552678322029
VR3_Dzm,6.540870817152047
VR3_Dzp,6.544737662174471
VR3_Dzv,6.5399079338566315
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.039283710065919304
Xch-6dv,0.1376974105885152
Xch-7dv,0.16101699431305355
Xpc-4dv,1.7524383570614694
Xpc-5dv,2.3725792751386034
Xpc-6dv,3.082550604820024
Zagreb1,174.0
Zagreb2,208.0
fragCpx,304.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,2
nBondsM,24
nBondsO,36
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.469803773584904
AATS1are,6.4942982456140355
AATS2are,6.529386734693879
AATS3are,6.418175968992248
AATS4are,6.320248175182481
AATS5are,6.4344117647058825
AATS6are,6.244366917293234
AATS7are,6.072652777777778
AATS8are,6.019441176470589
AATSC0dv,4.383054467782129
AATSC0pe,0.14948494126023487
AATSC0se,0.09859273193307228
AATSC1dv,1.1300206728997646
AATSC1pe,0.001886260328642983
AATSC1se,-0.003234095719897839
AATSC2dv,0.14621006822095162
AATSC2pe,-0.0012418530815671714
AATSC2se,-0.0013848343589483135
AATSC3dv,-0.004525873369374701
AATSC3pe,-0.0026388099160781176
AATSC3se,0.0002196003764201796
AATSC4dv,-0.28733762437213023
AATSC4pe,-0.0068626716004084876
AATSC4se,-0.008093135183313286
AATSC5dv,-1.1875772202793542
AATSC5pe,-0.028639131049358082
AATSC5se,-0.016606106516868085
AATSC6dv,-1.089112064604373
AATSC6pe,-0.01918421775335454
AATSC6se,-0.00800548835242251
AATSC7dv,-0.1875618053083343
AATSC7pe,0.010665215972469362
AATSC7se,0.008575003915984392
AATSC8dv,0.4772396498649299
AATSC8pe,0.01163109647561399
AATSC8se,0.009285160408770192
AETA_eta,0.7808123906919696
ATSC0are,8.743252830188672
ATSC1are,-0.05412851548593356
ATSC2are,-0.20363164827339703
ATSC3are,-0.31082481310074034
ATSC4are,-1.3575252402990372
ATSC5are,-4.055765752936976
ATSC6are,-2.3653854040583844
ATSC7are,1.9740753292986664
ATSC8are,2.0307248131007283
BCUTZ-1h,9.004071574718969
BCUTZ-1l,5.6801026215410255
BCUTc-1h,0.46544846423297315
BCUTc-1l,-0.5252629198307646
BCUTd-1h,3.293362568047048
BCUTd-1l,0.977219155425168
BCUTi-1h,17.424773500963187
BCUTi-1l,10.94378257111377
BCUTm-1h,19.000142983850765
BCUTm-1l,11.693959440470676
BCUTp-1h,2.0058479180234645
BCUTp-1l,0.5458543700765845
BCUTs-1h,8.001921305118419
BCUTs-1l,1.3649446148570175
BCUTv-1h,20.903473678137576
BCUTv-1l,13.304118641788902
BalabanJ,1.2120023977662182
Diameter,15
ETA_beta,44.0
GATS1are,0.6272935338178852
GATS2are,0.8120839280233412
GATS3are,0.944271875958072
GATS4are,0.9932577518117629
GATS5are,1.1744385567622355
GATS6are,0.8637409222666764
GATS7are,0.6919994773567958
GATS8are,0.7630154239245441
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,389.37813317517146
MATS1are,-0.0057564414696269425
MATS2are,-0.012595692029440695
MATS3are,-0.014605916157959233
MATS4are,-0.060066202850565124
MATS5are,-0.18077434131926368
MATS6are,-0.10780852497326156
MATS7are,0.0831005812304593
MATS8are,0.09051384198486612
MAXssCH2,0.6374639917695472
MINssCH2,0.43078687956664163
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.780196115214998
SM1_Dzse,1.6200363731051548
SMR_VSA1,13.602103168799989
SMR_VSA2,0.0
SMR_VSA3,19.35089763043952
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,26.1790256236503
SMR_VSA7,94.68251051729928
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,304.0137428995099
SpAD_Dzi,290.62887550611845
SpAD_Dzm,303.91845440856594
SpAD_Dzp,445.24780886670374
SpAD_Dzv,396.92722767221505
SpAbs_Dt,778.7562663503429
SpDiam_A,4.976204311850455
SpDiam_D,290.6790153781574
SpMAD_Dt,24.336133323448216
SpMax_Dt,389.37813317517146
SsssssAs,0
VE1_Dzpe,5.569213744343141
VE1_Dzse,5.5696232989192875
VE2_Dzpe,0.17403792951072317
VE2_Dzse,0.17405072809122774
VE3_Dzpe,2.8804046947761814
VE3_Dzse,2.8804782311022343
VMcGowan,306.71000000000106
VR1_Dzpe,216.62077109933122
VR1_Dzse,216.57402869508877
VR2_Dzpe,6.769399096854101
VR2_Dzse,6.767938396721524
VR3_Dzpe,6.541299035893628
VR3_Dzse,6.54108323272865
mZagreb1,8.722222222222221
mZagreb2,6.944444444444444
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,46
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.16496703453186173
AATSC1are,-0.0009496230787005887
AATSC2are,-0.002077873961973439
AATSC3are,-0.0024094946751995376
AATSC4are,-0.009908943359846987
AATSC5are,-0.02982180700688953
AATSC6are,-0.017784852662093117
AATSC7are,0.01370885645346296
AATSC8are,0.014931800096328884
AETA_beta,1.375
BCUTdv-1h,7.004062342286044
BCUTdv-1l,1.8935817398069617
BCUTpe-1h,3.9886792587807984
BCUTpe-1l,2.224467731720055
BCUTse-1h,4.00996316307646
BCUTse-1l,2.419816919286949
ETA_alpha,14.885714285714288
ETA_dBeta,0.0
ETA_eta_B,0.3168567740490751
ETA_eta_F,35.73216934177525
ETA_eta_L,6.658082536031925
ETA_eta_R,60.71816584391827
ETA_psi_1,0.5429911412193854
LabuteASA,182.86292125219632
LogEE_DzZ,152.01422364862722
LogEE_Dzi,145.27295098255013
LogEE_Dzm,151.9687482891349
LogEE_Dzp,221.21668566325846
LogEE_Dzv,197.8971872837734
PEOE_VSA1,9.317060667903824
PEOE_VSA2,19.056083746785475
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,48.53093654769288
PEOE_VSA8,26.1790256236503
PEOE_VSA9,29.398230608316254
SM1_Dzare,1.9900577693538684
SpAD_Dzpe,300.5999430244716
SpAD_Dzse,304.5788456934132
SpAbs_DzZ,302.56582623284316
SpAbs_Dzi,289.0997842942008
SpAbs_Dzm,302.4435662874413
SpAbs_Dzp,449.75118606012524
SpAbs_Dzv,398.8153161799953
SpDiam_Dt,561.7344156976008
SpMAD_DzZ,9.500429465609685
SpMAD_Dzi,9.082152359566201
SpMAD_Dzm,9.497451700267685
SpMAD_Dzp,13.913994027084492
SpMAD_Dzv,12.40397586475672
SpMax_DzZ,152.01422364862722
SpMax_Dzi,145.27295098255013
SpMax_Dzm,151.9687482891349
SpMax_Dzp,221.21668566325846
SpMax_Dzv,197.8971872837734
VE1_Dzare,5.56865192923697
VE2_Dzare,0.17402037278865531
VE3_Dzare,2.8803038109761587
VR1_Dzare,216.68051397850084
VR2_Dzare,6.771266061828151
VR3_Dzare,6.541574792655058
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4651785714285715
AETA_dBeta,0.0
AETA_eta_B,0.009901774189033596
AETA_eta_F,1.1166302919304765
AETA_eta_L,0.20806507925099765
AETA_eta_R,1.897442682622446
BCUTare-1h,4.107725791884793
BCUTare-1l,2.1758299321546737
ETA_beta_s,22.0
ETA_dPsi_A,0.17100885878061456
ETA_dPsi_B,0.0
ETA_eta_BR,0.746856774049075
ETA_eta_FL,8.939274252292096
ETA_eta_RL,15.59735678832402
LogEE_Dzpe,150.30270342936515
LogEE_Dzse,152.2963656234974
PEOE_VSA10,11.641625339045822
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,11.466446624403513
SlogP_VSA1,5.559266895052007
SlogP_VSA2,51.43710298344132
SlogP_VSA3,6.544756405912575
SlogP_VSA4,5.817220841045895
SlogP_VSA5,16.379189100946192
SlogP_VSA6,76.13852180138034
SlogP_VSA7,0.0
SlogP_VSA8,16.590311206764618
SlogP_VSA9,0.0
SpAD_Dzare,295.8627117329347
SpAbs_Dzpe,299.04227142365846
SpAbs_Dzse,303.1613138669461
SpDiam_DzZ,231.78498380472342
SpDiam_Dzi,220.69640321807776
SpDiam_Dzm,231.76212908669265
SpDiam_Dzp,339.38572085083825
SpDiam_Dzv,304.4662811173223
SpMAD_Dzpe,9.393748219514737
SpMAD_Dzse,9.518088927919163
SpMax_Dzpe,150.30270342936515
SpMax_Dzse,152.2963656234974
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6875
AETA_eta_BR,0.023339274189033594
AETA_eta_FL,0.279352320384128
AETA_eta_RL,0.48741739963512565
DetourIndex,6104
EState_VSA1,0.0
EState_VSA2,17.28366746544941
EState_VSA3,60.89874515320186
EState_VSA4,0.0
EState_VSA5,18.395897132562276
EState_VSA6,45.86521178941149
EState_VSA7,12.13273413692322
EState_VSA8,4.899909730850478
EState_VSA9,9.401129458000556
ETA_beta_ns,22.0
ETA_shape_p,0.0639795265515035
ETA_shape_x,0.0
ETA_shape_y,0.3493282149712092
GhoseFilter,True
LogEE_Dzare,147.9305032323949
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,294.12621839098074
SpDiam_Dzpe,229.06309727337458
SpDiam_Dzse,232.20971188081967
SpMAD_Dzare,9.24570974165421
SpMax_Dzare,147.9305032323949
TopoPSA(NO),71.58000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,20.24531836002563
VSA_EState9,57.08801497330769
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6875
EState_VSA10,13.979489415818463
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0348214285714285
FilterItLogS,-5.299920829300514
SpDiam_Dzare,225.31547318081803
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.636118598382749
ETA_epsilon_2,0.8566964285714281
ETA_epsilon_3,0.44545454545454477
ETA_epsilon_4,0.5581780538302268
ETA_epsilon_5,0.8566964285714281
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.1906640529282042
ETA_dEpsilon_B,0.0779405445525222
ETA_dEpsilon_C,-0.11272350837568201
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.90625
MDEDescriptor,"0.0,0.0,0.0,0.0,21.666054221512724,26.997029403479523,0.0,6.462172135275612,0.0,0.0,0.09999999999999998,0.34815531191139576,0.0,0.0,0.0,0.0,0.0,0.9085602964160698,0.7937005259840998"
APolDescriptor,63.60565299999997
BCUTDescriptor,"11.994272563078457,18.998408481247758,-0.3126384769320257,0.2574811970251495,4.098332274366286,11.51443117045973"
BPolDescriptor,35.25234699999999
TPSADescriptor,71.58000000000001
ALOGPDescriptor,"3.9781000000000017,15.825279610000013,112.9878"
XLogPDescriptor,3.0130000000000003
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,432.15976892000003
ChiPathDescriptor,"22.078775022443736,15.597356788324024,14.080753487041708,12.41947871874951,10.466186377793372,8.301861299028106,5.925237086683657,4.466205755029384,17.277950593419273,10.417449215270285,7.707809779969261,5.686488779442984,4.006354905296721,2.7749390430749314,1.6158118845657388,1.0492744090800221"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.37869425449598476,0.6447429926658351,0.0,0.0,0.039283710065919304,0.1376974105885152,0.16101699431305355"
AtomCountDescriptor,53
BondCountDescriptor,36
SmallRingDescriptor,"5,4,4,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.9582266672188942,0.0,0.5143200326267605,0.0,0.8209905016263221,0.0,0.11311257298889969,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,14,1,5,0,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"66.41931296213936,2.075603530066855,24.431290736554374,8.192875514017778,13.711833010927956"
FractionalPSADescriptor,0.16563318741789373
WienerNumbersDescriptor,"3038.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.059770669357342,8.340600738784133,11.879399159681274,1.7524383570614688,2.372579275138602,2.8105204792824408"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.728395061728396,10.726643598615917,5.326530612244898"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2257.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"37.26537245077141,39.73815428504031,57.451298735468605,60.391722998039235,58.61335132111751"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.7516790071331692,-0.4281120188953729,-0.053212980983221,0.3343612497509059,-0.37538337113891235"
EccentricConnectivityIndexDescriptor,838
AutocorrelationDescriptorPolarizability,"2219.4937844497217,2654.7801669332703,3790.5133804124293,3973.566099907238,3710.972540493269"
