DLiP-ID,T005JZ
DLiP-Mol-ID,22585
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H30N4O5S/c1-16-8-12-19(13-9-16)33(31,32)27-20(23(29)30)15-25-21(28)7-3-2-6-18-11-10-17-5-4-14-24-22(17)26-18/h8-13,20,27H,2-7,14-15H2,1H3,(H,24,26)(H,25,28)(H,29,30)/t20-/m0/s1"
Standard Inchi Key(RDKit),RIXFBZVXQWVSQN-FQEVSTJZSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)CCCCc2ccc3c(n2)NCCC3)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),474.583
MW Monoisotopic(RDKit),474.19369106
MolLogP(RDKit),2.00882
XLogP(SDF),
XLogP(CDK),-0.044
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),137.49
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.365612690032271
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,18368310.375521712
qed,0.3656126900322708
Chi0,23.846724214874857
Chi1,15.742020625571206
TPSA,137.49
Chi0n,18.633974777138995
Chi0v,19.450471358066718
Chi1n,11.056066627699732
Chi1v,12.539229875294122
Chi2n,8.176997426939554
Chi2v,9.890977783512655
Chi3n,5.4687154473455255
Chi3v,6.956302430968759
Chi4n,3.5561501940009053
Chi4v,4.74533789690737
MolMR,124.53670000000007
MolWt,474.5830000000003
fr_SH,0
Kappa1,24.658283927011574
Kappa2,11.24145920239605
Kappa3,7.260373078875307
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1086.5306412427337
MolLogP,2.008819999999999
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.421950093932661
