DLiP-ID,C1029S
DLiP-Mol-ID,41030
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H7NO/c1-3-10(2)5-4-9(12)8(6-10)7-11/h1,4-6H,2H3"
Standard Inchi Key(RDKit),YKMCPWQMUVKGMG-UHFFFAOYSA-N
Canonical SMILES(RDKit),C#CC1(C)C=CC(=O)C(C#N)=C1
SMILES(SDF),
MW(SDF),
MW(RDKit),157.172
MW Monoisotopic(RDKit),157.052763844
MolLogP(RDKit),1.21478
XLogP(SDF),
XLogP(CDK),1.631
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),40.86
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.495801465609945
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KEAP1/NRF2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,471.74392624752664
qed,0.49580146560994515
Chi0,9.19023444431199
Chi1,5.610302208067465
TPSA,40.86
Chi0n,6.664862962722324
Chi0v,6.664862962722324
Chi1n,3.4544399492893088
Chi1v,3.4544399492893088
Chi2n,2.7944298419601847
Chi2v,2.7944298419601847
Chi3n,1.7220247190796878
Chi3v,1.7220247190796878
Chi4n,0.9348114097635856
Chi4v,0.9348114097635856
MolMR,44.78300000000001
MolWt,157.17199999999997
fr_SH,0
Kappa1,8.298039215686273
Kappa2,2.677493074792243
Kappa3,1.2833232701364568
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,362.2802681076687
MolLogP,1.21478
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.1449650788317762
SMR_VSA1,4.794537184071822
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,5.41499046939678
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,23.80116485057091
SMR_VSA8,0.0
SMR_VSA9,18.413005527268176
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,71.19202001287302
NHOHCount,0
PEOE_VSA1,0.0
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
