DLiP-ID,T0061B
DLiP-Mol-ID,23329
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22N2O5S/c1-13-8-9-17(11-20(13)29(4,25)26)22-21(24)16-6-5-7-18(10-16)27-12-19-14(2)23-28-15(19)3/h5-11H,12H2,1-4H3,(H,22,24)"
Standard Inchi Key(RDKit),SUQWCANQHRRQKR-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=O)c2cccc(OCc3c(C)noc3C)c2)cc1S(C)(=O)=O
SMILES(SDF),
MW(SDF),
MW(RDKit),414.483
MW Monoisotopic(RDKit),414.124942804
MolLogP(RDKit),3.83466
XLogP(SDF),
XLogP(CDK),3.459
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),98.5
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.658089194913414
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,2573337.0711553893
qed,0.6580891949134144
Chi0,21.181433796945207
Chi1,13.646885611180734
TPSA,98.5
Chi0n,16.645262003797065
Chi0v,17.46175858472479
Chi1n,8.915888790256549
Chi1v,10.807300328314804
Chi2n,6.825796690283693
Chi2v,8.809954149862959
Chi3n,4.5061012019864535
Chi3v,5.744870769637889
Chi4n,2.871157718696209
Chi4v,3.8651092093070316
MolMR,108.99300000000004
MolWt,414.4830000000002
fr_SH,0
Kappa1,20.60032451528954
Kappa2,8.083039507399736
Kappa3,4.834767772079576
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1146.064608150991
MolLogP,3.834660000000003
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.7449469830069508
SMR_VSA1,22.472292059174155
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,32.27357703910256
SMR_VSA6,11.572557787517734
SMR_VSA7,70.60909936804516
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,169.1509056637426
NHOHCount,1
PEOE_VSA1,14.576746494779727
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
