DLiP-ID,C001JD
SsBr,0
SsCl,0
SsLi,0
SsOH,9.01953833812954
SsSH,0
SssO,5.585039125970763
SssS,0
StCH,0
StsC,0
TIC0,51.717822367424205
TIC1,121.93649058453917
TIC2,145.09775004326934
TIC3,164.60752504759625
TIC4,168.60752504759625
TIC5,168.60752504759625
Vabc,255.67829408560888
WPol,37
apol,41.73510199999999
bpol,19.252898
nRot,3
ABCGG,13.418572842667025
ATS0Z,946.0
ATS0d,132.0
ATS0i,5671.607610881986
ATS0m,3746.5549579999997
ATS0p,56.85190066788601
ATS0s,228.5
ATS0v,8716.913636593417
ATS1Z,1034.0
ATS1d,162.0
ATS1i,5404.68474939885
ATS1m,3971.1571159999994
ATS1p,71.797524016
ATS1s,140.72222222222223
ATS1v,10892.483487711565
ATS2Z,1572.0
ATS2d,252.0
ATS2i,9325.310751575042
ATS2m,6012.218755
ATS2p,104.65795992509399
ATS2s,256.0555555555556
ATS2v,15844.50168135141
ATS3Z,1752.0
ATS3d,277.0
ATS3i,12280.935165166244
ATS3m,6532.366033
ATS3p,117.61031452479199
ATS3s,312.16666666666663
ATS3v,17762.813054842598
ATS4Z,1623.0
ATS4d,254.0
ATS4i,12460.68948573364
ATS4m,5998.253213
ATS4p,110.98772187333898
ATS4s,333.19444444444446
ATS4v,16378.353632377728
ATS5Z,1350.0
ATS5d,213.0
ATS5i,10836.019409140195
ATS5m,4912.314966999999
ATS5p,100.864843265094
ATS5s,261.22222222222223
ATS5v,14456.450925018287
ATS6Z,1246.0
ATS6d,187.0
ATS6i,11138.453542036885
ATS6m,4563.609951
ATS6p,85.19498743958401
ATS6s,328.2222222222222
ATS6v,11969.262765159527
ATS7Z,886.0
ATS7d,150.0
ATS7i,8613.38772914504
ATS7m,3161.020284999999
ATS7p,66.56721850249001
ATS7s,179.00000000000003
ATS7v,9468.494746631884
ATS8Z,756.0
ATS8d,115.0
ATS8i,6472.293981035148
ATS8m,2691.9127059999996
ATS8p,55.84517624969799
ATS8s,173.61111111111111
ATS8v,7965.429412546143
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.17647058823529413
GGI10,0.05774920926436078
JGI10,0.011549841852872157
JGT10,0.523304002172761
Kier1,16.84375
Kier2,6.857142857142857
Kier3,3.5916824196597354
MAXdO,12.502538895187705
MID_C,35.46905312068005
MID_N,0.0
MID_O,9.314387748158943
MID_X,0.0
MID_h,9.314387748158943
MINdO,11.017636301620026
MPC10,138
MWC01,24.0
MWC02,4.77912349311153
MWC03,5.638354669333745
MWC04,6.53813982376767
MWC05,7.422373700986824
MWC06,8.328692583545568
MWC07,9.223552703448318
MWC08,10.133686158324014
MWC09,11.034260433845368
MWC10,11.946712364582844
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.431600000000002
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.241747015059643
SRW05,0.0
SRW06,6.790097235513905
SRW07,0.0
SRW08,8.438366410870266
SRW09,0.0
SRW10,10.143645534009467
SaaCH,9.240232636264382
SaaNH,0
SaaSe,0
SaaaC,1.4157359116486106
SaasC,0.6722846178059025
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0814090112629076
SdssS,0
SsCH3,3.8218035292141743
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.053631319077427
VE1_D,4.602438400294344
VE2_A,0.18425596904897396
VE2_D,0.20920174546792472
VE3_A,2.1880704617517566
VE3_D,2.3150436104333347
VR1_A,179.3202311615107
VR1_D,123.18081402094208
VR2_A,8.150919598250486
VR2_D,5.599127910042822
VR3_A,5.977630568751229
VR3_D,5.602110668986963
WPath,1055
Xc-3d,1.9103213857349117
Xc-4d,0.0
Xc-5d,0.45988427041829816
Xc-6d,0.0
Xp-0d,15.853006672199017
Xp-1d,10.452397498181154
Xp-2d,10.06846371331529
Xp-3d,7.942230227629281
Xp-4d,6.779189222773576
Xp-5d,5.618292124579463
Xp-6d,4.395550960304303
Xp-7d,3.177748271427507
ZMIC0,75.37923618453539
ZMIC1,44.727083591451546
ZMIC2,31.132833342948743
ZMIC3,25.535172229594036
ZMIC4,25.182958340544886
ZMIC5,25.182958340544886
nAcid,1
nAtom,36
nBase,0
nRing,3
piPC1,3.5553480614894135
piPC2,4.269697449699962
piPC3,4.964591355594849
piPC4,5.663828159149168
piPC5,6.360762608208266
piPC6,6.890736273812542
piPC7,7.390798521735676
piPC8,7.9007523899391625
piPC9,8.359950757873637
AATS0Z,26.27777777777778
AATS0d,3.6666666666666665
AATS0i,157.54465585783294
AATS0m,104.07097105555555
AATS0p,1.5792194629968335
AATS0s,6.347222222222222
AATS0v,242.1364899053727
AATS1Z,27.210526315789473
AATS1d,4.2631578947368425
AATS1i,142.22854603681185
AATS1m,104.50413463157894
AATS1p,1.8894085267368421
AATS1s,3.703216374269006
AATS1v,286.6443023081991
AATS2Z,24.952380952380953
AATS2d,4.0
AATS2i,148.0208055805562
AATS2m,95.43204373015872
AATS2p,1.661237459128476
AATS2s,4.064373897707232
AATS2v,251.50002668811763
AATS3Z,21.9
AATS3d,3.4625
AATS3i,153.51168956457803
AATS3m,81.65457541250001
AATS3p,1.4701289315598998
AATS3s,3.9020833333333327
AATS3v,222.03516318553247
AATS4Z,20.2875
AATS4d,3.175
AATS4i,155.7586185716705
AATS4m,74.9781651625
AATS4p,1.3873465234167373
AATS4s,4.164930555555555
AATS4v,204.7294204047216
AATS5Z,19.014084507042252
AATS5d,3.0
AATS5i,152.6199916780309
AATS5m,69.18753474647886
AATS5p,1.420631595283014
AATS5s,3.679186228482003
AATS5v,203.6119848594125
AATS6Z,17.8
AATS6d,2.6714285714285713
AATS6i,159.1207648862412
AATS6m,65.19442787142857
AATS6p,1.2170712491369144
AATS6s,4.688888888888888
AATS6v,170.9894680737075
AATS7Z,16.40740740740741
AATS7d,2.7777777777777777
AATS7i,159.5071801693526
AATS7m,58.53741268518517
AATS7p,1.2327262685646299
AATS7s,3.3148148148148153
AATS7v,175.34249530799786
AATS8Z,18.0
AATS8d,2.738095238095238
AATS8i,154.102237643694
AATS8m,64.09315966666665
AATS8p,1.329647053564238
AATS8s,4.133597883597884
AATS8v,189.65308125109863
AMID_C,1.6122296873036388
AMID_N,0.0
AMID_O,0.42338126127995196
AMID_X,0.0
AMID_h,0.42338126127995196
ATS0dv,362.0
ATS0pe,237.47050000000002
ATS0se,289.00584799999996
ATS1dv,358.0
ATS1pe,252.44449999999998
ATS1se,300.426344
ATS2dv,525.0
ATS2pe,414.57060000000007
ATS2se,498.9019
ATS3dv,554.0
ATS3pe,531.2429999999999
ATS3se,645.1533400000001
ATS4dv,508.0
ATS4pe,524.9892000000001
ATS4se,641.559692
ATS5dv,402.0
ATS5pe,454.5
ATS5se,555.922996
ATS6dv,392.0
ATS6pe,445.096
ATS6se,550.297164
ATS7dv,217.0
ATS7pe,343.92099999999994
ATS7se,426.18487600000003
ATS8dv,150.0
ATS8pe,272.2515
ATS8se,333.28384
ATSC0Z,269.99999999999994
ATSC0c,1.179568855400999
ATSC0d,25.222222222222218
ATSC0i,49.26849612707751
ATSC0m,1274.9074458888886
ATSC0p,8.468046808152554
ATSC0s,85.83024691358025
ATSC0v,1731.9380540670413
ATSC1Z,5.555555555555575
ATSC1c,-0.6284687789842331
ATSC1d,9.487654320987652
ATSC1i,-0.17596950665525157
ATSC1m,28.438678450617243
ATSC1p,0.06255456398519088
ATSC1s,-9.94735939643347
ATSC1v,59.41837810508835
ATSC2Z,85.66666666666669
ATSC2c,0.1702632131245813
ATSC2d,3.138888888888884
ATSC2i,-1.8223326938503817
ATSC2m,401.89277408333317
ATSC2p,0.02512210329074982
ATSC2s,24.96373456790124
ATSC2v,281.41193168633305
ATSC3Z,-26.11111111111108
ATSC3c,-0.2232435323439101
ATSC3d,2.7839506172839483
ATSC3i,3.4483041028513597
ATSC3m,-108.15096036419757
ATSC3p,0.8404008134722653
ATSC3s,-11.476165980795612
ATSC3v,204.0599563100914
ATSC4Z,5.2222222222222445
ATSC4c,0.2746721000083196
ATSC4d,-1.271604938271606
ATSC4i,8.128410968871966
ATSC4m,28.972293135802463
ATSC4p,1.3527125167080987
ATSC4s,-11.351165980795612
ATSC4v,200.84191413641358
ATSC5Z,-72.77777777777777
ATSC5c,-0.7080395466399751
ATSC5d,-3.521604938271607
ATSC5i,-19.680044391181067
ATSC5m,-348.4804161141975
ATSC5p,-3.371767166051151
ATSC5s,-27.08496227709191
ATSC5v,-633.4722067095744
ATSC6Z,129.44444444444443
ATSC6c,0.8243926886381381
ATSC6d,-1.4876543209876534
ATSC6i,-1.3043526448486218
ATSC6m,585.3715109382717
ATSC6p,-0.38790745006813565
ATSC6s,76.7621742112483
ATSC6v,57.38179961268284
ATSC7Z,-28.333333333333336
ATSC7c,-0.2718149909298728
ATSC7d,-11.88888888888889
ATSC7i,4.314784262741826
ATSC7m,-123.64409600000002
ATSC7p,0.8128488489056667
ATSC7s,-8.46141975308642
ATSC7v,117.78479783306885
ATSC8Z,-93.33333333333331
ATSC8c,0.028110070654349173
ATSC8d,-13.592592592592592
ATSC8i,-19.00362365480548
ATSC8m,-445.8114982037037
ATSC8p,-3.368630135184649
ATSC8s,-9.315843621399178
ATSC8v,-713.789082867297
AXp-0d,0.7205912123726826
AXp-1d,0.43551656242421477
AXp-2d,0.28767039180900833
AXp-3d,0.1726571788615061
AXp-4d,0.10934176165763833
AXp-5d,0.06688443005451741
AXp-6d,0.044399504649538415
AXp-7d,0.027874984837083394
GATS1Z,0.6856725146198832
GATS1c,1.403298300623954
GATS1d,0.7668676095525159
GATS1i,1.0280429983711306
GATS1m,0.6899066572858983
GATS1p,0.9993477101982763
GATS1s,0.6939442172261534
GATS1v,0.8645133593820745
GATS2Z,0.6399176954732512
GATS2c,0.8337385539322173
GATS2d,1.0682819383259914
GATS2i,1.0233797451739584
GATS2m,0.6444838206225962
GATS2p,0.9904644941790887
GATS2s,0.4650472868495809
GATS2v,0.8379352548698674
GATS3Z,0.9714120370370373
GATS3c,1.257359039188932
GATS3d,0.928001101321586
GATS3i,0.9527921508909016
GATS3m,0.9636297765126711
GATS3p,0.921096525188768
GATS3s,0.8280940972347078
GATS3v,0.863627079601704
GATS4Z,0.9592592592592595
GATS4c,0.8697527961621329
GATS4d,1.0060572687224671
GATS4i,0.9026095409498616
GATS4m,0.9557002187131233
GATS4p,0.8947699903348684
GATS4s,1.1432045380991762
GATS4v,0.8925522278560856
GATS5Z,1.0388628064684406
GATS5c,1.099700684271383
GATS5d,0.9967735931004532
GATS5i,1.1811153286554026
GATS5m,1.043491062154404
GATS5p,1.181826677744253
GATS5s,1.1292967268170855
GATS5v,1.1504224005263557
GATS6Z,0.7842592592592594
GATS6c,0.5077070175759066
GATS6d,0.9317180616740088
GATS6i,0.9737213548895752
GATS6m,0.7953124950517925
GATS6p,0.9961981461248169
GATS6s,0.4488834549965838
GATS6v,0.996323387720201
GATS7Z,1.1030521262002746
GATS7c,1.2480713295193577
GATS7d,1.2977239353891339
GATS7i,0.9032568342812985
GATS7m,1.096361913781102
GATS7p,0.9014220380441789
GATS7s,0.839266664269361
GATS7v,0.9439012783935083
GATS8Z,1.2314814814814818
GATS8c,0.9971992588925133
GATS8d,1.5033039647577093
GATS8i,1.3000192495447644
GATS8m,1.2345228190814381
GATS8p,1.3039352150526333
GATS8s,1.248561616742781
GATS8v,1.2957672601299404
MATS1Z,0.019493177387914305
MATS1c,-0.5047534716612728
MATS1d,0.3563644794806398
MATS1i,-0.0033836623152330215
MATS1m,0.021132440623405704
MATS1p,0.00699833383717622
MATS1s,-0.10979595776452529
MATS1v,0.03250179468875325
MATS2Z,0.18130511463844806
MATS2c,0.08248205621666965
MATS2d,0.07111390811831331
MATS2i,-0.02113587890380516
MATS2m,0.18013308691736946
MATS2p,0.001695253689539545
MATS2s,0.16620004828858082
MATS2v,0.09284790395872401
MATS3Z,-0.04351851851851848
MATS3c,-0.08516636319683762
MATS3d,0.04966960352422905
MATS3i,0.03149551880537899
MATS3m,-0.038173698271843366
MATS3p,0.044659692445066415
MATS3s,-0.06016847063900177
MATS3v,0.05301978331378971
MATS4Z,0.008703703703703743
MATS4c,0.10478612116435092
MATS4d,-0.02268722466960355
MATS4i,0.07424186292510154
MATS4m,0.010226257563364614
MATS4p,0.07188441990337167
MATS4s,-0.05951310726743141
MATS4v,0.05218365700156135
MATS5Z,-0.1366718831507564
MATS5c,-0.30435354889763044
MATS5d,-0.07079481293044616
MATS5i,-0.20253538958775127
MATS5m,-0.13859382190001113
MATS5p,-0.2018917066657196
MATS5s,-0.16000443670328637
MATS5v,-0.18545534840508243
MATS6Z,0.2465608465608466
MATS6c,0.35943080455786863
MATS6d,-0.03033354310887349
MATS6i,-0.013615392885267369
MATS6m,0.2361333809730012
MATS6p,-0.02355859202891728
MATS6s,0.45995078674427087
MATS6v,0.017039085047822384
MATS7Z,-0.06995884773662553
MATS7c,-0.15362392209960943
MATS7d,-0.31424375917767994
MATS7i,0.05838462847350792
MATS7m,-0.06465520112784508
MATS7p,0.06399341487839534
MATS7s,-0.06572212832775959
MATS7v,0.04533834127091689
MATS8Z,-0.2962962962962963
MATS8c,0.020426400853865767
MATS8d,-0.46192573945877907
MATS8i,-0.3306133037536611
MATS8m,-0.2997269664944473
MATS8p,-0.3409755902565249
MATS8s,-0.09303257424369295
MATS8v,-0.3532569842492599
MAXaaO,5.7110440287226005
MAXsOH,9.01953833812954
MAXssO,5.585039125970763
MINaaO,5.7110440287226005
MINsOH,9.01953833812954
MINssO,5.585039125970763
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.54691688233399
SpAD_D,200.4583156988939
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0.01643809079595493
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,901
TMWC10,121.0448959309459
TSRW10,56.505676493563904
VE1_Dt,4.6803673587443795
VE2_Dt,0.21274397085201724
VE3_Dt,2.331833962671419
VR1_Dt,114.70208484914546
VR2_Dt,5.213731129506612
VR3_Dt,5.530795560874469
Xc-3dv,0.7459402557347374
Xc-4dv,0.0
Xc-5dv,0.07869798890768269
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.18144368465060579
Xch-7d,0.43584967847773265
Xp-0dv,12.121658641682792
Xp-1dv,6.860698066109575
Xp-2dv,5.2718490414318255
Xp-3dv,3.2605427933345283
Xp-4dv,2.313169511619435
Xp-5dv,1.592029150495897
Xp-6dv,0.9328504201165111
Xp-7dv,0.580129732716438
Xpc-4d,3.952615493087703
Xpc-5d,6.09817405813349
Xpc-6d,9.484418906346283
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,8.619694075346908
AATS0dv,10.055555555555555
AATS0pe,6.5964027777777785
AATS0se,8.02794022222222
AATS1dv,9.421052631578947
AATS1pe,6.643276315789473
AATS1se,7.905956421052631
AATS2dv,8.333333333333334
AATS2pe,6.580485714285715
AATS2se,7.919077777777778
AATS3dv,6.925
AATS3pe,6.640537499999999
AATS3se,8.064416750000001
AATS4dv,6.35
AATS4pe,6.562365000000002
AATS4se,8.01949615
AATS5dv,5.661971830985915
AATS5pe,6.401408450704225
AATS5se,7.829901352112676
AATS6dv,5.6
AATS6pe,6.358514285714286
AATS6se,7.8613880571428565
AATS7dv,4.018518518518518
AATS7pe,6.368907407407407
AATS7se,7.892312518518519
AATS8dv,3.5714285714285716
AATS8pe,6.482178571428572
AATS8se,7.935329523809524
AATSC0Z,7.499999999999998
AATSC0c,0.032765801538916645
AATSC0d,0.7006172839506172
AATSC0i,1.3685693368632643
AATSC0m,35.414095719135794
AATSC0p,0.23522352244868205
AATSC0s,2.3841735253772294
AATSC0v,48.109390390751145
AATSC1Z,0.14619883040935724
AATSC1c,-0.016538652078532452
AATSC1d,0.24967511371020135
AATSC1i,-0.004630776490927673
AATSC1m,0.7483862750162432
AATSC1p,0.0016461727364523917
AATSC1s,-0.2617726156956176
AATSC1v,1.5636415290812724
AATSC2Z,1.35978835978836
AATSC2c,0.0027025906845171634
AATSC2d,0.04982363315696641
AATSC2i,-0.028925915775402884
AATSC2m,6.37925038227513
AATSC2p,0.0003987635442976162
AATSC2s,0.3962497550460514
AATSC2v,4.466856058513223
AATSC3Z,-0.3263888888888885
AATSC3c,-0.002790544154298876
AATSC3d,0.034799382716049355
AATSC3i,0.04310380128564199
AATSC3m,-1.3518870045524696
AATSC3p,0.010505010168403316
AATSC3s,-0.14345207475994515
AATSC3v,2.5507494538761426
AATSC4Z,0.06527777777777806
AATSC4c,0.003433401250103995
AATSC4d,-0.015895061728395075
AATSC4i,0.10160513711089958
AATSC4m,0.3621536641975308
AATSC4p,0.016908906458851233
AATSC4s,-0.14188957475994515
AATSC4v,2.5105239267051696
AATSC5Z,-1.0250391236306728
AATSC5c,-0.00997238798084472
AATSC5d,-0.049600069553121226
AATSC5i,-0.27718372381945167
AATSC5m,-4.908174874847853
AATSC5p,-0.04748967839508663
AATSC5s,-0.381478341930872
