DLiP-ID,T001O8
DLiP-Mol-ID,17486
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H12BrN3S/c18-13-6-2-1-5-12(13)9-21-16-8-4-3-7-14(16)20-17(21)15-10-22-11-19-15/h1-8,10-11H,9H2"
Standard Inchi Key(RDKit),FVJPKLSAOOKJNU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Brc1ccccc1Cn1c(-c2cscn2)nc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),370.275
MW Monoisotopic(RDKit),368.993530484
MolLogP(RDKit),4.9706
XLogP(SDF),
XLogP(CDK),4.986
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),30.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.509802217545774
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,272838.45039651415
qed,0.5098022175457744
Chi0,14.940946820939052
Chi1,10.826499840494925
TPSA,30.71
Chi0n,11.608463023055773
Chi0v,14.010956143098204
Chi1n,6.899776465376878
Chi1v,8.635583776516293
Chi2n,4.9753621356412365
Chi2v,6.548385332865074
Chi3n,3.602264954526741
Chi3v,4.9623523484340195
Chi4n,2.5510237277924563
Chi4v,3.4916323042801203
MolMR,94.08500000000001
MolWt,370.27500000000003
fr_SH,0
Kappa1,13.667039819565353
Kappa2,5.664556957752966
Kappa3,2.361068833936019
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,928.1497835082082
MolLogP,4.970600000000003
NOCount,3
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.9136501528118082
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,14.53505668968577
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,0.0
SMR_VSA7,69.45770959930559
SMR_VSA8,0.0
SMR_VSA9,11.518332492848387
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,139.9585369233123
NHOHCount,0
PEOE_VSA1,4.567099647791355
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,46.2617792402574
PEOE_VSA7,23.762552697081826
PEOE_VSA8,9.852782286298329
PEOE_VSA9,23.088697114762475
RingCount,4
SMR_VSA10,38.30013121111661
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,368.9935304840001
