DLiP-ID,C000GH
DLiP-Mol-ID,30780
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H12N2O3/c23-11-6-7-14-13(8-11)16-15(21-14)9-12(10-4-2-1-3-5-10)17-18(16)20(25)22-19(17)24/h1-9,21,23H,(H,22,24,25)"
Standard Inchi Key(RDKit),IAUZTOZLTFSMIE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21
SMILES(SDF),
MW(SDF),
MW(RDKit),328.327
MW Monoisotopic(RDKit),328.084792244
MolLogP(RDKit),3.5773
XLogP(SDF),
XLogP(CDK),4.035
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),82.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.467131466311743
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1089508.9992878246
qed,0.46713146631174257
Chi0,17.129027554137913
Chi1,12.131030293135238
TPSA,82.19
Chi0n,12.95986259913432
Chi0v,12.95986259913432
Chi1n,7.857922831639014
Chi1v,7.857922831639014
Chi2n,6.10084825696953
Chi2v,6.10084825696953
Chi3n,4.6351570917582485
