DLiP-ID,C000ZC
DLiP-Mol-ID,31601
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H13Cl2N3O2/c20-13-6-7-16(17(21)9-13)19(26)24-15-5-1-4-14(10-15)23-18(25)12-3-2-8-22-11-12/h1-11H,(H,23,25)(H,24,26)"
Standard Inchi Key(RDKit),SIGDJZLLWWKCSR-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),386.238
MW Monoisotopic(RDKit),385.038482016
MolLogP(RDKit),4.893
XLogP(SDF),
XLogP(CDK),3.956
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.670604191623274
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,797144.1062393461
qed,0.6706041916232743
Chi0,18.518297090128673
Chi1,12.524877143252587
TPSA,71.09
Chi0n,13.370492083532024
Chi0v,14.882349975568935
Chi1n,7.60602855558221
Chi1v,8.361957501600665
Chi2n,5.354921505674935
Chi2v,6.198557412887526
Chi3n,3.4777916414837895
Chi3v,4.025597752759827
Chi4n,2.2470932266955166
Chi4v,2.7414085521442684
MolMR,103.0474
MolWt,386.23800000000006
fr_SH,0
Kappa1,17.91777196821441
Kappa2,7.992884738455962
Kappa3,4.3877134676139145
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,962.0078742399107
MolLogP,4.8930000000000025
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.7279726858830635
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.633577208012662
SMR_VSA7,88.16316037025729
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,159.52442476243166
NHOHCount,2
PEOE_VSA1,10.633577208012662
PEOE_VSA2,14.573052889090853
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.268246848926644
PEOE_VSA7,48.53093654769288
