DLiP-ID,T006RY
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,5
C2SP3,7
C3SP2,2
C3SP3,1
C4SP3,1
FCSP3,0.5769230769230769
GGI10,0.26027956330986635
JGI10,0.008675985443662214
JGT10,0.5008847157640369
Kier1,27.04601899196494
Kier2,11.170909090909092
Kier3,5.796932067202338
MAXdO,13.795808103365822
MID_C,53.18003876385965
MID_N,8.139771852679468
MID_O,5.331663537861056
MID_X,0.0
MID_h,15.525350049864775
MINdO,12.626166867301464
MPC10,197
MWC01,37.0
MWC02,5.220355825078324
MWC03,6.093569770045136
MWC04,7.005789019253503
MWC05,7.89989532313973
MWC06,8.81537000096066
MWC07,9.71794080038648
MWC08,10.635158087766825
MWC09,11.542688129925503
MWC10,12.461114009040937
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.1494000000000018
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.68697535633982
SRW05,3.4339872044851463
SRW06,7.232010331664759
SRW07,5.820082930352362
SRW08,8.85922139360813
SRW09,7.934155233536322
SRW10,10.534094214621176
SaaCH,9.843806147528232
SaaNH,0
SaaSe,0
SaaaC,2.0576304972995443
SaasC,0.6951926912329707
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.32237423144875077
SdssS,0
SsCH3,9.433433549475216
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,9.173712923268152
SssPH,0
SssSe,0
SsssB,0
SsssN,1.9251750283446714
SsssP,0
VE1_A,4.654172113178786
VE1_D,5.744865548414413
VE2_A,0.13688741509349373
VE2_D,0.1689666337768945
VE3_A,2.7615394775929634
VE3_D,2.9720819394138855
VR1_A,441.4061477955077
VR1_D,232.85282246918902
VR2_A,12.982533758691403
VR2_D,6.848612425564383
VR3_A,7.3137408532940835
VR3_D,6.674182022382188
WPath,3495
Xc-3d,3.4027928064735944
Xc-4d,0.28867513459481287
Xc-5d,1.0431228735739893
Xc-6d,0.11785113019775792
Xp-0d,24.620591385700628
Xp-1d,16.112410768570086
Xp-2d,15.508800621163065
Xp-3d,12.819599991494565
Xp-4d,10.549634398521459
Xp-5d,7.831157530238339
Xp-6d,5.625207220068843
Xp-7d,4.014684619964717
ZMIC0,113.23508159110035
ZMIC1,51.64600828154275
ZMIC2,33.92283447434174
ZMIC3,28.922477365362084
ZMIC4,28.44686550579852
ZMIC5,28.44686550579852
nAcid,0
nAtom,70
nBase,1
nRing,4
piPC1,3.828641396489095
piPC2,4.37260741275739
piPC3,4.8837484441904015
piPC4,5.3984454669657
piPC5,5.772803123535135
piPC6,6.02628104467632
piPC7,6.321428485449069
piPC8,6.620224236791379
piPC9,6.4913457327786475
AATS0Z,23.085714285714285
AATS0d,3.142857142857143
AATS0i,163.74760924372237
AATS0m,90.97110355714288
AATS0p,1.4813868082080566
AATS0s,4.03268787967862
AATS0v,204.99515007917876
AATS1Z,24.123287671232877
AATS1d,3.8767123287671232
AATS1i,146.96583860733705
AATS1m,90.69514842465756
AATS1p,1.8264260154794525
AATS1s,2.6923727380348383
AATS1v,254.66921977695284
AATS2Z,20.13235294117647
AATS2d,3.588235294117647
AATS2i,154.95694719883576
AATS2m,74.53016720588234
AATS2p,1.56578764494214
AATS2s,2.4924995461147423
AATS2v,212.0019426959762
AATS3Z,16.478947368421053
AATS3d,2.9105263157894736
AATS3i,158.6446267050563
AATS3m,58.609611184210486
AATS3p,1.348169811419853
AATS3s,2.6170402858999355
AATS3v,176.4303314035148
AATS4Z,14.367256637168142
AATS4d,2.52212389380531
AATS4i,166.2563737275146
AATS4m,50.65189504867256
AATS4p,1.1291426173932873
AATS4s,2.6666052114060976
AATS4v,148.14334086674646
AATS5Z,15.227722772277227
AATS5d,2.727722772277228
AATS5i,165.02395735140627
AATS5m,53.570049559405945
AATS5p,1.192628376822797
AATS5s,3.256157560200466
AATS5v,161.21968781689526
AATS6Z,15.851485148514852
AATS6d,2.772277227722772
AATS6i,158.4965965436505
AATS6m,55.580839564356424
AATS6p,1.3309239452280888
AATS6s,2.888331194230535
AATS6v,176.57688138783377
AATS7Z,12.97609561752988
AATS7d,2.402390438247012
AATS7i,161.86573215016554
AATS7m,43.90703154581673
AATS7p,1.2105659743977928
AATS7s,2.4688775761152932
AATS7v,150.97445300482687
AATS8Z,10.6203007518797
AATS8d,2.075187969924812
AATS8i,164.89833382987132
AATS8m,35.07716533834587
AATS8p,1.0860717649983491
AATS8s,2.1121437853893994
AATS8v,128.7170065022613
AMID_C,1.5641187871723425
AMID_N,0.2394050544905726
AMID_O,0.15681363346650165
AMID_X,0.0
AMID_h,0.4566279426430816
ATS0dv,404.44444444444446
ATS0pe,422.4285999999999
ATS0se,527.523661
ATS1dv,399.66666666666663
ATS1pe,463.99350000000004
ATS1se,558.4282799999999
ATS2dv,580.3333333333333
ATS2pe,841.0827999999999
ATS2se,1031.042134
ATS3dv,612.6666666666667
ATS3pe,1163.4114999999997
ATS3se,1440.2120579999996
ATS4dv,593.6666666666667
ATS4pe,1366.8478999999998
ATS4se,1718.2519580000005
ATS5dv,602.0
ATS5pe,1262.9429000000005
ATS5se,1572.048134
ATS6dv,515.3333333333334
ATS6pe,1253.0523000000003
ATS6se,1551.6783639999996
ATS7dv,460.6666666666667
ATS7pe,1493.1012999999996
ATS7se,1877.7885579999997
ATS8dv,424.33333333333337
ATS8pe,1523.4511999999995
ATS8se,1946.0738860000004
ATSC0Z,650.2857142857144
ATSC0c,1.0525783915960152
ATSC0d,47.14285714285713
ATSC0i,104.30876837646584
ATSC0m,3012.3437307000004
ATSC0p,18.709627506273947
ATSC0s,106.06825029394477
ATSC0v,3617.8942270690786
ATSC1Z,41.81632653061222
ATSC1c,-0.6570869819048331
ATSC1d,20.12244897959183
ATSC1i,-7.857107533314219
ATSC1m,194.9851839700006
ATSC1p,0.7919265569267195
ATSC1s,-4.386094226785364
ATSC1v,130.70978745423406
ATSC2Z,127.38775510204074
ATSC2c,-0.011037950296174891
ATSC2d,-2.7346938775510177
ATSC2i,13.591187329743942
ATSC2m,601.4976258400006
ATSC2p,3.4851627260602562
ATSC2s,15.34311224489796
ATSC2v,676.9943722283649
ATSC3Z,-75.48979591836736
ATSC3c,0.574831628403521
ATSC3d,-7.102040816326527
ATSC3i,-25.794698036321137
ATSC3m,-385.8684264999993
ATSC3p,-5.897804593145954
ATSC3s,1.9981339758125478
ATSC3v,-1343.0331310009162
ATSC4Z,169.44897959183672
ATSC4c,-0.6645611059035899
ATSC4d,6.081632653061224
ATSC4i,3.3887628004635566
ATSC4m,796.7265823400002
ATSC4p,2.4068843794527828
ATSC4s,-24.324052203185786
ATSC4v,1039.6035485843067
ATSC5Z,-91.22448979591839
ATSC5c,0.22826681347786937
ATSC5d,-7.755102040816321
ATSC5i,40.252457838138795
ATSC5m,-394.37575702000004
ATSC5p,4.648230918131678
ATSC5s,-11.066996654628928
ATSC5v,572.2558401780984
ATSC6Z,-269.795918367347
ATSC6c,0.27781366729813023
ATSC6d,-22.326530612244905
ATSC6i,-13.906150993503385
ATSC6m,-1270.3200183199995
ATSC6p,-3.2766421062872624
ATSC6s,-47.156337483553095
ATSC6v,-1341.4400311249915
ATSC7Z,-277.9387755102039
ATSC7c,-0.4031657837777181
ATSC7d,-7.6122448979591875
ATSC7i,-20.690689666637645
ATSC7m,-1323.2072382099996
ATSC7p,-5.489620446515766
ATSC7s,-4.219165109459427
ATSC7v,-1582.7998344103778
ATSC8Z,5.8571428571428825
ATSC8c,0.09264689246801475
ATSC8d,14.57142857142857
ATSC8i,-0.11524590964212056
ATSC8m,16.586108539999344
ATSC8p,-0.29304543893632906
ATSC8s,-1.1772792964922585
ATSC8v,-231.6329994082589
AXp-0d,0.7241350407559008
AXp-1d,0.43547056131270506
AXp-2d,0.28197819311205574
AXp-3d,0.17323783772289952
AXp-4d,0.10764933059715774
AXp-5d,0.0686943643003363
AXp-6d,0.04327082476976033
AXp-7d,0.027126247432194033
GATS1Z,0.8386829814382356
GATS1c,1.705751509800583
GATS1d,0.9423412204234124
GATS1i,1.3492393396055942
GATS1m,0.8455664313052945
GATS1p,1.0605401038954392
GATS1s,0.5650176711402711
GATS1v,1.0563825812856762
GATS2Z,0.8488576449912125
GATS2c,1.1223491639328251
GATS2d,1.5389705882352944
GATS2i,1.1014060437835116
GATS2m,0.8500170819968689
GATS2p,0.9487563479654892
GATS2s,0.4966586319606599
GATS2v,0.940563669213447
GATS3Z,0.955802539080566
GATS3c,1.0548703587909674
GATS3d,1.2209808612440194
GATS3i,1.1733345657291163
GATS3m,0.9675022468150828
GATS3p,1.0792246365084677
GATS3s,0.8518819898510464
GATS3v,1.1305459998300582
GATS4Z,0.8962772368850801
GATS4c,1.6140765442350202
GATS4d,0.9584875301689464
GATS4i,0.9652144981318842
GATS4m,0.8975041458023459
GATS4p,0.8596051620468548
GATS4s,1.3404922240395742
GATS4v,0.8403143912470059
GATS5Z,0.9951490151211956
GATS5c,1.4903337419308016
GATS5d,1.2426417641764178
GATS5i,0.8555972648097334
GATS5m,0.9982194142392179
GATS5p,0.7779021205913975
GATS5s,1.8436477779424438
GATS5v,0.8571395495446102
GATS6Z,1.0403233699907775
GATS6c,1.0846820701692232
GATS6d,1.405670567056706
GATS6i,1.0776577513726726
GATS6m,1.0523300332751966
GATS6p,0.9933426380656766
GATS6s,1.6661408433006446
GATS6v,1.1055353716580587
GATS7Z,1.0640312213360967
GATS7c,1.0397142736890126
GATS7d,1.058366533864542
GATS7i,1.053986672176707
GATS7m,1.0712830961796564
GATS7p,1.0421093343649983
GATS7s,0.9379704019194745
GATS7v,1.1038016599922396
GATS8Z,0.9268424521320876
GATS8c,0.7342739681534647
GATS8d,0.6877990430622011
GATS8i,0.9168474796704543
GATS8m,0.9329960740749933
GATS8p,0.9466341626409267
GATS8s,0.7166388871753244
GATS8v,0.9974013608773832
MATS1Z,0.061661891807304275
MATS1c,-0.5986094834709789
MATS1d,0.40929846409298465
MATS1i,-0.07222990761415114
MATS1m,0.06206864519221408
MATS1p,0.04058774711976952
MATS1s,-0.03965224058522398
MATS1v,0.03464395156043957
MATS2Z,0.10082833660705048
MATS2c,-0.005397505774316822
MATS2d,-0.029857397504456307
MATS2i,0.06706496659544768
MATS2m,0.10277524542965555
MATS2p,0.09587757722375259
MATS2s,0.07445385498643656
MATS2v,0.09631375707411548
MATS3Z,-0.04276893904356673
MATS3c,0.20120123623403444
MATS3d,-0.055502392344497595
MATS3i,-0.09110748742192314
MATS3m,-0.04719317069283643
MATS3p,-0.11613675235883547
MATS3s,0.0069403862195114045
MATS3v,-0.13676510389395508
MATS4Z,0.0807094421201611
MATS4c,-0.19555551617014813
MATS4d,0.03995709305443819
MATS4i,0.010062594093868825
MATS4m,0.08192083714711426
MATS4p,0.03984553735917093
MATS4s,-0.07102972330678106
MATS4v,0.08900235300131809
MATS5Z,-0.048613165358715134
MATS5c,0.07515104028142755
MATS5d,-0.05700570057005697
MATS5i,0.13372673980507901
MATS5m,-0.045368284137448554
MATS5p,0.08609327416601566
MATS5s,-0.03615688804129282
MATS5v,0.05481268020107092
MATS6Z,-0.1437731646626877
MATS6c,0.09146308122392496
MATS6d,-0.1641164116411642
MATS6i,-0.046199023251603605
MATS6m,-0.1461353506415149
MATS6p,-0.0606890776661085
MATS6s,-0.1540640580312363
MATS6v,-0.12848785153871964
MATS7Z,-0.11919807588626154
MATS7c,-0.10682023653953943
MATS7d,-0.04503199323916458
MATS7i,-0.055319528252847756
MATS7m,-0.12250326388126877
MATS7p,-0.08182791694428246
MATS7s,-0.011093419463587537
MATS7v,-0.1220097252181016
MATS8Z,0.002370271020257155
MATS8c,0.023162893491310444
MATS8d,0.0813397129186603
MATS8i,-0.0002907509256460108
MATS8m,0.0014489599446370991
MATS8p,-0.00412179348556556
MATS8s,-0.0029208584126126547
MATS8v,-0.016848489383626673
MAXaaS,1.5707595689399994
MINaaS,1.5707595689399994
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.04019961715423
SpAD_D,425.2688313691101
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.4416695868098284
SssNH2,0
SsssAs,0
SsssCH,-0.7673545064322708
SsssNH,0
SssssB,0
SssssC,-0.4392530066273854
SssssN,0
TMPC10,1222
TMWC10,150.39188096559707
TSRW10,87.81801477814403
VE1_Dt,5.749161042032372
VE2_Dt,0.16909297182448155
VE3_Dt,2.9728293700525974
VR1_Dt,228.25814366919445
VR2_Dt,6.713474813799837
VR3_Dt,6.654252629186657
Xc-3dv,2.528178432765266
Xc-4dv,0.28867513459481287
Xc-5dv,0.47114883571076205
Xc-6dv,0.07216878364870322
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.28867513459481287
Xch-6d,0.6457624642754414
Xch-7d,1.035170188827322
Xp-0dv,21.49863315492559
Xp-1dv,13.046723124693317
Xp-2dv,11.603041463254359
Xp-3dv,8.358900691894945
Xp-4dv,6.272675527896213
Xp-5dv,4.099340335239219
Xp-6dv,2.772200166394552
Xp-7dv,1.8058334230441915
Xpc-4d,6.990963642077081
Xpc-5d,11.11151850822578
Xpc-6d,16.325943741999044
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,73
nFRing,2
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,6.768758083176264
AATS0dv,5.777777777777778
AATS0pe,6.034694285714284
AATS0se,7.536052299999999
AATS1dv,5.474885844748858
AATS1pe,6.356075342465754
AATS1se,7.649702465753423
AATS2dv,4.2671568627450975
AATS2pe,6.184432352941176
AATS2se,7.581192161764706
AATS3dv,3.224561403508772
AATS3pe,6.12321842105263
AATS3se,7.5800634631578925
AATS4dv,2.6268436578171093
AATS4pe,6.047999557522123
AATS4se,7.6028847699115065
AATS5dv,2.98019801980198
AATS5pe,6.252192574257428
AATS5se,7.782416504950494
AATS6dv,2.5511551155115515
AATS6pe,6.203229207920794
AATS6se,7.681576059405939
AATS7dv,1.8353253652058434
AATS7pe,5.94861075697211
AATS7se,7.481229314741035
AATS8dv,1.5952380952380953
AATS8pe,5.727260150375938
AATS8se,7.316067240601505
AATSC0Z,9.28979591836735
AATSC0c,0.01503683416565736
AATSC0d,0.6734693877551019
AATSC0i,1.4901252625209405
AATSC0m,43.03348186714286
AATSC0p,0.26728039294677064
AATSC0s,1.5152607184849254
AATSC0v,51.68420324384398
AATSC1Z,0.5728263908303044
AATSC1c,-0.00900119153294292
AATSC1d,0.2756499860218059
AATSC1i,-0.10763161004540026
AATSC1m,2.6710299173972687
AATSC1p,0.010848308998996158
AATSC1s,-0.06008348255870361
AATSC1v,1.7905450336196447
AATSC2Z,0.9366746698679467
AATSC2c,-8.116139923658008e-05
AATSC2d,-0.020108043217286896
AATSC2i,0.09993520095399958
AATSC2m,4.42277666058824
AATSC2p,0.02562619651514894
AATSC2s,0.1128170018007203
AATSC2v,4.977899795796801
AATSC3Z,-0.3973147153598282
AATSC3c,0.0030254296231764263
AATSC3d,-0.03737916219119225
AATSC3i,-0.1357615686122165
