DLiP-ID,C001PK
Si,36.4552331643029
Sm,22.840229789359753
Sp,23.767126946107787
Sv,22.124246692448608
nB,0
nC,15
nF,0
nH,14
nI,0
nN,0
nO,3
nP,0
nS,1
nX,0
ABC,14.170645194432371
AMW,8.30504137296971
IC0,1.5092057755676138
IC1,3.069810499396933
IC2,3.7970832266696606
IC3,4.453188816197032
IC4,4.513794876803093
IC5,4.5744009374091545
MID,38.04658367153503
Mpe,0.9738562091503267
Mse,1.008596526076497
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,77.22950000000003
SdO,11.824352717939028
SdS,0
Spe,32.13725490196078
SsF,0
SsI,0
Sse,33.2836853605244
StN,0
fMF,0.42424242424242425
nBr,0
nCl,0
AMID,2.0024517721860544
BIC0,0.2816968970654347
BIC1,0.5729875317590625
BIC2,0.7087347399328395
BIC3,0.8311984302454718
BIC4,0.8425106975932867
BIC5,0.8538229649411015
CIC0,3.5351883437908396
CIC1,1.9745836199615203
CIC2,1.2473108926887928
CIC3,0.5912053031614217
CIC4,0.5305992425553603
CIC5,0.46999318194929884
GGI1,3.5
GGI2,2.222222222222223
GGI3,0.8402777777777778
GGI4,0.9433333333333336
GGI5,0.4619444444444445
GGI6,0.18852607709750568
GGI7,0.19968820861678002
GGI8,0.13958175862937766
GGI9,0.07125000000000001
JGI1,0.17500000000000004
JGI2,0.0854700854700855
JGI3,0.03361111111111111
JGI4,0.042878787878787884
JGI5,0.02717320261437909
JGI6,0.012568405139833714
JGI7,0.013312547241118666
JGI8,0.010737058356105972
JGI9,0.007125000000000001
MIC0,16.67261651920965
MIC1,31.150978609476326
MIC2,38.43635083528841
MIC3,39.764553754380486
MIC4,40.73419011801685
MIC5,41.46212951195624
MPC2,26
MPC3,33
MPC4,38
MPC5,39
MPC6,37
MPC7,34
MPC8,34
MPC9,36
Mare,0.9847272727272726
NaaN,0
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.29437860425528695
RPCG,0.11663015172285005
SIC0,0.29918474644474347
SIC1,0.6085588133599981
SIC2,0.752733259302224
SIC3,0.88279954159557
SIC4,0.8948140787574224
SIC5,0.9068286159192747
SaaN,0
SaaO,0
SaaS,1.4344124610358375
Sare,32.495999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.375517358573365
SssS,0
StCH,0
StsC,0
TIC0,49.80379059373126
TIC1,101.3037464800988
TIC2,125.3037464800988
TIC3,146.95523093450205
TIC4,148.95523093450208
TIC5,150.9552309345021
Vabc,247.90781210471116
WPol,25
apol,39.69110199999999
bpol,20.844897999999997
nRot,5
ABCGG,12.467116113924266
ATS0Z,1002.0
ATS0d,106.0
ATS0i,5154.446134297086
ATS0m,3973.9343139999996
ATS0p,58.397692667886005
ATS0s,141.80898491083678
ATS0v,8033.875515932683
ATS1Z,984.0
ATS1d,127.0
ATS1i,4792.0725804316
ATS1m,3775.8980699999997
ATS1p,68.22802034
ATS1s,112.59876543209877
ATS1v,9631.155364445693
ATS2Z,1348.0
ATS2d,187.0
ATS2i,8083.864279309324
ATS2m,5077.473107000001
ATS2p,94.48948969509401
ATS2s,169.0987654320988
ATS2v,13060.209737067738
ATS3Z,1356.0
ATS3d,187.0
ATS3i,8643.885502739908
ATS3m,5022.826775
ATS3p,94.445662417396
ATS3s,191.7685185185185
ATS3v,13067.584416732803
ATS4Z,1182.0
ATS4d,168.0
ATS4i,9238.755957809277
ATS4m,4265.939393
ATS4p,90.492196239396
ATS4s,205.72222222222226
ATS4v,12428.25714178396
ATS5Z,989.0
ATS5d,162.0
ATS5i,10412.68814028397
ATS5m,3416.5525479999997
ATS5p,85.904977883339
ATS5s,191.17283950617286
ATS5v,11192.003363134152
ATS6Z,909.0
ATS6d,142.0
ATS6i,9113.688983311238
ATS6m,3229.6794529999993
ATS6p,77.014651767037
ATS6s,155.98148148148147
ATS6v,9743.340851922736
ATS7Z,879.0
ATS7d,122.0
ATS7i,8112.510981490393
ATS7m,3196.7487289999995
ATS7p,68.645843404433
ATS7s,141.45061728395063
ATS7v,8627.60435475033
ATS8Z,816.0
ATS8d,104.0
ATS8i,6167.208798951622
ATS8m,2998.6819909999995
ATS8p,56.886724518792
ATS8s,122.66358024691358
ATS8v,7401.419536614591
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.13333333333333333
GGI10,0.04000000000000001
JGI10,0.006666666666666668
JGT10,0.4145428644780887
Kier1,15.39
Kier2,7.695266272189349
Kier3,4.231404958677686
MAXdO,11.824352717939028
MID_C,30.482761319279913
MID_N,0.0
MID_O,5.566446822487881
MID_X,0.0
MID_h,7.563822352255122
MINdO,11.824352717939028
MPC10,32
MWC01,20.0
MWC02,4.532599493153256
MWC03,5.351858133476067
MWC04,6.18826412308259
MWC05,7.02197642307216
MWC06,7.860570785538664
MWC07,8.697345730925353
MWC08,9.536545799098715
MWC09,10.374334576024932
MWC10,11.21388580527766
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.661400000000003
SRW02,3.713572066704308
SRW03,0.0
SRW04,4.976733742420574
SRW05,2.3978952727983707
SRW06,6.434546518787453
SRW07,4.442651256490317
SRW08,7.979681302387741
SRW09,6.293419278846481
SRW10,9.570180302058072
SaaCH,11.079655228980174
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.9414247396489466
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.3304525699168557
SdssC,0.004430455824305346
SdssS,0
SsCH3,3.176421134748155
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.928161635128716
VE1_D,4.296672632156846
VE2_A,0.20674534921730084
VE2_D,0.22614066485036033
VE3_A,2.0100254252906855
VE3_D,2.0996948028539935
VR1_A,107.73299624024052
VR1_D,93.3837071312827
VR2_A,5.670157696854765
VR2_D,4.914931954278037
VR3_A,5.321509795188167
VR3_D,5.178570774341221
WPath,791
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,13.664925939000156
Xp-1d,9.24071340286802
Xp-2d,7.614904684213352
Xp-3d,6.532034515941841
Xp-4d,4.984302364901213
Xp-5d,3.36240424276128
Xp-6d,2.142832032152382
Xp-7d,1.2739491967519725
ZMIC0,63.87511582378786
ZMIC1,43.71977979376411
ZMIC2,29.719571313605453
ZMIC3,26.360877638922606
ZMIC4,24.88480776287002
ZMIC5,23.777755355830585
nAcid,0
nAtom,33
nBase,0
nRing,2
piPC1,3.349904087274605
piPC2,3.886705197443856
piPC3,4.461588457510067
piPC4,4.930418960239455
piPC5,5.253908216705631
piPC6,5.449964916157176
piPC7,5.627733517445041
piPC8,5.858825613266479
piPC9,6.21053732405171
AATS0Z,30.363636363636363
AATS0d,3.212121212121212
AATS0i,156.19533740294202
AATS0m,120.42225193939393
AATS0p,1.7696270505420002
AATS0s,4.297241966995054
AATS0v,243.4507732100813
AATS1Z,28.941176470588236
AATS1d,3.735294117647059
AATS1i,140.9433111891647
AATS1m,111.05582558823528
AATS1p,2.0067064805882353
AATS1s,3.3117283950617287
AATS1v,283.2692754248733
AATS2Z,24.962962962962962
AATS2d,3.462962962962963
AATS2i,149.7011903575801
AATS2m,94.02727975925927
AATS2p,1.749805364723963
AATS2s,3.1314586191129403
AATS2v,241.85573587162477
AATS3Z,23.379310344827587
AATS3d,3.2241379310344827
AATS3i,149.03250866792945
AATS3m,86.60046163793105
AATS3p,1.6283734899551034
AATS3s,3.306353767560664
AATS3v,225.30317959884144
AATS4Z,19.37704918032787
AATS4d,2.7540983606557377
AATS4i,151.4550157017914
AATS4m,69.93343267213115
AATS4p,1.4834786268753442
AATS4s,3.3724954462659387
AATS4v,203.7419203571141
AATS5Z,14.984848484848484
AATS5d,2.4545454545454546
AATS5i,157.7680021255147
AATS5m,51.76594769696969
AATS5p,1.301590573989985
AATS5s,2.8965581743359525
AATS5v,169.57580853233563
AATS6Z,15.672413793103448
AATS6d,2.4482758620689653
AATS6i,157.13256867777997
AATS6m,55.684128499999986
AATS6p,1.3278388235696033
AATS6s,2.6893358876117492
AATS6v,167.9886353779782
AATS7Z,17.235294117647058
AATS7d,2.392156862745098
AATS7i,159.0688427743214
AATS7m,62.68134762745097
AATS7p,1.3459969294986862
AATS7s,2.7735415153715812
AATS7v,169.16871283824176
AATS8Z,20.4
AATS8d,2.6
AATS8i,154.18021997379054
AATS8m,74.96704977499999
AATS8p,1.4221681129698
AATS8s,3.0665895061728397
AATS8v,185.0354884153648
AMID_C,1.604355858909469
AMID_N,0.0
AMID_O,0.29297088539409905
AMID_X,0.0
AMID_h,0.3980959132765854
ATS0dv,262.44444444444446
ATS0pe,207.4547
ATS0se,255.96523300000004
ATS1dv,240.66666666666669
ATS1pe,220.09049999999996
ATS1se,264.08281999999997
ATS2dv,312.6666666666667
ATS2pe,347.18550000000005
ATS2se,424.31865799999997
ATS3dv,307.0
ATS3pe,372.01579999999996
ATS3se,454.56769199999997
ATS4dv,247.0
ATS4pe,386.85350000000005
ATS4se,474.72327
ATS5dv,179.66666666666669
ATS5pe,405.76300000000003
ATS5se,507.197042
ATS6dv,180.0
ATS6pe,345.8205
ATS6se,434.52316
ATS7dv,192.66666666666666
ATS7pe,302.7481
ATS7se,382.80764800000003
ATS8dv,152.66666666666666
ATS8pe,244.49730000000002
ATS8se,304.691412
ATSC0Z,373.6363636363636
ATSC0c,0.7679885246826146
ATSC0d,17.636363636363637
ATSC0i,48.152991513842196
ATSC0m,1693.3542062424242
ATSC0p,10.658796365631332
ATSC0s,43.41840212827867
ATSC0v,1751.9354054638764
ATSC1Z,25.58677685950415
ATSC1c,-0.24725756275779562
ATSC1d,8.586776859504132
ATSC1i,-3.108089911999187
ATSC1m,117.30628720477489
ATSC1p,-0.018110508052888247
ATSC1s,-2.3796822193754497
ATSC1v,-7.506317159225105
ATSC2Z,11.140495867768614
ATSC2c,-0.35293011296730564
ATSC2d,-0.5867768595041345
ATSC2i,15.996717010937342
ATSC2m,71.06200781542681
ATSC2p,3.313151712476667
ATSC2s,-3.6014597905731476
ATSC2v,472.1734559804869
ATSC3Z,-48.694214876033044
ATSC3c,0.37444959939800465
ATSC3d,-9.512396694214878
ATSC3i,-12.853909362044957
ATSC3m,-231.5356561533518
ATSC3p,-3.3931714263922212
ATSC3s,-1.8130950986356935
ATSC3v,-409.46959882286933
ATSC4Z,-113.20661157024793
ATSC4c,-0.032302249458752846
ATSC4d,-9.024793388429755
ATSC4i,-20.432274454066633
ATSC4m,-531.1876129632691
ATSC4p,-3.8159048011362215
ATSC4s,-7.181700720888904
ATSC4v,-752.0457660516643
ATSC5Z,-110.63636363636365
ATSC5c,-0.1575075117871699
ATSC5d,-1.6363636363636354
ATSC5i,2.7069501668746594
ATSC5m,-511.69419006060605
ATSC5p,0.3004407166616663
ATSC5s,-10.852413019079686
ATSC5v,-275.6287210627832
ATSC6Z,41.03305785123964
ATSC6c,-0.0897125583338252
ATSC6d,4.396694214876034
ATSC6i,-0.7456850936235726
ATSC6m,179.19168057392108
ATSC6p,0.8843646109507771
ATSC6s,-5.432135294836378
ATSC6v,-18.10179216541006
ATSC7Z,100.28925619834708
ATSC7c,-0.03924435077121115
ATSC7d,4.925619834710746
ATSC7i,14.887825885530932
ATSC7m,485.79450007988976
ATSC7p,2.887026827009666
ATSC7s,12.18271094786247
ATSC7v,700.5249205897359
ATSC8Z,63.47107438016528
ATSC8c,0.21296368386807635
ATSC8d,-1.6198347107438016
ATSC8i,-9.309608800669496
ATSC8m,277.58848828191003
ATSC8p,-1.879353800293555
ATSC8s,11.792613124637072
ATSC8v,-127.13560918711333
AXp-0d,0.7192066283684293
AXp-1d,0.46203567014340097
AXp-2d,0.2928809493928212
AXp-3d,0.19794043987702548
AXp-4d,0.13116585170792666
AXp-5d,0.08621549340413538
AXp-6d,0.057914379247361675
AXp-7d,0.03746909402211684
GATS1Z,0.7179046801202233
GATS1c,1.234980592103325
GATS1d,0.64038811400849
GATS1i,1.0354521022220304
GATS1m,0.7165366927458588
GATS1p,0.9219829230700699
GATS1s,0.6211443566585733
GATS1v,0.9008294613538063
GATS2Z,0.9658826709921602
GATS2c,1.5519374700213702
GATS2d,1.1592210767468498
GATS2i,0.7893293488931695
GATS2m,0.9501036677046799
GATS2p,0.8131696389701882
GATS2s,0.8149969653689317
GATS2v,0.7583919741317605
GATS3Z,1.0225690074670695
GATS3c,0.863743458586596
GATS3d,1.4859580519018842
GATS3i,1.1283645233056052
GATS3m,1.0203899504610336
GATS3p,1.154778783620693
GATS3s,1.0605458651657622
GATS3v,1.0518877493788201
GATS4Z,0.9315623628893942
GATS4c,1.078131084670087
GATS4d,1.2492817306067263
GATS4i,1.1673843110647424
GATS4m,0.9492053265270508
GATS4p,1.028756134309498
GATS4s,1.2502143414648992
GATS4v,1.1366244368145875
GATS5Z,0.9771289537712895
GATS5c,1.1795329650981403
GATS5d,0.9347079037800687
GATS5i,0.9119639708321959
GATS5m,0.994388420388148
GATS5p,0.838574973952057
GATS5s,1.1247232571242294
GATS5v,1.0268802273901372
GATS6Z,0.7840926252202366
GATS6c,0.7574051019270788
GATS6d,0.8602915037326697
GATS6i,0.9509818563104816
GATS6m,0.8005621550956126
GATS6p,0.8354349818503309
GATS6s,1.0743860255290203
GATS6v,1.0005933010737247
GATS7Z,0.9530079671771385
GATS7c,0.759679807882359
GATS7d,0.6937537901758641
GATS7i,0.7901440075798416
GATS7m,0.9347806847243533
GATS7p,0.8945843298105298
GATS7s,0.7683356788692635
GATS7v,0.7857244470285941
GATS8Z,0.9110462287104623
GATS8c,0.6575666813239601
GATS8d,0.9979381443298969
GATS8i,1.1379910098535844
GATS8m,0.9096845552580574
GATS8p,1.1737770592178263
GATS8s,0.6309645659020227
GATS8v,1.0549194456611688
MATS1Z,0.06646629454701593
MATS1c,-0.31248550438874295
MATS1d,0.4725591267434809
MATS1i,-0.06264772775239849
MATS1m,0.06723702688266008
MATS1p,-0.001649139869864805
MATS1s,-0.05319614386177724
MATS1v,-0.004158568348129929
MATS2Z,0.018221140848878107
MATS2c,-0.28083689605798945
MATS2d,-0.020332187857961134
MATS2i,0.2030148325026444
MATS2m,0.02564542160983351
MATS2p,0.18995614090347346
MATS2s,-0.05069030609962708
MATS2v,0.16470381523284897
MATS3Z,-0.07415051598288445
MATS3c,0.277411579932603
MATS3d,-0.3068787771062923
MATS3i,-0.15187906210660612
MATS3m,-0.07779577590883215
MATS3p,-0.18112716196840184
MATS3s,-0.023759248153703637
MATS3v,-0.1329809771309389
MATS4Z,-0.163910494196482
MATS4c,-0.022754229849116635
MATS4d,-0.2768294743958088
MATS4i,-0.22955013129669524
MATS4m,-0.16970093413423382
MATS4p,-0.19367495829591364
MATS4s,-0.08948238918888612
MATS4v,-0.23222570281186294
MATS5Z,-0.1480535279805353
MATS5c,-0.10254548520257044
MATS5d,-0.04639175257731956
MATS5i,0.02810780890006088
MATS5m,-0.15108894175072277
MATS5p,0.014093557394079685
MATS5s,-0.12497480891876768
MATS5v,-0.0786640649544389
MATS6Z,0.06248426881449782
MATS6c,-0.06646369120755663
MATS6d,0.14184145040881627
MATS6i,-0.008810856639524894
MATS6m,0.060208246359354484
MATS6p,0.047207297244371046
MATS6s,-0.07118404907256459
MATS6v,-0.0058788100921229125
MATS7Z,0.17367969085444393
MATS7c,-0.033064821444682056
MATS7d,0.1807155852031535
MATS7i,0.20005608788881063
MATS7m,0.18563016322277404
MATS7p,0.17526145711970142
MATS7s,0.1815573633970416
MATS7v,0.2587314746629084
MATS8Z,0.14014598540145984
MATS8c,0.22877300056504385
MATS8d,-0.07577319587628867
MATS8i,-0.15950052154796024
MATS8m,0.13524075588459025
MATS8p,-0.1454635994587131
MATS8s,0.22407332722843545
MATS8v,-0.059869146574839965
MAXaaS,1.4344124610358375
MAXssO,5.214171653229193
MINaaS,1.4344124610358375
MINssO,5.161345705344172
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.6768785233307
SpAD_D,171.9888983279156
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,348
TMWC10,109.77738086964939
TSRW10,64.8086797404933
VE1_Dt,4.296986220845563
VE2_Dt,0.2261571695181875
VE3_Dt,2.0997677842683644
VR1_Dt,93.34125168178981
VR2_Dt,4.912697456936306
VR3_Dt,5.178116036522621
Xc-3dv,0.44977843545821145
Xc-4dv,0.0
Xc-5dv,0.05555555555555555
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.15137471507731048
Xch-7d,0.2865964657296187
Xp-0dv,11.568291896300186
Xp-1dv,6.602407509002887
Xp-2dv,4.737000447953584
Xp-3dv,3.4832001908355594
Xp-4dv,2.2743631038542853
Xp-5dv,1.1479787045350844
Xp-6dv,0.6345030485434627
Xp-7dv,0.3238080619544019
Xpc-4d,2.4455603512395716
Xpc-5d,3.4695331937912006
Xpc-6d,4.442189824010004
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.359790108266689
AATS0dv,7.952861952861953
AATS0pe,6.286506060606061
AATS0se,7.756522212121213
AATS1dv,7.07843137254902
AATS1pe,6.473249999999999
AATS1se,7.767141764705881
AATS2dv,5.790123456790123
AATS2pe,6.429361111111112
AATS2se,7.857752925925926
AATS3dv,5.293103448275862
AATS3pe,6.4140655172413785
AATS3se,7.837374
AATS4dv,4.049180327868853
AATS4pe,6.3418606557377055
AATS4se,7.78234868852459
AATS5dv,2.7222222222222223
AATS5pe,6.147924242424243
AATS5se,7.684803666666667
AATS6dv,3.103448275862069
AATS6pe,5.962422413793103
AATS6se,7.491778620689655
AATS7dv,3.7777777777777777
AATS7pe,5.936237254901961
AATS7se,7.506032313725491
AATS8dv,3.8166666666666664
AATS8pe,6.112432500000001
AATS8se,7.617285300000001
AATSC0Z,11.322314049586776
AATSC0c,0.023272379535836805
AATSC0d,0.5344352617079889
AATSC0i,1.459181561025521
AATSC0m,51.31376382552801
AATSC0p,0.3229938292615555
AATSC0s,1.315709155402384
AATSC0v,53.088951680723525
AATSC1Z,0.7525522605736514
AATSC1c,-0.007272281257582224
AATSC1d,0.25255226057365093
AATSC1i,-0.09141440917644668
AATSC1m,3.450184917787497
AATSC1p,-0.0005326620015555367
AATSC1s,-0.06999065351104264
AATSC1v,-0.22077403409485605
AATSC2Z,0.20630547903275212
AATSC2c,-0.006535742832727882
AATSC2d,-0.010866238138965454
AATSC2i,0.29623550020254336
AATSC2m,1.315963107693089
AATSC2p,0.0613546613421605
AATSC2s,-0.06669369982542867
AATSC2v,8.743952888527534
AATSC3Z,-0.8395554288971214
AATSC3c,0.006456027575827666
AATSC3d,-0.16400683955542894
AATSC3i,-0.2216191269318096
AATSC3m,-3.991994071609514
AATSC3p,-0.05850295562745209
AATSC3s,-0.031260260321305064
AATSC3v,-7.059820669359816
AATSC4Z,-1.85584609131554
AATSC4c,-0.000529545073094309
AATSC4d,-0.1479474325972091
AATSC4i,-0.3349553189191251
AATSC4m,-8.707993655135558
AATSC4p,-0.06255581641206921
AATSC4s,-0.11773279870309679
AATSC4v,-12.328619115601054
AATSC5Z,-1.6763085399449038
AATSC5c,-0.002386477451320756
AATSC5d,-0.02479338842975205
AATSC5i,0.04101439646779787
AATSC5m,-7.752942273645546
