DLiP-ID,J1005N
DLiP-Mol-ID,36905
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H18N4O2/c1-3-20(4-2)14-11-9-13(10-12-14)17(22)23-21-16-8-6-5-7-15(16)18-19-21/h5-12H,3-4H2,1-2H3"
Standard Inchi Key(RDKit),UMVUTRLLCXJRMI-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(C(=O)On2nnc3ccccc32)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.357
MW Monoisotopic(RDKit),310.142975816
MolLogP(RDKit),2.5465
XLogP(SDF),
XLogP(CDK),3.751
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),60.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.677807639605848
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,280984.1654052102
qed,0.6778076396058478
Chi0,16.233840039752504
Chi1,11.223876650462413
TPSA,60.25
Chi0n,13.138366678817663
Chi0v,13.138366678817663
Chi1n,7.607029438191171
Chi1v,7.607029438191171
Chi2n,5.04900249662059
Chi2v,5.04900249662059
Chi3n,3.7224840549121216
Chi3v,3.7224840549121216
Chi4n,2.4432166095564503
Chi4v,2.4432166095564503
MolMR,88.44150000000003
MolWt,310.357
fr_SH,0
Kappa1,15.022975519589668
Kappa2,6.475861702665163
Kappa3,3.0102645237450694
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,806.8312483657509
MolLogP,2.546500000000001
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.7793998827108046
SMR_VSA1,9.632125767808455
SMR_VSA2,0.0
SMR_VSA3,15.157177833215961
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,17.98942254267563
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,133.77914693482336
NHOHCount,0
PEOE_VSA1,9.73749831458711
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,16.977845066183274
PEOE_VSA7,55.459061905805775
PEOE_VSA8,18.776899086508713
PEOE_VSA9,5.563451491696996
RingCount,3
SMR_VSA10,22.690092997867936
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,310.142975816
NumHDonors,0
PEOE_VSA10,11.033401435232523
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,9.73749831458711
SlogP_VSA2,34.21599593299296
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,24.205463075150064
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.969305287951849
EState_VSA2,0.0
EState_VSA3,16.59685292692952
EState_VSA4,23.62201001576877
EState_VSA5,0.0
EState_VSA6,18.19910120538483
EState_VSA7,30.33183534230805
EState_VSA8,29.05945103418763
EState_VSA9,4.8375885837366335
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
